volume,mass_kg,atm511_interceptions,eplus_interceptions,n_interceptions,total_interceptions,interceptions_per_kg,eplus_file_fraction,n_file_fraction,count_definition,importance_rank
al_shell,11.393391652999998,40318,27112,46055,113485,9960.598516783035,0.375,0.375,event-volume unique earliest COMP/PHOT/PAIR IA; atm511 restricted to cavity-directed primary first interaction,1
w_shell,53.87667474,194686,106305,178036,479027,8891.176048108124,0.375,0.375,event-volume unique earliest COMP/PHOT/PAIR IA; atm511 restricted to cavity-directed primary first interaction,2
bgo_bottom,56.8984552,50248,12270,32879,95397,1676.6184541333557,0.375,0.375,event-volume unique earliest COMP/PHOT/PAIR IA; atm511 restricted to cavity-directed primary first interaction,3
bgo_top,17.7610556,4899,8225,13967,27091,1525.3034847771098,0.375,0.375,event-volume unique earliest COMP/PHOT/PAIR IA; atm511 restricted to cavity-directed primary first interaction,4
bgo_side,250.688659,151774,52988,103463,308225,1229.513138845264,0.375,0.375,event-volume unique earliest COMP/PHOT/PAIR IA; atm511 restricted to cavity-directed primary first interaction,5
