case,source_name,local_id,leakage_class,volume,material,raw_material,t0,t1,length_cm
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.012731872831,0.20139497699578948
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.014025582787,0.017259860883,0.051160372977959265
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.017259860883,0.024375289019,0.11255307878003366
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,CsI_Active_Shield_Side07,CsI,CsI,0.025669005669,0.284433655531,4.093184199844684
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Passive_W_Outer_Liner,W,W,0.290256549741,0.294138503148,0.06140541360088991
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Passive_Cu_Inner_Liner,Copper,Copper,0.295432491945,0.300608469128,0.08187450656614376
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.300608469128,0.308372502386,0.12281282731494612
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.310313523655,0.336194331884,0.4093871221538513
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.355605630898,0.365311524636,0.15352951384565075
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.45461527318,0.462381812466,0.12285246810134974
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.571139580902,0.577615333316,0.10243457704607972
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.598339942979,0.627490645358,0.46111087606336987
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.633321902941,0.638505598097,0.08199659080429378
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,Nb_SC_Detector_Can,Nb,Nb,0.641421580475,0.643365632393,0.030751351077820385
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,TES_SampleBox_Cu,Copper,Copper,0.695554592638,0.715019420756,0.30789803378390374
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,TP_L5_00118,Ta/TES,Ta,0.96861771604,0.969733548037,0.017650424438720856
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,TP_L5_00098,Ta/TES,Ta,0.970117347695,0.981300388234,0.1768952786436203
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,TP_L5_00079,Ta/TES,Ta,0.98201513711,0.993529126866,0.18213029087074648
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,TP_L5_00059,Ta/TES,Ta,0.993912926525,0.999910317854,0.0948677782735784
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.013879203264,0.23032741955047273
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.015267535913,0.018738460813,0.057600509226930954
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.018738460813,0.026374970712,0.12672900496893477
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,CsI_Active_Shield_Side02,CsI,CsI,0.027763498154,0.306092512524,4.61891093072679
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Passive_W_Outer_Liner,W,W,0.312375191629,0.31656435229,0.0695197373204551
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Passive_Cu_Inner_Liner,Copper,Copper,0.317960867245,0.323547578099,0.09271228832811136
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.323547578099,0.331929642916,0.13910159849103754
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.334025542989,0.361986444064,0.46401526589176306
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.382977717445,0.393480632106,0.174297413591576
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.490393252728,0.498850522481,0.14034963546526746
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.618060306165,0.625221149401,0.11883524673432978
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.648206317211,0.680747359899,0.5400233896170161
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.687292396131,0.693122061322,0.09674415128489693
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Nb_SC_Detector_Can,Nb,Nb,0.696406410792,0.698598121712,0.036371765079164044
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,TES_SampleBox_Cu,Copper,Copper,0.758226406439,0.781011838134,0.3781275903110017
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,Substrate_L3,Silicon,Silicon,0.966803173561,0.970506785376,0.061461982805470244
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,TP_L3_00008,Ta/TES,Ta,0.970506785376,0.977097426166,0.10937265327630262
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,TP_L3_00007,Ta/TES,Ta,0.977442961575,0.987809023827,0.17202632773566093
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,TP_L3_00006,Ta/TES,Ta,0.988154559236,0.998520621488,0.17202632773566093
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,TP_L3_00005,Ta/TES,Ta,0.998866156897,1.0,0.018816293062475866
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Outer_Al_Mech_Shell,Aluminium,Aluminium,1.46116e-07,0.012780668136,0.20021834970834618
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.014058720731,0.017253852539,0.05005460783975118
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.017253852539,0.024283144139,0.11012016266380487
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,CsI_Active_Shield_Side07,CsI,CsI,0.0255611974,0.281173970219,4.004403533604223
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Passive_W_Outer_Liner,W,W,0.286925326184,0.290759565873,0.060066806482276976
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Passive_Cu_Inner_Liner,Copper,Copper,0.2920376462,0.297149969694,0.08008913654247456
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.297149969694,0.304818461644,0.12013380991621986
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.306735585919,0.332297295083,0.4004471191811916
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.351468645829,0.361054345479,0.15016858949262793
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.449243728942,0.456912469933,0.12013771136703301
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.564277446992,0.57066842542,0.10012041385112318
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.591119774749,0.619880150838,0.4505571078019981
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.62563233673,0.630745426021,0.08010113343988844
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,Nb_SC_Detector_Can,Nb,Nb,0.633621553981,0.635538978924,0.030038182883009763
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,TES_SampleBox_Cu,Copper,Copper,0.68699221276,0.706168864668,0.3004194658045093
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,TP_L2_00100,Ta/TES,Ta,0.972184535928,0.974323082817,0.033502256654262035
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,TP_L2_00101,Ta/TES,Ta,0.974803763343,0.984281003325,0.14846947143603437
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,TP_L2_00081,Ta/TES,Ta,0.984708658179,0.989224179119,0.07073968882221546
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,TP_L2_00082,Ta/TES,Ta,0.989704859645,0.997538303796,0.12271793421202591
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,TP_L2_00062,Ta/TES,Ta,0.99796595865,1.0,0.03186508357782467
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.014222107401,0.23298973344017324
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,ActiveShield_Top_Al_Retainer,Aluminium,Aluminium,0.016355765549,0.027024389405,0.17477577396217228
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,CsI_Active_Shield_Top02,CsI,CsI,0.030658355173,0.270186111515,3.9239970932663146
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,CsI_Active_Shield_Side02,CsI,CsI,0.270186111515,0.313237425113,0.705276215164994
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Vacuum_Top_Flange_Al,Aluminium,Aluminium,0.316802375192,0.319289301565,0.04074138215900902
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.341762143248,0.370299517434,0.4675056246735357
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.39171188641,0.402421366022,0.17544508206339457
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.501077471545,0.509669777656,0.1407610738685241
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.630320822505,0.637531028882,0.11811920796686884
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.677383297295,0.713312460747,0.5885995640014153
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.751636901761,0.761218012015,0.15695988373589476
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,Nb_SC_Detector_Can,Nb,Nb,0.763613289578,0.767206205923,0.058859956396865525
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,TES_SampleBox_Cu,Copper,Copper,0.827088145009,0.86301730846,0.5885995639850335
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,TP_L5_00059,Ta/TES,Ta,0.992961116275,1.0,0.11531256209531916
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.012516768869,0.21701076688826826
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.013768911171,0.016899269143,0.05427290311487526
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.016899269143,0.023786067976,0.11940058267401417
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,CsI_Active_Shield_Top01,CsI,CsI,0.025038214908,0.086507805492,1.0657353453237848
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,CsI_Active_Shield_Side01,CsI,CsI,0.086507805492,0.275482350343,3.2763655963995864
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Passive_W_Outer_Liner,W,W,0.281117820413,0.284874817015,0.0651373147758523
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Passive_Cu_Inner_Liner,Copper,Copper,0.28612715221,0.291136508201,0.08685022441499318
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.291136508201,0.298650588866,0.13027614591578138
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.300529117993,0.325576535902,0.4342621826680177
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.344362578552,0.353755768799,0.16285540145088045
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.440179707367,0.447695521197,0.13030619484212444
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.552935042368,0.559200734499,0.1086320813833752
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.591142855115,0.63566947714,0.7719848863328331
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.683164540634,0.695038306508,0.20586263636698085
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,Nb_SC_Detector_Can,Nb,Nb,0.698006747976,0.702459410178,0.07719848862461298
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,TES_SampleBox_Cu,Copper,Copper,0.776670446888,0.786564534578,0.17153976235707338
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,SampleBox_Al_Window,Aluminium,Aluminium,0.798748230309,0.799119285492,0.006433207376715004
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,TP_L5_00072,Ta/TES,Ta,0.982235018572,0.982723543902,0.008469858125303216
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,TP_L5_00071,Ta/TES,Ta,0.983094111133,0.98903976384,0.10308336497232592
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,TP_L5_00051,Ta/TES,Ta,0.989624402912,0.994211128052,0.07952281859276705
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,77836,,TP_L5_00050,Ta/TES,Ta,0.994581695283,1.0,0.09394041498861933
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.014305965272,0.20126220221687544
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.015736598536,0.01931319451,0.05031702289786257
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.01931319451,0.027181770912,0.11069836846855856
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,CsI_Active_Shield_Side07,CsI,CsI,0.028612430931,0.314829694399,4.026622158156832
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Passive_W_Outer_Liner,W,W,0.321272342001,0.325567536222,0.060426558532167
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Passive_Cu_Inner_Liner,Copper,Copper,0.326999284957,0.33272636796,0.08057095872577053
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.33272636796,0.341317262672,0.12086023947887828
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.343465038225,0.372104146665,0.40290675425052896
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.393586253221,0.404328285014,0.15112332050563
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.5031931695,0.51179411153,0.12100158928006886
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.632312689001,0.639494770638,0.10104047782033465
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.662486314959,0.694845320511,0.4552397964847806
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.701321640801,0.707079808096,0.08100826532782944
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,Nb_SC_Detector_Can,Nb,Nb,0.710319400621,0.712479387044,0.030387577208956334
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TES_SampleBox_Cu,Copper,Copper,0.770534802848,0.792233717356,0.30526925213102013
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00370,Ta/TES,Ta,0.927784710067,0.938828232316,0.15536481221683152
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00355,Ta/TES,Ta,0.939196349725,0.950239871974,0.15536481221683152
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00338,Ta/TES,Ta,0.950607989383,0.961651511632,0.15536481221683307
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00319,Ta/TES,Ta,0.962019629041,0.966858562638,0.06807610766535029
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00320,Ta/TES,Ta,0.968350503992,0.97306315129,0.0662994600807034
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00300,Ta/TES,Ta,0.973431268699,0.984474790948,0.15536481221683152
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00280,Ta/TES,Ta,0.984842908357,0.995886430606,0.15536481221683307
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113405,,TP_L0_00260,Ta/TES,Ta,0.996254548015,1.0,0.05269255869606054
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.020473927232,0.2874297334336001
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,CsI_Active_Shield_Top00,CsI,CsI,0.041155706344,0.247973497464,2.9034772809994323
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Passive_Top_W_Aperture_Annulus,W,W,0.253143942242,0.273825721354,0.2903477280999437
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.294507500466,0.3100188348,0.21776079607495719
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.341041503468,0.351382393024,0.14517386404997146
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.423768619916,0.434109509472,0.14517386404997146
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.542425676374,0.552307769121,0.13873289925524784
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.599563742369,0.630586411037,0.4355215921499144
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.663677257616,0.671949969261,0.11613909124278488
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Nb_SC_Detector_Can,Nb,Nb,0.674018147172,0.677120414039,0.04355215921779914
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,TES_SampleBox_Cu,Copper,Copper,0.732699576862,0.762597822508,0.41973602224836054
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,Substrate_L5,Silicon,Silicon,0.903068850837,0.906171117704,0.0435521592178007
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113903,,TP_L4_00337,Ta/TES,Ta,0.996136856842,1.0,0.05423396281218964
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.014448997059,0.18904521678786554
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.015995247183,0.01986087995,0.05057647817878149
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.01986087995,0.028365310021,0.11126874895638653
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,CsI_Active_Shield_Side05,CsI,CsI,0.029911575717,0.33921432357,4.046800257636685
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Passive_W_Outer_Liner,W,W,0.346175240286,0.350815907142,0.0607167312894104
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Passive_Cu_Inner_Liner,Copper,Copper,0.352362806169,0.358550453478,0.08095683888371674
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.358550453478,0.367832081536,0.12143731369064166
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.37015251871,0.401092902415,0.4048122870485437
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.424299803294,0.43590382241,0.15182260058862312
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.542682984605,0.551970449229,0.12151367711436321
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.682056074131,0.689804107733,0.10137234342209343
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Cryoperm_Inner_Mag_Shield,Cryoperm,Cryoperm,0.714602955096,0.749492027911,0.45647544302952286
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Thermal_50mK_Al_Shield,Aluminium,Aluminium,0.756472452674,0.76267810471,0.08119240592722975
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,Nb_SC_Detector_Can,Nb,Nb,0.76616914368,0.768496651862,0.030452237414475183
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,TES_SampleBox_Cu,Copper,Copper,0.831006612437,0.854338640872,0.30526744213348694
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,TP_L4_00068,Ta/TES,Ta,0.979895582755,0.99512350342,0.19923635886895116
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,TP_L4_00088,Ta/TES,Ta,0.995686626813,0.995831850128,0.0019000469689850704
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,160548,,TP_L4_00089,Ta/TES,Ta,0.996363059041,1.0,0.04758436099276302
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Outer_Al_Mech_Shell,Aluminium,Aluminium,0.0,0.014121210953,0.2565561354651205
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,ActiveShield_Flex_Readout_Kapton,Kapton,Kapton,0.015538304951,0.019081104359,0.06436607510997482
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,ActiveShield_Al_Backplane_Liner,Aluminium,Aluminium,0.019081104359,0.026875591135,0.14161132581619798
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,CsI_Active_Shield_Side07,CsI,CsI,0.02829281964,0.312168356232,5.157490449192564
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Passive_W_Outer_Liner,W,W,0.318569508258,0.322837429099,0.07754018271396049
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Passive_Cu_Inner_Liner,Copper,Copper,0.324260157318,0.329951517172,0.10340142177207298
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Vacuum_Jacket_Al_Reinforcement,Aluminium,Aluminium,0.329951517172,0.338489928854,0.1551270575473397
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Vacuum_Jacket_Al,Aluminium,Aluminium,0.340624795234,0.36910035928,0.5173480299350138
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Thermal_60K_Al_Shield,Aluminium,Aluminium,0.390471153187,0.401161535628,0.19422436325295966
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Thermal_4K_Al_Shield,Aluminium,Aluminium,0.499708382612,0.508298187013,0.15606076765347518
old,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,163107,,Thermal_1K_Al_Shield,Aluminium,Aluminium,0.629102605679,0.636337128402,0.13143782058954062
