case,cohort,source_name,source_file,local_id,leakage_class,has_tes_hit,stop_class,stop_process,stop_material,stop_volume,n_ia,n_cc_hits,n_segments_after_annihilation,path_length_total_cm,path_length_by_endpoint_material_cm,path_endpoint_material_sequence,cc_edep_total_keV,cc_edep_by_material_keV,shield_edep_keV,tes_edep_keV,first_primary_volume,last_primary_volume,primary_volume_sequence,path_cm_Ta/TES,path_cm_CsI,path_cm_Aluminium,path_cm_Copper,path_cm_W,path_cm_Be,path_cm_Kapton,path_cm_StainlessSteel,path_cm_LowCarbonSteel,path_cm_other,path_cm_unknown,edep_keV_Ta/TES,edep_keV_CsI,edep_keV_Aluminium,edep_keV_Copper,edep_keV_W,edep_keV_Be,edep_keV_Kapton,edep_keV_StainlessSteel,edep_keV_LowCarbonSteel,edep_keV_other,edep_keV_unknown,group
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,648,,False,scattered/no TES,COMP,CsI,CsI_Side_Segment_06,6,24,1,2.2022535193296897,CsI:2.2,CsI,240.3315596,CsI:177; Aluminium:63.1,240.3315596,0.0,,,,0.0,2.2022535193296897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.19993,63.1316296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,651,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_01,8,12,4,17.73088663959526,CsI:17.6; Aluminium:0.161,Aluminium -> CsI,513.16069328,CsI:479; Aluminium:34.1,513.16069328,0.0,,,,0.0,17.569777413602456,0.16110922599280303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.04304,34.11765328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,663,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_06,9,43,5,2.6017188900669592,CsI:2.12; Aluminium:0.483,Aluminium -> CsI -> Aluminium,558.3070974999999,Aluminium:330; CsI:228,558.3070974999999,0.0,,,,0.0,2.1183659665883994,0.48335292347855974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.89361,330.4134875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,675,,False,absorbed before TES,PHOT,CsI,CsI_Bottom_Quadrant_02,8,18,3,7.5106329114587,CsI:7.51,CsI,258.22165292,CsI:249; Aluminium:9.42,258.22165292,0.0,,,,0.0,7.5106329114587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.805363,9.416289919999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,677,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_00,15,37,11,23.717988902008976,CsI:22.8; Aluminium:0.95,CsI -> Aluminium -> CsI,705.7834307999999,CsI:511; Aluminium:195,705.7834308,0.0,,,,0.0,22.76787142169404,0.9501174803149357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998839,194.7845918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,678,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_02,12,35,8,3.2871779985782217,CsI:3.29,CsI,621.8432915800001,CsI:511; Aluminium:111,621.8432915799999,0.0,,,,0.0,3.2871779985782217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989312000001,110.84436038000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,690,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_04_side_port_band_00,12,18,8,61.13621826188879,CsI:61.1,CsI,515.004256161,CsI:511; Aluminium:4.01,515.0042561610001,0.0,,,,0.0,61.13621826188879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99882999999994,4.005426161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,692,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_02,8,37,4,13.997411326722178,CsI:13.8; Aluminium:0.205,Aluminium -> CsI,610.91364757,CsI:344; Aluminium:266,610.91364757,0.0,,,,0.0,13.7921208622578,0.2052904644643773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47029999999995,266.44334757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,694,,False,absorbed before TES,PHOT,CsI,CsI_Bottom_Quadrant_01,8,31,4,21.749769952524463,CsI:21.7,CsI,655.2613156309999,CsI:511; Aluminium:144,655.2613156310001,0.0,,,,0.0,21.749769952524463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99897999999996,144.26233563099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,703,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,6,21,1,0.3620167480932319,Aluminium:0.362,Aluminium,43.068654429999995,Aluminium:43.1,43.068654429999995,0.0,,,,0.0,0.0,0.3620167480932319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.068654429999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,735,,False,absorbed before TES,PHOT,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,3,22,0,0,,,35.471986560000005,Aluminium:35.5,35.471986560000005,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.471986560000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,773,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_07,13,24,9,72.83334840137863,CsI:66.1; Aluminium:6.76,Aluminium -> CsI,516.2943353600001,CsI:475; Aluminium:41.3,516.29433536,0.0,,,,0.0,66.06956521768623,6.763783183692395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0358540000001,41.258481360000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,810,,False,no TES,ANNI,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,5,13,0,0,,,30.635487605,Aluminium:30.6,30.635487605,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.635487605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,850,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_07,11,25,7,7.205666485630414,CsI:5.06; Aluminium:2.15,Aluminium -> CsI,517.6578525,Aluminium:306; CsI:212,517.6578525,0.0,,,,0.0,5.056193209900926,2.1494732757294877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.87803000000002,305.7798225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,858,,False,scattered/no TES,COMP,other,G10_Support_Ring_MXC_CP,7,48,2,16.58778096004796,other:9.75; Aluminium:6.84,Aluminium -> other,577.3318399999999,Aluminium:316; other:261,316.438431,0.0,,,,0.0,0.0,6.839704711228403,0.0,0.0,0.0,0.0,0.0,0.0,9.74807624881956,0.0,0.0,0.0,316.438431,0.0,0.0,0.0,0.0,0.0,0.0,260.89340899999996,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,864,,False,absorbed before TES,PHOT,other,ColdPlate_60K,9,42,5,87.71480565749344,Aluminium:44; other:43.7,Aluminium -> other -> Aluminium -> other -> Aluminium,579.3510246000001,Aluminium:425; other:155,424.52308830000004,0.0,,,,0.0,0.0,44.026313537468056,0.0,0.0,0.0,0.0,0.0,0.0,43.68849212002539,0.0,0.0,0.0,424.52308830000004,0.0,0.0,0.0,0.0,0.0,0.0,154.8279363,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,868,,False,scattered/no TES,COMP,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,6,12,1,8.54636694333329,Aluminium:8.55,Aluminium,148.46516110000002,Aluminium:148,148.46516110000002,0.0,,,,0.0,0.0,8.54636694333329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.46516110000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,869,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_07,11,41,7,35.01746034947461,CsI:21.3; Aluminium:13.7,Aluminium -> CsI -> Aluminium,815.41554917,Aluminium:482; CsI:333,815.4155491700001,0.0,,,,0.0,21.328040387582234,13.689419961892376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.19527999999997,482.22026917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,884,,False,absorbed before TES,PHOT,CsI,CsI_Bottom_Quadrant_02,10,68,6,20.701559455496483,CsI:12.8; Aluminium:5.72; Kapton:2.2,Kapton -> Aluminium -> CsI,529.408692168,Aluminium:332; CsI:182; Kapton:16.1,529.408692168,0.0,,,,0.0,12.782030296018524,5.724328405970434,0.0,0.0,0.0,2.1952007535075255,0.0,0.0,0.0,0.0,0.0,181.61089780800003,331.64856436,0.0,0.0,0.0,16.14923,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,885,,False,absorbed before TES,PHOT,CsI,CsI_Bottom_Quadrant_02,7,29,3,24.569572559735843,CsI:24.6,CsI,529.15150652,CsI:511; Aluminium:18.2,529.15150652,0.0,,,,0.0,24.569572559735843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998973,18.15253352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,899,,False,absorbed before TES,PHOT,W,Passive_W_Liner_detector_bay_below_side_port,12,23,8,68.24791349545612,Aluminium:51.9; W:13.4; CsI:2.97,CsI -> Aluminium -> W,519.6960793249999,Aluminium:355; W:141; CsI:23.7,519.696079325,0.0,,,,0.0,2.9656473757512063,51.90467717754001,0.0,13.377588942164905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.72236,355.39841932499996,0.0,140.5753,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,901,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_04_above_side_port,15,29,11,122.17017126832394,CsI:92.6; W:29.6,W -> CsI -> W -> CsI,560.3994993,CsI:404; W:107; Aluminium:49.4,560.3994992999999,0.0,,,,0.0,92.61698126052298,0.0,0.0,29.55319000780096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.62137,49.4005893,0.0,107.37754,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,903,,False,scattered/no TES,COMP,other,ColdPlate_4K,7,31,2,34.11442996658771,other:18.1; unknown:16,unknown -> other,177.1128246,other:140; Aluminium:37.5,37.5265646,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.075400234412516,16.039029732175194,0.0,0.0,37.5265646,0.0,0.0,0.0,0.0,0.0,0.0,139.58626,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,904,,False,scattered/no TES,COMP,other,ColdPlate_4K,6,22,1,19.286841454953166,other:19.3,other,189.91448774900002,other:163; Aluminium:26.9,26.916387749000002,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.286841454953166,0.0,0.0,0.0,26.916387749000002,0.0,0.0,0.0,0.0,0.0,0.0,162.99810000000002,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,915,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_00,5,11,1,4.326135106870798,CsI:4.33,CsI,513.87195832,CsI:511; Aluminium:2.87,513.8719583200001,0.0,,,,0.0,4.326135106870798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99889,2.87306832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,933,,False,absorbed before TES,PHOT,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_bottom_cap,12,34,8,55.8485943859271,Aluminium:55.8; CsI:0.0637,Aluminium -> CsI -> Aluminium,763.540668047,CsI:588; Aluminium:176,763.540668047,0.0,,,,0.0,0.06374733014017112,55.784847055786926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.868305647,175.6723624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,956,,False,scattered/no TES,COMP,Aluminium,Shield_60K_Al_side_window_side_wall_above_side_port,11,21,6,86.74108384332801,Aluminium:69.3; CsI:17.4,Aluminium -> CsI -> Aluminium,450.63470111000004,Aluminium:433; CsI:17.6,450.63470111000004,0.0,,,,0.0,17.426170045910837,69.31491379741718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.579420000000002,433.05528111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,963,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_03_above_side_port,9,36,5,17.592459772459993,CsI:17.6,CsI,1884.6211,Aluminium:1.37e+03; CsI:511,1884.6211000000005,0.0,,,,0.0,17.592459772459993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99889,1373.62221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,989,,False,absorbed before TES,PHOT,W,Passive_W_Liner_detector_bay_side_port_band_00,11,31,7,34.69399353535116,W:34.3; Aluminium:0.369,Aluminium -> W,609.929029871,W:508; Aluminium:102,609.929029871,0.0,,,,0.0,0.0,0.3689347075025595,0.0,34.3250588278486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.588659871,0.0,508.34037,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1002,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_06,9,28,5,5.327237979363631,CsI:5.33,CsI,515.9993612000001,CsI:511; Aluminium:5,515.9993612,0.0,,,,0.0,5.327237979363631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998933,5.0004282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1006,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_01,6,23,2,6.1816628844157,CsI:6.18,CsI,589.92980836,CsI:511; Aluminium:78.9,589.92980836,0.0,,,,0.0,6.1816628844157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99890000000005,78.93090836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1038,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_07,10,35,5,88.45364928936162,CsI:88.5,CsI,1548.3030771,Aluminium:1.04e+03; CsI:511,1548.3030770999999,0.0,,,,0.0,88.45364928936162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99893,1037.3041471000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1046,,False,no TES,ANNI,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,5,25,0,0,,,123.753732,Aluminium:124,123.753732,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.753732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1054,,False,no TES,ANNI,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,5,25,0,0,,,34.030702670000004,Aluminium:34,34.030702670000004,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.030702670000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1056,,False,no TES,ANNI,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,5,15,0,0,,,20.60899281,Aluminium:20.6,20.60899281,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.60899281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1057,,False,no TES,ANNI,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,5,17,0,0,,,130.551492,Aluminium:131,130.551492,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.551492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1059,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,7,48,1,5.353032215753984,Aluminium:5.35,Aluminium,1180.1402733599998,Aluminium:1.18e+03,1180.1402733599998,0.0,,,,0.0,0.0,5.353032215753984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.1402733599998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1065,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_02,7,28,3,18.550940620692128,CsI:18.6,CsI,569.20614187,CsI:511; Aluminium:58.2,569.20614187,0.0,,,,0.0,18.550940620692128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99892,58.20722187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1079,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,9,30,4,8.761688446076267,Aluminium:8.76,Aluminium,401.471669,Aluminium:401,401.471669,0.0,,,,0.0,0.0,8.761688446076267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.471669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,1091,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_00,20,129,3,3.728953414455212,CsI:3.73,CsI,8657.912019119996,Aluminium:7.86e+03; CsI:701; Kapton:94.9,8657.912019119993,0.0,,,,0.0,3.728953414455212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.8997369980001,7862.062502901996,0.0,0.0,0.0,94.94977921999998,0.0,0.0,0.0,0.0,current_shielded
