case,cohort,source_name,source_file,local_id,leakage_class,has_tes_hit,stop_class,stop_process,stop_material,stop_volume,n_ia,n_cc_hits,n_segments_after_annihilation,path_length_total_cm,path_length_by_endpoint_material_cm,path_endpoint_material_sequence,cc_edep_total_keV,cc_edep_by_material_keV,shield_edep_keV,tes_edep_keV,first_primary_volume,last_primary_volume,primary_volume_sequence,path_cm_Ta/TES,path_cm_CsI,path_cm_Aluminium,path_cm_Copper,path_cm_W,path_cm_Be,path_cm_Kapton,path_cm_StainlessSteel,path_cm_LowCarbonSteel,path_cm_other,path_cm_unknown,edep_keV_Ta/TES,edep_keV_CsI,edep_keV_Aluminium,edep_keV_Copper,edep_keV_W,edep_keV_Be,edep_keV_Kapton,edep_keV_StainlessSteel,edep_keV_LowCarbonSteel,edep_keV_other,edep_keV_unknown,group
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,211,,False,absorbed before TES,PHOT,W,Passive_W_Liner_detector_bay_below_side_port,15,21,11,17.24140256042565,W:11.4; CsI:5.8,CsI -> W -> CsI -> W,513.94280613,W:272; CsI:239; Aluminium:2.94,513.9428061300001,0.0,,,,0.0,5.796022961200566,0.0,0.0,11.445379599225085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.08595100000002,2.9438505299999997,0.0,271.9130046,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,232,,False,scattered/no TES,COMP,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,6,23,1,0.16265751289134983,Aluminium:0.163,Aluminium,103.61297267,Aluminium:104,103.61297267,0.0,,,,0.0,0.0,0.16265751289134983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.61297267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,248,,False,absorbed before TES,PHOT,W,Passive_W_Bottom_Plate_detector_bay,12,41,8,118.23416083148157,W:97.3; Aluminium:20.9,Aluminium -> W,767.0630092,Aluminium:475; W:292,474.9218192,0.0,,,,0.0,0.0,20.91203959358341,0.0,97.32212123789817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.9218192,0.0,292.14119,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,250,,False,absorbed before TES,PHOT,other,ColdPlate_4K,65,320,0,0,,,26958.24605459601,other:2.31e+04; Aluminium:3.86e+03,3862.9088350059997,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.9088350059997,0.0,0.0,0.0,0.0,0.0,0.0,23095.33721959001,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,258,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,8,24,1,8.79322428116672,Aluminium:8.79,Aluminium,354.0631556,Aluminium:354,354.0631556,0.0,,,,0.0,0.0,8.79322428116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0631556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,261,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,6,14,1,2.2966990888011454,Aluminium:2.3,Aluminium,318.41975537,Aluminium:318,318.41975537,0.0,,,,0.0,0.0,2.2966990888011454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.41975537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,269,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_02,7,28,3,7.493324306302059,CsI:7.49,CsI,538.4642920499999,CsI:511; Aluminium:27.5,538.46429205,0.0,,,,0.0,7.493324306302059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99893,27.465362049999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,276,,False,absorbed before TES,PHOT,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,9,26,5,2.7206781233205213,Aluminium:2.72,Aluminium,523.25930756,Aluminium:523,523.25930756,0.0,,,,0.0,0.0,2.7206781233205213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.25930756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,307,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,6,16,1,0.14473364363547198,Aluminium:0.145,Aluminium,270.49285852,Aluminium:270,270.49285852,0.0,,,,0.0,0.0,0.14473364363547198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.49285852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,323,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_05,9,30,5,2.1936779882046022,CsI:2.19,CsI,1371.3762629999999,Aluminium:860; CsI:511,1371.3762629999999,0.0,,,,0.0,2.1936779882046022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989099999999,860.377353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,327,,False,absorbed before TES,PHOT,W,W_Side_Aperture_Sleeve_collimator_ZM_panel,12,39,6,10.34732015568335,W:10.3,W,1516.41153381,Aluminium:1.01e+03; W:511,1005.41262381,0.0,,,,0.0,0.0,0.0,0.0,10.34732015568335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.41262381,0.0,510.99890999999997,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,347,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_02,11,25,7,32.503113491730446,CsI:32.5,CsI,522.37095155,CsI:511; Aluminium:11.4,522.37095155,0.0,,,,0.0,32.503113491730446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99884999999995,11.37210155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,355,,False,no TES,ANNI,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,5,23,0,0,,,230.42679,Aluminium:230,230.42679,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.42679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,362,,False,absorbed before TES,PHOT,CsI,CsI_Bottom_Quadrant_00,10,33,5,7.957033732121607,CsI:7.96,CsI,558.92126063,CsI:511; Aluminium:47.9,558.92126063,0.0,,,,0.0,7.957033732121607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99889,47.92237063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,366,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,7,39,2,6.3850459208310095,Aluminium:6.39,Aluminium,323.03185149999996,Aluminium:323,323.03185149999996,0.0,,,,0.0,0.0,6.3850459208310095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.03185149999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,377,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_02,11,27,7,26.092392297105338,CsI:26.1,CsI,555.7309379499999,CsI:511; Aluminium:44.7,555.73093795,0.0,,,,0.0,26.092392297105338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9988772999999,44.732060649999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,400,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,6,71,1,1.0221508843610114,Aluminium:1.02,Aluminium,627.3114718009999,Aluminium:554; CsI:73.3,627.311471801,0.0,,,,0.0,0.0,1.0221508843610114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.349986783,553.961485018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,407,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_00,10,35,6,21.01414571207066,CsI:21,CsI,545.31865536,CsI:511; Aluminium:34.3,545.3186553599999,0.0,,,,0.0,21.01414571207066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998917,34.31973836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,424,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_00,7,10,3,2.417426595976105,CsI:2.42,CsI,513.4311577000001,CsI:511; Aluminium:2.43,513.4311577,0.0,,,,0.0,2.417426595976105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9988766000001,2.4322811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,441,,False,no TES,ANNI,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_01,5,17,0,0,,,45.245346960000006,Aluminium:45.2,45.245346960000006,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.245346960000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,461,,False,scattered/no TES,COMP,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,6,18,1,0.37507585512799846,Aluminium:0.375,Aluminium,222.83354993,Aluminium:223,222.83354993,0.0,,,,0.0,0.0,0.37507585512799846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.83354993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,482,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_07,9,30,5,13.500160000239298,CsI:13.5,CsI,583.568048118,CsI:511; Aluminium:72.6,583.568048118,0.0,,,,0.0,13.500160000239298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,72.56914811799999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,483,,False,scattered/no TES,COMP,CsI,CsI_Side_Segment_01,7,25,2,3.124236868668693,CsI:2.42; Kapton:0.707,Kapton -> CsI,215.66392213999998,Aluminium:107; CsI:76.1; Kapton:32.7,215.66392213999998,0.0,,,,0.0,2.4175499039523474,0.0,0.0,0.0,0.0,0.7066869647163461,0.0,0.0,0.0,0.0,0.0,76.10002999999999,106.85296113999999,0.0,0.0,0.0,32.710931,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,490,,False,absorbed before TES,PHOT,other,NbTi_Bundle_4K_60K,7,14,3,74.49648326124637,other:74.5,other,516.33749946,other:511; Aluminium:5.34,5.33857946,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49648326124637,0.0,0.0,0.0,5.33857946,0.0,0.0,0.0,0.0,0.0,0.0,510.99892,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,516,,False,absorbed before TES,PHOT,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,8,29,3,0.7796163816097392,Aluminium:0.78,Aluminium,356.00058518000003,Aluminium:356,356.00058518000003,0.0,,,,0.0,0.0,0.7796163816097392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.00058518000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,518,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_01,12,19,8,15.701556324023453,CsI:15.1; Aluminium:0.65,Aluminium -> CsI,513.9841207200001,CsI:350; Aluminium:164,513.9841207200001,0.0,,,,0.0,15.051394718805183,0.6501616052182713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.53197000000006,164.45215072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,523,,False,scattered/no TES,COMP,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,12,82,5,166.84406912679358,other:138; Aluminium:29,other -> Aluminium,3103.3287765999994,other:1.59e+03; Aluminium:1.52e+03,1516.6633183799995,0.0,,,,0.0,0.0,29.030054748963188,0.0,0.0,0.0,0.0,0.0,0.0,137.8140143778304,0.0,0.0,0.0,1516.6633183799995,0.0,0.0,0.0,0.0,0.0,0.0,1586.66545822,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,542,,False,absorbed before TES,PHOT,CsI,CsI_TopAnnulus_Segment_06,13,43,8,77.24383524380713,Aluminium:41; CsI:36.3,Aluminium -> CsI,1364.7322461,Aluminium:1.16e+03; CsI:200,1364.7322461,0.0,,,,0.0,36.25531107614905,40.988524167658085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.3184158,1164.4138303000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,557,,False,scattered/no TES,COMP,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,7,26,2,24.743134285698588,Aluminium:24.7,Aluminium,249.62474982,Aluminium:250,249.62474982,0.0,,,,0.0,0.0,24.743134285698588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.62474982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,572,,False,scattered/no TES,COMP,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,6,12,1,2.9686528062742545,Aluminium:2.97,Aluminium,97.26568151999999,Aluminium:97.3,97.26568151999999,0.0,,,,0.0,0.0,2.9686528062742545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.26568151999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,581,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_05,7,31,3,4.302339100078839,CsI:4.3,CsI,654.30519766,CsI:511; Aluminium:143,654.30519766,0.0,,,,0.0,4.302339100078839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99885,143.30634766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,611,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_01,12,31,8,12.68864268205933,CsI:12.7,CsI,604.6527242300001,CsI:511; Aluminium:93.7,604.65272423,0.0,,,,0.0,12.68864268205933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99888000000004,93.65384423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,614,,False,absorbed before TES,PHOT,Aluminium,Shield_60K_Al_side_window_side_wall_above_side_port,7,36,2,5.191628621801292,Aluminium:5.19,Aluminium,481.75571124000004,Aluminium:482,481.75571124000004,0.0,,,,0.0,0.0,5.191628621801292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.75571124000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,625,,False,no TES,ANNI,other,G10_Support_Ring_Still_4K,18,161,0,0,,,10433.619893037996,other:7.54e+03; Aluminium:2.89e+03,2890.4205741379997,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2890.4205741379997,0.0,0.0,0.0,0.0,0.0,0.0,7543.199318899996,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,627,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_04_below_side_port,14,47,10,79.02115102613445,CsI:79,CsI,1797.2931705,Aluminium:1.29e+03; CsI:511,1797.2931704999996,0.0,,,,0.0,79.02115102613445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99890100000005,1286.2942695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,632,,False,no TES,ANNI,Aluminium,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,5,17,0,0,,,26.66961878,Aluminium:26.7,26.66961878,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66961878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,636,,False,scattered/no TES,COMP,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,6,10,1,0.9944741958442189,Aluminium:0.994,Aluminium,89.32798847000001,Aluminium:89.3,89.32798847000001,0.0,,,,0.0,0.0,0.9944741958442189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.32798847000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,638,,False,absorbed before TES,PHOT,CsI,CsI_Side_Segment_05,12,18,8,39.655619768664906,CsI:39.7,CsI,514.5392408,CsI:511; Aluminium:3.54,514.5392408,0.0,,,,0.0,39.655619768664906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.999,3.5402408000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,641,,False,no TES,ANNI,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,5,17,0,0,,,17.833144,Aluminium:17.8,17.833144,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
current,shielded_sample,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,643,,False,no TES,ANNI,Aluminium,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,5,28,0,0,,,58.958543520000006,Aluminium:59,58.958543520000006,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.958543520000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_shielded
