case,cohort,source_file,local_id,parent_ia_id,child_ia_id,parent_process,child_process,length_cm,endpoint_material,endpoint_volume,endpoint_x_cm,endpoint_y_cm,endpoint_z_cm,nearest_cc_distance_cm,group
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,69,3,5,ANNI,COMP,2.3541931144237087,CsI,CsI_Active_Shield_Side04,-10.81244,-8.83685,1.44123,4.242640686770257e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,69,3,6,ANNI,PHOT,2.324000087048191,CsI,CsI_Active_Shield_Side04,-10.84309,-8.84656,1.41895,3.1622776604699623e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,69,3,7,ANNI,PHOT,2.324000087048191,CsI,CsI_Active_Shield_Side04,-10.84309,-8.84656,1.41895,3.1622776604699623e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,69,3,8,ANNI,PHOT,2.324000087048191,CsI,CsI_Active_Shield_Side04,-10.84309,-8.84656,1.41895,3.1622776604699623e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,69,8,9,PHOT,PHOT,0.00012041594578747636,CsI,CsI_Active_Shield_Side04,-10.84319,-8.84662,1.41892,5.099019513434584e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,69,7,10,PHOT,PHOT,0.00264943390179881,CsI,CsI_Active_Shield_Side04,-10.84456,-8.84875,1.4192,2.8284271249845327e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,94,3,5,ANNI,COMP,1.1042559701898822,CsI,CsI_Active_Shield_Side00,12.55301,4.7887,-8.14421,4.242640687084275e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,94,3,6,ANNI,COMP,2.4391411503846996,CsI,CsI_Active_Shield_Side00,11.6132,3.71951,-8.27225,4.1231056255477355e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,94,3,7,ANNI,PHOT,2.361083315726067,CsI,CsI_Active_Shield_Side00,11.62082,3.86743,-8.12236,4.999999999810711e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,99,3,5,ANNI,COMP,0.214049382386402,Aluminium,Outer_Al_Mech_Shell,-13.91127,3.75117,-8.46386,3.1622776604699623e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,3,5,ANNI,RAYL,1.2970079363673916,CsI,CsI_Active_Shield_Side04,-12.49208,-5.32612,-4.13753,1.9999999993913775e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,3,6,ANNI,PHOT,1.4289527359923426,CsI,CsI_Active_Shield_Side04,-12.4429,-5.2197,-4.07698,3.6055512752289566e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,3,7,ANNI,PHOT,1.4289527359923426,CsI,CsI_Active_Shield_Side04,-12.4429,-5.2197,-4.07698,3.6055512752289566e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,7,8,PHOT,PHOT,0.0011871815362450532,CsI,CsI_Active_Shield_Side04,-12.44363,-5.21933,-4.07784,5.099019513434584e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,7,9,PHOT,PHOT,0.0011871815362450532,CsI,CsI_Active_Shield_Side04,-12.44363,-5.21933,-4.07784,5.099019513434584e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,7,10,PHOT,PHOT,0.0011871815362450532,CsI,CsI_Active_Shield_Side04,-12.44363,-5.21933,-4.07784,5.099019513434584e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,10,11,PHOT,PHOT,0.0013390294993018488,CsI,CsI_Active_Shield_Side04,-12.44246,-5.21937,-4.07849,2.000000000279556e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,9,12,PHOT,PHOT,0.04023107008271127,CsI,CsI_Active_Shield_Side04,-12.42784,-5.25126,-4.09654,4.99999999945544e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,6,13,PHOT,BREM,0.0060136261939030405,CsI,CsI_Active_Shield_Side04,-12.43977,-5.21702,-4.0726,3.000000000419334e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,13,14,BREM,PHOT,0.0023726778120929663,CsI,CsI_Active_Shield_Side04,-12.43929,-5.21756,-4.07486,7.071067811597781e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,13,15,BREM,PHOT,0.0023726778120929663,CsI,CsI_Active_Shield_Side04,-12.43929,-5.21756,-4.07486,7.071067811597781e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,13,16,BREM,PHOT,0.0023726778120929663,CsI,CsI_Active_Shield_Side04,-12.43929,-5.21756,-4.07486,7.071067811597781e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,16,17,PHOT,PHOT,0.00018165902124596392,CsI,CsI_Active_Shield_Side04,-12.43934,-5.2174,-4.07479,5.385164807062578e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,148,15,18,PHOT,PHOT,0.04299833252580821,CsI,CsI_Active_Shield_Side04,-12.44226,-5.22205,-4.11752,0.0,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,167,2,4,ANNI,PHOT,5.411140409802725,CsI,CsI_Active_Shield_Side04,-7.66757,-6.75513,-8.46086,1.7320508067853996e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,167,2,5,ANNI,PHOT,5.411140409802725,CsI,CsI_Active_Shield_Side04,-7.66757,-6.75513,-8.46086,1.7320508067853996e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,167,5,6,PHOT,PHOT,0.0011816513868312818,CsI,CsI_Active_Shield_Side04,-7.6664,-6.75528,-8.46079,5.830951894898732e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,168,3,5,ANNI,COMP,0.6685989082402097,Aluminium,ActiveShield_Al_Backplane_Liner,-14.08644,0.40152,-9.9102,4.651881339974198e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,168,3,6,ANNI,PHOT,1.2336804211788404,CsI,CsI_Active_Shield_Side03,-13.23316,0.96727,-10.07542,1.2999999999818712e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,168,3,7,ANNI,PHOT,1.2336804211788404,CsI,CsI_Active_Shield_Side03,-13.23316,0.96727,-10.07542,1.2999999999818712e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,168,7,8,PHOT,RAYL,0.037362679240118955,CsI,CsI_Active_Shield_Side03,-13.21619,0.9616,-10.10822,1.6999999999933735e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,168,7,9,PHOT,PHOT,0.10464943143658294,CsI,CsI_Active_Shield_Side03,-13.21481,0.94006,-10.17479,3.5000000000451337e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,192,3,5,ANNI,RAYL,0.27470700773733503,Aluminium,Outer_Al_Mech_Shell,-14.05801,-2.68207,-7.10794,0.26621295800355016,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,192,3,6,ANNI,COMP,7.625397871521196,CsI,CsI_Active_Shield_Side04,-9.75019,-8.3249,-9.01428,6.557438523728681e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,192,3,7,ANNI,COMP,7.944862820124713,CsI,CsI_Active_Shield_Side04,-9.53889,-8.50239,-9.23723,3.162277660048663e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,192,3,8,ANNI,COMP,9.497284785484744,CsI,CsI_Active_Shield_Side05,-8.61167,-9.78586,-9.32836,4.000000000559112e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,192,3,9,ANNI,COMP,9.312627696568782,CsI,CsI_Active_Shield_Side05,-9.39381,-9.92737,-9.83918,2.9999999989390367e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,193,2,4,ANNI,COMP,3.2346383196580093,Aluminium,ActiveShield_Al_Backplane_Liner,13.60207,3.75753,-11.96361,1.000000000139778e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,213,2,4,ANNI,COMP,0.46954268421518386,other,ActiveShield_Readout_Box_XM,-14.69536,-0.73126,-2.5656,4.999999999721893e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,213,2,5,ANNI,COMP,0.9152327248301394,Aluminium,Outer_Al_Mech_Shell,-14.32762,-0.5075,-2.90861,4.499999999962867e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,213,2,6,ANNI,COMP,1.5039385378398946,CsI,CsI_Active_Shield_Side03,-13.96329,0.04941,-2.69193,4.000799919686986e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,213,2,7,ANNI,PHOT,1.6057199489948433,CsI,CsI_Active_Shield_Side03,-13.9574,0.18915,-2.78196,1.9723082921715985e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,213,2,8,ANNI,PHOT,1.6057199489948433,CsI,CsI_Active_Shield_Side03,-13.9574,0.18915,-2.78196,1.9723082921715985e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,221,3,5,ANNI,COMP,1.4030781250878368,CsI,CsI_Active_Shield_Side07,13.77351,-0.03627,-3.55844,6.103449844222499e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,221,3,6,ANNI,RAYL,1.47612855202384,CsI,CsI_Active_Shield_Side00,13.87964,0.1152,-3.91772,4.82597140489765e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,221,3,7,ANNI,PHOT,1.4783301669113018,CsI,CsI_Active_Shield_Side00,13.88108,0.11788,-3.92329,5.348831648364405e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,221,3,8,ANNI,PHOT,1.4783301669113018,CsI,CsI_Active_Shield_Side00,13.88108,0.11788,-3.92329,5.348831648364405e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,221,8,9,PHOT,PHOT,0.04260279098838466,CsI,CsI_Active_Shield_Side00,13.85227,0.13452,-3.9499,1.0198039028567483e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,221,5,10,COMP,PHOT,0.002021163031523699,CsI,CsI_Active_Shield_Side07,13.77176,-0.03622,-3.55743,3.2655933610684107e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,308,2,4,ANNI,PHOT,6.673305980733987,W,Passive_Bottom_W_Shield,6.57794,6.51236,-13.71926,4.472135954830275e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,308,2,5,ANNI,PHOT,6.673305980733987,W,Passive_Bottom_W_Shield,6.57794,6.51236,-13.71926,4.472135954830275e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,308,5,6,PHOT,RAYL,0.0340548219786862,W,Passive_Bottom_W_Shield,6.56847,6.52408,-13.68872,3.000000000419334e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,308,5,7,PHOT,PHOT,0.062497533551332356,W,Passive_Bottom_W_Shield,6.56064,6.5279,-13.66125,3.162277659767796e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,308,4,9,PHOT,BREM,0.0011080613701417053,W,Passive_Bottom_W_Shield,6.57768,6.51155,-13.71997,5.830951894441768e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,308,9,10,BREM,PHOT,0.0009058697478113462,W,Passive_Bottom_W_Shield,6.57818,6.5108,-13.72006,4.472135954830275e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,3,5,ANNI,COMP,0.7856289440314683,CsI,CsI_Active_Shield_Side02,-7.32731,11.84343,-0.55282,2.69072480958289e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,3,6,ANNI,PHOT,0.7440915495421243,CsI,CsI_Active_Shield_Side02,-7.36874,11.84908,-0.56512,5.000000000499049e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,3,7,ANNI,PHOT,0.7440915495421243,CsI,CsI_Active_Shield_Side02,-7.36874,11.84908,-0.56512,5.000000000499049e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,7,8,PHOT,PHOT,0.035633268163332774,CsI,CsI_Active_Shield_Side02,-7.40009,11.86325,-0.55584,6.794115100460298e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,7,9,PHOT,PHOT,0.035633268163332774,CsI,CsI_Active_Shield_Side02,-7.40009,11.86325,-0.55584,6.794115100460298e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,9,10,PHOT,PHOT,0.02579412917700426,CsI,CsI_Active_Shield_Side02,-7.37586,11.85596,-0.55083,4.4598206245067674e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,5,12,COMP,BREM,0.003848389273449439,CsI,CsI_Active_Shield_Side02,-7.32351,11.84288,-0.55256,2.692582403634371e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,312,12,13,BREM,PHOT,2.0000000000020002e-05,CsI,CsI_Active_Shield_Side02,-7.32351,11.84288,-0.55254,5.161395160477244e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,334,2,4,ANNI,COMP,0.007807393931396198,Aluminium,Outer_Al_Mech_Shell,13.15255,-5.96978,-10.11471,2.000000000279556e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,334,2,5,ANNI,PHOT,6.176269844971153,W,Passive_Bottom_W_Shield,8.83994,-3.44508,-13.73137,6.403124236524633e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,334,2,6,ANNI,PHOT,6.176269844971153,W,Passive_Bottom_W_Shield,8.83994,-3.44508,-13.73137,6.403124236524633e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,334,6,7,PHOT,PHOT,0.0036677786192728734,W,Passive_Bottom_W_Shield,8.84268,-3.44657,-13.72944,4.123105625978564e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,360,3,5,ANNI,COMP,5.288580804043747,Kapton,ActiveShield_Flex_Readout_Kapton,-11.85996,7.83393,-7.12034,6.403124237773024e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,360,3,6,ANNI,PHOT,4.93328022116117,CsI,CsI_Active_Shield_Side03,-11.9042,7.43551,-7.02676,3.162277660610396e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,360,3,7,ANNI,PHOT,4.93328022116117,CsI,CsI_Active_Shield_Side03,-11.9042,7.43551,-7.02676,3.162277660610396e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,360,7,8,PHOT,PHOT,0.00827285923970572,CsI,CsI_Active_Shield_Side03,-11.89629,7.43511,-7.02437,1.000000000139778e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,416,2,4,ANNI,PHOT,2.280592407424001,CsI,CsI_Active_Shield_Side00,13.13866,4.76386,-4.19708,3.6055512752289566e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,416,2,5,ANNI,PHOT,2.280592407424001,CsI,CsI_Active_Shield_Side00,13.13866,4.76386,-4.19708,3.6055512752289566e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,416,5,6,PHOT,PHOT,0.0072242508262105485,CsI,CsI_Active_Shield_Side00,13.13294,4.76019,-4.19463,3.162277660610396e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,416,6,8,PHOT,BREM,6.324555320293932e-05,CsI,CsI_Active_Shield_Side00,13.133,4.76017,-4.19463,6.403124237773024e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,416,8,9,BREM,PHOT,0.00016155494421259204,CsI,CsI_Active_Shield_Side00,13.13286,4.76024,-4.19467,4.47213595522748e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,423,3,5,ANNI,PHOT,1.473572579311925,CsI,CsI_Active_Shield_Side04,-13.26364,-3.0426,-8.84862,4.472135954830275e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,423,3,6,ANNI,PHOT,1.473572579311925,CsI,CsI_Active_Shield_Side04,-13.26364,-3.0426,-8.84862,4.472135954830275e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,423,6,7,PHOT,COMP,0.00899527653827257,CsI,CsI_Active_Shield_Side04,-13.26669,-3.05023,-8.85228,3.1622776604699623e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,423,6,8,PHOT,PHOT,0.008932149797221059,CsI,CsI_Active_Shield_Side04,-13.26646,-3.04995,-8.85284,3.1622776604699623e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,434,3,5,ANNI,COMP,0.024336550700540516,Aluminium,Outer_Al_Mech_Shell,-12.66224,6.94547,-9.98535,3.6055512752289566e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,434,3,6,ANNI,COMP,2.9970623288313507,CsI,CsI_Active_Shield_Side03,-12.5615,4.79393,-12.03481,4.000000000559112e-06,old_shielded
old,shielded_sample,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,434,3,7,ANNI,COMP,7.639662681434304,CsI,CsI_Active_Shield_Side03,-12.17405,0.32064,-13.71323,2.899999999972369e-06,old_shielded
