VN,ZA,nuclide,exc_keV,RP_yield,hl_s,Activity_Bq,Points
CsI_Active_Shield_Side00,53128,I-128,0.0,1.0,1499.3999999999999,18.20087946649582,1
CsI_Active_Shield_Side02,53128,I-128,0.0,1.0,1499.3999999999999,18.20087946649582,1
CsI_Active_Shield_Side04,53128,I-128,0.0,1.0,1499.3999999999999,18.20087946649582,1
CsI_Active_Shield_Side07,53128,I-128,0.0,1.0,1499.3999999999999,18.20087946649582,1
CsI_Active_Shield_Top07,53128,I-128,0.0,1.0,1499.3999999999999,18.20087946649582,1
CsI_Active_Shield_Bottom03,55134,Cs-134,0.0,2.0,65158740.969984,0.49841357325303065,2
CsI_Active_Shield_Bottom00,55134,Cs-134,0.0,1.0,65158740.969984,0.24920678662651533,1
