VN,ZA,nuclide,exc_keV,RP_yield,hl_s,Activity_Bq,Points
CsI_Active_Shield_Bottom03,55132,Cs-132,0.0,207.0,559785.6,0.30559089247431015,207
CsI_Active_Shield_Side01,55132,Cs-132,0.0,205.0,559785.6,0.30260665290835687,205
ADR_SaltPill_Proxy,31072,Ga-72,0.0,157.0,50760.0,0.2900574882200799,157
Passive_Bottom_W_Shield,74185,W-185,0.0,1186.0,6488639.999999999,0.2832892019863278,1186
CsI_Active_Shield_Side04,55132,Cs-132,0.0,190.0,559785.6,0.28046016816924896,190
CsI_Active_Shield_Bottom02,53126,I-126,0.0,270.0,1117152.0,0.27559787957994425,270
CsI_Active_Shield_Bottom03,53126,I-126,0.0,265.0,1117152.0,0.27052097648475,265
Thermal_Bus_Cu,29066,Cu-66,0.0,145.0,307.2,0.2678874946422501,145
CsI_Active_Shield_Side07,55132,Cs-132,0.0,181.0,559785.6,0.26718469439292464,181
CsI_Active_Shield_Side07,53126,I-126,0.0,256.0,1117152.0,0.2613170927407195,256
Outer_Al_Mech_Shell,11026,Na-26,0.0,140.0,1.07128,0.2574138828713587,140
CsI_Active_Shield_Bottom00,53126,I-126,0.0,252.0,1117152.0,0.25721245604117815,252
CsI_Active_Shield_Side02,53126,I-126,0.0,243.0,1117152.0,0.24801097820322526,243
CsI_Active_Shield_Side04,53126,I-126,0.0,229.0,1117152.0,0.23373737595249966,229
CsI_Active_Shield_Side03,53126,I-126,0.0,227.0,1117152.0,0.2318385249427005,227
CsI_Active_Shield_Side00,53126,I-126,0.0,227.0,1117152.0,0.2316886438546686,227
Outer_Al_Mech_Shell,10023,Ne-23,0.0,126.0,37.15,0.23168227676516673,126
CsI_Active_Shield_Side01,53126,I-126,0.0,223.0,1117152.0,0.22762007044603697,223
CsI_Active_Shield_Side05,53126,I-126,0.0,223.0,1117152.0,0.2275814417753863,223
ColdPlate_1K,29066,Cu-66,0.0,120.0,307.2,0.22169999556600006,120
CsI_Active_Shield_Side06,53126,I-126,0.0,216.0,1117152.0,0.2204819081540134,216
