selection_id,lo_keV,hi_keV,reference_flux_ph_cm2_s,plane_rate_at_reference_flux_s-1,plane_rate_per_flux_cps_per_ph_cm2_s,science_final_cps_at_reference_flux,science_final_response_cps_per_ph_cm2_s,background_final_cps_day15,low_stat_final_background_events
broad_480_550,480.0,550.0,0.0001,0.0014843489008928919,14.843489008928918,0.0011879500385249511,11.87950038524951,0.06628201291851338,123
w2_510p58_511p42,510.58,511.42,0.0001,0.0014843489008928919,14.843489008928918,0.00118587480749719,11.8587480749719,0.0392162265186315,84
