time_bin_id,day_mid,incident_family,ZA,nuclide,half_life_s,day15_activity_Bq,activity_Bq,activity_scale_to_day15,selected_events_day15,event_weight_cps,selection_response_cps_per_Bq,selected_rate_cps
63,15.75,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002640815548061211,0.974119611825,0,3.481826869560595e-07,0.0,0.0
64,16.0,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002629100233669924,0.9697981750190001,0,3.481826869560595e-07,0.0,0.0
65,16.25,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002628196233824449,0.969464715918,0,3.481826869560595e-07,0.0,0.0
66,16.5,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0026377677480689376,0.9729953675560001,0,3.481826869560595e-07,0.0,0.0
67,16.75,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002657711414784176,0.9803520028550001,0,3.481826869560595e-07,0.0,0.0
68,17.0,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0026880129926864626,0.991529368622,0,3.481826869560595e-07,0.0,0.0
69,17.25,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002717724623299624,1.00248912009,0,3.481826869560595e-07,0.0,0.0
70,17.5,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0027456203243276947,1.01277902825,0,3.481826869560595e-07,0.0,0.0
71,17.75,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0027758360633094387,1.02392473055,0,3.481826869560595e-07,0.0,0.0
72,18.0,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0028050727272357595,1.0347092807,0,3.481826869560595e-07,0.0,0.0
73,18.25,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0028286233692424788,1.0433964236800002,0,3.481826869560595e-07,0.0,0.0
74,18.5,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002841354159661616,1.04809243989,0,3.481826869560595e-07,0.0,0.0
75,18.75,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002839816936555691,1.04752540325,0,3.481826869560595e-07,0.0,0.0
76,19.0,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0028226055280338703,1.0411766180799997,0,3.481826869560595e-07,0.0,0.0
77,19.25,alpha,2006,He-6,0.80692,0.0027109766767899053,0.002791923810115061,1.02985902978,0,3.481826869560595e-07,0.0,0.0
78,19.5,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0027525266591888896,1.01532657317,0,3.481826869560595e-07,0.0,0.0
79,19.75,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0027114748624009898,1.0001837661,0,3.481826869560595e-07,0.0,0.0
80,20.0,alpha,2006,He-6,0.80692,0.0027109766767899053,0.0026728125505153227,0.985922370118,0,3.481826869560595e-07,0.0,0.0
0,0.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020089508187440992,0.988057593631,0,3.481826869560595e-07,0.0,0.0
1,0.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019893596242322002,0.9784221021469999,0,3.481826869560595e-07,0.0,0.0
2,0.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019709018001440883,0.969344033594,0,3.481826869560595e-07,0.0,0.0
3,0.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.001954262827272832,0.961160526391,0,3.481826869560595e-07,0.0,0.0
4,1.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019471802209920413,0.9576771046700001,0,3.481826869560595e-07,0.0,0.0
5,1.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019493816674648235,0.9587598369520002,0,3.481826869560595e-07,0.0,0.0
6,1.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.001960370069247155,0.964164236961,0,3.481826869560595e-07,0.0,0.0
7,1.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019810360707205707,0.974328348245,0,3.481826869560595e-07,0.0,0.0
8,2.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020101574185883535,0.988651032817,0,3.481826869560595e-07,0.0,0.0
9,2.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002039324634800943,1.00299627671,0,3.481826869560595e-07,0.0,0.0
10,2.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020672978941607594,1.01675429959,0,3.481826869560595e-07,0.0,0.0
11,2.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002096848172896604,1.03128794423,0,3.481826869560595e-07,0.0,0.0
12,3.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021251470731482505,1.04520612631,0,3.481826869560595e-07,0.0,0.0
13,3.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021482795058296164,1.0565832967,0,3.481826869560595e-07,0.0,0.0
14,3.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021620068106918207,1.06333476502,0,3.481826869560595e-07,0.0,0.0
15,3.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002163237906990457,1.06394025224,0,3.481826869560595e-07,0.0,0.0
16,4.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021510215345551253,1.05793190229,0,3.481826869560595e-07,0.0,0.0
17,4.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002126978167494983,1.04610670917,0,3.481826869560595e-07,0.0,0.0
18,4.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020947786173408974,1.03027007955,0,3.481826869560595e-07,0.0,0.0
19,4.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.00205855380839359,1.01245371629,0,3.481826869560595e-07,0.0,0.0
20,5.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002023260853231789,0.9950956645029999,0,3.481826869560595e-07,0.0,0.0
21,5.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.001991943809684015,0.9796930760479999,0,3.481826869560595e-07,0.0,0.0
22,5.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019620252944025783,0.9649783224869999,0,3.481826869560595e-07,0.0,0.0
23,5.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019347040230494011,0.951540965347,0,3.481826869560595e-07,0.0,0.0
24,6.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019180495295282967,0.943349824659,0,3.481826869560595e-07,0.0,0.0
25,6.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019127803994027713,0.9407583206839998,0,3.481826869560595e-07,0.0,0.0
26,6.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019180495295282967,0.943349824659,0,3.481826869560595e-07,0.0,0.0
27,6.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019339029340324485,0.9511469676049998,0,3.481826869560595e-07,0.0,0.0
28,7.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019603645778358677,0.9641615361329999,0,3.481826869560595e-07,0.0,0.0
29,7.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019893596242322002,0.9784221021469999,0,3.481826869560595e-07,0.0,0.0
30,7.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020197001161958487,0.9933443955149999,0,3.481826869560595e-07,0.0,0.0
31,7.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020539844509086178,1.01020637986,0,3.481826869560595e-07,0.0,0.0
32,8.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002089215607702698,1.0275340375,0,3.481826869560595e-07,0.0,0.0
33,8.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002121552250469846,1.04343809306,0,3.481826869560595e-07,0.0,0.0
34,8.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002145930583944376,1.05542803193,0,3.481826869560595e-07,0.0,0.0
35,8.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021585995836414244,1.06165899649,0,3.481826869560595e-07,0.0,0.0
36,9.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002157858368324135,1.06129444629,0,3.481826869560595e-07,0.0,0.0
37,9.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002144595063304694,1.05477118593,0,3.481826869560595e-07,0.0,0.0
38,9.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002121868750964938,1.04359375676,0,3.481826869560595e-07,0.0,0.0
39,9.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020939220103857515,1.02984877655,0,3.481826869560595e-07,0.0,0.0
40,10.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002064706937762075,1.01547999555,0,3.481826869560595e-07,0.0,0.0
41,10.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.00203711073811762,1.00190742107,0,3.481826869560595e-07,0.0,0.0
42,10.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.00200843165760229,0.9878022558180001,0,3.481826869560595e-07,0.0,0.0
43,10.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019810360707205707,0.974328348245,0,3.481826869560595e-07,0.0,0.0
44,11.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019622353154424687,0.9650816166450001,0,3.481826869560595e-07,0.0,0.0
45,11.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019521917197243203,0.9601418983979999,0,3.481826869560595e-07,0.0,0.0
46,11.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019510736085051464,0.9595919803659998,0,3.481826869560595e-07,0.0,0.0
47,11.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.00195864857052843,0.9633175562629999,0,3.481826869560595e-07,0.0,0.0
48,12.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019756068515936814,0.9716581080700001,0,3.481826869560595e-07,0.0,0.0
49,12.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019942206928199105,0.9808129101680001,0,3.481826869560595e-07,0.0,0.0
50,12.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.00201383505291962,0.990459795129,0,3.481826869560595e-07,0.0,0.0
51,12.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002037585627404721,1.00214098476,0,3.481826869560595e-07,0.0,0.0
52,13.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002063007657228175,1.01464424237,0,3.481826869560595e-07,0.0,0.0
53,13.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020864554135899905,1.02617649767,0,3.481826869560595e-07,0.0,0.0
54,13.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002103800283812148,1.03470718472,0,3.481826869560595e-07,0.0,0.0
55,13.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002111804586288015,1.03864392213,0,3.481826869560595e-07,0.0,0.0
56,14.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021090947380620444,1.0373111438,0,3.481826869560595e-07,0.0,0.0
57,14.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002096636417098672,1.03118379687,0,3.481826869560595e-07,0.0,0.0
58,14.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002077318404888433,1.021682664,0,3.481826869560595e-07,0.0,0.0
59,14.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002055018825618458,1.01071511396,0,3.481826869560595e-07,0.0,0.0
60,15.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002033232507592429,1.0,0,3.481826869560595e-07,0.0,0.0
61,15.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002015561785807088,0.991309050136,0,3.481826869560595e-07,0.0,0.0
62,15.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019978056551725773,0.9825760938370001,0,3.481826869560595e-07,0.0,0.0
63,15.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.001980611661045908,0.9741196118249998,0,3.481826869560595e-07,0.0,0.0
64,16.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019718251752524427,0.9697981750190001,0,3.481826869560595e-07,0.0,0.0
65,16.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.001971147175368337,0.9694647159180001,0,3.481826869560595e-07,0.0,0.0
66,16.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019783258110517028,0.9729953675559999,0,3.481826869560595e-07,0.0,0.0
67,16.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0019932835610881315,0.9803520028549999,0,3.481826869560595e-07,0.0,0.0
68,17.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002016009744514847,0.991529368622,0,3.481826869560595e-07,0.0,0.0
69,17.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020382934674747183,1.00248912009,0,3.481826869560595e-07,0.0,0.0
70,17.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002059215243245771,1.01277902825,0,3.481826869560595e-07,0.0,0.0
71,17.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002081877047482079,1.02392473055,0,3.481826869560595e-07,0.0,0.0
72,18.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021038045454268195,1.0347092807,0,3.481826869560595e-07,0.0,0.0
73,18.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0021214675269318585,1.04339642368,0,3.481826869560595e-07,0.0,0.0
74,18.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002131015619746212,1.04809243989,0,3.481826869560595e-07,0.0,0.0
75,18.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002129862702416768,1.04752540325,0,3.481826869560595e-07,0.0,0.0
76,19.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002116954146025403,1.04117661808,0,3.481826869560595e-07,0.0,0.0
77,19.25,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.0020939428575862955,1.02985902978,0,3.481826869560595e-07,0.0,0.0
78,19.5,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002064394994391667,1.01532657317,0,3.481826869560595e-07,0.0,0.0
79,19.75,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002033606146800742,1.0001837661,0,3.481826869560595e-07,0.0,0.0
80,20.0,alpha,3008,Li-8,0.8387000000000001,0.002033232507592429,0.002004609412886492,0.9859223701180001,0,3.481826869560595e-07,0.0,0.0
0,0.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,8.149689003490478e-06,0.004517250761013992,0,3.481826869560595e-07,0.0,0.0
1,0.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,3.240010403357706e-05,0.017958893221560156,0,3.481826869560595e-07,0.0,0.0
2,0.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,6.43865613571394e-05,0.0356885082565779,0,3.481826869560595e-07,0.0,0.0
3,0.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,9.598464442732148e-05,0.05320285324989358,0,3.481826869560595e-07,0.0,0.0
4,1.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0001272878456543801,0.07055374964662009,0,3.481826869560595e-07,0.0,0.0
5,1.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.00015844979481239986,0.08782635213347013,0,3.481826869560595e-07,0.0,0.0
6,1.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.00018961738587072266,0.10510208184130083,0,3.481826869560595e-07,0.0,0.0
7,1.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.00022094023353710676,0.12246386796559318,0,3.481826869560595e-07,0.0,0.0
8,2.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0002525647650351466,0.13999287292701523,0,3.481826869560595e-07,0.0,0.0
9,2.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.00028455883362736036,0.15772670677444328,0,3.481826869560595e-07,0.0,0.0
10,2.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.00031691192634868294,0.17565954232853084,0,3.481826869560595e-07,0.0,0.0
11,2.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0003496259985191429,0.19379246339393402,0,3.481826869560595e-07,0.0,0.0
12,3.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0003827024968521026,0.2121262718622383,0,3.481826869560595e-07,0.0,0.0
13,3.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0004160882104705675,0.2306314737399313,0,3.481826869560595e-07,0.0,0.0
14,3.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0004496640255845412,0.24924204603419958,0,3.481826869560595e-07,0.0,0.0
15,3.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0004832518267652537,0.26785926202604626,0,3.481826869560595e-07,0.0,0.0
16,4.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.000516641334674497,0.2863665670223857,0,3.481826869560595e-07,0.0,0.0
17,4.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0005496283934664321,0.3046508004903943,0,3.481826869560595e-07,0.0,0.0
18,4.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0005820524023131905,0.32262294379247763,0,3.481826869560595e-07,0.0,0.0
19,4.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0006138165067144773,0.34022931192728456,0,3.481826869560595e-07,0.0,0.0
20,5.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.000644897817205148,0.3574572176065271,0,3.481826869560595e-07,0.0,0.0
21,5.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0006753383434423701,0.37432994615504767,0,3.481826869560595e-07,0.0,0.0
22,5.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0007051837031273548,0.39087278278255466,0,3.481826869560595e-07,0.0,0.0
23,5.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0007344682185703033,0.40710475183240774,0,3.481826869560595e-07,0.0,0.0
24,6.0,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0007633012509158295,0.42308647055190557,0,3.481826869560595e-07,0.0,0.0
25,6.25,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0007918629716737595,0.43891780531503205,0,3.481826869560595e-07,0.0,0.0
26,6.5,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0008203319148935549,0.4546977148759742,0,3.481826869560595e-07,0.0,0.0
27,6.75,alpha,4007,Be-7,4598208.0,0.0018041258797997545,0.0008488795485364303,0.4705212413618556,0,3.481826869560595e-07,0.0,0.0
