time_bin_id,day_mid,elapsed_stop_day,dt_s,prompt_event_rate_hz,delayed_event_rate_hz,atm511_event_rate_hz,coincidence_occupancy_rate_hz,accidental_live_factor,prompt_final_cps_noacc,delayed_final_cps_noacc,atm511_final_cps_noacc,background_final_cps_noacc,signal_final_cps_noacc,prompt_final_upper95_cps_noacc,delayed_final_upper95_cps_noacc,atm511_final_upper95_cps_noacc,background_final_componentwise_transport_counting_endpoint_cps_noacc,signal_final_lower95_cps_noacc,cumulative_source_counts,cumulative_background_counts,cumulative_source_transport_counting_lower_endpoint_counts,cumulative_background_componentwise_transport_counting_upper_endpoint_counts,counting_Z,counting_Z_componentwise_transport_counting_endpoint_conditional,prompt_scale_alpha,delayed_alpha_activity_Bq,delayed_alpha_selected_cps,delayed_alpha_upper95_cps,prompt_scale_eminus,delayed_eminus_activity_Bq,delayed_eminus_selected_cps,delayed_eminus_upper95_cps,prompt_scale_eplus,delayed_eplus_activity_Bq,delayed_eplus_selected_cps,delayed_eplus_upper95_cps,prompt_scale_gamma,delayed_gamma_activity_Bq,delayed_gamma_selected_cps,delayed_gamma_upper95_cps,prompt_scale_muminus,delayed_muminus_activity_Bq,delayed_muminus_selected_cps,delayed_muminus_upper95_cps,prompt_scale_muplus,delayed_muplus_activity_Bq,delayed_muplus_selected_cps,delayed_muplus_upper95_cps,prompt_scale_n,delayed_n_activity_Bq,delayed_n_selected_cps,delayed_n_upper95_cps,prompt_scale_p,delayed_p_activity_Bq,delayed_p_selected_cps,delayed_p_upper95_cps
10,2.5,2.625,21600.0,23932.392588182127,16.322428229450633,237.4913026320942,24186.20631904367,0.9761039361137862,0.003438694923343661,0.0016966019753142732,0.001824216322587749,0.006959513221245683,0.0011178311747596364,0.0438406793920186,0.0022140341377992023,0.0035944333839394867,0.04964914691375728,0.0011112770455776314,262.99545496267086,1300.5063746737935,261.453445556397,9775.303664235802,7.292761327515466,2.6444127403022337,1.01675429959,0.2344959043652375,5.997913579196212e-08,3.3418235552951244e-07,1.01159567235,0.0,0.0,0.0,1.00981348994,0.0014306116173546993,0.0,5.942504945409524e-09,1.00716699438,0.005339161698757198,0.0,1.9830185629635975e-08,1.01362647369,3.864472595260845,1.7049363049473275e-05,3.978752596043752e-05,1.01354240708,0.0001240134130072011,0.0,6.583384867659163e-10,1.01588910561,25.579874554936886,0.001653282774780547,0.002128102650548179,1.01584868252,1.5562532518468668,2.6209858348460836e-05,4.57833479059944e-05
11,2.75,2.875,21600.0,25181.703909814158,17.1972368707625,260.08756261184755,25458.988709296766,0.9748623585095096,0.003598720210737181,0.0017817700826211155,0.001997782536708686,0.007378272830066982,0.001077892062860316,0.046113512340994235,0.0023256545483056005,0.003936428018367102,0.05237559490766694,0.0010715721068743295,285.6926571728345,1455.8708644552614,284.0175682830801,10878.177977404383,7.487514060569432,2.723122162431946,1.03128794423,0.2385573435978297,6.619609913142035e-08,3.688210582315143e-07,1.04535667816,0.0,0.0,0.0,1.04392424288,0.0014882361326444226,0.0,6.181866881893161e-09,1.06141768695,0.005623457432233241,0.0,2.0886088688323207e-08,1.11630877807,4.2534575368862315,1.867535002244474e-05,4.358203715189426e-05,1.11781909827,0.000139476252468949,0.0,7.404246263656732e-10,1.07175862192,26.99281255329763,0.001736247275745523,0.0022348944087992183,1.03548812938,1.5913035494440197,2.678126075401634e-05,4.678147291605978e-05
12,3.0,3.125,21600.0,26420.522147991727,18.10852298210031,282.3109202607469,26720.941591234576,0.9736329040666459,0.0037581415250792062,0.0018727802958181463,0.002168484416383959,0.007799406237281311,0.001039192943240187,0.04842158007652661,0.0024449948409693023,0.004272778772062601,0.05513935368955851,0.0010330998900593355,307.5473739462247,1619.8960490229354,305.74414527990723,12037.784541124634,7.6413211035705535,2.786665664524039,1.04520612631,0.24245473411872856,7.2486275590553e-08,4.038676783278802e-07,1.07778314578,0.0,0.0,0.0,1.07652112761,0.0015455070684379602,0.0,6.419760112349815e-09,1.11511954331,0.005911713676975693,0.0,2.1956701485735798e-08,1.22973310147,4.683724124277931,2.0496467203893582e-05,4.78319171575953e-05,1.23298107133,0.00015645747747092002,0.0,8.305712782490464e-10,1.12834123701,28.45702459981831,0.001824868685045288,0.002348967729408984,1.05522434112,1.6262875614265562,2.7342657293374382e-05,4.77621196915186e-05
13,3.25,3.375,21600.0,27480.586158900587,18.962801564731215,301.2911813756233,27800.84014184094,0.9725820468164565,0.003895033895347912,0.001963824221223474,0.0023142754485143964,0.008173133565085783,0.0010066617582235454,0.050445454937984795,0.0025643894743912154,0.004560045225322522,0.05756988963769853,0.00100075944367466,328.6950948567467,1791.5953772102603,326.7678717108672,13247.19966885937,7.765568528023892,2.839077895331134,1.0565832967,0.24581401053046892,7.883967517389623e-08,4.392665551264085e-07,1.10462608404,0.0,0.0,0.0,1.10337722244,0.001598668747241781,0.0,6.6405842237757544e-09,1.16100367714,0.006167026879493428,0.0,2.2904960498157546e-08,1.33735854374,5.095350290684872,2.235064046062582e-05,5.21589390160255e-05,1.34223699179,0.00017495858304678502,0.0,9.287863789624199e-10,1.17768441002,29.829760184438364,0.0019135424391301871,0.0024631084281331816,1.07220673566,1.657594621165569,2.785230195748709e-05,4.8652366355780945e-05
14,3.5,3.625,21600.0,28189.25809449831,19.64144151245568,314.1446369559682,28523.044172966733,0.971879897719618,0.003985966699336865,0.002045944029790479,0.002413005310245986,0.008444916039373331,0.0009849278934256267,0.0518237824557657,0.002671994983839252,0.004754582411842344,0.0592503598514473,0.0009791530100673595,349.3712978557386,1968.8761705607537,347.3228448600314,14491.019116180514,7.873684741407228,2.885252891369024,1.06333476502,0.2482070772403424,8.523387178352251e-08,4.748927384067966e-07,1.12183539346,0.0,0.0,0.0,1.12057683686,0.0016436003751771984,0.0,6.827222174965633e-09,1.1916965547,0.006350089063805349,0.0,2.3584871933976586e-08,1.41573352733,5.402291747648156,2.396615211791886e-05,5.592900431508792e-05,1.42180679753,0.00019462183583285003,0.0,1.033170862625667e-09,1.21088823492,30.93417482939555,0.0019936441506806747,0.002566215208935797,1.08314908736,1.68077852756779,2.8248493120102187e-05,4.9344432584988643e-05
15,3.75,3.875,21600.0,28416.652782420726,20.03529078501237,318.69949898590323,28755.387572191645,0.9716541140712294,0.004012884671211691,0.0021090183396394084,0.0024479920805826434,0.008569895091433744,0.0009772862356442543,0.05226278997809998,0.002754436526539173,0.004823520296969866,0.059840746801609015,0.0009715561572738911,369.88231639189934,2148.738805132163,367.7136020649859,15746.940485068282,7.979427905645961,2.930296740960408,1.06394025224,0.2492990488753893,9.163529418956184e-08,5.105591812480138e-07,1.12656472602,0.0,0.0,0.0,1.12546008372,0.0016767624035220739,0.0,6.964971313200384e-09,1.20169595615,0.006429188066218378,0.0,2.3878653615346997e-08,1.44284914754,5.522536010078871,2.5038908527924903e-05,5.843245992152242e-05,1.44938934971,0.00021469189430544955,0.0,1.139714917851269e-09,1.22085612314,31.608275211886244,0.0020554177341149307,0.0026457300557881443,1.08536809616,1.6919631977680927,2.8470061702363505e-05,4.973146830841153e-05
16,4.0,4.125,21600.0,28116.791930413983,20.08593525093482,314.1446369559682,28451.022502620886,0.9719498966539172,0.003969463486386659,0.0021446854105299884,0.002413005310245986,0.008527154207162633,0.0009849278934256267,0.051653665432181355,0.0028007202254717854,0.004754582411842344,0.059208968069495486,0.0009791530100673595,390.56000857919383,2327.758884780884,388.27005567096205,16989.980533624715,8.09503582573629,2.978773333826667,1.05793190229,0.24895660013566226,9.80042778477043e-08,5.460448869539011e-07,1.1178862084,0.0,0.0,0.0,1.1171782106,0.0016959435130589652,0.0,7.044646213710547e-09,1.18905422974,0.006389550950477106,0.0,2.3731437365433505e-08,1.40981923852,5.420877175115117,2.5364678764010526e-05,5.91926989807637e-05,1.41597521417,0.00023415801686397513,0.0,1.2430529145858276e-09,1.20504698336,31.76032803026323,0.002090742054181827,0.0026911994578226227,1.07793143745,1.689443557114657,2.8480673306303095e-05,4.9750004644951304e-05
17,4.25,4.375,21600.0,27343.00757339516,19.80886851263606,301.2911813756233,27664.107623283417,0.9727150395012267,0.003863631466465654,0.002148959015880764,0.0023142754485143964,0.008326865930860815,0.0010066617582235454,0.0501227651480802,0.0028057076273806498,0.004560045225322522,0.057488518000783376,0.00100075944367466,411.7106212685533,2502.7117075946317,409.2966569255229,18197.851368477495,8.22975029976316,3.0340877750237008,1.04610670917,0.24730314023852953,1.0430228018283349e-07,5.811351100405415e-07,1.09703327677,0.0,0.0,0.0,1.09686225183,0.001700718226324986,0.0,7.064479519166786e-09,1.15599540622,0.00623793464711433,0.0,2.3168319106463583e-08,1.32645509932,5.13015822033938,2.4934681862717285e-05,5.8189229653289856e-05,1.33147967552,0.0002520462701015385,0.0,1.3380146230150532e-09,1.1666016819,31.401543312377864,0.0020956354686245244,0.0026974982521998383,1.06212948138,1.6744777748550324,2.8284563113339282e-05,4.940743960423253e-05
18,4.5,4.625,21600.0,26230.317271784406,19.282972350149784,282.3109202607469,26531.911164395304,0.9738169677063525,0.003714603017349931,0.002123243633895884,0.002168484416383959,0.008006331067629774,0.001039192943240187,0.047975922712854835,0.0027714044257018578,0.004272778772062601,0.055020105910619295,0.0010330998900593355,433.5694696388701,2671.120450117651,431.0273412946704,19355.168842813946,8.38903404791,3.098177798554879,1.03027007955,0.24468015663082898,1.1049894061027945e-07,6.156606921570134e-07,1.0670951711,0.0,0.0,0.0,1.06738903697,0.0016925348422113366,0.0,7.0304872042885755e-09,1.10821145669,0.006000484527752689,0.0,2.2286405388469872e-08,1.21529877422,4.73071787684204,2.3919134329860683e-05,5.581928048214832e-05,1.21871906405,0.00026769957776707646,0.0,1.4211118834768163e-09,1.11304160108,30.636810241876752,0.002071289284626458,0.002666159887409885,1.04093756841,1.650754261508643,2.7924715998955396e-05,4.8778859113190953e-05
19,4.75,4.875,21600.0,24950.18567903811,18.61353424572591,260.0875626118474,25228.886775895684,0.975086702032952,0.00354558493382971,0.002073290156407423,0.001997782536708685,0.007616657626945817,0.0010778920628603161,0.04557153932113123,0.0027054992210763813,0.003936428018367099,0.052213466560574705,0.00107157210687433,456.27189512006447,2831.541523942662,453.59665666701443,20454.88223207553,8.574568043327288,3.171548470928409,1.01245371629,0.24149881543968532,1.1657589542192007e-07,6.49519317270325e-07,1.03208133571,0.0,0.0,0.0,1.03263449765,0.0016742938453316839,0.0,6.954717363717191e-09,1.05303014666,0.005714331531644959,0.0,2.1223604268845863e-08,1.09961092378,4.30724859737371,2.2564642195638138e-05,5.265834767796049e-05,1.10127507075,0.00028088915981838513,0.0,1.4911301926110808e-09,1.05318319786,29.618208905529603,0.0020231470417116527,0.0026041912778573357,1.01758654496,1.6226036278085647,2.7461896604710212e-05,4.79704067719896e-05
20,5.0,5.125,21600.0,23675.37028780361,17.907176965930173,202.4765592953111,23895.754024064852,0.9763874889194564,0.003379591501441386,0.0020075392825642207,0.0015552613519498118,0.006942392135955419,0.0011178311747596364,0.04323933088451906,0.0026191332914926153,0.003064484872204819,0.0489229490482165,0.0011112770455776314,479.8469207932685,2977.9563641566074,477.0334559539625,21486.66574810474,8.793131081972083,3.2543504939537375,0.995095664503,0.2382659244783244,1.2252871448884293e-07,6.82686302282001e-07,0.9965659816,0.0,0.0,0.0,0.997088826092,0.00165004458482205,0.0,6.853990269967262e-09,0.997877228848,0.005419067188358511,0.0,2.012696268585246e-08,0.996024633781,3.9217305731424013,2.110429720048136e-05,4.9250389607187256e-05,0.996033523795,0.000291749921582585,0.0,1.5487857097973812e-09,0.995338596553,28.510250279527412,0.001959345950702493,0.002522066626856553,0.995388715946,1.5946471631658827,2.6966505946757552e-05,4.7105058987927346e-05
21,5.25,5.375,21600.0,22535.026504155856,17.242533731415502,184.8855106204046,22737.15454850768,0.9775193865334328,0.0032326350908471455,0.0019347028211525446,0.0014201411274676902,0.006587479039467381,0.0011547294594097721,0.04119880994335782,0.002523719348898152,0.0027982441639564843,0.04652077345621246,0.0011479589861772056,504.2283621411939,3117.0471550969864,501.27194269492577,22468.924839392257,9.03141053749777,3.3441230639053923,0.979693076048,0.2353234091081366,1.283652037590198e-07,7.152051391504677e-07,0.964152997696,0.0,0.0,0.0,0.964415955133,0.0016237913737580986,0.0,6.744939123808612e-09,0.948401654568,0.005147078293609055,0.0,1.9116768468783384e-08,0.91217496968,3.6040840613650214,1.9703943610486607e-05,4.5982431463881165e-05,0.910782198234,0.00030063070092539284,0.0,1.5959302782119822e-09,0.944930912946,27.44263802387189,0.0018883772160079757,0.0024307157976376976,0.976299621485,1.5699140738995394,2.649329633032319e-05,4.627845701955201e-05
22,5.5,5.625,21600.0,21560.80488602093,16.585761130379712,170.3314266947042,21747.722073846016,0.9784870546012422,0.003101878940221712,0.0018589769540960483,0.0013083484126889774,0.006269204307006738,0.0011854942324020024,0.039311257392047966,0.002424424796350883,0.00257796794939449,0.044313650137793335,0.0011785433774615368,529.2841625509254,3249.5487966494056,526.1808345585799,23405.50803223458,9.284902927415372,3.4393469586818104,0.964978322487,0.23247481574528828,1.3409385800871978e-07,7.471231577397825e-07,0.933828519931,0.0,0.0,0.0,0.936423149296,0.0015983951261235795,0.0,6.6394476505588485e-09,0.906703951398,0.004913944641753682,0.0,1.8250886546929792e-08,0.820176095686,3.2552579135688564,1.817044598227903e-05,4.240375955012523e-05,0.811873384882,0.0003076395839443477,0.0,1.6331376844814164e-09,0.899360836646,26.41307393021517,0.0018146995795773112,0.0023358780749165894,0.954442413277,1.5414438849199856,2.5972834678449324e-05,4.536931525454628e-05
23,5.75,5.875,21600.0,20797.015191772876,15.970905961996628,159.60115925051895,20972.587256985393,0.9792458080152149,0.0029932290226555042,0.0017846015422973678,0.0012259271669402948,0.006003757731893167,0.001208271778999407,0.03768823097050393,0.0023267763954431743,0.0024155652378319227,0.042430572603779027,0.0012011873734958335,554.8411761607357,3376.5385358213844,551.5880008815305,24302.987175879593,9.548448902961388,3.5382212070522674,0.951540965347,0.22984184931843862,1.397210479696244e-07,7.784758534950145e-07,0.907231787108,0.0,0.0,0.0,0.914734436371,0.0015764989988475923,0.0,6.5484950516533065e-09,0.874670035014,0.004730244517083107,0.0,1.756860573620763e-08,0.727126990747,2.900823732457394,1.6568382247984924e-05,3.866507721732855e-05,0.710782527257,0.00031268840263263924,0.0,1.6599398792973298e-09,0.860446759087,25.47226092571768,0.001742484914350317,0.0022429234861297952,0.931026151777,1.5103524422238035,2.5408524651096515e-05,4.438357920188837e-05
24,6.0,6.125,21600.0,20338.670468921195,15.54539308942427,153.07096210669314,20507.286824117313,0.9797015575355705,0.002928444076450757,0.0017201860634580152,0.001175767468090451,0.005824397607999223,0.0012221587334103527,0.03674478400904629,0.002242401880444475,0.002316730634807173,0.041303916524297934,0.0012149929051524233,580.7039537577766,3499.7918382398716,577.2991384194964,25177.04222106495,9.815980251136668,3.638300408947637,0.943349824659,0.2282109085203009,1.4526729856709057e-07,8.093775839808777e-07,0.891077972883,0.0,0.0,0.0,0.901496921861,0.001561080174307484,0.0,6.484448010534335e-09,0.855396136183,0.004611163984778877,0.0,1.7126328615996342e-08,0.676379214175,2.6984111598313274,1.534197521992493e-05,3.580305232376471e-05,0.65719514857,0.0003162345679501946,0.0,1.6787650777365145e-09,0.83744691179,24.795636327926168,0.0016797230726299179,0.0021621365549672204,0.917344014886,1.4909774315467001,2.497574830960524e-05,4.362760602780435e-05
25,6.25,6.375,21600.0,20187.927428727362,15.322827126038609,150.8832676942327,20354.133523547633,0.9798516135531743,0.0029073497326239537,0.0016711330211818358,0.0011589633670062664,0.005737446120812056,0.0012268135998361324,0.03643947782179291,0.0021783184979378154,0.0022836198566740158,0.04090141617640474,0.0012196204789095351,606.6692119208703,3621.223708365557,603.1121556538277,26042.712303625445,10.081479649817178,3.73727430596412,0.940758320684,0.22772278970165508,1.5076650733687226e-07,8.400172141784251e-07,0.885779902242,0.0,0.0,0.0,0.897143761683,0.0015538102569718406,0.0,6.454250073375358e-09,0.849039217915,0.00456096628255018,0.0,1.693988928159522e-08,0.660375821642,2.6236002829129923,1.4530884079327295e-05,3.391023616874675e-05,0.640504959249,0.0003190648520605694,0.0,1.6937899441050707e-09,0.829986682606,24.41883235192445,0.0016317301302608603,0.0021003601248119168,0.912994357946,1.484114748606958,2.4721240334311442e-05,4.318303181367433e-05
