VN,ZA,nuclide,old_source_activity_Bq,new_groundstate_activity_Bq,scale,action,RP_yield,nubase_half_life_s,nubase_why,nubase_line,nubase_raw_value,nubase_raw_unit
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_00,13028,Al-28,0.1635956136,0.1635956134562845,0.9999999991215199,kept_rescaled,3.0,134.70000000000002,nubase_ground,276,2.245,m
W_Side_Aperture_Sleeve_collimator_ZM_panel,74187,W-187,0.16359119760000002,0.1635910204400197,0.9999989170567676,kept_rescaled,3.0,85712.40000000001,nubase_ground,4206,23.809,h
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_00,12027,Mg-27,0.1620928716,0.1620928716845218,1.0000000005214407,kept_rescaled,3.0,566.1,nubase_ground,263,9.435,m
CsI_Bottom_Quadrant_02,55134,Cs-134,0.13589055712000003,0.1358746046893565,0.9998826082475367,kept_rescaled,182.0,65166444.0,nubase_ground,2702,2.0650,y
CsI_Bottom_Quadrant_00,55134,Cs-134,0.13214800988999997,0.1321324966673454,0.999882607216957,kept_rescaled,177.0,65166444.0,nubase_ground,2702,2.0650,y
CsI_Bottom_Quadrant_03,55134,Cs-134,0.12693074023,0.12691583954500332,0.9998826077515212,kept_rescaled,170.0,65166444.0,nubase_ground,2702,2.0650,y
CsI_Bottom_Quadrant_01,55134,Cs-134,0.12245083173,0.12243645697282673,0.9998826079254001,kept_rescaled,164.0,65166444.0,nubase_ground,2702,2.0650,y
ColdPlate_CP_100mK_intercept,29066,Cu-66,0.1090637424,0.10906374230418968,0.9999999991215199,kept_rescaled,2.0,307.2,nubase_ground,951,5.120,m
ColdPlate_MXC_50mK_SD_anchor,29066,Cu-66,0.1090637424,0.10906374230418968,0.9999999991215199,kept_rescaled,2.0,307.2,nubase_ground,951,5.120,m
CsI_Bottom_Quadrant_00,55130,Cs-130,0.1090637424,0.10906374230418968,0.9999999991215199,kept_rescaled,2.0,1752.6000000000001,nubase_ground,2576,29.21,m
