tag,VN,ZA,exc_keV,nuclide,reason,detail
n,Passive_W_Bottom_Plate_detector_bay,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,Passive_W_Liner_detector_bay_above_side_port,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,Passive_W_Liner_detector_bay_below_side_port,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,Passive_W_Liner_detector_bay_side_port_band_00,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,Passive_W_Liner_detector_bay_side_port_band_01,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,W_Side_Aperture_Sleeve_collimator_YM_panel,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,W_Side_Aperture_Sleeve_collimator_ZM_panel,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
n,W_Side_Aperture_Sleeve_collimator_ZP_panel,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
p,Passive_W_Bottom_Plate_detector_bay,74183,0.0,W-183,SKIPPED/UNKNOWN,inf
