job_name,particle,status,details,events,generated_particles,cpu_s,observation_time_s,sim_exists,dat_exists,sim_size_bytes,dat_size_bytes,log,sim_path,dat_path
Background_gamma_fullsphere20_rep01_part01,gamma,PASS,completed,500,500,0.504416,0.00945858,True,True,48071,262,runs/step02_bgo_sample_smoke_instant/logs/Background_gamma_fullsphere20_rep01_part01.log,runs/step02_bgo_sample_smoke_instant/Background_gamma_fullsphere20_rep01_part01.inc1.id1.sim.gz,runs/step02_bgo_sample_smoke_instant/Background_gamma_fullsphere20_rep01_part01.dat.inc1.dat
Background_p_fullsphere20_rep01_part01,p,PASS,completed,12,12,0.0405105,0.0118536,True,True,2886,261,runs/step02_bgo_sample_smoke_instant/logs/Background_p_fullsphere20_rep01_part01.log,runs/step02_bgo_sample_smoke_instant/Background_p_fullsphere20_rep01_part01.inc1.id1.sim.gz,runs/step02_bgo_sample_smoke_instant/Background_p_fullsphere20_rep01_part01.dat.inc1.dat
