job_name,particle,mode,events,rep,part,seed,source,temp_source,sim_path,dat_path,log
Background_gamma_fullsphere20_rep01_part01,gamma,instant,500,1,1,1007922,/home/ubuntu/TES_511_Balloon/config/megalib_sources_fullsphere20_bgo_sample_tilt45/Background_gamma_fullsphere20.source,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/job_sources/Background_gamma_fullsphere20_rep01_part01.source,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/Background_gamma_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/Background_gamma_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/logs/Background_gamma_fullsphere20_rep01_part01.log
Background_p_fullsphere20_rep01_part01,p,instant,12,1,1,1015841,/home/ubuntu/TES_511_Balloon/config/megalib_sources_fullsphere20_bgo_sample_tilt45/Background_p_fullsphere20.source,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/job_sources/Background_p_fullsphere20_rep01_part01.source,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/Background_p_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/Background_p_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/TES_511_Balloon/runs/step02_bgo_sample_smoke_instant/logs/Background_p_fullsphere20_rep01_part01.log
