analysis_case_id,source_case_id,source_class,model_id,selection_id,flux_ph_cm2_s,duration_s,time_bin_id,day_mid,elapsed_stop_day,dt_s,dt_active_s,source_final_cps_noacc,background_final_cps_noacc,accidental_live_factor,source_final_cps,background_final_cps,cumulative_source_counts,cumulative_background_counts,counting_Z,template_proxy_Z,template_proxy_note
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,0,0.0,0.125,10800.0,10800.0,0.00035498423061374644,0.1222136821317755,0.9992367455821493,0.00035471328733146314,0.12212040199896661,3.830903503179802,1318.9003415888394,0.10548609666378277,0.10548609666378277,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,1,0.25,0.375,21600.0,21600.0,0.0003667018401090371,0.12545282946191869,0.9992446971269093,0.0003664248691556351,0.12535807457938875,11.745680676941522,4026.6347525036363,0.18510027800282264,0.18510027800282264,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,2,0.5,0.625,21600.0,21600.0,0.0003764716600221396,0.1252168122622135,0.9992518746502125,0.0003761900120298005,0.12512313439074058,19.871384936785212,6729.294455343633,0.24223861246880643,0.24223861246880643,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,3,0.75,0.875,21600.0,21600.0,0.0003837050151447385,0.12507007867875658,0.9992569945649767,0.0003834199202330403,0.12497715093053947,28.15325521381888,9428.800915443286,0.2899348258983976,0.2899348258983976,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,4,1.0,1.125,21600.0,21600.0,0.00038811502797891966,0.1251022411608536,0.9992599848013027,0.0003878278169593724,0.1250096636010035,36.53033606014132,12129.009649224961,0.3316965823236494,0.3316965823236494,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,5,1.25,1.375,21600.0,21600.0,0.0003895932513583316,0.1253609135800431,0.9992608548624698,0.00038930528540097553,0.12526825367033406,44.9393302248024,14834.803928504178,0.36896544104632,0.36896544104632,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,6,1.5,1.625,21600.0,21600.0,0.00038811502797891966,0.12587973142242515,0.9992596127161933,0.0003878276725475498,0.125786531669991,53.316407951829476,17551.79301257598,0.4024390711845497,0.4024390711845497,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,7,1.75,1.875,21600.0,21600.0,0.0003837050151447385,0.1266876522343501,0.9992562373564784,0.00038341962968834197,0.12659342669122273,61.598271953097665,20286.21102910639,0.43248202254123397,0.43248202254123397,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,8,2.0,2.125,21600.0,21600.0,0.00037647166002213945,0.12780763889219698,0.9992507037591164,0.0003761895712224856,0.12771187310881885,69.72396669150335,23044.78748825688,0.4592992465313589,0.4592992465313589,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,9,2.25,2.375,21600.0,21600.0,0.000366701840109037,0.12924562266586753,0.9992430609296873,0.0003664242691591029,0.12914779160440484,77.63873090533997,25834.379786912024,0.48303589825293086,0.48303589825293086,same count selection; no profile likelihood gain claimed
