selection_id,time_bin_id,time_mid_s,day_mid,dt_s,prompt_scale_to_day15,delayed_activity_scale_to_day15,science_atm_scale_to_day15,T_atm_511,prompt_event_rate_hz,delayed_event_rate_hz,prompt_raw_cps,delayed_raw_cps,background_raw_cps,science_raw_cps_at_ref_flux,prompt_active_cps,delayed_active_cps,background_active_cps,science_active_cps_at_ref_flux,prompt_final_cps,delayed_final_cps,background_final_cps,science_final_cps_at_ref_flux,claim_level
broad_480_550,0,0.0,0.0,10800.0,0.9995980883233027,0.8166422129915613,1.0,0.7390423888027,749.372515771234,14.173329030718348,0.2855728142085181,0.07627075001290942,0.3618435642214275,0.0012090615234029965,0.08416143337124489,0.056795860269594566,0.14095729364083945,0.0012090615234029965,0.07398677334923935,0.048226908782536146,0.1222136821317755,0.001183280768712488,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,1,21600.0,0.25,21600.0,0.987358392119787,0.8868323446153292,1.033008816969226,0.7634373037471879,740.1967359818898,15.391522034198776,0.2820760843420593,0.08282619607886602,0.3649022804209253,0.0012489712139335395,0.0831309088148761,0.06167744591945268,0.1448083547343288,0.0012489712139335395,0.07308083361260775,0.05237199584931094,0.12545282946191869,0.0012223394670301236,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,2,43200.0,0.5,21600.0,0.9775859608713237,0.8950840274154916,1.0605306589851686,0.7837771116149006,732.8706001324844,15.53473507599757,0.2792842215665271,0.08359686654632999,0.3628810881128571,0.0012822468141681918,0.08230811630356569,0.06225133423412872,0.14455945053769442,0.0012822468141681918,0.07235751224545321,0.05285930001676029,0.1252168122622135,0.0012549055334071318,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,3,64800.0,0.75,21600.0,0.9706063435772849,0.9013472163170664,1.0809072123607733,0.7988362482971733,727.6381637844643,15.643436580366755,0.2772902312057608,0.08418182052910991,0.36147205173487074,0.0013068833208342027,0.08172046552400652,0.06268692670784229,0.1444073922318488,0.0013068833208342027,0.07184090525227191,0.05322917342648466,0.12507007867875658,0.0012790167171491283,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,4,86400.0,1.0,21600.0,0.9664823980807905,0.9070605659495687,1.093330335569814,0.808017462949973,724.5465498170995,15.742595285269298,0.2761120709683279,0.08471542197001589,0.3608274929383438,0.0013219036411067488,0.08137324880942473,0.06308427894146029,0.14445752775088502,0.0013219036411067488,0.07153566515195765,0.05356657600889595,0.1251022411608536,0.001293716759929732,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,5,108000.0,1.25,21600.0,0.9651818096122368,0.9130708393590858,1.0974945300661616,0.8110949791979928,723.5715326936695,15.84690728536247,0.27574050892411167,0.08527675477088502,0.3610172636949967,0.0013269384084482491,0.08126374540898987,0.06350228163997193,0.1447660270489618,0.0013269384084482491,0.07143940011767279,0.053921513462370306,0.1253609135800431,0.0012986441711944385,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,6,129600.0,1.5,21600.0,0.9666800367242471,0.919978356298864,1.093330335569814,0.808017462949973,724.6947143336095,15.966791500034763,0.27616853388504164,0.0859218861262601,0.36209042001130176,0.0013219036411067488,0.08138988904885411,0.0639826858618947,0.14537257491074881,0.0013219036411067488,0.07155029367685109,0.054329437745574055,0.12587973142242515,0.001293716759929732,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,7,151200.0,1.75,21600.0,0.9709942780162459,0.9282519086879755,1.0809072123607733,0.7988362482971733,727.9289880766217,16.110384102031414,0.27740105927831976,0.08669459911604913,0.36409565839436886,0.0013068833208342027,0.08175312776978153,0.06455809516348318,0.1463112229332647,0.0013068833208342027,0.0718696188099958,0.0548180334243543,0.1266876522343501,0.0012790167171491283,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,8,172800.0,2.0,21600.0,0.9781496956660047,0.938248797593042,1.0605306589851682,0.7837771116149004,733.2932173485963,16.283886271624148,0.2794452736270151,0.08762826407048742,0.3670735376975025,0.0012822468141681913,0.08235558010818458,0.06525335913141217,0.14760893923959675,0.0012822468141681913,0.07239923793397779,0.05540840095821918,0.12780763889219698,0.0012549055334071314,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
broad_480_550,9,194400.0,2.25,21600.0,0.9880765706559972,0.950156841241034,1.0330088169692258,0.7634373037471877,740.7351356274468,16.49055770992376,0.28228125906986784,0.08874042237649969,0.37102168144636755,0.0012489712139335393,0.08319137605238883,0.06608154015408797,0.1492729162064768,0.0012489712139335393,0.07313399068964058,0.05611163197622694,0.12924562266586753,0.0012223394670301234,V3P5_L1_RATE_FOLD_FULLSTAT_V2_NO_NEW_TRANSPORT
