annulus_id,outer_cut_id,r_inner_cm,r_outer_cm,signal_cps_at_reference_flux,prompt_cps,delayed_cps,background_cps,source_counts_20d,prompt_counts_20d,delayed_counts_20d,background_counts_20d,s_over_sqrt_b_annulus
0_0.720711,spot_r50,0.0,0.7207108448941753,0.0005311780698844835,0.008806038179531845,0.0015160781047454778,0.010322116284277323,910.6805924763745,15272.389674950162,2584.511643715516,17856.901318665674,6.814955621889732
0.720711_0.849486,spot_r68,0.7207108448941753,0.8494856401373088,0.00019120181685779354,0.006096487815639463,0.0012109866705362932,0.007307474486175757,327.8068010158661,10573.192583407752,2064.4115501626975,12637.604133570443,2.915987017219761
0.849486_1.05164,spot_r90,0.8494856401373088,1.0516422148529696,0.00023370879862195481,0.004063714270948813,0.0015577445332457464,0.0056214588041945575,400.6830840028262,7047.735497881489,2655.541869186035,9703.277367067521,4.0676332142941405
1.05164_1.13764,spot_r95,1.0516422148529696,1.1376384250741831,5.313372720472517e-05,0.004741712760934748,0.0008479591480115185,0.005589671908946266,91.09535373288325,8223.594258312558,1445.545770083384,9669.140028395943,0.9264080106197826
1.13764_1.30967,spot_r99,1.1376384250741831,1.3096744782126644,4.250698176630138e-05,0.010160202697600478,0.0020899588843364073,0.012250161581936887,72.87628299062914,17620.929140973076,3562.82638377721,21183.755524750293,0.5007082368169484
1.30967_1.8,full_aperture_1p8,1.3096744782126644,1.8,1.0586944897502618e-05,0.025055620707079215,0.006855215205817681,0.0319108359128969,18.1508345287469,43454.18395705926,11686.326360201536,55140.5103172608,0.07729674518595331
