production_tag,raw_volume,ZA,exc_keV_decimal,dat_production_count_raw,rpip_count,delta_rpip_minus_dat,status
n,CsI_Side_Segment_03_above_side_port,55132,0,18,18,0,PASS
n,CsI_Side_Segment_03_above_side_port,55134,0,1868,1868,0,PASS
n,CsI_Side_Segment_03_below_side_port,46101,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,48109,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,51112,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,51115,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,51117,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,52119,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,52121,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,52123,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,52127,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,53121,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,53122,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,53123,0,5,5,0,PASS
n,CsI_Side_Segment_03_below_side_port,53124,0,5,5,0,PASS
n,CsI_Side_Segment_03_below_side_port,53125,0,13,13,0,PASS
n,CsI_Side_Segment_03_below_side_port,53126,0,23,23,0,PASS
n,CsI_Side_Segment_03_below_side_port,53128,0,2045,2045,0,PASS
n,CsI_Side_Segment_03_below_side_port,53129,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,54123,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,54125,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,54127,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,55125,0,1,1,0,PASS
n,CsI_Side_Segment_03_below_side_port,55127,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,55128,0,2,2,0,PASS
n,CsI_Side_Segment_03_below_side_port,55129,0,3,3,0,PASS
n,CsI_Side_Segment_03_below_side_port,55130,0,6,6,0,PASS
n,CsI_Side_Segment_03_below_side_port,55131,0,10,10,0,PASS
n,CsI_Side_Segment_03_below_side_port,55132,0,21,21,0,PASS
n,CsI_Side_Segment_03_below_side_port,55134,0,2491,2491,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,53123,0,2,2,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,53124,0,2,2,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,53125,0,8,8,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,53126,0,8,8,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,53128,0,887,887,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,53130,0,1,1,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,55128,0,1,1,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,55130,0,6,6,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,55131,0,5,5,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,55132,0,14,14,0,PASS
n,CsI_Side_Segment_03_rectcut_window_band,55134,0,1118,1118,0,PASS
n,CsI_Side_Segment_04_above_side_port,51120,0,2,2,0,PASS
n,CsI_Side_Segment_04_above_side_port,52116,0,1,1,0,PASS
n,CsI_Side_Segment_04_above_side_port,52119,0,1,1,0,PASS
n,CsI_Side_Segment_04_above_side_port,52121,0,2,2,0,PASS
n,CsI_Side_Segment_04_above_side_port,52123,0,2,2,0,PASS
n,CsI_Side_Segment_04_above_side_port,52127,0,1,1,0,PASS
n,CsI_Side_Segment_04_above_side_port,53121,0,4,4,0,PASS
n,CsI_Side_Segment_04_above_side_port,53122,0,3,3,0,PASS
n,CsI_Side_Segment_04_above_side_port,53124,0,3,3,0,PASS
n,CsI_Side_Segment_04_above_side_port,53125,0,12,12,0,PASS
n,CsI_Side_Segment_04_above_side_port,53126,0,17,17,0,PASS
n,CsI_Side_Segment_04_above_side_port,53128,0,1485,1485,0,PASS
n,CsI_Side_Segment_04_above_side_port,53130,0,1,1,0,PASS
n,CsI_Side_Segment_04_above_side_port,55127,0,2,2,0,PASS
n,CsI_Side_Segment_04_above_side_port,55128,0,1,1,0,PASS
n,CsI_Side_Segment_04_above_side_port,55129,0,2,2,0,PASS
n,CsI_Side_Segment_04_above_side_port,55130,0,4,4,0,PASS
n,CsI_Side_Segment_04_above_side_port,55131,0,5,5,0,PASS
n,CsI_Side_Segment_04_above_side_port,55132,0,11,11,0,PASS
n,CsI_Side_Segment_04_above_side_port,55134,0,1883,1883,0,PASS
n,CsI_Side_Segment_04_below_side_port,50111,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,51116,0,3,3,0,PASS
n,CsI_Side_Segment_04_below_side_port,51117,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,51119,0,2,2,0,PASS
n,CsI_Side_Segment_04_below_side_port,51120,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,52117,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,52118,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,52119,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,52121,0,3,3,0,PASS
n,CsI_Side_Segment_04_below_side_port,52123,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,52127,0,2,2,0,PASS
n,CsI_Side_Segment_04_below_side_port,53121,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,53122,0,3,3,0,PASS
n,CsI_Side_Segment_04_below_side_port,53123,0,2,2,0,PASS
n,CsI_Side_Segment_04_below_side_port,53124,0,10,10,0,PASS
n,CsI_Side_Segment_04_below_side_port,53125,0,14,14,0,PASS
n,CsI_Side_Segment_04_below_side_port,53126,0,25,25,0,PASS
n,CsI_Side_Segment_04_below_side_port,53128,0,2054,2054,0,PASS
n,CsI_Side_Segment_04_below_side_port,54123,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,54125,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,55125,0,1,1,0,PASS
n,CsI_Side_Segment_04_below_side_port,55129,0,4,4,0,PASS
n,CsI_Side_Segment_04_below_side_port,55130,0,8,8,0,PASS
n,CsI_Side_Segment_04_below_side_port,55131,0,10,10,0,PASS
n,CsI_Side_Segment_04_below_side_port,55132,0,16,16,0,PASS
n,CsI_Side_Segment_04_below_side_port,55134,0,2446,2446,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,49119,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,51117,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,51122,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,52123,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,53124,0,2,2,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,53125,0,3,3,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,53126,0,6,6,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,53128,0,850,850,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,54123,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,54125,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55123,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55126,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55127,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55128,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55129,0,2,2,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55130,0,1,1,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55131,0,5,5,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55132,0,15,15,0,PASS
n,CsI_Side_Segment_04_rectcut_window_band,55134,0,1205,1205,0,PASS
n,CsI_Side_Segment_05,49106,0,1,1,0,PASS
n,CsI_Side_Segment_05,49107,0,1,1,0,PASS
n,CsI_Side_Segment_05,49114,0,1,1,0,PASS
n,CsI_Side_Segment_05,50110,0,1,1,0,PASS
n,CsI_Side_Segment_05,50113,0,1,1,0,PASS
n,CsI_Side_Segment_05,51113,0,1,1,0,PASS
n,CsI_Side_Segment_05,51118,0,1,1,0,PASS
n,CsI_Side_Segment_05,52119,0,1,1,0,PASS
n,CsI_Side_Segment_05,52121,0,2,2,0,PASS
n,CsI_Side_Segment_05,52127,0,2,2,0,PASS
n,CsI_Side_Segment_05,53121,0,1,1,0,PASS
n,CsI_Side_Segment_05,53122,0,1,1,0,PASS
n,CsI_Side_Segment_05,53123,0,8,8,0,PASS
n,CsI_Side_Segment_05,53124,0,12,12,0,PASS
n,CsI_Side_Segment_05,53125,0,18,18,0,PASS
n,CsI_Side_Segment_05,53126,0,61,61,0,PASS
n,CsI_Side_Segment_05,53128,0,5143,5143,0,PASS
n,CsI_Side_Segment_05,53129,0,2,2,0,PASS
n,CsI_Side_Segment_05,53131,0,1,1,0,PASS
n,CsI_Side_Segment_05,54119,0,1,1,0,PASS
n,CsI_Side_Segment_05,54122,0,1,1,0,PASS
n,CsI_Side_Segment_05,54123,0,1,1,0,PASS
n,CsI_Side_Segment_05,54125,0,1,1,0,PASS
n,CsI_Side_Segment_05,54127,0,2,2,0,PASS
n,CsI_Side_Segment_05,55126,0,1,1,0,PASS
n,CsI_Side_Segment_05,55127,0,2,2,0,PASS
n,CsI_Side_Segment_05,55128,0,3,3,0,PASS
n,CsI_Side_Segment_05,55129,0,4,4,0,PASS
n,CsI_Side_Segment_05,55130,0,14,14,0,PASS
n,CsI_Side_Segment_05,55131,0,33,33,0,PASS
n,CsI_Side_Segment_05,55132,0,48,48,0,PASS
n,CsI_Side_Segment_05,55134,0,6311,6311,0,PASS
n,CsI_Side_Segment_05,56131,0,1,1,0,PASS
n,CsI_Side_Segment_06,45097,0,1,1,0,PASS
n,CsI_Side_Segment_06,46103,0,1,1,0,PASS
n,CsI_Side_Segment_06,49111,0,1,1,0,PASS
n,CsI_Side_Segment_06,50113,0,1,1,0,PASS
n,CsI_Side_Segment_06,51115,0,1,1,0,PASS
n,CsI_Side_Segment_06,51116,0,1,1,0,PASS
n,CsI_Side_Segment_06,51117,0,1,1,0,PASS
n,CsI_Side_Segment_06,51118,0,4,4,0,PASS
n,CsI_Side_Segment_06,51119,0,1,1,0,PASS
n,CsI_Side_Segment_06,51122,0,3,3,0,PASS
n,CsI_Side_Segment_06,52119,0,1,1,0,PASS
n,CsI_Side_Segment_06,52121,0,1,1,0,PASS
n,CsI_Side_Segment_06,52123,0,4,4,0,PASS
n,CsI_Side_Segment_06,52127,0,2,2,0,PASS
n,CsI_Side_Segment_06,53119,0,1,1,0,PASS
n,CsI_Side_Segment_06,53121,0,1,1,0,PASS
n,CsI_Side_Segment_06,53122,0,2,2,0,PASS
n,CsI_Side_Segment_06,53123,0,6,6,0,PASS
n,CsI_Side_Segment_06,53124,0,5,5,0,PASS
n,CsI_Side_Segment_06,53125,0,31,31,0,PASS
n,CsI_Side_Segment_06,53126,0,67,67,0,PASS
n,CsI_Side_Segment_06,53128,0,5767,5767,0,PASS
n,CsI_Side_Segment_06,53131,0,1,1,0,PASS
n,CsI_Side_Segment_06,54118,0,1,1,0,PASS
n,CsI_Side_Segment_06,54125,0,2,2,0,PASS
n,CsI_Side_Segment_06,54127,0,6,6,0,PASS
n,CsI_Side_Segment_06,54133,0,2,2,0,PASS
n,CsI_Side_Segment_06,55124,0,1,1,0,PASS
n,CsI_Side_Segment_06,55125,0,1,1,0,PASS
n,CsI_Side_Segment_06,55126,0,1,1,0,PASS
n,CsI_Side_Segment_06,55127,0,2,2,0,PASS
n,CsI_Side_Segment_06,55128,0,1,1,0,PASS
n,CsI_Side_Segment_06,55129,0,5,5,0,PASS
n,CsI_Side_Segment_06,55130,0,10,10,0,PASS
n,CsI_Side_Segment_06,55131,0,22,22,0,PASS
n,CsI_Side_Segment_06,55132,0,39,39,0,PASS
n,CsI_Side_Segment_06,55134,0,7300,7300,0,PASS
n,CsI_Side_Segment_07,50113,0,1,1,0,PASS
n,CsI_Side_Segment_07,51114,0,1,1,0,PASS
n,CsI_Side_Segment_07,51116,0,2,2,0,PASS
n,CsI_Side_Segment_07,51117,0,2,2,0,PASS
n,CsI_Side_Segment_07,51118,0,3,3,0,PASS
n,CsI_Side_Segment_07,51122,0,1,1,0,PASS
n,CsI_Side_Segment_07,52118,0,1,1,0,PASS
n,CsI_Side_Segment_07,52121,0,1,1,0,PASS
n,CsI_Side_Segment_07,52123,0,3,3,0,PASS
n,CsI_Side_Segment_07,52127,0,5,5,0,PASS
n,CsI_Side_Segment_07,53119,0,1,1,0,PASS
n,CsI_Side_Segment_07,53121,0,1,1,0,PASS
n,CsI_Side_Segment_07,53122,0,2,2,0,PASS
n,CsI_Side_Segment_07,53123,0,4,4,0,PASS
n,CsI_Side_Segment_07,53124,0,11,11,0,PASS
n,CsI_Side_Segment_07,53125,0,20,20,0,PASS
n,CsI_Side_Segment_07,53126,0,42,42,0,PASS
n,CsI_Side_Segment_07,53128,0,6189,6189,0,PASS
n,CsI_Side_Segment_07,54122,0,1,1,0,PASS
n,CsI_Side_Segment_07,54127,0,2,2,0,PASS
n,CsI_Side_Segment_07,55127,0,3,3,0,PASS
n,CsI_Side_Segment_07,55128,0,2,2,0,PASS
n,CsI_Side_Segment_07,55129,0,6,6,0,PASS
n,CsI_Side_Segment_07,55130,0,8,8,0,PASS
n,CsI_Side_Segment_07,55131,0,16,16,0,PASS
n,CsI_Side_Segment_07,55132,0,42,42,0,PASS
n,CsI_Side_Segment_07,55134,0,7985,7985,0,PASS
n,CsI_TopAnnulus_Segment_00,50111,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,50113,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,51116,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_00,51119,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_00,51120,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_00,52121,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,52123,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,53122,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_00,53123,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,53124,0,5,5,0,PASS
n,CsI_TopAnnulus_Segment_00,53125,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_00,53126,0,8,8,0,PASS
n,CsI_TopAnnulus_Segment_00,53128,0,1304,1304,0,PASS
n,CsI_TopAnnulus_Segment_00,54120,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_00,55130,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,55131,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_00,55132,0,12,12,0,PASS
n,CsI_TopAnnulus_Segment_00,55134,0,1973,1973,0,PASS
n,CsI_TopAnnulus_Segment_01,51112,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,51116,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,51118,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,52114,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,52123,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,53118,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,53123,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_01,53125,0,5,5,0,PASS
n,CsI_TopAnnulus_Segment_01,53126,0,10,10,0,PASS
n,CsI_TopAnnulus_Segment_01,53128,0,1331,1331,0,PASS
n,CsI_TopAnnulus_Segment_01,54133,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,55125,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_01,55127,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_01,55130,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_01,55131,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_01,55132,0,13,13,0,PASS
n,CsI_TopAnnulus_Segment_01,55134,0,1825,1825,0,PASS
n,CsI_TopAnnulus_Segment_01,56131,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_02,51117,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_02,52121,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_02,53123,0,5,5,0,PASS
n,CsI_TopAnnulus_Segment_02,53124,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_02,53125,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_02,53126,0,12,12,0,PASS
n,CsI_TopAnnulus_Segment_02,53128,0,1159,1159,0,PASS
n,CsI_TopAnnulus_Segment_02,54127,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_02,54133,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_02,55129,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_02,55130,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_02,55131,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_02,55132,0,8,8,0,PASS
n,CsI_TopAnnulus_Segment_02,55134,0,1598,1598,0,PASS
n,CsI_TopAnnulus_Segment_03,49111,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,50113,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,51114,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,51116,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,51119,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,51122,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,51124,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,52127,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,53121,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,53123,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,53124,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,53125,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,53126,0,16,16,0,PASS
n,CsI_TopAnnulus_Segment_03,53128,0,1079,1079,0,PASS
n,CsI_TopAnnulus_Segment_03,53129,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,54123,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,54133,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,55128,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,55130,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_03,55131,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_03,55132,0,11,11,0,PASS
n,CsI_TopAnnulus_Segment_03,55134,0,1422,1422,0,PASS
n,CsI_TopAnnulus_Segment_04,50111,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,51114,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,51120,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_04,52121,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,52127,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,53123,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_04,53124,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_04,53125,0,2,2,0,PASS
n,CsI_TopAnnulus_Segment_04,53126,0,11,11,0,PASS
n,CsI_TopAnnulus_Segment_04,53128,0,1051,1051,0,PASS
n,CsI_TopAnnulus_Segment_04,54125,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,54133,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,55126,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,55127,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,55128,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,55129,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_04,55130,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_04,55131,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_04,55132,0,17,17,0,PASS
n,CsI_TopAnnulus_Segment_04,55134,0,1515,1515,0,PASS
n,CsI_TopAnnulus_Segment_05,51118,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,51120,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,52123,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,53120,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,53122,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,53123,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_05,53125,0,6,6,0,PASS
n,CsI_TopAnnulus_Segment_05,53126,0,18,18,0,PASS
n,CsI_TopAnnulus_Segment_05,53128,0,1193,1193,0,PASS
n,CsI_TopAnnulus_Segment_05,54125,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,55124,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_05,55130,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_05,55131,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_05,55132,0,12,12,0,PASS
n,CsI_TopAnnulus_Segment_05,55134,0,1578,1578,0,PASS
n,CsI_TopAnnulus_Segment_06,48109,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,51117,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,53124,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,53125,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_06,53126,0,6,6,0,PASS
n,CsI_TopAnnulus_Segment_06,53128,0,1334,1334,0,PASS
n,CsI_TopAnnulus_Segment_06,54133,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,55128,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,55129,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,55130,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_06,55131,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_06,55132,0,6,6,0,PASS
n,CsI_TopAnnulus_Segment_06,55134,0,1840,1840,0,PASS
n,CsI_TopAnnulus_Segment_07,51117,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,51125,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,52123,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,53117,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,53120,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,53121,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,53122,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,53123,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,53124,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_07,53125,0,4,4,0,PASS
n,CsI_TopAnnulus_Segment_07,53126,0,9,9,0,PASS
n,CsI_TopAnnulus_Segment_07,53128,0,1387,1387,0,PASS
n,CsI_TopAnnulus_Segment_07,54133,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,55127,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,55128,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,55129,0,1,1,0,PASS
n,CsI_TopAnnulus_Segment_07,55130,0,3,3,0,PASS
n,CsI_TopAnnulus_Segment_07,55131,0,6,6,0,PASS
n,CsI_TopAnnulus_Segment_07,55132,0,10,10,0,PASS
n,CsI_TopAnnulus_Segment_07,55134,0,1966,1966,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,26055,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,27057,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,27060,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28059,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28063,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28065,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29061,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29062,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29064,0,187,187,0,PASS
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29066,0,31,31,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,26060,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27057,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27058,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27061,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28059,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28063,0,3,3,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29062,0,5,5,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29064,0,182,182,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29066,0,37,37,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,27057,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,27058,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,28059,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29060,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29062,0,6,6,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29064,0,122,122,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29066,0,36,36,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,24051,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,25053,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,25054,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,26059,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,27057,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,27058,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,27060,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,27061,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,28059,0,2,2,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,28063,0,3,3,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,29061,0,1,1,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,29062,0,4,4,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,29064,0,217,217,0,PASS
n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,29066,0,43,43,0,PASS
n,Cu_ColdFinger_OffAxis_YM_ZM_from_Disk_to_Stem,29064,0,1,1,0,PASS
n,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,28059,0,1,1,0,PASS
n,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,29064,0,1,1,0,PASS
n,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,29064,0,1,1,0,PASS
n,Cu_ColdFinger_Stem_YM_ZM_to_MXC,29064,0,1,1,0,PASS
n,Cu_ColdFinger_Stem_YM_ZM_to_MXC,29066,0,1,1,0,PASS
n,Cu_ColdFinger_Stem_YM_ZP_to_MXC,29064,0,1,1,0,PASS
