production_tag,ZA,nuclide,exc_keV_decimal,state_id,is_ground_state,would_fold_to_ground_if_exc_ignored,activity_day15_direct_Bq
n,75180,Re-180,0,gs,True,False,0.0006787801777182261301859654053
p,4007,Be-7,0,gs,True,False,0.0004816689075406657479163570804
p,6011,C-11,0,gs,True,False,0.001357090560688750601360754705
p,7013,N-13,0,gs,True,False,0.002035635841033125902041132058
p,8015,O-15,0,gs,True,False,0.003392726401721876503401886763
p,9017,F-17,0,gs,True,False,0.001357090560688750601360754705
p,9018,F-18,0,gs,True,False,0.01357090560688750601360754705
p,10023,Ne-23,0,gs,True,False,0.001357090560688750601360754705
p,11021,Na-21,0,gs,True,False,0.00271418112137750120272150941
p,11022,Na-22,0,gs,True,False,0.0005685019087359393373733919325
p,11024,Na-24,0,gs,True,False,0.01560654056212830266647938817
p,11025,Na-25,0,gs,True,False,0.002035635841033125902041132058
p,12023,Mg-23,0,gs,True,False,0.00746399808378812830748415088
p,12027,Mg-27,0,gs,True,False,0.008142543364132503608164528232
p,13025,Al-25,0,gs,True,False,0.0128923603265431307129271697
p,13026,Al-26,0,gs,True,False,0.00000001942322895211807371173089438
p,14026,Si-26,0,gs,True,False,0.0006785452803443753006803773526
p,14027,Si-27,0,gs,True,False,0.0569978035489275252571516976
p,20045,Ca-45,0,gs,True,False,0.00004202792881013503051078853068
p,21044,Sc-44,0,gs,True,False,0.0006785452803443753006803773526
p,23048,V-48,0,gs,True,False,0.0006492670012544884073931579566
p,23049,V-49,0,gs,True,False,0.00002104543885169618677908804871
p,24051,Cr-51,0,gs,True,False,0.000424684637739320816887092101
p,25051,Mn-51,0,gs,True,False,0.0006785452803443753006803773526
p,25052,Mn-52,0,gs,True,False,0.001718626711818301180465224215
p,25053,Mn-53,0,gs,True,False,0.0000000000156611936177199840406150063
p,25054,Mn-54,0,gs,True,False,0.00004446762002276725150484379548
p,25056,Mn-56,0,gs,True,False,0.001357090560688750601360754705
p,26055,Fe-55,0,gs,True,False,0.00001394388629744887738076093425
p,26059,Fe-59,0,gs,True,False,0.0001413798580918719232212444385
p,27055,Co-55,0,gs,True,False,0.001357089668227182116803427468
p,27056,Co-56,0,gs,True,False,0.0005982327427032177295739210621
p,27057,Co-57,0,gs,True,False,0.0000509305970498019258472146734
p,27058,Co-58,0,gs,True,False,0.000555730788134039576832021366
p,28057,Ni-57,0,gs,True,False,0.001355864575345778396611073452
p,28059,Ni-59,0,gs,True,False,0.00000000286155093370966703104548221
p,28063,Ni-63,0,gs,True,False,0.0000009541875433438520404874397875
p,29060,Cu-60,0,gs,True,False,0.001357090560688750601360754705
p,29061,Cu-61,0,gs,True,False,0.008142543364132503608164528231
p,29062,Cu-62,0,gs,True,False,0.01017817920516562951020566029
p,29064,Cu-64,0,gs,True,False,0.005428362226840105011667586096
p,30062,Zn-62,0,gs,True,False,0.001357090560686541529346065557
p,30063,Zn-63,0,gs,True,False,0.003392726401721876503401886764
p,30065,Zn-65,0,gs,True,False,0.0000566265569193039753932339536
p,38085,Sr-85,0,gs,True,False,0.0001005219127742993307507899963
p,40089,Zr-89,0,gs,True,False,0.001300905269990436039982602099
p,41090,Nb-90,0,gs,True,False,0.000678545254704175360528071079
p,41091,Nb-91,0,gs,True,False,0.00000002840451163368711734287096579
p,41092,Nb-92,0,gs,True,False,0.000000000001113283680537183942090231594
p,46103,Pd-103,0,gs,True,False,0.0003105659387642175931863197129
p,47105,Ag-105,0,gs,True,False,0.0001510489695593523353153640972
p,47106,Ag-106,0,gs,True,False,0.0006785452803443753006803773526
p,48105,Cd-105,0,gs,True,False,0.001357090560688750601360754705
p,48109,Cd-109,0,gs,True,False,0.00001512261953526386522462223688
p,49110,In-110,0,gs,True,False,0.002035635841033125902041132058
p,49111,In-111,0,gs,True,False,0.001985655498543807697553369283
p,49112,In-112,0,gs,True,False,0.0006785452803443753006803773526
p,50113,Sn-113,0,gs,True,False,0.0001758514328736568569375487281
p,51112,Sb-112,0,gs,True,False,0.0006785452803443753006803773526
p,51113,Sb-113,0,gs,True,False,0.001357090560688750601360754705
p,51114,Sb-114,0,gs,True,False,0.001357090560688750601360754705
p,51115,Sb-115,0,gs,True,False,0.001357090560688750601360754705
p,51116,Sb-116,0,gs,True,False,0.004071271682066251804082264117
p,51117,Sb-117,0,gs,True,False,0.003392726401721876503401886763
p,51118,Sb-118,0,gs,True,False,0.002035635841033125902041132058
p,51119,Sb-119,0,gs,True,False,0.001355118437286692709234526284
p,51120,Sb-120,0,gs,True,False,0.002714181121377501202721509411
p,51122,Sb-122,0,gs,True,False,0.0006636241076561610893637348761
p,52115,Te-115,0,gs,True,False,0.0006785452803443753006803773526
p,52116,Te-116,0,gs,True,False,0.001357090560688750601360754705
p,52118,Te-118,0,gs,True,False,0.003351565728455799628292895426
p,52119,Te-119,0,gs,True,False,0.00542836128204093066556470913
p,52121,Te-121,0,gs,True,False,0.002260043655653073911901752072
p,52123,Te-123,0,gs,True,False,0
p,52127,Te-127,0,gs,True,False,0.0033927264017131649998201855
p,53119,I-119,0,gs,True,False,0.0006785452803443753006803773526
p,53121,I-121,0,gs,True,False,0.006106907523099377706123396176
p,53122,I-122,0,gs,True,False,0.009499633924821254209525282938
p,53123,I-123,0,gs,True,False,0.01085672441629598687964845926
p,53124,I-124,0,gs,True,False,0.01244546410607342945605774692
p,53125,I-125,0,gs,True,False,0.002397346163769348291185493242
