production_tag,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,state_id,state_class,dat_production_count_raw,rpip_count,coverage_fraction,activity_day15_direct_Bq,source_files_count,rpip_volume_count,rpip_volume_examples,centroid_x_cm,centroid_y_cm,centroid_z_cm,effective_sample_size,dominant_cproc,dominant_sproc,dominant_prim,status
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,25052,Mn-52,0,gs,EMITTED_CANDIDATE,1,1,1,0.0005730738874627298773919364988,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-0.1124467,-0.2521224,-4.967091,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,25053,Mn-53,0,gs,EMITTED_CANDIDATE,1,1,1,0.000000000005222205058897137651868580012,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-0.8061185,2.12293,-5.77914,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,25054,Mn-54,0,gs,EMITTED_CANDIDATE,1,1,1,0.00002224150686483417468136361507,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-2.726349,0.3186164,-7.653545,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,27060,Co-60,0,gs,EMITTED_CANDIDATE,1,1,1,0.000003655590910461039375359329257,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-0.8986455,0.2552925,-5.829943,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,28059,Ni-59,0,gs,EMITTED_CANDIDATE,1,1,1,0.0000000002385451282813205804113543633,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,0.1019111,-0.8959693,-4.843189,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,28063,Ni-63,0,gs,EMITTED_CANDIDATE,1,1,1,0.0000001909035723949756487611243586,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-1.30297,0.4286432,-6.301713,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,29061,Cu-61,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-0.03318575,-0.4816378,-4.884783,1,protonInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,29064,Cu-64,0,gs,EMITTED_CANDIDATE,33,33,1,0.02239974579902978433117413358,8,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-0.994838855,0.0161859373,-5.84403652,33,nCapture:33,RadioactiveDecay:33,neutron:33,PASS
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Cu_SubstrateSupport_SolidDisk_L0_deepest,29066,Cu-66,0,gs,EMITTED_CANDIDATE,9,9,1,0.006109021599464035171673688648,6,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,-1.27240099,-0.209239856,-6.15975811,9,nCapture:9,RadioactiveDecay:9,neutron:9,PASS
n,DR_4K_Condenser_Cu,DR_4K_Condenser_Cu,27058,Co-58,0,gs,EMITTED_CANDIDATE,1,1,1,0.00009265386164100624409885482996,1,1,DR_4K_Condenser_Cu,13.7164,-0.1712634,13.32754,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_4K_Condenser_Cu,DR_4K_Condenser_Cu,29062,Cu-62,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,DR_4K_Condenser_Cu,14.32176,-1.1023987,12.728535,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_4K_Condenser_Cu,DR_4K_Condenser_Cu,29064,Cu-64,0,gs,EMITTED_CANDIDATE,122,122,1,0.08281118143883738449706800903,8,1,DR_4K_Condenser_Cu,13.3628702,-0.034740974,13.3900279,122,nCapture:121,RadioactiveDecay:122,neutron:122,PASS
n,DR_4K_Condenser_Cu,DR_4K_Condenser_Cu,29066,Cu-66,0,gs,EMITTED_CANDIDATE,25,25,1,0.01696950444295565325464913513,7,1,DR_4K_Condenser_Cu,13.4212312,0.306550832,13.5370172,25,nCapture:25,RadioactiveDecay:25,neutron:25,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,27058,Co-58,0,gs,EMITTED_CANDIDATE,1,1,1,0.00009265386164100624409885482996,1,1,DR_Capillary_CuNi_4K_60K,21.86829,8.556768,12.61074,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,27060,Co-60,0,gs,EMITTED_CANDIDATE,1,1,1,0.000003655590910461039375359329257,1,1,DR_Capillary_CuNi_4K_60K,19.28296,10.57466,16.34563,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,28057,Ni-57,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006781669728422300372446683514,1,1,DR_Capillary_CuNi_4K_60K,22.91837,10.04727,17.30513,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,28059,Ni-59,0,gs,EMITTED_CANDIDATE,59,59,1,0.00000001407416256859791424426990743,8,1,DR_Capillary_CuNi_4K_60K,20.8039636,9.05021942,13.2838532,59,nCapture:57,RadioactiveDecay:59,neutron:59,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,28063,Ni-63,0,gs,EMITTED_CANDIDATE,9,9,1,0.000001718132151554780838850119228,5,1,DR_Capillary_CuNi_4K_60K,20.2597189,9.239607,13.2239574,9,nCapture:9,RadioactiveDecay:9,neutron:9,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,29062,Cu-62,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,DR_Capillary_CuNi_4K_60K,22.219945,9.5563085,16.134085,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,29064,Cu-64,0,gs,EMITTED_CANDIDATE,124,124,1,0.08416874179029373506259371409,8,1,DR_Capillary_CuNi_4K_60K,21.2788568,9.07404456,13.806294,124,nCapture:124,RadioactiveDecay:124,neutron:124,PASS
n,DR_Capillary_CuNi_4K_60K,DR_Capillary_CuNi_4K_60K,29066,Cu-66,0,gs,EMITTED_CANDIDATE,35,35,1,0.02375730622013791455650878919,8,1,DR_Capillary_CuNi_4K_60K,21.3379066,8.92618217,13.5471037,35,nCapture:35,RadioactiveDecay:35,neutron:35,PASS
n,DR_Capillary_CuNi_CP_Still,DR_Capillary_CuNi_CP_Still,28059,Ni-59,0,gs,EMITTED_CANDIDATE,4,4,1,0.0000000009541805131252823216454174531,4,1,DR_Capillary_CuNi_CP_Still,7.12333975,5.69633225,3.82266975,4,nCapture:4,RadioactiveDecay:4,neutron:4,PASS
n,DR_Capillary_CuNi_CP_Still,DR_Capillary_CuNi_CP_Still,28063,Ni-63,0,gs,EMITTED_CANDIDATE,1,1,1,0.0000001909035723949756487611243586,1,1,DR_Capillary_CuNi_CP_Still,8.580278,5.534145,4.513917,1,nCapture:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_CP_Still,DR_Capillary_CuNi_CP_Still,29064,Cu-64,0,gs,EMITTED_CANDIDATE,21,21,1,0.01425438369029168093801990319,8,1,DR_Capillary_CuNi_CP_Still,7.46626086,5.19362557,2.86861895,21,nCapture:21,RadioactiveDecay:21,neutron:21,PASS
n,DR_Capillary_CuNi_CP_Still,DR_Capillary_CuNi_CP_Still,29066,Cu-66,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,DR_Capillary_CuNi_CP_Still,8.0475985,4.002826,1.24038835,2,nCapture:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_Capillary_CuNi_MXC_CP,DR_Capillary_CuNi_MXC_CP,22045,Ti-45,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Capillary_CuNi_MXC_CP,4.083268,4.827552,-1.459607,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_MXC_CP,DR_Capillary_CuNi_MXC_CP,24051,Cr-51,0,gs,EMITTED_CANDIDATE,1,1,1,0.0002124158270856995270938501837,1,1,DR_Capillary_CuNi_MXC_CP,2.551996,6.101868,0.687964,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_MXC_CP,DR_Capillary_CuNi_MXC_CP,28059,Ni-59,0,gs,EMITTED_CANDIDATE,2,2,1,0.0000000004770902565626411608227087267,2,1,DR_Capillary_CuNi_MXC_CP,3.6401645,6.039498,1.3082778,2,nCapture:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_Capillary_CuNi_MXC_CP,DR_Capillary_CuNi_MXC_CP,28063,Ni-63,0,gs,EMITTED_CANDIDATE,1,1,1,0.0000001909035723949756487611243586,1,1,DR_Capillary_CuNi_MXC_CP,2.573514,5.563778,-1.318744,1,nCapture:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_MXC_CP,DR_Capillary_CuNi_MXC_CP,29064,Cu-64,0,gs,EMITTED_CANDIDATE,12,12,1,0.008145362108738103393154230395,7,1,DR_Capillary_CuNi_MXC_CP,4.34373808,5.12504258,-0.435558942,12,nCapture:12,RadioactiveDecay:12,neutron:12,PASS
n,DR_Capillary_CuNi_MXC_CP,DR_Capillary_CuNi_MXC_CP,29066,Cu-66,0,gs,EMITTED_CANDIDATE,6,6,1,0.004072681066309356781115792432,5,1,DR_Capillary_CuNi_MXC_CP,4.302271,5.08535167,-0.626859343,6,nCapture:6,RadioactiveDecay:6,neutron:6,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,25051,Mn-51,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Capillary_CuNi_Still_4K,15.89652,8.456645,10.76735,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,25052,Mn-52,0,gs,EMITTED_CANDIDATE,1,1,1,0.0005730738874627298773919364988,1,1,DR_Capillary_CuNi_Still_4K,10.77952,8.460286,5.484353,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,28059,Ni-59,0,gs,EMITTED_CANDIDATE,29,29,1,0.000000006917808720158296831929276535,8,1,DR_Capillary_CuNi_Still_4K,14.4166293,7.93020107,8.32949962,29,nCapture:28,RadioactiveDecay:29,neutron:29,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,28063,Ni-63,0,gs,EMITTED_CANDIDATE,6,6,1,0.000001145421434369853892566746152,4,1,DR_Capillary_CuNi_Still_4K,15.4357883,7.11122133,7.0845145,6,nCapture:6,RadioactiveDecay:6,neutron:6,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,29062,Cu-62,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Capillary_CuNi_Still_4K,12.80278,8.665793,8.086894,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,29064,Cu-64,0,gs,EMITTED_CANDIDATE,116,116,1,0.07873850038446833280049089382,8,1,DR_Capillary_CuNi_Still_4K,14.2187309,7.80826006,7.77425584,116,nCapture:112,RadioactiveDecay:116,neutron:116,PASS
n,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,29066,Cu-66,0,gs,EMITTED_CANDIDATE,21,21,1,0.01425438373208274873390527351,7,1,DR_Capillary_CuNi_Still_4K,13.7146368,7.97834986,7.55154338,21,nCapture:21,RadioactiveDecay:21,neutron:21,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,27056,Co-56,0,gs,EMITTED_CANDIDATE,2,2,1,0.0001709828107577703700234382796,2,1,DR_Continuous_HEX_CuNi_CP_to_Still,6.718654,4.913747,3.5955445,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,27057,Co-57,0,gs,EMITTED_CANDIDATE,1,1,1,0.00002547411404822873670184784328,1,1,DR_Continuous_HEX_CuNi_CP_to_Still,8.388888,4.827441,4.961329,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,27061,Co-61,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Continuous_HEX_CuNi_CP_to_Still,9.102298,0.2032501,1.751768,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,28059,Ni-59,0,gs,EMITTED_CANDIDATE,30,30,1,0.000000007156353848439617412340630899,8,1,DR_Continuous_HEX_CuNi_CP_to_Still,7.2069248,3.66307743,3.13774769,30,nCapture:30,RadioactiveDecay:30,neutron:30,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,28063,Ni-63,0,gs,EMITTED_CANDIDATE,4,4,1,0.0000007636142895799025950444974345,4,1,DR_Continuous_HEX_CuNi_CP_to_Still,7.3474905,3.32245492,3.54147678,4,nCapture:4,RadioactiveDecay:4,neutron:4,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,29061,Cu-61,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Continuous_HEX_CuNi_CP_to_Still,3.516778,5.268363,4.579701,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,29062,Cu-62,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Continuous_HEX_CuNi_CP_to_Still,6.829728,3.286882,0.9907702,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,29064,Cu-64,0,gs,EMITTED_CANDIDATE,96,96,1,0.06516289686990482714523384317,8,1,DR_Continuous_HEX_CuNi_CP_to_Still,7.2326475,3.55330972,3.54451282,96,nCapture:94,RadioactiveDecay:96,neutron:96,PASS
n,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,29066,Cu-66,0,gs,EMITTED_CANDIDATE,23,23,1,0.01561194408751920099427720432,8,1,DR_Continuous_HEX_CuNi_CP_to_Still,6.70980339,4.08928738,3.4481992,23,nCapture:23,RadioactiveDecay:23,neutron:23,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,26055,Fe-55,0,gs,EMITTED_CANDIDATE,1,1,1,0.000006974356681297300287599161299,1,1,DR_Continuous_HEX_CuNi_MXC_to_CP,5.562087,4.247916,0.8385136,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,28059,Ni-59,0,gs,EMITTED_CANDIDATE,22,22,1,0.000000005247992822189052769049795994,7,1,DR_Continuous_HEX_CuNi_MXC_to_CP,3.5476174,3.62953575,0.32693475,22,nCapture:21,RadioactiveDecay:22,neutron:22,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,28063,Ni-63,0,gs,EMITTED_CANDIDATE,5,5,1,0.0000009545178619748782438056217931,3,1,DR_Continuous_HEX_CuNi_MXC_to_CP,3.6878812,3.62311394,-0.4236104,5,nCapture:4,RadioactiveDecay:5,neutron:5,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,28065,Ni-65,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Continuous_HEX_CuNi_MXC_to_CP,-0.1660794,5.092637,1.758136,1,nCapture:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,29062,Cu-62,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Continuous_HEX_CuNi_MXC_to_CP,4.130189,5.067178,1.366135,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,29064,Cu-64,0,gs,EMITTED_CANDIDATE,64,64,1,0.04344193124660321809682256211,8,1,DR_Continuous_HEX_CuNi_MXC_to_CP,3.73131427,3.71861502,-0.288880633,64,nCapture:63,RadioactiveDecay:64,neutron:64,PASS
n,DR_Continuous_HEX_CuNi_MXC_to_CP,DR_Continuous_HEX_CuNi_MXC_to_CP,29066,Cu-66,0,gs,EMITTED_CANDIDATE,15,15,1,0.01018170266577339195278948108,7,1,DR_Continuous_HEX_CuNi_MXC_to_CP,4.13424597,3.9158181,0.311868107,15,nCapture:15,RadioactiveDecay:15,neutron:15,PASS
n,DR_MXC_Sinter_HEX_AgProxy,DR_MXC_Sinter_HEX_AgProxy,47104,Ag-104,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_MXC_Sinter_HEX_AgProxy,2.279109,-0.8086981,-1.712374,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_MXC_Sinter_HEX_AgProxy,DR_MXC_Sinter_HEX_AgProxy,47105,Ag-105,0,gs,EMITTED_CANDIDATE,1,1,1,0.0001511012593730171778899575152,1,1,DR_MXC_Sinter_HEX_AgProxy,-0.3824103,2.475181,2.032487,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_MXC_Sinter_HEX_AgProxy,DR_MXC_Sinter_HEX_AgProxy,47106,Ag-106,0,gs,EMITTED_CANDIDATE,6,6,1,0.004072681066309356781115792432,6,1,DR_MXC_Sinter_HEX_AgProxy,0.88631375,-1.16332033,0.959813667,6,neutronInelastic:6,RadioactiveDecay:6,neutron:6,PASS
n,DR_MXC_Sinter_HEX_AgProxy,DR_MXC_Sinter_HEX_AgProxy,47108,Ag-108,0,gs,EMITTED_CANDIDATE,360,360,1,0.2443608639785614068669475459,8,1,DR_MXC_Sinter_HEX_AgProxy,0.960047375,-0.249109253,0.904513777,360,nCapture:358,RadioactiveDecay:360,neutron:360,PASS
n,DR_MXC_Sinter_HEX_AgProxy,DR_MXC_Sinter_HEX_AgProxy,47110,Ag-110,0,gs,EMITTED_CANDIDATE,642,642,1,0.4357768740951011755793897902,8,1,DR_MXC_Sinter_HEX_AgProxy,1.0559565,-0.0520516454,0.849036045,642,nCapture:642,RadioactiveDecay:642,neutron:642,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,27058,Co-58,0,gs,EMITTED_CANDIDATE,1,1,1,0.00009265386164100624409885482996,1,1,DR_MixingChamber_Cu,2.138231,-0.6278599,-0.4998088,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,27060,Co-60,0,gs,EMITTED_CANDIDATE,1,1,1,0.000003655590910461039375359329257,1,1,DR_MixingChamber_Cu,1.492509,1.486858,0.9032206,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,28063,Ni-63,0,gs,EMITTED_CANDIDATE,2,2,1,0.0000003818071447899512975222487174,2,1,DR_MixingChamber_Cu,0.68130211,-0.0271902,1.5626925,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,29061,Cu-61,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_MixingChamber_Cu,0.4617931,-1.324722,2.500639,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,29062,Cu-62,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_MixingChamber_Cu,1.609497,0.08512189,-0.4282695,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,29064,Cu-64,0,gs,EMITTED_CANDIDATE,99,99,1,0.06719923739708935299352240076,8,1,DR_MixingChamber_Cu,0.936739477,-0.0701031177,0.889100527,99,nCapture:96,RadioactiveDecay:99,neutron:99,PASS
n,DR_MixingChamber_Cu,DR_MixingChamber_Cu,29066,Cu-66,0,gs,EMITTED_CANDIDATE,33,33,1,0.02239974586470146229613685837,8,1,DR_MixingChamber_Cu,0.585063906,0.199994908,1.08257441,33,nCapture:33,RadioactiveDecay:33,neutron:33,PASS
n,DR_Still_Heater_SS_ring,DR_Still_Heater_SS_ring,25056,Mn-56,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Still_Heater_SS_ring,6.55984,-2.801275,6.787222,1,nCapture:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Still_Heater_SS_ring,DR_Still_Heater_SS_ring,26055,Fe-55,0,gs,EMITTED_CANDIDATE,1,1,1,0.000006974356681297300287599161299,1,1,DR_Still_Heater_SS_ring,8.105031,1.822276,5.049739,1,nCapture:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,25052,Mn-52,0,gs,EMITTED_CANDIDATE,1,1,1,0.0005730738874627298773919364988,1,1,DR_Still_Pot_Cu,6.034644,-2.038206,7.373416,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,25054,Mn-54,0,gs,EMITTED_CANDIDATE,1,1,1,0.00002224150686483417468136361507,1,1,DR_Still_Pot_Cu,7.126513,1.5804,7.085225,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,27057,Co-57,0,gs,EMITTED_CANDIDATE,2,2,1,0.00005094822809645747340369568657,2,1,DR_Still_Pot_Cu,6.672282,-0.74653034,7.562073,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,27060,Co-60,0,gs,EMITTED_CANDIDATE,1,1,1,0.000003655590910461039375359329257,1,1,DR_Still_Pot_Cu,8.405108,1.205659,6.370051,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,28059,Ni-59,0,gs,EMITTED_CANDIDATE,2,2,1,0.0000000004770902565626411608227087267,2,1,DR_Still_Pot_Cu,7.1275375,-1.18354975,6.7394325,2,neutronInelastic:1,RadioactiveDecay:2,neutron:2,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,28063,Ni-63,0,gs,EMITTED_CANDIDATE,3,3,1,0.0000005727107171849269462833730759,3,1,DR_Still_Pot_Cu,6.34268,0.477530133,7.705671,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,28065,Ni-65,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,DR_Still_Pot_Cu,7.05148,-0.1689905,7.489991,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,29061,Cu-61,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120710872904520743861621,4,1,DR_Still_Pot_Cu,6.62442025,-0.283675197,7.43044775,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,29062,Cu-62,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120710872904520743861621,3,1,DR_Still_Pot_Cu,6.5582325,-0.1185172,7.5037275,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,29064,Cu-64,0,gs,EMITTED_CANDIDATE,197,197,1,0.133719694618450530704281949,8,1,DR_Still_Pot_Cu,6.93221716,0.0289575454,6.94394403,197,nCapture:194,RadioactiveDecay:197,neutron:197,PASS
n,DR_Still_Pot_Cu,DR_Still_Pot_Cu,29066,Cu-66,0,gs,EMITTED_CANDIDATE,54,54,1,0.03665412959678421103004213189,8,1,DR_Still_Pot_Cu,7.04219426,0.134675836,6.84271067,54,nCapture:54,RadioactiveDecay:54,neutron:54,PASS
n,DR_Still_PumpLine_SS_to_300K_top,DR_Still_PumpLine_SS_to_300K_top,24051,Cr-51,0,gs,EMITTED_CANDIDATE,5,5,1,0.001062079135428497635469250918,5,1,DR_Still_PumpLine_SS_to_300K_top,24.185364,-0.03941431,6.98393588,5,nCapture:5,RadioactiveDecay:5,neutron:5,PASS
n,DR_Still_PumpLine_SS_to_300K_top,DR_Still_PumpLine_SS_to_300K_top,25056,Mn-56,0,gs,EMITTED_CANDIDATE,11,11,1,0.007466581954900487432045619458,7,1,DR_Still_PumpLine_SS_to_300K_top,27.0446109,0.0529262236,9.84012906,11,nCapture:11,RadioactiveDecay:11,neutron:11,PASS
n,DR_Still_PumpLine_SS_to_300K_top,DR_Still_PumpLine_SS_to_300K_top,26055,Fe-55,0,gs,EMITTED_CANDIDATE,7,7,1,0.00004882049676908110201319412909,5,1,DR_Still_PumpLine_SS_to_300K_top,22.5672571,-0.0306833243,5.4290704,7,nCapture:6,RadioactiveDecay:7,neutron:7,PASS
n,DR_Still_PumpLine_SS_to_300K_top,DR_Still_PumpLine_SS_to_300K_top,28059,Ni-59,0,gs,EMITTED_CANDIDATE,8,8,1,0.000000001908361026250564643290834906,5,1,DR_Still_PumpLine_SS_to_300K_top,23.1062,-0.0149738613,5.845018,8,nCapture:8,RadioactiveDecay:8,neutron:8,PASS
n,DR_Still_PumpLine_SS_to_300K_top,DR_Still_PumpLine_SS_to_300K_top,28063,Ni-63,0,gs,EMITTED_CANDIDATE,3,3,1,0.0000005727107171849269462833730759,3,1,DR_Still_PumpLine_SS_to_300K_top,29.47991,0.0318225933,12.2781867,3,nCapture:3,RadioactiveDecay:3,neutron:3,PASS
