time_bin_id,day_mid,ZA,nuclide,half_life_s,day15_activity_Bq,activity_Bq,activity_scale_to_day15,selected_events_day15,selection_response_cps_per_Bq,selected_rate_cps
70,17.5,3008,Li-8,0.8387000000000001,0.035301313684079044,0.03572931806665567,1.01212431884,0,0.0,0.0
71,17.75,3008,Li-8,0.8387000000000001,0.035301313684079044,0.03757843104416534,1.06450517339,0,0.0,0.0
72,18.0,3008,Li-8,0.8387000000000001,0.035301313684079044,0.03945252219267322,1.11759359852,0,0.0,0.0
73,18.25,3008,Li-8,0.8387000000000001,0.035301313684079044,0.0410812326961039,1.16373098927,0,0.0,0.0
74,18.5,3008,Li-8,0.8387000000000001,0.035301313684079044,0.04216368512363267,1.19439422286,0,0.0,0.0
75,18.75,3008,Li-8,0.8387000000000001,0.035301313684079044,0.0424655582781377,1.20294555206,0,0.0,0.0
76,19.0,3008,Li-8,0.8387000000000001,0.035301313684079044,0.04189898715349894,1.18689597584,0,0.0,0.0
77,19.25,3008,Li-8,0.8387000000000001,0.035301313684079044,0.04057433951258391,1.14937194337,0,0.0,0.0
78,19.5,3008,Li-8,0.8387000000000001,0.035301313684079044,0.03874995117556769,1.0976914775,0,0.0,0.0
79,19.75,3008,Li-8,0.8387000000000001,0.035301313684079044,0.03675027952842876,1.04104566355,0,0.0,0.0
80,20.0,3008,Li-8,0.8387000000000001,0.035301313684079044,0.03482856767161089,0.986608260058,0,0.0,0.0
0,0.0,4007,Be-7,4598208.0,0.01686651460719216,7.531261328096448e-05,0.004465214956079304,0,0.0,0.0
1,0.25,4007,Be-7,4598208.0,0.01686651460719216,0.0002940483527408299,0.017433853975701824,0,0.0,0.0
2,0.5,4007,Be-7,4598208.0,0.01686651460719216,0.0005741459225202748,0.034040578975068715,0,0.0,0.0
3,0.75,4007,Be-7,4598208.0,0.01686651460719216,0.0008419200590814047,0.049916659054289506,0,0.0,0.0
4,1.0,4007,Be-7,4598208.0,0.01686651460719216,0.0011006650525910374,0.06525740962046157,0,0.0,0.0
5,1.25,4007,Be-7,4598208.0,0.01686651460719216,0.001354982937631476,0.08033568103357222,0,0.0,0.0
6,1.5,4007,Be-7,4598208.0,0.01686651460719216,0.0016093122322180576,0.09541462890808634,0,0.0,0.0
7,1.75,4007,Be-7,4598208.0,0.01686651460719216,0.00186813145987165,0.11075978074776918,0,0.0,0.0
8,2.0,4007,Be-7,4598208.0,0.01686651460719216,0.0021360400857084413,0.1266438345713464,0,0.0,0.0
9,2.25,4007,Be-7,4598208.0,0.01686651460719216,0.002416190940397515,0.14325371878356014,0,0.0,0.0
10,2.5,4007,Be-7,4598208.0,0.01686651460719216,0.0027099685917595776,0.16067152312570862,0,0.0,0.0
11,2.75,4007,Be-7,4598208.0,0.01686651460719216,0.003018843187219845,0.17898441127442893,0,0.0,0.0
12,3.0,4007,Be-7,4598208.0,0.01686651460719216,0.0033438256241085517,0.1982523183943818,0,0.0,0.0
13,3.25,4007,Be-7,4598208.0,0.01686651460719216,0.0036838694418811213,0.21841320081092858,0,0.0,0.0
14,3.5,4007,Be-7,4598208.0,0.01686651460719216,0.00403536702956758,0.23925316661729465,0,0.0,0.0
15,3.75,4007,Be-7,4598208.0,0.01686651460719216,0.004392288542316606,0.26041471190756044,0,0.0,0.0
16,4.0,4007,Be-7,4598208.0,0.01686651460719216,0.004747157736468781,0.28145457713264094,0,0.0,0.0
17,4.25,4007,Be-7,4598208.0,0.01686651460719216,0.005092614643277807,0.3019363965751544,0,0.0,0.0
18,4.5,4007,Be-7,4598208.0,0.01686651460719216,0.005422946235152383,0.32152145013054145,0,0.0,0.0
19,4.75,4007,Be-7,4598208.0,0.01686651460719216,0.005734944343632322,0.3400195284677753,0,0.0,0.0
20,5.0,4007,Be-7,4598208.0,0.01686651460719216,0.00602801762094138,0.35739557112593573,0,0.0,0.0
21,5.25,4007,Be-7,4598208.0,0.01686651460719216,0.006303666373641839,0.3737385298889109,0,0.0,0.0
22,5.5,4007,Be-7,4598208.0,0.01686651460719216,0.006563814735584844,0.3891624848672603,0,0.0,0.0
23,5.75,4007,Be-7,4598208.0,0.01686651460719216,0.006810262300606752,0.40377413230963227,0,0.0,0.0
24,6.0,4007,Be-7,4598208.0,0.01686651460719216,0.007046489262481796,0.4177798096755009,0,0.0,0.0
25,6.25,4007,Be-7,4598208.0,0.01686651460719216,0.007277315127852772,0.4314652610415198,0,0.0,0.0
26,6.5,4007,Be-7,4598208.0,0.01686651460719216,0.007507392483901021,0.4451063339843636,0,0.0,0.0
27,6.75,4007,Be-7,4598208.0,0.01686651460719216,0.007741307054509238,0.4589749118177751,0,0.0,0.0
28,7.0,4007,Be-7,4598208.0,0.01686651460719216,0.00798377411244932,0.4733505586889248,0,0.0,0.0
29,7.25,4007,Be-7,4598208.0,0.01686651460719216,0.00823818398248646,0.4884342838071336,0,0.0,0.0
30,7.5,4007,Be-7,4598208.0,0.01686651460719216,0.008506229410096728,0.5043264484809168,0,0.0,0.0
31,7.75,4007,Be-7,4598208.0,0.01686651460719216,0.008789716757658377,0.5211341502594908,0,0.0,0.0
32,8.0,4007,Be-7,4598208.0,0.01686651460719216,0.009090019896921651,0.5389388447240615,0,0.0,0.0
33,8.25,4007,Be-7,4598208.0,0.01686651460719216,0.009406512859444995,0.5577034187865881,0,0.0,0.0
34,8.5,4007,Be-7,4598208.0,0.01686651460719216,0.009735990549575121,0.5772378452999136,0,0.0,0.0
35,8.75,4007,Be-7,4598208.0,0.01686651460719216,0.010072702115704758,0.59720116160867,0,0.0,0.0
36,9.0,4007,Be-7,4598208.0,0.01686651460719216,0.01040928146935064,0.6171566391619493,0,0.0,0.0
37,9.25,4007,Be-7,4598208.0,0.01686651460719216,0.010738281212015604,0.6366627286135704,0,0.0,0.0
38,9.5,4007,Be-7,4598208.0,0.01686651460719216,0.011053732862236083,0.6553655642359323,0,0.0,0.0
39,9.75,4007,Be-7,4598208.0,0.01686651460719216,0.011352115301192735,0.6730563821616119,0,0.0,0.0
40,10.0,4007,Be-7,4598208.0,0.01686651460719216,0.011632483429727643,0.6896791483385287,0,0.0,0.0
41,10.25,4007,Be-7,4598208.0,0.01686651460719216,0.011895953946283662,0.705300070781134,0,0.0,0.0
42,10.5,4007,Be-7,4598208.0,0.01686651460719216,0.012144100723370566,0.7200124629300781,0,0.0,0.0
43,10.75,4007,Be-7,4598208.0,0.01686651460719216,0.012378480578693615,0.7339086270624772,0,0.0,0.0
44,11.0,4007,Be-7,4598208.0,0.01686651460719216,0.012602403994153502,0.7471848385783053,0,0.0,0.0
45,11.25,4007,Be-7,4598208.0,0.01686651460719216,0.012820463611456289,0.7601133909426333,0,0.0,0.0
46,11.5,4007,Be-7,4598208.0,0.01686651460719216,0.013037108634143323,0.7729580733048478,0,0.0,0.0
47,11.75,4007,Be-7,4598208.0,0.01686651460719216,0.013256745122907145,0.7859801169148634,0,0.0,0.0
48,12.0,4007,Be-7,4598208.0,0.01686651460719216,0.013483895840286553,0.7994476721667675,0,0.0,0.0
49,12.25,4007,Be-7,4598208.0,0.01686651460719216,0.01372177334082457,0.8135512084383681,0,0.0,0.0
50,12.5,4007,Be-7,4598208.0,0.01686651460719216,0.013971908764975434,0.8283815056263955,0,0.0,0.0
51,12.75,4007,Be-7,4598208.0,0.01686651460719216,0.014235996146224792,0.8440390014042574,0,0.0,0.0
52,13.0,4007,Be-7,4598208.0,0.01686651460719216,0.014515364615991917,0.8606024987404526,0,0.0,0.0
53,13.25,4007,Be-7,4598208.0,0.01686651460719216,0.01480941813288586,0.8780366588940005,0,0.0,0.0
54,13.5,4007,Be-7,4598208.0,0.01686651460719216,0.015115126548370713,0.8961618271699936,0,0.0,0.0
55,13.75,4007,Be-7,4598208.0,0.01686651460719216,0.015427108331813596,0.914658937610929,0,0.0,0.0
56,14.0,4007,Be-7,4598208.0,0.01686651460719216,0.015738503181970693,0.933121249321987,0,0.0,0.0
57,14.25,4007,Be-7,4598208.0,0.01686651460719216,0.016042422626510622,0.9511403511707077,0,0.0,0.0
58,14.5,4007,Be-7,4598208.0,0.01686651460719216,0.01633341061816039,0.9683927591771423,0,0.0,0.0
59,14.75,4007,Be-7,4598208.0,0.01686651460719216,0.016608339377736207,0.9846930302158655,0,0.0,0.0
60,15.0,4007,Be-7,4598208.0,0.01686651460719216,0.01686651460719216,1.0,0,0.0,0.0
61,15.25,4007,Be-7,4598208.0,0.01686651460719216,0.017109261288014075,1.0143922254523412,0,0.0,0.0
62,15.5,4007,Be-7,4598208.0,0.01686651460719216,0.01733828176934527,1.0279706372739237,0,0.0,0.0
63,15.75,4007,Be-7,4598208.0,0.01686651460719216,0.017555045753695025,1.0408223727627322,0,0.0,0.0
64,16.0,4007,Be-7,4598208.0,0.01686651460719216,0.017762721782609518,1.0531352918068324,0,0.0,0.0
65,16.25,4007,Be-7,4598208.0,0.01686651460719216,0.01796580746400734,1.065176053406222,0,0.0,0.0
66,16.5,4007,Be-7,4598208.0,0.01686651460719216,0.018168645882450596,1.0772021550144797,0,0.0,0.0
67,16.75,4007,Be-7,4598208.0,0.01686651460719216,0.018375559328176402,1.089469861208952,0,0.0,0.0
68,17.0,4007,Be-7,4598208.0,0.01686651460719216,0.018590981695942872,1.1022420534954727,0,0.0,0.0
69,17.25,4007,Be-7,4598208.0,0.01686651460719216,0.018817958078379035,1.1156992725903636,0,0.0,0.0
70,17.5,4007,Be-7,4598208.0,0.01686651460719216,0.019057773850742747,1.129917727199916,0,0.0,0.0
71,17.75,4007,Be-7,4598208.0,0.01686651460719216,0.019311828720698657,1.144980404692726,0,0.0,0.0
72,18.0,4007,Be-7,4598208.0,0.01686651460719216,0.019581107056969676,1.160945667376944,0,0.0,0.0
73,18.25,4007,Be-7,4598208.0,0.01686651460719216,0.019864608356044304,1.1777541963277764,0,0.0,0.0
74,18.5,4007,Be-7,4598208.0,0.01686651460719216,0.020158872888107013,1.1952008673748717,0,0.0,0.0
75,18.75,4007,Be-7,4598208.0,0.01686651460719216,0.020458145375795975,1.212944455463981,0,0.0,0.0
76,19.0,4007,Be-7,4598208.0,0.01686651460719216,0.020755300948413193,1.23056253362285,0,0.0,0.0
77,19.25,4007,Be-7,4598208.0,0.01686651460719216,0.021043335592426805,1.247639840388457,0,0.0,0.0
78,19.5,4007,Be-7,4598208.0,0.01686651460719216,0.021316857915891503,1.263856725135236,0,0.0,0.0
79,19.75,4007,Be-7,4598208.0,0.01686651460719216,0.021573006473996622,1.2790435354556025,0,0.0,0.0
80,20.0,4007,Be-7,4598208.0,0.01686651460719216,0.02175396216989638,1.2897722307500408,0,0.0,0.0
0,0.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,8.777256182196658e-12,0.004064335237260346,0,0.0,0.0
1,0.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,3.431218706840495e-11,0.015888362840821825,0,0.0,0.0
2,0.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,6.710797832956426e-11,0.03107455397956626,0,0.0,0.0
3,0.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,9.857194772566965e-11,0.04564404094293618,0,0.0,0.0
4,1.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.2908368627176277e-10,0.05977259450783001,0,0.0,0.0
5,1.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.591767744070426e-10,0.0737072907235202,0,0.0,0.0
6,1.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.8936745403622467e-10,0.08768717697802095,0,0.0,0.0
7,1.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.201783034836166e-10,0.10195423475775851,0,0.0,0.0
8,2.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.5214771973245187e-10,0.11675777042740629,0,0.0,0.0
9,2.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.8564718256065783e-10,0.13226979883078552,0,0.0,0.0
10,2.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,3.2084292492173264e-10,0.1485672946438624,0,0.0,0.0
11,2.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,3.579116253490949e-10,0.16573206940023402,0,0.0,0.0
12,3.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,3.9697704883570973e-10,0.18382143285725577,0,0.0,0.0
13,3.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,4.37923312292862e-10,0.2027817249973674,0,0.0,0.0
14,3.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,4.803352971340255e-10,0.22242072389337006,0,0.0,0.0
15,3.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,5.235138477391011e-10,0.24241468340363218,0,0.0,0.0
16,4.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,5.665886798705961e-10,0.2623606157584623,0,0.0,0.0
17,4.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,6.087001590190319e-10,0.2818604645771973,0,0.0,0.0
18,4.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,6.491779717453807e-10,0.30060383917809136,0,0.0,0.0
19,4.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,6.876419026305964e-10,0.3184146796520678,0,0.0,0.0
20,5.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,7.240158748522593e-10,0.3352577583945451,0,0.0,0.0
21,5.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,7.584676973237554e-10,0.3512107798345204,0,0.0,0.0
22,5.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,7.91215319025217e-10,0.36637466591177653,0,0.0,0.0
23,5.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,8.224628227797582e-10,0.38084391779981047,0,0.0,0.0
24,6.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,8.526109701957693e-10,0.39480410938332056,0,0.0,0.0
25,6.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,8.822182622461694e-10,0.40851385624070163,0,0.0,0.0
26,6.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,9.118255542864424e-10,0.4222236030933933,0,0.0,0.0
27,6.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,9.419676514564455e-10,0.436180993092042,0,0.0,0.0
28,7.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,9.731962093176965e-10,0.45064147202642135,0,0.0,0.0
29,7.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.005910211847488e-09,0.4657897906437299,0,0.0,0.0
30,7.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.040311736423587e-09,0.4817195214898819,0,0.0,0.0
31,7.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.0766166962052752e-09,0.49853064381160805,0,0.0,0.0
32,8.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.1149913392107296e-09,0.5163001392606199,0,0.0,0.0
33,8.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.1553691132875814e-09,0.5349971906598437,0,0.0,0.0
34,8.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.1973823011013146e-09,0.5544515253763518,0,0.0,0.0
35,8.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.2403648891492002e-09,0.5743547438270118,0,0.0,0.0
36,9.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.283460142750228e-09,0.5943101324055747,0,0.0,0.0
37,9.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.325798963210568e-09,0.6139152523119569,0,0.0,0.0
38,9.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.3666819308018956e-09,0.6328462351084075,0,0.0,0.0
39,9.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.4056929101553285e-09,0.6509103880435577,0,0.0,0.0
40,10.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.4427150309589095e-09,0.6680535939631149,0,0.0,0.0
41,10.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.4778716834446266e-09,0.6843329890902213,0,0.0,0.0
42,10.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.5113401446487808e-09,0.6998306620970586,0,0.0,0.0
43,10.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.5432962265204656e-09,0.7146280232427099,0,0.0,0.0
44,11.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.5741208647194997e-09,0.7289014659459377,0,0.0,0.0
45,11.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.6043460018596878e-09,0.7428973078559717,0,0.0,0.0
46,11.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.6344885802370136e-09,0.7568549206791384,0,0.0,0.0
47,11.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.6650621912037067e-09,0.7710121244570417,0,0.0,0.0
48,12.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.6965957042239866e-09,0.7856138138076261,0,0.0,0.0
49,12.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.7294669665766098e-09,0.8008349520653862,0,0.0,0.0
50,12.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.763858735179447e-09,0.8167601653783731,0,0.0,0.0
51,12.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.7999732907441709e-09,0.8334831204468863,0,0.0,0.0
52,13.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.8379710917242085e-09,0.8510781180470274,0,0.0,0.0
53,13.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.8777884926252497e-09,0.8695156869385989,0,0.0,0.0
54,13.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.9190776088381085e-09,0.888634738092608,0,0.0,0.0
55,13.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,1.961215009254863e-09,0.9081465898336726,0,0.0,0.0
56,14.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.003402608460577e-09,0.9276816862770223,0,0.0,0.0
57,14.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.0448363543811913e-09,0.9468677086581875,0,0.0,0.0
58,14.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.0848766654791666e-09,0.9654084967961086,0,0.0,0.0
59,14.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.1231535445560605e-09,0.9831327223599157,0,0.0,0.0
60,15.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.1595797762276027e-09,1.0,0,0.0,0.0
61,15.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.1943035301353404e-09,1.0160789401206534,0,0.0,0.0
62,15.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.2275176422772233e-09,1.0314588360186887,0,0.0,0.0
63,15.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.2593883756317897e-09,1.0462166762732585,0,0.0,0.0
64,16.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.290280671246451e-09,1.0605214479490817,0,0.0,0.0
65,16.25,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.32071590222182e-09,1.0746145744500781,0,0.0,0.0
66,16.5,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.3511991117298376e-09,1.0887299175569052,0,0.0,0.0
67,16.75,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.3822345564198908e-09,1.103100974848554,0,0.0,0.0
68,17.0,4010,Be-10,43770391200000.0,2.1595797762276027e-09,2.4143411501820688e-09,1.1179680309840132,0,0.0,0.0
