time_bin_id,day_mid,elapsed_stop_day,dt_s,prompt_old_scalar,prompt_family_response_scale,delayed_selected_response_scale,atm511_scale,science_scale,prompt_event_rate_hz,delayed_event_rate_hz,atm511_event_rate_hz,coincidence_occupancy_rate_hz,accidental_live_factor,prompt_final_cps_noacc,delayed_final_cps_noacc,atm511_final_cps_noacc,background_final_cps_noacc,signal_final_cps_noacc,prompt_final_upper95_cps_noacc,delayed_final_upper95_cps_noacc,atm511_final_upper95_cps_noacc,background_final_upper95_cps_noacc,signal_final_lower95_cps_noacc,cumulative_source_counts,cumulative_background_counts,cumulative_source_lower95_counts,cumulative_background_upper95_counts,counting_Z,counting_Z_conservative95,prompt_scale_alpha,prompt_scale_eminus,prompt_scale_eplus,prompt_scale_gamma,prompt_scale_muminus,prompt_scale_muplus,prompt_scale_n,prompt_scale_p
10,2.5,2.625,21600.0,1.0004427595978038,1.0134579973784816,0.8512680311067927,1.1729323308270676,1.0,23932.396034310834,12.296343054608414,237.4913026320942,24182.183679997535,0.9761078626354901,0.003438694923343661,0.000767184548292056,0.001824216322587749,0.006030095794223467,0.0011134811712591435,0.0438406793920186,0.0011018049840417698,0.0035944333839394867,0.048536917759999854,0.0011069016402656172,261.97292277241223,1143.341175648225,260.4249316529067,9586.980579662693,7.747623064015918,2.6597550065098345,1.01675429959,1.01159567235,1.00981348994,1.00716699438,1.01362647369,1.01354240708,1.01588910561,1.01584868252
11,2.75,2.875,21600.0,1.0144542423095344,1.0606209213676956,0.8938247258137353,1.2845317182247802,0.9642708909886071,25181.707545465066,12.974859865367254,260.08756261184755,25454.76996794228,0.9748664712103315,0.003598720210737181,0.0008055377313231392,0.001997782536708686,0.0064020404787690065,0.0010736974811090922,0.046113512340994235,0.0011568865525008712,0.003936428018367102,0.05120682691186221,0.0010673530308956773,284.5818949428271,1278.1496832260232,282.900308000629,10665.248662577113,7.960061231915202,2.739352541724645,1.03128794423,1.04535667816,1.04392424288,1.06141768695,1.11630877807,1.11781909827,1.07175862192,1.03548812938
12,3.0,3.125,21600.0,1.0287105093605544,1.107605841395266,0.9392339950580199,1.3942893994410375,0.9296510660150816,26420.525975583838,13.677927966800786,282.3109202607469,26716.514823811387,0.9736372141226076,0.0037581415250792062,0.0008464617275739493,0.002168484416383959,0.0067730876690371145,0.0010351489578487845,0.04842158007652661,0.0012156602375762958,0.004272778772062601,0.05391001908616551,0.0010290322898467734,306.3516611692982,1420.591535742356,304.54143725028723,11799.006759778289,8.128036182824877,2.8036491704328395,1.04520612631,1.07778314578,1.07652112761,1.11511954331,1.22973310147,1.23298107133,1.12834123701,1.05522434112
13,3.25,3.375,21600.0,1.0412526482439335,1.147950992832549,0.9846019795632315,1.4880299350414758,0.9005490103995397,27480.59015387605,14.337139662646443,301.2911813756233,27796.21847491432,0.9725865417771228,0.003895033895347912,0.0008873485169607169,0.0023142754485143964,0.007096657860823025,0.001002744366875942,0.050445454937984795,0.0012743804873885445,0.004560045225322522,0.05627988065069586,0.000996819176750829,327.41718377233167,1569.6771965662751,325.4824842335805,12981.327136841983,8.264113898063433,2.856722627859357,1.0565832967,1.10462608404,1.10337722244,1.16100367714,1.33735854374,1.34223699179,1.17768441002,1.07220673566
14,3.5,3.625,21600.0,1.0499213172045039,1.1747508629812637,1.0255025145813814,1.5515111381253264,0.8811061237734871,28189.262202108755,14.867751398198068,314.1446369559682,28518.27459046292,0.9718845331920286,0.003985966699336865,0.0009242091264705158,0.002413005310245986,0.007323181136053367,0.0009810950787029064,0.0518237824557657,0.0013273184712975386,0.004754582411842344,0.057905683338905584,0.0009752978136529528,348.01302423610656,1723.4105845319832,345.9566244170391,14196.924118095532,8.383031915501899,2.903517984481716,1.06333476502,1.12183539346,1.12057683686,1.1916965547,1.41573352733,1.42180679753,1.21088823492,1.08314908736
15,3.75,3.875,21600.0,1.0529876305340695,1.1826841732858675,1.0569481899911157,1.5740068879829272,0.8742699771764703,28416.656923844534,15.192120089678719,318.69949898590323,28750.548542920118,0.9716588159453055,0.004012884671211691,0.0009525487743879754,0.0024479920805826434,0.00741342552618231,0.0009734831581831608,0.05226278997809998,0.0013680189329934372,0.004823520296969866,0.05845432920806328,0.0009677308717716186,368.4443236810822,1879.0023023395538,366.2671958502566,15423.753667087503,8.499790352640545,2.949191566003219,1.06394025224,1.12656472602,1.12546008372,1.20169595615,1.44284914754,1.44938934971,1.22085612314,1.08536809616
16,4.0,4.125,21600.0,1.049788246378433,1.1698870080829165,1.0748061314486446,1.5515111381253264,0.8811061237734871,28116.796018209567,15.266241944594572,314.1446369559682,28446.20689711013,0.9719545771924655,0.003969463486386659,0.0009686428085228031,0.002413005310245986,0.007351111605155448,0.0009810950787029064,0.051653665432181355,0.001391132650628351,0.004754582411842344,0.05779938049465205,0.0009752978136529528,389.0416484930581,2033.3331482965573,386.7428116109417,16637.206511589888,8.62763624816378,2.9983480632937036,1.05793190229,1.1178862084,1.1171782106,1.18905422974,1.40981923852,1.41597521417,1.20504698336,1.07793143745
17,4.25,4.375,21600.0,1.0409953666214347,1.1386960157562784,1.077067615096826,1.4880299350414758,0.9005490103995397,27343.011530775468,15.09539488873784,301.2911813756233,27659.398107039826,0.9727196205292928,0.003863631466465654,0.0009706809154969886,0.0023142754485143964,0.007148587830477039,0.001002744366875942,0.0501227651480802,0.0013940597122162922,0.004560045225322522,0.05607687008561901,0.000996819176750829,410.11005348582387,2183.5302957590475,407.6867239520021,17815.42326225721,8.776488836790659,3.054418185253397,1.04610670917,1.09703327677,1.09686225183,1.15599540622,1.32645509932,1.33147967552,1.1666016819,1.06212948138
18,4.5,4.625,21600.0,1.0283453370546611,1.0947740985870806,1.0643592145735583,1.3942893994410375,0.9296510660150816,26230.321047476642,14.729694598635252,282.3109202607469,26527.361662336025,0.9738213980987305,0.003714603017349931,0.0009592277795178524,0.002168484416383959,0.0068423152132517425,0.0010351489578487845,0.047975922712854835,0.0013776110984729452,0.004272778772062601,0.05362631258339038,0.0010290322898467734,431.8839379218752,2327.4552638505897,429.3319470768483,18943.428197265683,8.952130026781884,3.119348645131786,1.03027007955,1.0670951711,1.06738903697,1.10821145669,1.21529877422,1.21871906405,1.11304160108,1.04093756841
19,4.75,4.875,21600.0,1.0140028088714788,1.044960802478046,1.0394606096467784,1.2845317182247793,0.9642708909886073,24950.189251676926,14.241846683801409,260.0875626118474,25224.518660972575,0.975090961333029,0.00354558493382971,0.0009367885191722967,0.001997782536708685,0.0064801559897106915,0.0010736974811090924,0.04557153932113123,0.001345384577563491,0.003936428018367099,0.05085335191706181,0.0010673530308956776,454.49811643704237,2463.9400809762415,451.8124990051685,20014.499703514477,9.156236813660023,3.193639357865899,1.01245371629,1.03208133571,1.03263449765,1.05303014666,1.09961092378,1.10127507075,1.05318319786,1.01758654496
20,5.0,5.125,21600.0,0.999929891698667,0.996038936678252,1.0065236693426876,1.0,1.0,23675.373664220275,13.710580184034104,202.4765592953111,23891.56080369962,0.9763915831359433,0.003379591501441386,0.0009071049051448054,0.0015552613519498118,0.005841957758536003,0.0011134811712591435,0.04323933088451906,0.001302753956348983,0.003064484872204819,0.047606569713072866,0.0011069016402656172,477.98149913875443,2587.1473100807993,475.15711901532643,21018.525029262564,9.397244100681926,3.277450357757897,0.995095664503,0.9965659816,0.997088826092,0.997877228848,0.996024633781,0.996033523795,0.995338596553,0.995388715946
21,5.25,5.375,21600.0,0.9875286583143214,0.9527276942148029,0.9698735759214978,0.9131205669627661,1.033008816969226,22535.029709578106,13.198016114289867,184.8855106204046,22733.113236312798,0.977523337002433,0.0032326350908471455,0.0008740749024444341,0.0014201411274676902,0.00552685112075927,0.001150235867439916,0.04119880994335782,0.0012553173627950576,0.0027982441639564843,0.04525237147010936,0.001143439153912081,502.26815905391715,2703.8440306154926,499.30026969498016,21974.00641126404,9.659281641188096,3.3682721715294788,0.979693076048,0.964152997696,0.964415955133,0.948401654568,0.91217496968,0.910782198234,0.944930912946,0.976299621485
22,5.5,5.625,21600.0,0.9775935432010111,0.914191019833431,0.9317354539648578,0.8412402269552428,1.0605306589851686,21560.807936859037,12.703011561073293,170.3314266947042,21743.842375114815,0.9784908508435906,0.003101878940221712,0.0008397038503235522,0.0013083484126889774,0.005249931203234241,0.0011808809203230368,0.039311257392047966,0.0012059547985752022,0.00257796794939449,0.043095180140017654,0.001173903125982659,527.2265524657091,2814.803439053829,524.1111846156757,22884.840384085255,9.937410672984093,3.4645711439784814,0.964978322487,0.933828519931,0.936423149296,0.906703951398,0.820176095686,0.811873384882,0.899360836646,0.954442413277
23,5.75,5.875,21600.0,0.9704562295148899,0.8821695319356571,0.8943050686015398,0.788245117390312,1.0809072123607733,20797.018110605513,12.25018937670861,159.60115925051895,20968.86945923274,0.9792494486598469,0.0029932290226555042,0.0008059706285437808,0.0012259271669402948,0.00502512681813958,0.0012035698288419296,0.03768823097050393,0.0011575082651205304,0.0024155652378319227,0.041261304473456384,0.0011964579663370756,552.6842064381582,2921.0938566417835,549.4184099794894,23757.59075266821,10.225964921897196,3.5645278254913726,0.951540965347,0.907231787108,0.914734436371,0.874670035014,0.727126990747,0.710782527257,0.860446759087,0.931026151777
24,6.0,6.125,21600.0,0.9661851811290609,0.8630760027611952,0.8617735787977259,0.7559934969234631,1.093330335569814,20338.673309733076,11.923982856591014,153.07096210669314,20503.66825469636,0.9797051026600825,0.002928444076450757,0.0007766524168896236,0.001175767468090451,0.004880863961430832,0.001217402742623429,0.03674478400904629,0.0011154024226662522,0.002316730634807173,0.04017691706651971,0.001210209141794385,578.4464331032741,3024.380894935299,575.0284083239292,24607.79981490737,10.518284280603552,3.6656661426258603,0.943349824659,0.891077972883,0.901496921861,0.855396136183,0.676379214175,0.65719514857,0.83744691179,0.917344014886
25,6.25,6.375,21600.0,0.9647531838829096,0.8568590419876184,0.8368047692318399,0.7451888170134804,1.0974945300661616,20187.930244232433,11.741369068648254,150.8832676942327,20350.554880995314,0.9798551200981278,0.0029073497326239537,0.0007541498863255556,0.0011589633670062664,0.0048204629859557755,0.0012220394947885728,0.03643947782179291,0.0010830850351690212,0.0022836198566740158,0.039806182713635944,0.001214818495512777,604.3107408713774,3126.405370236796,600.7398845768001,25450.292520887353,10.807809206400957,3.765651089937396,0.940758320684,0.885779902242,0.897143761683,0.849039217915,0.660375821642,0.640504959249,0.829986682606,0.912994357946
26,6.5,6.625,21600.0,0.9661402051286938,0.8630760027611952,0.821150929654859,0.7559934969234631,1.093330335569814,20338.673309733076,11.710360514588215,153.07096210669314,20503.45463235436,0.9797053119470033,0.002928444076450757,0.0007400422452465312,0.001175767468090451,0.004844253789787739,0.001217402742623429,0.03674478400904629,0.0010628241093089451,0.002316730634807173,0.04012433875316241,0.001210209141794385,630.0729730398812,3228.917699514724,626.3498883921083,26299.38912168777,11.088233506804396,3.8622837237712577,0.943349824659,0.891077972883,0.901496921861,0.855396136183,0.676379214175,0.65719514857,0.83744691179,0.917344014886
27,6.75,6.875,21600.0,0.9703672420821688,0.8818760930090526,0.816171629595556,0.7882451173903126,1.0809072123607733,20792.700155033664,11.842046117900026,159.60115925051906,20964.143360402086,0.9792540767004574,0.0029922333751300654,0.0007355547725267578,0.0012259271669402957,0.004953715314597118,0.0012035698288419296,0.03767822820897728,0.0010563793499359818,0.0024155652378319245,0.04115017279674518,0.0011964579663370756,655.5307473280031,3333.698131313991,651.6572333606528,27169.792970199615,11.353504359634066,3.9534482259261123,0.951146967605,0.9069598325,0.914511904276,0.874514741405,0.726887512695,0.71053847333,0.860106020989,0.930666010399
28,7.0,7.125,21600.0,0.9774624688016657,0.9135672685493906,0.8230317633871094,0.8412402269552428,1.0605306589851686,21551.594766018276,12.149003713055274,170.3314266947042,21734.075196426038,0.9785004079852492,0.003099762532457989,0.0007417373007690708,0.0013083484126889774,0.005149848245916037,0.0011808809203230368,0.03928984681266714,0.0010652584917885185,0.00257796794939449,0.042933073253850144,0.001173903125982659,680.4893845140739,3442.5433092833155,676.4683906151713,28077.209611610597,11.597961115831277,4.037109563911402,0.964161536133,0.93326550363,0.935953070646,0.906371520926,0.819621936333,0.811312112673,0.898634576364,0.95368690578
29,7.25,7.375,21600.0,0.9873583921197872,0.9517295337716026,0.8398922802120163,0.913120566962767,1.0330088169692258,22520.25187643148,12.563357371420793,184.88551062040477,22717.70074442331,0.9775384031890397,0.0032292483010072175,0.000756932430283648,0.0014201411274676918,0.005406321858758557,0.0011502358674399158,0.04116439802104294,0.0010870812324440665,0.002798244163956487,0.045049723417443496,0.0011434391539120808,704.7764187500702,3556.6968736011513,700.6119134038066,29028.426840992262,11.817563318156582,4.112119885730847,0.978422102147,0.963271483165,0.963671071616,0.947867098147,0.911224443473,0.909827398832,0.943763801381,0.975113393836
30,7.5,7.625,21600.0,0.9997243578041646,0.9946221511669319,0.8651548116842952,1.0,1.0,23654.379171691457,13.062746093550727,202.4765592953111,23869.91847708032,0.9764127147501617,0.003374784303552726,0.0007796996705511763,0.0015552613519498118,0.005709745326053714,0.0011134811712591435,0.04319041692446438,0.0011197787872312228,0.003064484872204819,0.04737468058390042,0.0011069016402656172,728.2603096923206,3677.118340982985,723.9570386513228,30027.583235346177,12.009718777169367,4.177847710136804,0.993344395515,0.995335354152,0.996045007352,0.997116459432,0.994606541787,0.994616892612,0.99367301951,0.993745029116
31,7.75,7.875,21600.0,1.0137670880142324,1.0430825134593948,0.8984626842649244,1.0951456315634345,0.9642708909886071,24922.31095795432,13.661351404104403,221.74131940625466,25157.71362876468,0.9751561044920277,0.0035392118399967983,0.0008097175782448504,0.0017032376755272776,0.006052167093768926,0.0010736974811090922,0.04550652534832602,0.001162889509913303,0.003356057220787337,0.05002547207902666,0.0010673530308956773,750.8759989988755,3804.5973870199073,746.4390924438042,31081.28835607008,12.173455432328915,4.233941663695698,1.01020637986,1.0304797749,1.03127009472,1.05201782034,1.09762405922,1.0992998277,1.05096211555,1.01546287709
32,8.0,8.125,21600.0,1.0280858399610087,1.0924135838122366,0.937939590008232,1.1887210905490897,0.9296510660150816,26195.21227493052,14.315069227296092,240.68815637614964,26450.215500533966,0.9738965275798128,0.003706593716329336,0.0008452951765968882,0.001848771970378632,0.006400660863304855,0.0010351489578487845,0.04789392440550144,0.0012139848757829357,0.0036428177992585,0.052750727080542875,0.0010290322898467734,772.6515632713342,3939.242745022061,768.0859854789485,32190.961354580784,12.310546012042288,4.280976735181876,1.0275340375,1.06511968284,1.06569853598,1.10693385523,1.21265990699,1.21610513672,1.11023414634,1.03833315448
33,8.25,8.375,21600.0,1.0407199502818862,1.1363313343471568,0.9801643199831515,1.2686409061571569,0.9005490103995393,27307.769028549497,14.953867099948468,256.8700456599868,27579.592941309435,0.9727972516774606,0.003855608027923647,0.0008833491845107584,0.001973068170848814,0.006712025383283219,0.0010027443668759416,0.05004030134094445,0.0012686367788688486,0.0038877308651788203,0.05519666898499212,0.0009968191767508283,793.7216496987448,4080.2786456966824,789.0315693191005,33350.776981012365,12.425770130104429,4.320573540420006,1.04343809306,1.09508661233,1.09518995838,1.15471061785,1.32368132401,1.32873845633,1.16377513559,1.05957182401
34,8.5,8.625,21600.0,1.0495061053960668,1.1676288428697672,1.0202245182789977,1.5515111381253264,0.8811061237734871,28083.098954227884,15.487928244523836,314.1446369559682,28412.731519428376,0.9719871142836192,0.003961801460654351,0.0009194524610476797,0.002413005310245986,0.007294259231948016,0.0009810950787029064,0.05157467423805032,0.00132048710629942,0.004754582411842344,0.05764974375619209,0.0009752978136529528,814.3196640254889,4233.421046901355,809.5078705202291,34561.128835384225,12.51552839476918,4.354387916135039,1.05542803193,1.11604897707,1.11559596883,1.18782446883,1.40708027456,1.41327199559,1.20233793608,1.07551863524
35,8.75,8.875,21600.0,1.0527088266232107,1.180615641044093,1.0526608691247694,1.5740068879829272,0.8742699771764703,28385.797490423174,15.833765936975205,318.69949898590323,28720.330755346055,0.9716881777686226,0.004005866076127373,0.0009486849310365993,0.0024479920805826434,0.007402543087746616,0.0009734831581831608,0.052190351668802565,0.0013624698094200018,0.004823520296969866,0.05837634177519243,0.0009677308717716186,834.7515808684592,4388.789060743137,829.8190557032527,35786.358620533865,12.600416372200725,4.386565804283912,1.06165899649,1.12489040621,1.12401734338,1.20056977727,1.44030719391,1.44688260319,1.21837014962,1.08316322752
36,9.0,9.125,21600.0,1.0496559769276872,1.1729155154487514,1.072826758315397,1.5515111381253264,0.8811061237734871,28161.935661636755,15.940001322420787,314.1446369559682,28492.020299915144,0.971910049665899,0.003979739307319686,0.0009668589467687587,0.002413005310245986,0.007359603564334431,0.0009810950787029064,0.05175959302426865,0.0013885707275867268,0.004754582411842344,0.05790274616369772,0.0009752978136529528,855.347962068512,4543.2911103229835,850.2937334277927,37001.9258559685,12.689880794619112,4.4203515906026825,1.06129444629,1.12034647563,1.11929588164,1.19070051935,1.41349940965,1.41960480937,1.20868307398,1.08117688166
37,9.25,9.375,21600.0,1.0410100687982264,1.1463534413469842,1.0781744874231403,1.4880299350414758,0.9005490103995397,27456.881856422515,15.804290807414182,301.2911813756233,27773.97732860555,0.9726081734572523,0.0038896133528119594,0.0009716784571814522,0.0023142754485143964,0.007175567258507808,0.001002744366875942,0.05038975938850417,0.0013954923484733423,0.004560045225322522,0.05634529696230004,0.000996819176750829,876.4139531981259,4694.03784220303,871.2352461691553,38185.64681737493,12.791927520733857,4.458464992582383,1.05477118593,1.10331840679,1.10225604107,1.16014144757,1.33547099775,1.34037681753,1.17576909068,1.07045948801
38,9.5,9.625,21600.0,1.0284984848477248,1.1062250942889493,1.0688282480583113,1.3942893994410361,0.9296510660150821,26400.110679777186,15.470504028664818,282.3109202607466,26697.8921040666,0.9736553460644118,0.0037534566066344415,0.0009632553869341025,0.002168484416383957,0.0068851964099525004,0.001035148957848785,0.048373630194968466,0.001383395414560733,0.0042727787720625975,0.0540298043815918,0.001029032289846774,898.1841248406273,4838.84010133731,892.8767784392511,39321.945227646676,12.912036325404832,4.502710563631192,1.04359375676,1.07663716697,1.07554309314,1.11437916321,1.22817254187,1.23144207323,1.12669185607,1.05367627716
39,9.75,9.875,21600.0,1.0142787846779275,1.0594294713478658,1.0472392004233275,1.2845317182247793,0.9642708909886073,25164.149434909195,15.009504655979754,260.0875626118474,25439.246502177022,0.9748816046340845,0.0035946775832723975,0.0009437987843686728,0.001997782536708685,0.0065362589043497545,0.0010736974811090924,0.04607227970609087,0.001355452487755396,0.003936428018367099,0.051364160212213364,0.0010673530308956776,920.7934479833717,4976.476998427199,915.3525036854168,40403.54308609936,13.052725949754977,4.553849234339341,1.02984877655,1.04435149306,1.04307062243,1.06078280021,1.1150299027,1.11655555536,1.07034181902,1.03411346841
40,10.0,10.125,21600.0,1.0003081648222838,1.0124384636974795,1.0172204138422734,1.1729323308270676,1.0,23917.407239492244,14.495588829443312,237.4913026320942,24169.39413095378,0.9761203466947039,0.003435235613434312,0.0009167450852023611,0.001824216322587749,0.006176197021224422,0.0011134811712591435,0.04380548081518704,0.0013165988629729774,0.0035944333839394867,0.0487165130620995,0.0011069016402656172,944.2703071250057,5106.697168503626,938.6906386830418,41430.691765889926,13.213755940552755,4.611703680078843,1.01547999555,1.01072106133,1.00907418507,1.00662645373,1.01258756828,1.01251282798,1.01468264226,1.01463788681
41,10.25,10.375,21600.0,0.9879856499598924,0.9700689689713661,0.9829036896755865,1.0710286349337708,1.033008816969226,22790.692966181614,13.990320476470089,216.85819290814374,23021.54147956623,0.9772414323201926,0.0032914745825912044,0.0008858179746253869,0.0016657294427440577,0.005843021999960649,0.001150235867439916,0.041796664332635985,0.0012721823732879571,0.003282151049452718,0.04635099775537666,0.001143439153912081,968.5499630916314,5230.034101371337,962.8268268003064,42409.087859306106,13.392750203333426,4.675399396778729,1.00190742107,0.97936262897,0.977245571527,0.957625996066,0.92885809579,0.9274600815,0.965281738367,0.997167316099
42,10.5,10.625,21600.0,0.9781040064245028,0.9315135535540547,0.9463900347730712,0.9867178601881044,1.0605306589851686,21815.61635574507,13.492047712621842,199.7872373261192,22028.895640783812,0.9782119685811685,0.0031606548430402207,0.0008529109338118643,0.0015346041532291765,0.005548169930081261,0.0011808809203230368,0.0399058853018405,0.0012249223735146008,0.0030237819556807556,0.04415458963103585,0.001173903125982659,993.5012430457808,5347.263483924814,987.6306702965938,43342.046897075285,13.586344505266041,4.743947338471851,0.987802255818,0.949354064274,0.949363564304,0.915874270907,0.835727760538,0.827547913387,0.919606510202,0.97569195453
