category,activity_Bq,fraction,percent
csi,89.4649266414073,0.6307745752083376,63.07745752083377
outer_mechanics,22.280315354133663,0.1570878888588601,15.708788885886012
cold_plates,13.378798855364227,0.09432753685268563,9.432753685268564
passive_w_or_collimator,8.052383303461378,0.05677351838686606,5.677351838686606
window,4.923123847289394,0.034710600791290784,3.4710600791290784
other_internal,3.648374819858395,0.025722952709960153,2.5722952709960154
tes,0.08551523653999939,0.0006029271919996527,0.06029271919996527
