window,stage,counts,rate_s-1
broad_480_550,raw,12555,1.07772266012
broad_480_550,active_veto_pass,10463,0.898145136826
broad_480_550,side_compton_fov_pass,10175,0.873423183332
w2_510p58_511p42,raw,10983,0.942781997301
w2_510p58_511p42,active_veto_pass,10048,0.862521488562
w2_510p58_511p42,side_compton_fov_pass,9819,0.84286410193
