0.001619	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/prompt_runs/n
0.001542	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/buildup_runs/n
0.001495	2	/home/ubuntu/codex_tes_511_sim/COSMOSRAY_BALLOON_SIM/sources/opticsim_bridge/activation_decay_channel_wallbywall_1M_day15_100kdecay_20260521_csvtime
0.001464	1	/home/ubuntu/codex_tes_511_sim/new_geo_re/tests/realpos_delayed_smoke/outputs
0.001413	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/buildup_runs/gamma
0.001406	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/prompt_runs/gamma
0.001403	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/prompt_runs/eminus
0.001388	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/buildup_runs/eminus
0.001302	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/prompt_runs/p
0.001302	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_probe_run/buildup_runs/p
0.000840	1	/home/ubuntu/codex_tes_511_sim/new_geo/TEST/copper_t0p100/runs
0.000840	1	/home/ubuntu/codex_tes_511_sim/fix/statistics/TEST/copper_t0p100/runs
0.000840	1	/home/ubuntu/codex_tes_511_sim/COSMOSRAY_BALLOON_SIM/TEST/copper_t0p100/runs
0.000663	1	/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_delayed_transport_smoke1k
0.000239	1	/home/ubuntu/codex_tes_511_sim/COSMOSRAY_BALLOON_SIM/sources/opticsim_bridge/allparticle_farfield_channel_wallbywall_100k_20260521_csvtime
0.000195	8	/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_smoke1k
0.000170	8	/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k
0.000120	1	/home/ubuntu/codex_tes_511_sim/fix/stepwise_maintenance/step02_instant_cosmic_source/outputs
0.000037	1	/home/ubuntu/codex_tes_511_sim/COSMOSRAY_BALLOON_SIM/sources/opticsim_bridge/allparticle_farfield_laue_511_f17p5_20k_20260521_csvtime
0.000020	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/prompt_runs/n
0.000017	1	/home/ubuntu/codex_tes_511_sim/COSMOSRAY_BALLOON_SIM/sources/opticsim_bridge/activation_decay_channel_wallbywall_100k_day15_20260521_csvtime
0.000016	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/buildup_runs/n
0.000015	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/prompt_runs/gamma
0.000014	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/prompt_runs/p
0.000014	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/prompt_runs/eminus
0.000014	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/buildup_runs/p
0.000014	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/buildup_runs/eminus
0.000013	1	/home/ubuntu/compare_mcnp_megalib/test/minimal_smoke_run/buildup_runs/gamma
0.000006	1	/home/ubuntu/codex_tes_511_sim/COSMOSRAY_BALLOON_SIM/sources/opticsim_bridge/activation_decay_laue_511_f17p5_20k_day15_20260521_csvtime
GiB	files	directory
