production_tag,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,state_id,activity_day15_direct_Bq,half_life_s,half_life_bin,near_focal_plane_heuristic,beta_plus_relevant_heuristic,line_or_cascade_risk_status
n,ColdPlate_60K,ColdPlate_60K,11024,Na-24,0,gs,0.008824141809498390883710701173,53841.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_60K,ColdPlate_60K,11025,Na-25,0,gs,0.0006787801777182261301859654053,59.1,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_60K,ColdPlate_60K,12027,Mg-27,0,gs,0.008824142310336939692417550269,566.1,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_60K,ColdPlate_60K,13026,Al-26,0,gs,0.0000000007276126585336251341439326215,22626799200000,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_60K,ColdPlate_60K,13028,Al-28,0,gs,0.2891603557079643314592212627,134.7,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,23048,V-48,0,gs,0.0003247458815677212195507697028,1380110.4,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,24051,Cr-51,0,gs,0.0002124158270856995270938501837,2393409.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,25050,Mn-50,0,gs,0.0006787801777182261301859654053,0.28321,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,25057,Mn-57,0,gs,0.0006787801777182261301859654053,85.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,26055,Fe-55,0,gs,0.0000139487133625946005751983226,86979057.12,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,27057,Co-57,0,gs,0.00007642234214468621010554352984,23484470.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,27058,Co-58,0,gs,0.0005559231698460374645931289798,6120921.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,27060,Co-60,0,gs,0.000007311181820922078750718658515,166352732.64,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,27062,Co-62,0,gs,0.0006787801777182261301859654053,92.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,28059,Ni-59,0,gs,0.000000001192725641406602902056771816,2556165600000,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,28063,Ni-63,0,gs,0.000001145421434369853892566746152,3193629120,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,29060,Cu-60,0,gs,0.0006787801777182261301859654053,1422,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,29061,Cu-61,0,gs,0.003393900888591130650929827026,12034.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,29062,Cu-62,0,gs,0.01493316390980097486409123892,580.32,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,29064,Cu-64,0,gs,0.4507100366835083877545340819,45721.44,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,29066,Cu-66,0,gs,0.1140350698566619898712421881,307.2,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_CP_100mK_intercept,ColdPlate_CP_100mK_intercept,30063,Zn-63,0,gs,0.0006787801777182261301859654053,2308.2,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,24051,Cr-51,0,gs,0.0002124158270856995270938501837,2393409.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,25052,Mn-52,0,gs,0.001719221662388189632175809496,483062.4,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,25056,Mn-56,0,gs,0.0006787801777182261301859654053,9284.04,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,26055,Fe-55,0,gs,0.0000209230700438919008627974839,86979057.12,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,26063,Fe-63,0,gs,0.0006787801777182261301859654053,6.1,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,27057,Co-57,0,gs,0.00005094822809645747340369568657,23484470.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,27058,Co-58,0,gs,0.0004632693082050312204942741497,6120921.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,27060,Co-60,0,gs,0.000007311181820922078750718658515,166352732.64,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,28057,Ni-57,0,gs,0.0006781669728422300372446683514,128160,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,28059,Ni-59,0,gs,0.0000000002385451282813205804113543633,2556165600000,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,28063,Ni-63,0,gs,0.00000133632500676482954132787051,3193629120,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,29060,Cu-60,0,gs,0.0006787801777182261301859654053,1422,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,29061,Cu-61,0,gs,0.0006787801777182261301859654053,12034.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,29062,Cu-62,0,gs,0.01968462515382855777539299675,580.32,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,29064,Cu-64,0,gs,0.3964076226252543651335058793,45721.44,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_MXC_50mK_SD_anchor,ColdPlate_MXC_50mK_SD_anchor,29066,Cu-66,0,gs,0.10045946630229746726752288,307.2,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,25052,Mn-52,0,gs,0.0005730738874627298773919364988,483062.4,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,27055,Co-55,0,gs,0.0006787797313329666562813299476,63108,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,27056,Co-56,0,gs,0.00008549140537888518501171913977,6673190.4,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,27057,Co-57,0,gs,0.00005094822809645747340369568657,23484470.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,27058,Co-58,0,gs,0.00009265386164100624409885482996,6120921.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,27060,Co-60,0,gs,0.00001462236364184415750143731703,166352732.64,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,27061,Co-61,0,gs,0.0006787801777182261301859654053,5936.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,28059,Ni-59,0,gs,0.0000000004770902565626411608227087267,2556165600000,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,28063,Ni-63,0,gs,0.000003245360730714586028939114097,3193629120,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,28065,Ni-65,0,gs,0.0006787801777182261301859654053,9063,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,29061,Cu-61,0,gs,0.002036340533154678390557896216,12034.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,29062,Cu-62,0,gs,0.02172096568698323616595089297,580.32,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,29064,Cu-64,0,gs,0.8905595905553659709848625232,45721.44,gt_5us,False,True,BETA_PLUS_HEURISTIC
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,29066,Cu-66,0,gs,0.2117794154480865526180212065,307.2,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,ColdPlate_Still_0p7K,ColdPlate_Still_0p7K,30065,Zn-65,0,gs,0.00002832307989066614807861088994,21076416,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,4010,Be-10,0,gs,0.00000000001393090022089906063611205575,43770391200000,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,45099,Rh-99,0,gs,0.0003229306265932356568657596806,1391040,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,47106,Ag-106,0,gs,0.0006787801777182261301859654053,1437.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,49107,In-107,0,gs,0.001357560355436452260371930811,1944,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,49109,In-109,0,gs,0.0006787801777182261301859654053,14972.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,49111,In-111,0,gs,0.0006621142961919413180960759039,242334.72,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,49114,In-114,0,gs,0.0006787801777182261301859654053,71.9,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,49116,In-116,0,gs,0.0006787801777182261301859654053,14.1,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,50111,Sn-111,0,gs,0.0006787801777182261301859654053,2118,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,50121,Sn-121,0,gs,0.0006787137345045977175337744047,97308,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51113,Sb-113,0,gs,0.0006787801777182261301859654053,400.2,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51114,Sb-114,0,gs,0.0006787801777182261301859654053,209.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51116,Sb-116,0,gs,0.0006787801777182261301859654053,948,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51117,Sb-117,0,gs,0.0006787801777182261301859654053,10692,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51118,Sb-118,0,gs,0.002715120710872904520743861621,216,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51120,Sb-120,0,gs,0.003393900888591130650929827026,953.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,51122,Sb-122,0,gs,0.001327707679299849785946670957,235336.32,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,52118,Te-118,0,gs,0.0005587876610683342259292670328,518400,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,52119,Te-119,0,gs,0.001357560115174789832687473995,57780,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,52121,Te-121,0,gs,0.0005652065081996334587040321581,1668384,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,52127,Te-127,0,gs,0.00339390088858241613161819158,33660,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53121,I-121,0,gs,0.001357560355436452260371930811,7632,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53122,I-122,0,gs,0.004751461244027582911301757837,217.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53123,I-123,0,gs,0.004751461213735967407690986682,47603.52,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53124,I-124,0,gs,0.009337329337939244762023063593,360806.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53125,I-125,0,gs,0.003924288117830367783463693066,5131468.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53126,I-126,0,gs,0.03187815176134873655251620418,1117152,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53128,I-128,0,gs,7.803256923048727592617858299,1499.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53129,I-129,0,gs,0.000000000001197159751882263338200187208,509339664000000,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53131,I-131,0,gs,0.0004929786628520132959461211446,693351.36,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54123,Xe-123,0,gs,0.0006787801777182261301859654053,7488,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54125,Xe-125,0,gs,0.003393899609732484925989203322,60732,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54127,Xe-127,0,gs,0.0005066569538621481763552355334,3139948.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54133,Xe-133,0,gs,0.002340771189329364912902321496,453375.36,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55126,Cs-126,0,gs,0.004072681066309356781115792432,98.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55127,Cs-127,0,gs,0.002715120710872904520743861621,22500,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55128,Cs-128,0,gs,0.006109021599464035171673688648,218.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55129,Cs-129,0,gs,0.006784973775471942281963928264,115416,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55130,Cs-130,0,gs,0.01153926302120984421316141189,1752.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55131,Cs-131,0,gs,0.01786688194345854791271701451,837129.6,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55132,Cs-132,0,gs,0.05206590119020242609611120049,559872,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55134,Cs-134,0,gs,0.1308888066780217621065535547,65166444,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,56129,Ba-129,0,gs,0.0006787801777182261301859654053,8028,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,45104,Rh-104,0,gs,0.0006787801777182261301859654053,42.3,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,47105,Ag-105,0,gs,0.0001511012593730171778899575152,3567456,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,48105,Cd-105,0,gs,0.0006787801777182261301859654053,3330,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,48109,Cd-109,0,gs,0.00001512785465179547810221207672,39856320,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,49109,In-109,0,gs,0.0006787801777182261301859654053,14972.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,49110,In-110,0,gs,0.0006787801777182261301859654053,17712,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,49124,In-124,0,gs,0.0006787801777182261301859654053,3.12,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,50113,Sn-113,0,gs,0.0001172748725011696196998298298,9942912,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51115,Sb-115,0,gs,0.002715120710872904520743861621,1926,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51116,Sb-116,0,gs,0.002715120710872904520743861621,948,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51117,Sb-117,0,gs,0.0006787801777182261301859654053,10692,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51118,Sb-118,0,gs,0.0006787801777182261301859654053,216,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51119,Sb-119,0,gs,0.002711175098657749938740088961,137484,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51120,Sb-120,0,gs,0.002715120710872904520743861621,953.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51122,Sb-122,0,gs,0.001991561518949774678920006435,235336.32,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51124,Sb-124,0,gs,0.0001076676626019242535624080677,5201280,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52117,Te-117,0,gs,0.0006787801777182261301859654053,3720,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52118,Te-118,0,gs,0.0005587876610683342259292670328,518400,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52119,Te-119,0,gs,0.002715120230349579665374947988,57780,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52121,Te-121,0,gs,0.001695619524598900376112096474,1668384,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52127,Te-127,0,gs,0.00339390088858241613161819158,33660,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52129,Te-129,0,gs,0.0006787801777182261301859654053,4176,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53120,I-120,0,gs,0.002036340533154678390557896216,4900.2,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53121,I-121,0,gs,0.003393900888591130650929827026,7632,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53122,I-122,0,gs,0.001357560355436452260371930811,217.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53123,I-123,0,gs,0.009502922427471934815381973363,47603.52,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53124,I-124,0,gs,0.01182728382805637669856254722,360806.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53125,I-125,0,gs,0.00403329612110343355522657343,5131468.8,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53126,I-126,0,gs,0.03525348547725624983454733168,1117152,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6.877400760641067151044201486,1499.4,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53129,I-129,0,gs,0.000000000001197159751882263338200187208,509339664000000,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,54122,Xe-122,0,gs,0.0006787774225562297426540712217,72360,gt_5us,False,False,UNASSESSED_NATIVE_DECAY_TABLE_REQUIRED
