analysis_case_id,source_case_id,source_class,model_id,selection_id,flux_ph_cm2_s,duration_s,time_bin_id,day_mid,elapsed_stop_day,dt_s,dt_active_s,source_final_cps_noacc,background_final_cps_noacc,accidental_live_factor,source_final_cps,background_final_cps,cumulative_source_counts,cumulative_background_counts,counting_Z,template_proxy_Z,template_proxy_note
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,0,0.0,0.125,10800.0,10800.0,0.00035498423061374644,0.05948238140186063,0.999249869953794,0.00035471794627643373,0.05943776188035121,3.8309538197854844,641.927828307793,0.15120418623109577,0.15120418623109577,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,1,0.25,0.375,21600.0,21600.0,0.0003667018401090371,0.06442735353183156,0.9992576726473594,0.0003664296273028606,0.06437952734504664,11.745833769527273,2032.5256189608003,0.26053485715328023,0.26053485715328023,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,2,0.5,0.625,21600.0,21600.0,0.0003764716600221396,0.0649757170599391,0.9992647288897789,0.00037619485128670833,0.06492794229231902,19.871642557320172,3434.969172474891,0.3390567109333139,0.3390567109333139,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,3,0.75,0.875,21600.0,21600.0,0.0003837050151447385,0.065403863788522,0.9992697597235402,0.0003834248182884002,0.06535610325294754,28.153618632349616,4846.661002738558,0.4044016335692981,0.4044016335692981,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,4,1.0,1.125,21600.0,21600.0,0.00038811502797891966,0.0658072110487829,0.9992726956807962,0.0003878327502427227,0.06575934917995237,36.53080603759243,6267.062945025529,0.46145273727915503,0.46145273727915503,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,5,1.25,1.375,21600.0,21600.0,0.0003895932513583316,0.0662420376647626,0.999273546837818,0.00038931023010891757,0.06619391592703165,44.939907007945045,7696.851529049412,0.5122425075909454,0.5122425075909454,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,6,1.5,1.625,21600.0,21600.0,0.00038811502797891966,0.06674824404351166,0.9992723215461469,0.0003878326050354428,0.06669967278448867,53.31709127671061,9137.564461194368,0.5577649523553587,0.5577649523553587,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,7,1.75,1.875,21600.0,21600.0,0.0003837050151447385,0.06735728750198364,0.9992689995142847,0.00038342452659229635,0.06730804929210323,61.599061051104215,10591.418325903798,0.5985453091085832,0.5985453091085832,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,8,2.0,2.125,21600.0,21600.0,0.00037647166002213945,0.06809335975449138,0.9992635563713295,0.00037619440986674113,0.06804321283354542,69.72486030422583,12061.15172310838,0.6348823628610032,0.6348823628610032,same count selection; no profile likelihood gain claimed
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,9,2.25,2.375,21600.0,21600.0,0.000366701840109037,0.06896893984604652,0.9992560404104499,0.00036642902875858225,0.06891762974186695,77.6397273254112,13549.772525532706,0.6669879675165814,0.6669879675165814,same count selection; no profile likelihood gain claimed
