time_bin_id,day_mid,altitude_km,latitude_deg,longitude_deg,Rc_GV_parma,depth_g_cm2_parma,W_index,flux_alpha,flux_eminus,flux_eplus,flux_gamma,flux_muminus,flux_muplus,flux_n,flux_p,scale_alpha,scale_eminus,scale_eplus,scale_gamma,scale_muminus,scale_muplus,scale_n,scale_p
10,2.5,38.75,34.24373197804545,99.83930309757837,11.4659810181,3.46146897201,114.6,3.805778134228e-04,1.855258090225e+00,6.996598911021e-02,1.693064093524e+02,3.372523502874e-05,3.674050342400e-05,6.121853882155e+00,2.217982049176e-03,1.01675429959,1.01159567235,1.00981348994,1.00716699438,1.01362647369,1.01354240708,1.01588910561,1.01584868252
11,2.75,37.97745751406263,34.25,99.80848888922026,11.4606366667,3.87793287099,114.6,3.860178520833e-04,1.917175495444e+00,7.232938848342e-02,1.784260389832e+02,3.714166597102e-05,4.052049141757e-05,6.458529424277e+00,2.260862392803e-03,1.03128794423,1.04535667816,1.04392424288,1.06141768695,1.11630877807,1.11781909827,1.07175862192,1.03548812938
12,3.0,37.280536869268815,34.24373197804545,99.7834936490539,11.461760328,4.29645634264,114.6,3.912275190637e-04,1.976645368667e+00,7.458789790606e-02,1.874534083535e+02,4.091550383312e-05,4.469506648786e-05,6.799502174077e+00,2.303954010801e-03,1.04520612631,1.07778314578,1.07652112761,1.11511954331,1.22973310147,1.23298107133,1.12834123701,1.05522434112
13,3.25,36.727457514062635,34.2252422169756,99.76507684480352,11.4691780372,4.66051415559,114.6,3.954860686774e-04,2.025875095252e+00,7.644865066577e-02,1.951666058551e+02,4.449640215192e-05,4.865554953419e-05,7.096849289598e+00,2.341033003844e-03,1.0565832967,1.10462608404,1.10337722244,1.16100367714,1.33735854374,1.34223699179,1.17768441002,1.07220673566
14,3.5,36.372358709262116,34.195457870617005,99.75379806174695,11.4824630815,4.9103547433,114.6,3.980131876224e-04,2.057436826303e+00,7.764034403002e-02,2.003261284768e+02,4.710408339433e-05,5.153992289598e-05,7.296939007323e+00,2.364924297958e-03,1.06333476502,1.12183539346,1.12057683686,1.1916965547,1.41573352733,1.42180679753,1.21088823492,1.08314908736
15,3.75,36.25,34.155872450464685,99.75,11.500960586,4.99951104263,114.6,3.982398254644e-04,2.066110383065e+00,7.797868492153e-02,2.020070441204e+02,4.800627043081e-05,5.253977928673e-05,7.357006543095e+00,2.369769233796e-03,1.06394025224,1.12656472602,1.12546008372,1.20169595615,1.44284914754,1.44938934971,1.22085612314,1.08536809616
16,4.0,36.372358709262116,34.10847093477939,99.75379806174695,11.5238149142,4.9103547433,114.6,3.959908606085e-04,2.050194053580e+00,7.740486663714e-02,1.998819493554e+02,4.690730402294e-05,5.132853035151e-05,7.261739015158e+00,2.353532193958e-03,1.05793190229,1.1178862084,1.1171782106,1.18905422974,1.40981923852,1.41597521417,1.20504698336,1.07793143745
17,4.25,36.727457514062635,34.055630233489076,99.76507684480352,11.5499994507,4.66051415559,114.6,3.915646131437e-04,2.011949949564e+00,7.599725407867e-02,1.943247073698e+02,4.413362430911e-05,4.826560115846e-05,7.030063612149e+00,2.319030544739e-03,1.04610670917,1.09703327677,1.09686225183,1.15599540622,1.32645509932,1.33147967552,1.1666016819,1.06212948138
18,4.5,37.280536869268815,34.0,99.7834936490539,11.5783493649,4.29645634264,114.6,3.856368586483e-04,1.957043711569e+00,7.395517140658e-02,1.862921477595e+02,4.043524696194e-05,4.417807447695e-05,6.707304969581e+00,2.272760580150e-03,1.03027007955,1.0670951711,1.06738903697,1.10821145669,1.21529877422,1.21871906405,1.11304160108,1.04093756841
19,4.75,37.977457514062635,33.944369766510924,99.80848888922026,11.6097293865,3.87793287099,114.6,3.789680768437e-04,1.892828627260e+00,7.154716661811e-02,1.770160798217e+02,3.658609735153e-05,3.992077709310e-05,6.346591978251e+00,2.221776460456e-03,1.01245371629,1.03208133571,1.03263449765,1.05303014666,1.09961092378,1.10127507075,1.05318319786,1.01758654496
20,5.0,38.75,33.89152906522061,99.83930309757837,11.6399088715,3.46146897201,114.6,3.724708440333e-04,1.827693761785e+00,6.908434740025e-02,1.677447846625e+02,3.313958912929e-05,3.610581346746e-05,5.998014367653e+00,2.173310200529e-03,0.995095664503,0.9965659816,0.997088826092,0.997877228848,0.996024633781,0.996033523795,0.995338596553,0.995388715946
21,5.25,39.52254248593737,33.844127549535315,99.875,11.6673846309,3.08973049374,114.6,3.667055539945e-04,1.768248617584e+00,6.682057319192e-02,1.594278601814e+02,3.034975510041e-05,3.301548730368e-05,5.694252400057e+00,2.131631484420e-03,0.979693076048,0.964152997696,0.964415955133,0.948401654568,0.91217496968,0.910782198234,0.944930912946,0.976299621485
22,5.5,40.219463130731185,33.804542129382995,99.91449496416858,11.6908496949,2.78875577654,114.6,3.611977250752e-04,1.712633776355e+00,6.488106221502e-02,1.524184084803e+02,2.728878172572e-05,2.943008271654e-05,5.419642359483e+00,2.083908928605e-03,0.964978322487,0.933828519931,0.936423149296,0.906703951398,0.820176095686,0.811873384882,0.899360836646,0.954442413277
23,5.75,40.77254248593737,33.7747577830244,99.95658795558327,11.7092577266,2.57091107208,114.6,3.561680340274e-04,1.663855588498e+00,6.337833694207e-02,1.470334550508e+02,2.419286521731e-05,2.576557990467e-05,5.185142062688e+00,2.032782369542e-03,0.951540965347,0.907231787108,0.914734436371,0.874670035014,0.727126990747,0.710782527257,0.860446759087,0.931026151777
24,6.0,41.127641290737884,33.75626802195455,100.0,11.721865989,2.44010220658,114.6,3.531020362601e-04,1.634229626911e+00,6.246116183473e-02,1.437934813191e+02,2.250439245489e-05,2.382305904279e-05,5.046542580044e+00,2.002909087682e-03,0.943349824659,0.891077972883,0.901496921861,0.855396136183,0.676379214175,0.65719514857,0.83744691179,0.917344014886
25,6.25,41.25,33.75,100.04341204441673,11.725,2.3965878547,114.6,3.521320192983e-04,1.624513009207e+00,6.215954855596e-02,1.427248730222e+02,2.197192986789e-05,2.321804641222e-05,5.001586459597e+00,1.993412140767e-03,0.940758320684,0.885779902242,0.897143761683,0.849039217915,0.660375821642,0.640504959249,0.829986682606,0.912994357946
26,6.5,41.127641290737884,33.75626802195455,100.08550503583142,11.721865989,2.44010220658,114.6,3.531020362601e-04,1.634229626911e+00,6.246116183473e-02,1.437934813191e+02,2.250439245489e-05,2.382305904279e-05,5.046542580044e+00,2.002909087682e-03,0.943349824659,0.891077972883,0.901496921861,0.855396136183,0.676379214175,0.65719514857,0.83744691179,0.917344014886
27,6.75,40.772542485937365,33.7747577830244,100.125,11.7126211085,2.57091107208,114.6,3.560205580842e-04,1.663356825996e+00,6.336291857192e-02,1.470073499427e+02,2.418489733782e-05,2.575673304825e-05,5.183088739315e+00,2.031996044644e-03,0.951146967605,0.9069598325,0.914511904276,0.874514741405,0.726887512695,0.71053847333,0.860106020989,0.930666010399
28,7.0,40.219463130731185,33.804542129382995,100.16069690242163,11.6977289353,2.78875577654,114.6,3.608919965772e-04,1.711601209120e+00,6.484849232167e-02,1.523625263776e+02,2.727034381501e-05,2.940973682537e-05,5.415265839154e+00,2.082259369871e-03,0.964161536133,0.93326550363,0.935953070646,0.906371520926,0.819621936333,0.811312112673,0.898634576364,0.95368690578
29,7.25,39.522542485937365,33.844127549535315,100.19151111077974,11.6779362252,3.08973049374,114.6,3.662298201146e-04,1.766631927230e+00,6.676896315449e-02,1.593380003779e+02,3.031812932841e-05,3.298087621051e-05,5.687219263834e+00,2.129041500619e-03,0.978422102147,0.963271483165,0.963671071616,0.947867098147,0.911224443473,0.909827398832,0.943763801381,0.975113393836
30,7.5,38.75,33.89152906522061,100.2165063509461,11.6542354674,3.46146897201,114.6,3.718153325470e-04,1.825436801233e+00,6.901202532167e-02,1.676168980867e+02,3.309240657533e-05,3.605446115848e-05,5.987977426390e+00,2.169721410243e-03,0.993344395515,0.995335354152,0.996045007352,0.997116459432,0.994606541787,0.994616892612,0.99367301951,0.993745029116
31,7.75,37.97745751406263,33.944369766510924,100.23492315519648,11.6278151167,3.87793287099,114.6,3.781268840558e-04,1.889891377989e+00,7.145263252676e-02,1.768459061220e+02,3.651999067815e-05,3.984917532934e-05,6.333207504198e+00,2.217139689944e-03,1.01020637986,1.0304797749,1.03127009472,1.05201782034,1.09762405922,1.0992998277,1.05096211555,1.01546287709
32,8.0,37.280536869268815,34.0,100.24620193825305,11.6,4.29645634264,114.6,3.846127401338e-04,1.953420682445e+00,7.383804326858e-02,1.860773808778e+02,4.034744694893e-05,4.408332066562e-05,6.690386953989e+00,2.267074159097e-03,1.0275340375,1.06511968284,1.06569853598,1.10693385523,1.21265990699,1.21610513672,1.11023414634,1.03833315448
33,8.25,36.72745751406263,34.055630233489076,100.25,11.5707941274,4.66051415559,114.6,3.905657326036e-04,2.008379783107e+00,7.588138746919e-02,1.941087323556e+02,4.404133565389e-05,4.816623306849e-05,7.013030548791e+00,2.313446210944e-03,1.04343809306,1.09508661233,1.09518995838,1.15471061785,1.32368132401,1.32873845633,1.16377513559,1.05957182401
34,8.5,36.372358709262116,34.10847093477939,100.24620193825305,11.5430939572,4.9103547433,114.6,3.950536454871e-04,2.046824586529e+00,7.729523935285e-02,1.996752245474e+02,4.681617360585e-05,5.123053976835e-05,7.245414013211e+00,2.348264133784e-03,1.05542803193,1.11604897707,1.11559596883,1.18782446883,1.40708027456,1.41327199559,1.20233793608,1.07551863524
35,8.75,36.25,34.155872450464685,100.23492315519648,11.51840197,4.99951104263,114.6,3.973859364524e-04,2.063039694386e+00,7.787872314047e-02,2.018177316194e+02,4.792169491328e-05,5.244891073642e-05,7.342025806972e+00,2.364955171269e-03,1.06165899649,1.12489040621,1.12401734338,1.20056977727,1.44030719391,1.44688260319,1.21837014962,1.08316322752
36,9.0,36.372358709262116,34.195457870617005,100.2165063509461,11.4980392777,4.9103547433,114.6,3.972494829165e-04,2.054706163322e+00,7.755159170106e-02,2.001586933152e+02,4.702975015043e-05,5.146010171354e-05,7.283650477088e+00,2.360618226675e-03,1.06129444629,1.12034647563,1.11929588164,1.19070051935,1.41349940965,1.41960480937,1.20868307398,1.08117688166
37,9.25,36.727457514062635,34.2252422169756,100.19151111077974,11.4830652528,4.66051415559,114.6,3.948077837139e-04,2.023476826000e+00,7.637096843620e-02,1.950216636619e+02,4.443359999193e-05,4.858811896759e-05,7.085307375178e+00,2.337218101105e-03,1.05477118593,1.10331840679,1.10225604107,1.16014144757,1.33547099775,1.34037681753,1.17576909068,1.07045948801
38,9.5,37.28053686926882,34.24373197804545,100.16069690242163,11.4742173136,4.29645634264,114.6,3.906239985497e-04,1.974543653005e+00,7.452013375941e-02,1.873289492547e+02,4.086358111756e-05,4.463927842756e-05,6.789562832196e+00,2.300574001407e-03,1.04359375676,1.07663716697,1.07554309314,1.11437916321,1.22817254187,1.23144207323,1.12669185607,1.05367627716
39,9.75,37.977457514062635,34.25,100.125,11.471875,3.87793287099,114.6,3.854791621650e-04,1.915331994289e+00,7.227024449312e-02,1.783193134901e+02,3.709911541265e-05,4.047468849654e-05,6.449991621939e+00,2.257860987767e-03,1.02984877655,1.04435149306,1.04307062243,1.06078280021,1.1150299027,1.11655555536,1.07034181902,1.03411346841
40,10.0,38.75,34.24373197804545,100.08550503583142,11.4760499798,3.46146897201,114.6,3.801008330484e-04,1.853654060844e+00,6.991476559558e-02,1.692155435908e+02,3.369066871649e-05,3.670318159690e-05,6.114583608019e+00,2.215338423998e-03,1.01547999555,1.01072106133,1.00907418507,1.00662645373,1.01258756828,1.01251282798,1.01468264226,1.01463788681
41,10.25,39.52254248593737,34.2252422169756,100.04341204441673,11.486401069,3.08973049374,114.6,3.750205292636e-04,1.796142955453e+00,6.770948664959e-02,1.609784869855e+02,3.090483368573e-05,3.362005384474e-05,5.816888600134e+00,2.177193557646e-03,1.00190742107,0.97936262897,0.977245571527,0.957625996066,0.92885809579,0.9274600815,0.965281738367,0.997167316099
42,10.5,40.219463130731185,34.195457870617005,100.0,11.5022710647,2.78875577654,114.6,3.697408732519e-04,1.741107496179e+00,6.577765247110e-02,1.539599541002e+02,2.780621449395e-05,2.999827805220e-05,5.541644903437e+00,2.130304717528e-03,0.987802255818,0.949354064274,0.949363564304,0.915874270907,0.835727760538,0.827547913387,0.919606510202,0.97569195453
43,10.75,40.77254248593737,34.155872450464685,99.95658795558327,11.5183992445,2.57091107208,114.6,3.646975011370e-04,1.692324422441e+00,6.425690928801e-02,1.485243061195e+02,2.465542862267e-05,2.627698908968e-05,5.303616991266e+00,2.078552507797e-03,0.974328348245,0.922754667383,0.927414800332,0.883538783667,0.741029533251,0.72489052383,0.880107043626,0.951989141384
44,11.0,41.127641290737884,34.10847093477939,99.91449496416858,11.5381415101,2.44010220658,114.6,3.612363887569e-04,1.661423925981e+00,6.329022289644e-02,1.451893483510e+02,2.291724433029e-05,2.428070913341e-05,5.157655317942e+00,2.046242653603e-03,0.965081616645,0.90590590189,0.913462693442,0.863699845467,0.688787655221,0.669820119139,0.855885479926,0.937191040188
45,11.25,41.25,34.055630233489076,99.875,11.5603802612,2.3965878547,114.6,3.593874197679e-04,1.648806320410e+00,6.289723310100e-02,1.439634799240e+02,2.233206877721e-05,2.361764124493e-05,5.100158200672e+00,2.031952651718e-03,0.960141898398,0.899026042285,0.907790703352,0.856407420898,0.671199951774,0.651528387641,0.846344138992,0.930646136187
46,11.5,41.127641290737884,34.0,99.83930309757837,11.5839303098,2.44010220658,114.6,3.591815818364e-04,1.654618430085e+00,6.308299047362e-02,1.448398574257e+02,2.281269725530e-05,2.416513844086e-05,5.129636511318e+00,2.035245674062e-03,0.959591980366,0.902195145832,0.910471724561,0.861620799988,0.685645447824,0.666631926627,0.851235907926,0.932154359578
47,11.75,40.772542485937365,33.944369766510924,99.80848888922026,11.6097293865,2.57091107208,114.6,3.605760893681e-04,1.678660699342e+00,6.383559636921e-02,1.478085591316e+02,2.443149102397e-05,2.602994152580e-05,5.246442134098e+00,2.056363019953e-03,0.963317556263,0.915304403063,0.921334024883,0.879280960556,0.73429899221,0.718075342784,0.870619180042,0.941826226855
48,12.0,40.219463130731185,33.89152906522061,99.7834936490539,11.6349332969,2.78875577654,114.6,3.636980126987e-04,1.721042791309e+00,6.514615644415e-02,1.528735478713e+02,2.743977302264e-05,2.959644191650e-05,5.455408273675e+00,2.097426272034e-03,0.97165810807,0.938413608755,0.94024923297,0.909411476613,0.824714204189,0.816462655258,0.905295999961,0.96063343521
49,12.25,39.522542485937365,33.844127549535315,99.76507684480352,11.6581057145,3.08973049374,114.6,3.671247152621e-04,1.769671183600e+00,6.686597778295e-02,1.595069306150e+02,3.037763182919e-05,3.304598060640e-05,5.700447784702e+00,2.133914921543e-03,0.980812910168,0.964928664236,0.965071275941,0.948872027375,0.913012816778,0.911623402152,0.945959004091,0.977345448973
50,12.5,38.75,33.804542129382995,99.75379806174695,11.6779209521,3.46146897201,114.6,3.707356076735e-04,1.821709991590e+00,6.889255824605e-02,1.674057153125e+02,3.301474511806e-05,3.596986539259e-05,5.971438005277e+00,2.163817354488e-03,0.990459795129,0.993303278655,0.994320748665,0.995860179054,0.992272393218,0.992283190343,0.990928390507,0.991040937231
51,12.75,37.97745751406263,33.7747577830244,99.75,11.6932521639,3.87793287099,114.6,3.751079536849e-04,1.879293132640e+00,7.111123011886e-02,1.762317283848e+02,3.628306201338e-05,3.959213001727e-05,6.285127586543e+00,2.200543882780e-03,1.00214098476,1.02470098908,1.02634266125,1.0483642106,1.09050306609,1.09220884363,1.04298350882,1.00786190086
52,13.0,37.280536869268815,33.75626802195455,99.75379806174695,11.7032465237,4.29645634264,114.6,3.797880051427e-04,1.936216616607e+00,7.328107618764e-02,1.850569509854e+02,3.993452928944e-05,4.363671854961e-05,6.610574230644e+00,2.240394051772e-03,1.01464424237,1.05573901573,1.05765987493,1.10086353981,1.20024948878,1.20378494125,1.09698964921,1.0261135101
53,13.25,36.72745751406263,33.75,99.76507684480352,11.7073807634,4.66051415559,114.6,3.841046040601e-04,1.985058458103e+00,7.512311855864e-02,1.926965451801e+02,4.344552478161e-05,4.752309403704e-05,6.902663791009e+00,2.277512322672e-03,1.02617649767,1.08237045625,1.08424592422,1.14630982358,1.30577397146,1.31099649252,1.14546035889,1.04311389413
54,13.5,36.372358709262116,33.75626802195455,99.7834936490539,11.705492306,4.9103547433,114.6,3.872976962613e-04,2.018624832242e+00,7.637574432961e-02,1.979428496645e+02,4.606355154116e-05,5.041903299622e-05,7.110045284212e+00,2.304932841638e-03,1.03470718472,1.10067281483,1.10232497116,1.17751894755,1.38445989404,1.39088535277,1.17987421517,1.05567265134
55,13.75,36.25,33.7747577830244,99.80848888922026,11.6977836361,4.99951104263,114.6,3.887712429337e-04,2.031680192426e+00,7.685543135613e-02,1.998815404224e+02,4.707025556133e-05,5.153143538217e-05,7.190554665507e+00,2.316710896180e-03,1.03864392213,1.10779136396,1.10924825541,1.18905179709,1.41471681723,1.42157265661,1.19323431898,1.06106706885
56,14.0,36.372358709262116,33.804542129382995,99.83930309757837,11.6848001925,4.9103547433,114.6,3.882723752506e-04,2.022199720247e+00,7.649250938254e-02,1.981626962485e+02,4.615798481873e-05,5.052107147615e-05,7.127081764530e+00,2.310353269891e-03,1.0373111438,1.10262205372,1.10401023177,1.17882676705,1.3872981269,1.39370023871,1.18270132851,1.05815523902
57,14.25,36.72745751406263,33.844127549535315,99.875,11.6673846309,4.66051415559,114.6,3.859788690440e-04,1.991864409828e+00,7.534465966423e-02,1.931089255348e+02,4.361815747859e-05,4.770972791740e-05,6.934711785592e+00,2.287903628700e-03,1.03118379687,1.08608146085,1.08744340917,1.14876298459,1.31096252157,1.31614507065,1.15077855321,1.04787317274
58,14.5,37.280536869268815,33.89152906522061,99.91449496416858,11.6466124449,4.29645634264,114.6,3.824225325943e-04,1.945638609039e+00,7.358626587460e-02,1.856159271842e+02,4.015985553339e-05,4.388062636537e-05,6.654177569111e+00,2.254940659076e-03,1.021682664,1.06087643937,1.06206465312,1.1041887676,1.20702176615,1.21051350759,1.10422539142,1.03277594088
59,14.75,37.97745751406263,33.944369766510924,99.95658795558327,11.6237154145,3.87793287099,114.6,3.783173065686e-04,1.890556892084e+00,7.147405497668e-02,1.768844651729e+02,3.653495196127e-05,3.986538476662e-05,6.336237863719e+00,2.218188838709e-03,1.01071511396,1.03084265227,1.03157928322,1.05224719975,1.09807372703,1.09974698956,1.0514649876,1.01594339333
60,15.0,38.75,34.0,100.0,11.6,3.46146897201,114.6,3.743065690266e-04,1.833991723108e+00,6.928605114453e-02,1.681016259446e+02,3.327185694543e-05,3.624959662992e-05,6.026104471811e+00,2.183378378429e-03,1,1,1,1,1,1,1,1
61,15.25,39.52254248593737,34.055630233489076,100.04341204441673,11.571943381,3.08973049374,114.6,3.710534894014e-04,1.782919877939e+00,6.728846951471e-02,1.602433693540e+02,3.063945885093e-05,3.333170490786e-05,5.758450610001e+00,2.155385049886e-03,0.991309050136,0.972152630502,0.971169065103,0.953252941211,0.920882140759,0.919505539555,0.955584264584,0.987178892665
62,15.5,40.219463130731185,34.10847093477939,100.08550503583142,11.5448370515,2.78875577654,114.6,3.677846864917e-04,1.734652014372e+00,6.557463713310e-02,1.536103525240e+02,2.768735439097e-05,2.986823192614e-05,5.513761939018e+00,2.119627933137e-03,0.982576093837,0.945834156455,0.946433460269,0.91379456719,0.832155368917,0.823960394127,0.914979480494,0.970801925162
63,15.75,40.77254248593737,34.155872450464685,100.125,11.5201153691,2.57091107208,114.6,3.646193697238e-04,1.692066986671e+00,6.424897741956e-02,1.485108169666e+02,2.465117580304e-05,2.627230682561e-05,5.302534441310e+00,2.078130518999e-03,0.974119611825,0.922614298282,0.927300320313,0.883458539631,0.740901712924,0.724761356487,0.879927400216,0.951795868059
64,16.0,41.127641290737884,34.195457870617005,100.16069690242163,11.4991301173,2.44010220658,114.6,3.630018275398e-04,1.667236781116e+00,6.346710370807e-02,1.454879610105e+02,2.300720969856e-05,2.437998467757e-05,5.181699538826e+00,2.055719646752e-03,0.969798175019,0.909075411906,0.916015599961,0.865476227211,0.691491603137,0.672558785315,0.859875490554,0.941531558186
65,16.25,41.25,34.2252422169756,100.19151111077974,11.4830652528,2.3965878547,114.6,3.628770116075e-04,1.660298471244e+00,6.324549004191e-02,1.445499568982e+02,2.250602463860e-05,2.380973183480e-05,5.147415752447e+00,2.050643716735e-03,0.969464715918,0.905292237868,0.912817067753,0.859896244822,0.67642827016,0.656827497362,0.85418627847,0.939206752707
66,16.5,41.127641290737884,34.24373197804545,100.2165063509461,11.4728570589,2.44010220658,114.6,3.641985577087e-04,1.671159183252e+00,6.358639540944e-02,1.456895123105e+02,2.306826867503e-05,2.444726932429e-05,5.197982506763e+00,2.062159169549e-03,0.972995367556,0.911214135917,0.917737327486,0.866675212044,0.693326756991,0.674414934154,0.862577562516,0.944480897092
67,16.75,40.77254248593737,34.25,100.23492315519648,11.4691269211,2.57091107208,114.6,3.669521946269e-04,1.699727035919e+00,6.448489463261e-02,1.489122573832e+02,2.477828134028e-05,2.641208920319e-05,5.334833447050e+00,2.090752955685e-03,0.980352002855,0.926791007016,0.930705294462,0.88584662133,0.744721924626,0.728617464984,0.885287248504,0.957577017498
68,17.0,40.219463130731185,34.24373197804545,100.24620193825305,11.4721332825,2.78875577654,114.6,3.711359560580e-04,1.745688158658e+00,6.592161831432e-02,1.542080673058e+02,2.789111984807e-05,3.009100116097e-05,5.561509305489e+00,2.137939217638e-03,0.991529368622,0.951851710486,0.951441411732,0.917350242386,0.838279627549,0.830105820712,0.922902902116,0.979188599997
69,17.25,39.52254248593737,34.2252422169756,100.25,11.4817478361,3.08973049374,114.6,3.752382630264e-04,1.796864243100e+00,6.773243357795e-02,1.610185898646e+02,3.091942809904e-05,3.363587547122e-05,5.820091988109e+00,2.178394433029e-03,1.00248912009,0.979755917357,0.977576762697,0.957864559369,0.929296737172,0.927896545018,0.965813323572,0.997717324011
70,17.5,38.75,34.195457870617005,100.24620193825305,11.497458854,3.46146897201,114.6,3.790898432471e-04,1.850246920164e+00,6.980592820236e-02,1.690225322765e+02,3.361744856155e-05,3.662406701770e-05,6.099166883765e+00,2.209741604199e-03,1.01277902825,1.00886328812,1.00750334374,1.00547827141,1.01038690497,1.01033033254,1.01212431884,1.01207451078
71,17.75,37.977457514062635,34.155872450464685,100.23492315519648,11.51840197,3.87793287099,114.6,3.832617528340e-04,1.907714220353e+00,7.202570232696e-02,1.778782439231e+02,3.692413611173e-05,4.028611018571e-05,6.414819385644e+00,2.245532474084e-03,1.02392473055,1.04019783531,1.03954116503,1.05815897332,1.1097708244,1.11135333717,1.06450517339,1.02846693742
72,18.0,37.280536869268815,34.10847093477939,100.2165063509461,11.543416068,4.29645634264,114.6,3.872984808006e-04,1.962900700128e+00,7.414440144263e-02,1.866392524868e+02,4.057781663084e-05,4.433177924272e-05,6.734735781691e+00,2.282004680100e-03,1.0347092807,1.07028874525,1.07012017885,1.11027630719,1.21958376707,1.2229592427,1.11759359852,1.04517141996
73,18.25,36.727457514062635,34.055630233489076,100.19151111077974,11.5711195025,4.66051415559,114.6,3.905501354834e-04,2.008323961748e+00,7.587957539060e-02,1.941053550517e+02,4.403989498406e-05,4.816468134826e-05,7.012764518411e+00,2.313359077371e-03,1.04339642368,1.09505617525,1.09516380479,1.154690527,1.32363802406,1.32869564977,1.16373098927,1.05953191633
74,18.5,36.372358709262116,34.0,100.16069690242163,11.6,4.9103547433,114.6,3.923078851982e-04,2.036905831333e+00,7.697223378969e-02,1.990663618305e+02,4.654942020766e-05,5.094336936791e-05,7.197544367472e+00,2.332870949454e-03,1.04809243989,1.1106406892,1.11093405553,1.184202477,1.39906288621,1.40534996535,1.19439422286,1.06846846726
