VN,ZA,nuclide,exc_keV,RP_yield,hl_s,Activity_Bq,Points
CsI_Side_Segment_04_below_side_port,55132,Cs-132,0.0,1.0,559785.6,0.043574303659927136,1
CsI_Side_Segment_06,55132,Cs-132,0.0,1.0,559785.6,0.043574303659927136,1
CsI_Bottom_Quadrant_00,55131,Cs-131,0.0,1.0,837129.6,0.035884758277179206,1
CsI_Bottom_Quadrant_01,55131,Cs-131,0.0,1.0,837129.6,0.035884758277179206,1
CsI_Bottom_Quadrant_02,55131,Cs-131,0.0,1.0,837129.6,0.035884758277179206,1
CsI_Side_Segment_06,55131,Cs-131,0.0,1.0,837129.6,0.035884758277179206,1
CsI_Side_Segment_01,55131,Cs-131,0.0,1.0,837129.6,0.03566150800755903,1
Passive_W_Bottom_Plate_detector_bay,74185,W-185,0.0,5.0,6488639.999999999,0.035251780253752585,5
CsI_Side_Segment_02,56131,Ba-131,0.0,1.0,993600.0,0.0322498005806696,1
CsI_TopAnnulus_Segment_06,56131,Ba-131,0.0,1.0,993600.0,0.0322498005806696,1
CsI_Bottom_Quadrant_01,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Bottom_Quadrant_02,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Bottom_Quadrant_03,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Side_Segment_01,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Side_Segment_04_below_side_port,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Side_Segment_04_side_port_band_00,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Side_Segment_05,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_Side_Segment_07,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
CsI_TopAnnulus_Segment_00,53126,I-126,0.0,1.0,1117152.0,0.03012974504908257,1
TES_L1,73182,Ta-182,0.0,6.0,9886752.0,0.02841827220463512,6
CsI_Bottom_Quadrant_01,53125,I-125,0.0,3.0,5132160.0,0.02655395608967604,3
CsI_Side_Segment_03_below_side_port,55134,Cs-134,0.0,31.0,65158740.969984,0.02314619381499563,31
CsI_TopAnnulus_Segment_00,55134,Cs-134,0.0,29.0,65158740.969984,0.021652890988221717,29
CsI_TopAnnulus_Segment_07,55134,Cs-134,0.0,29.0,65158740.969984,0.021652890988221717,29
Passive_W_Liner_detector_bay_below_side_port,74185,W-185,0.0,3.0,6488639.999999999,0.021151068152251554,3
CsI_TopAnnulus_Segment_01,55134,Cs-134,0.0,27.0,65158740.969984,0.020159588161447806,27
TES_L3,73182,Ta-182,0.0,4.0,9886752.0,0.01894551480309008,4
TES_L5,73182,Ta-182,0.0,4.0,9886752.0,0.01894551480309008,4
CsI_Side_Segment_04_side_port_band_00,55134,Cs-134,0.0,25.0,65158740.969984,0.018666285334673894,25
CsI_TopAnnulus_Segment_05,55134,Cs-134,0.0,25.0,65158740.969984,0.018666285334673894,25
CsI_Side_Segment_04_below_side_port,55134,Cs-134,0.0,24.0,65158740.969984,0.017919633921286936,24
CsI_TopAnnulus_Segment_02,55134,Cs-134,0.0,23.0,65158740.969984,0.017172982507899982,23
CsI_Side_Segment_03_side_port_band_00,55134,Cs-134,0.0,22.0,65158740.969984,0.016426331094513028,22
CsI_Side_Segment_04_above_side_port,55134,Cs-134,0.0,20.0,65158740.969984,0.014933028267739115,20
CsI_TopAnnulus_Segment_04,55134,Cs-134,0.0,20.0,65158740.969984,0.014933028267739115,20
CsI_Side_Segment_03_above_side_port,55134,Cs-134,0.0,19.0,65158740.969984,0.014186376854352159,19
Passive_W_Liner_detector_bay_above_side_port,74185,W-185,0.0,2.0,6488639.999999999,0.014100712101501036,2
Passive_W_Liner_detector_bay_side_port_band_01,74185,W-185,0.0,2.0,6488639.999999999,0.014100712101501036,2
CsI_Bottom_Quadrant_01,54127,Xe-127,0.0,1.0,3144960.0,0.01354926452362085,1
CsI_Side_Segment_05,54127,Xe-127,0.0,1.0,3144960.0,0.01354926452362085,1
CsI_Side_Segment_03_above_side_port,54127,Xe-127,0.0,1.0,3144960.0,0.013464970324543659,1
CsI_TopAnnulus_Segment_06,55134,Cs-134,0.0,15.0,65158740.969984,0.011199771200804336,15
CsI_TopAnnulus_Segment_03,55134,Cs-134,0.0,12.0,65158740.969984,0.008959816960643468,12
CsI_Side_Segment_02,53125,I-125,0.0,1.0,5132160.0,0.008756410417167187,1
CsI_Side_Segment_03_below_side_port,53125,I-125,0.0,1.0,5132160.0,0.008756410417167187,1
CsI_Side_Segment_05,53125,I-125,0.0,1.0,5132160.0,0.008756410417167187,1
CsI_Side_Segment_07,53125,I-125,0.0,1.0,5132160.0,0.008756410417167187,1
CsI_TopAnnulus_Segment_03,53125,I-125,0.0,1.0,5132160.0,0.008756410417167187,1
ColdPlate_4K,27058,Co-58,0.0,1.0,6122304.0,0.007442069468827265,1
Passive_W_Liner_detector_bay_side_port_band_00,74185,W-185,0.0,1.0,6488639.999999999,0.007050356050750518,1
W_Side_Aperture_Sleeve_collimator_YM_panel,74185,W-185,0.0,1.0,6488639.999999999,0.007050356050750518,1
TES_L0,73182,Ta-182,0.0,1.0,9886752.0,0.00473637870077252,1
TES_L2,73182,Ta-182,0.0,1.0,9886752.0,0.00473637870077252,1
TES_L4,73182,Ta-182,0.0,1.0,9886752.0,0.00473637870077252,1
W_Side_Aperture_Sleeve_collimator_ZP_panel,73179,Ta-179,0.0,1.0,57433605.46560001,0.0008346362589238571,1
ColdPlate_60K,11022,Na-22,0.0,1.0,82107965.967552,0.0005896735810859496,1
Plate_300K_Top_Service_Lid,11022,Na-22,0.0,1.0,82107965.967552,0.0005896735810859496,1
ColdPlate_Still_0p7K,28063,Ni-63,0.0,1.0,3158848300.608,1.5505663015628536e-05,1
Passive_Cu_Liner_detector_bay_below_side_port,28063,Ni-63,0.0,1.0,3158848300.608,1.5505663015628536e-05,1
NbTi_Bundle_Still_4K,41094,Nb-94,0.0,6.0,640605599424.0,4.5881866604477814e-07,6
NbTi_Bundle_4K_60K,41094,Nb-94,0.0,4.0,640605599424.0,3.058791106965188e-07,4
NbTi_Bundle_MXC_CP,41094,Nb-94,0.0,3.0,640605599424.0,2.2940933302238907e-07,3
Nb_SideEntry_Sample_Can_with_side_aperture_YM_panel,41094,Nb-94,0.0,3.0,640605599424.0,2.2940933302238907e-07,3
NbTi_Bundle_bay_to_MXC,41094,Nb-94,0.0,1.0,640605599424.0,7.64697776741297e-08,1
Nb_SideEntry_Sample_Can_with_side_aperture_YP_panel,41094,Nb-94,0.0,1.0,640605599424.0,7.64697776741297e-08,1
Cryoperm_Horizontal_Sleeve_1p2mm_YM_panel,28059,Ni-59,0.0,2.0,3187249534080.0,3.073935359564586e-08,2
Cryoperm_Horizontal_Sleeve_1p2mm_ZM_panel,28059,Ni-59,0.0,1.0,3187249534080.0,1.536967679782293e-08,1
DR_Capillary_CuNi_4K_60K,28059,Ni-59,0.0,1.0,3187249534080.0,1.536967679782293e-08,1
Plate_300K_Top_Service_Lid,13026,Al-26,0.0,3.0,22626315999360.0,6.468197319675204e-09,3
Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,13026,Al-26,0.0,2.0,22626315999360.0,4.316621353913902e-09,2
Window,13026,Al-26,0.0,2.0,22626315999360.0,4.316621353913902e-09,2
Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13026,Al-26,0.0,2.0,22626315999360.0,4.3031519315226034e-09,2
ActiveShield_Al_Backplane_detector_bay_below_side_port,13026,Al-26,0.0,1.0,22626315999360.0,2.1650453881526005e-09,1
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_01,13026,Al-26,0.0,1.0,22626315999360.0,2.1515759657613017e-09,1
NbTi_Bundle_CP_Still,41092,Nb-92,0.0,1.0,1095025334976000.1,4.473595361753876e-11,1
