event_id,track_id,parent_id,E_keV,x_mm,y_mm,z_mm,ux,uy,uz,source_tag,creator_process
108,1,0,511,-33.52397475,59.98409082,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
109,1,0,511,-54.37735263,48.85476334,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
110,2,1,511,0.8978969925,6.89074979,10000,0.005833609593,-0.004238453876,0.9999740019,laue_bfull_diffracted,BFullLaueBraggProcess
112,1,0,511,-72.14602273,9.628620213,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
115,1,0,511,-51.92770921,-51.32232013,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
118,1,0,511,-14.20978163,-66.84264469,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
119,1,0,511,10.73940482,-65.65649285,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
120,1,0,511,19.76454389,-73.91268075,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
122,1,0,511,51.37643124,-47.22054991,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
123,2,1,511,6.203009467,7.713733628,10000,-0.00664531291,0.003653234445,0.9999712464,laue_bfull_diffracted,BFullLaueBraggProcess
125,1,0,511,81.15540494,-6.111512898,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
126,1,0,511,68.72136231,19.15979726,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
127,2,1,511,-4.727712608,0.6652170214,10000,-0.00644229849,-0.00354102797,0.9999729786,laue_bfull_diffracted,BFullLaueBraggProcess
128,1,0,511,53.42300692,47.21768704,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
129,2,1,511,-8.234262766,-8.923254116,10000,-0.004029572676,-0.006350049822,0.9999717193,laue_bfull_diffracted,BFullLaueBraggProcess
130,2,1,511,-3.357098265,3.627821456,10000,-0.00233478248,-0.007187382208,0.9999714448,laue_bfull_diffracted,BFullLaueBraggProcess
131,1,0,511,-1.085268457,72.13780873,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
133,2,1,511,-5.026598008,-9.68450665,10000,0.003201079152,-0.006801995058,0.9999717426,laue_bfull_diffracted,BFullLaueBraggProcess
134,2,1,511,2.359728678,4.185237432,10000,0.004814000453,-0.005818680279,0.9999714838,laue_bfull_diffracted,BFullLaueBraggProcess
135,2,1,511,2.611435378,-0.5823016413,10000,0.006094687857,-0.004428181049,0.9999716226,laue_bfull_diffracted,BFullLaueBraggProcess
136,2,1,511,-5.472335069,-5.332049693,10000,0.00693302181,-0.002744857071,0.9999721991,laue_bfull_diffracted,BFullLaueBraggProcess
137,2,1,511,2.069583621,-7.841939352,10000,0.007283766563,-0.000919442933,0.9999730503,laue_bfull_diffracted,BFullLaueBraggProcess
139,1,0,511,-76.99699547,-30.4359532,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
140,2,1,511,0.6395222881,6.07675387,10000,0.005864200407,0.004260936,0.9999737274,laue_bfull_diffracted,BFullLaueBraggProcess
142,1,0,511,-34.53496637,-64.29146372,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
143,2,1,511,-8.540032108,-0.2337899684,10000,0.001342102047,0.007035504602,0.9999743499,laue_bfull_diffracted,BFullLaueBraggProcess
144,1,0,511,5.606508339,-69.54235243,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
146,2,1,511,-5.961350838,4.764594143,10000,-0.003927976617,0.006187537297,0.9999731423,laue_bfull_diffracted,BFullLaueBraggProcess
147,2,1,511,-1.527967667,-1.697692662,10000,-0.005405366163,0.005075993207,0.9999725078,laue_bfull_diffracted,BFullLaueBraggProcess
148,1,0,511,67.88770733,-38.06538934,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
150,1,0,511,77.21761242,-8.752527742,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
152,2,1,511,-7.516228346,4.395777598,10000,-0.006384560956,-0.003509655763,0.9999734595,laue_bfull_diffracted,BFullLaueBraggProcess
154,2,1,511,2.747621994,3.074974255,10000,-0.003864363822,-0.006089137106,0.9999739942,laue_bfull_diffracted,BFullLaueBraggProcess
155,1,0,511,15.12230295,68.21694637,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
156,1,0,511,11.02126565,74.06203985,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
157,1,0,511,-13.02808264,68.71109875,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
160,1,0,511,-53.78504129,48.46844416,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
161,1,0,511,-68.43909093,24.24775449,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
164,2,1,511,-2.212965407,4.673241694,10000,0.006767012329,0.002678948354,0.999973515,laue_bfull_diffracted,BFullLaueBraggProcess
165,1,0,511,-62.11881769,-35.01661625,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
167,1,0,511,-39.14732721,-72.31626495,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
168,1,0,511,-9.196880095,-73.46914877,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
169,1,0,511,9.743516861,-67.56370745,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
171,1,0,511,45.75433943,-53.94227407,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
172,1,0,511,57.84893579,-57.33774245,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
175,1,0,511,77.41398237,1.714947786,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
176,2,1,511,-8.326916389,-2.851172812,10000,-0.007289464688,-0.001871910678,0.9999716794,laue_bfull_diffracted,BFullLaueBraggProcess
177,2,1,511,8.854255747,-3.65743952,10000,-0.006500894875,-0.003573901125,0.9999724824,laue_bfull_diffracted,BFullLaueBraggProcess
178,1,0,511,58.22870904,46.27214966,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
180,1,0,511,25.96804487,70.61962107,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
183,2,1,511,-7.612550894,4.556332468,10000,0.00328365615,-0.006979616787,0.9999702508,laue_bfull_diffracted,BFullLaueBraggProcess
184,1,0,511,-52.47871429,62.46373811,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
186,1,0,511,-66.95557669,31.00231212,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
187,1,0,511,-69.18988178,1.974879394,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
188,1,0,511,-71.17030901,-11.59255699,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
189,2,1,511,3.909506221,3.516917075,10000,0.007057039858,0.002794458887,0.9999711942,laue_bfull_diffracted,BFullLaueBraggProcess
191,1,0,511,-55.01163405,-58.06582006,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
192,1,0,511,-34.69247819,-61.12668742,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
193,2,1,511,0.4315309881,-3.239290601,10000,0.0014190364,0.007438514443,0.999971327,laue_bfull_diffracted,BFullLaueBraggProcess
195,1,0,511,25.45993346,-71.2894255,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
196,1,0,511,40.86847649,-61.16906044,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
198,1,0,511,57.20411022,-32.63703664,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
199,1,0,511,63.51753126,-12.73935645,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
200,1,0,511,71.1415691,-8.138120234,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
201,2,1,511,5.520861845,7.196368366,10000,-0.007322655381,-0.001880181169,0.9999714214,laue_bfull_diffracted,BFullLaueBraggProcess
202,1,0,511,63.85941489,35.66671693,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
203,1,0,511,46.84458562,52.33945867,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
204,1,0,511,40.88506244,65.454028,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
208,1,0,511,-30.27005929,71.63535945,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
209,2,1,511,-7.721733628,6.82577873,10000,0.004747076906,-0.005739394255,0.9999722619,laue_bfull_diffracted,BFullLaueBraggProcess
210,1,0,511,-60.37289258,40.83956883,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
211,1,0,511,-76.65944364,30.33524579,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
212,1,0,511,-80.82860597,18.2514693,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
214,1,0,511,-77.67734134,-25.85591283,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
215,2,1,511,-1.380204109,3.4258951,10000,0.006099556789,0.004430733606,0.9999715816,laue_bfull_diffracted,BFullLaueBraggProcess
216,1,0,511,-49.79196861,-59.59906033,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
217,1,0,511,-26.57179523,-58.77573168,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
218,1,0,511,-20.17328144,-74.50099275,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
219,1,0,511,-2.111855631,-74.85487432,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
220,1,0,511,20.75051065,-72.84179104,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
222,2,1,511,5.058397833,-6.103631733,10000,-0.005536168388,0.005199211532,0.9999711591,laue_bfull_diffracted,BFullLaueBraggProcess
224,1,0,511,77.37984966,-24.75278583,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
225,1,0,511,69.75076232,1.190946285,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
227,2,1,511,-9.075218918,2.230310429,10000,-0.006694626145,-0.003680311802,0.9999708182,laue_bfull_diffracted,BFullLaueBraggProcess
228,1,0,511,57.11796803,51.74583073,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
229,1,0,511,42.23142041,54.88386697,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
233,2,1,511,-1.10136704,5.893361033,10000,0.003067172224,-0.006519321671,0.9999740451,laue_bfull_diffracted,BFullLaueBraggProcess
235,1,0,511,-56.39317006,47.89788335,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
237,1,0,511,-67.58905645,16.61637866,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
239,1,0,511,-70.67975969,-19.8429091,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
240,1,0,511,-67.51840628,-44.37395146,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
242,2,1,511,4.017211997,-3.738808658,10000,0.003208599229,0.006819085071,0.9999716021,laue_bfull_diffracted,BFullLaueBraggProcess
243,1,0,511,-20.02828807,-81.44638291,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
244,1,0,511,6.518811912,-81.02511886,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
246,2,1,511,-4.549432836,-2.095016759,10000,-0.0039333464,0.00619793737,0.9999730568,laue_bfull_diffracted,BFullLaueBraggProcess
247,2,1,511,1.265114467,0.5964415612,10000,-0.00548771412,0.005153306927,0.9999716638,laue_bfull_diffracted,BFullLaueBraggProcess
248,1,0,511,58.11940693,-42.97634207,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
249,1,0,511,69.20521031,-14.15822717,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
253,2,1,511,-6.58638085,-5.611373411,10000,-0.005423873202,-0.005091981454,0.9999723263,laue_bfull_diffracted,BFullLaueBraggProcess
254,1,0,511,39.97583713,64.31294618,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
257,1,0,511,-15.45943784,69.38231552,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
258,1,0,511,-37.95613258,61.10443907,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
261,1,0,511,-72.89238514,24.73820216,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
263,1,0,511,-79.01869755,-13.40455652,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
264,2,1,511,8.128897681,2.52868531,10000,0.006990251767,0.002767334663,0.9999717387,laue_bfull_diffracted,BFullLaueBraggProcess
265,1,0,511,-54.44773983,-36.54107194,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
267,2,1,511,4.901582407,-0.2415870728,10000,0.00319036106,0.006781926468,0.9999719131,laue_bfull_diffracted,BFullLaueBraggProcess
269,1,0,511,10.89744551,-76.60144903,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
273,1,0,511,71.42104537,-33.73414581,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
274,1,0,511,75.32497746,-12.14610804,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
277,1,0,511,64.83873506,42.36477435,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
279,1,0,511,44.8269847,71.38498417,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
282,1,0,511,-6.260722282,78.16210286,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
283,1,0,511,-32.74521921,59.42929782,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
284,2,1,511,-6.281631888,-2.327576294,10000,0.004835095832,-0.005844649952,0.9999712305,laue_bfull_diffracted,BFullLaueBraggProcess
285,2,1,511,3.412018984,-7.789961699,10000,0.006072417885,-0.004411981083,0.9999718297,laue_bfull_diffracted,BFullLaueBraggProcess
286,2,1,511,-5.876448235,2.878523227,10000,0.006787700517,-0.002687822261,0.999973351,laue_bfull_diffracted,BFullLaueBraggProcess
287,2,1,511,4.66567467,-6.050386781,10000,0.007563791267,-0.0009562870163,0.9999709369,laue_bfull_diffracted,BFullLaueBraggProcess
288,2,1,511,-1.019804887,2.390583377,10000,0.007210127375,0.0009110207057,0.9999735917,laue_bfull_diffracted,BFullLaueBraggProcess
290,1,0,511,-68.86885721,-46.41846126,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
291,2,1,511,7.840107594,1.515991346,10000,0.004658564567,0.005630951987,0.9999732947,laue_bfull_diffracted,BFullLaueBraggProcess
292,2,1,511,8.125473436,7.544625821,10000,0.003138679824,0.006668989994,0.9999728363,laue_bfull_diffracted,BFullLaueBraggProcess
293,1,0,511,-11.71844423,-79.80241078,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
294,1,0,511,2.395943387,-66.23226935,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
295,1,0,511,14.07452484,-66.24378342,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
298,2,1,511,-3.673948952,2.71490102,10000,-0.006532242829,0.003591429238,0.9999722153,laue_bfull_diffracted,BFullLaueBraggProcess
299,2,1,511,-7.706381083,-5.972867947,10000,-0.007068214442,0.001815597229,0.9999733716,laue_bfull_diffracted,BFullLaueBraggProcess
300,1,0,511,81.71438201,6.386938608,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
301,1,0,511,77.84838298,23.65209121,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
302,1,0,511,68.76866417,40.05194814,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
303,1,0,511,61.98100419,59.30724939,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
306,2,1,511,-6.675274349,-2.488997319,10000,-0.000448652747,-0.007122717693,0.9999745325,laue_bfull_diffracted,BFullLaueBraggProcess
307,1,0,511,-12.59755633,75.4454156,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
310,1,0,511,-65.73339895,38.7114083,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
311,1,0,511,-77.50813548,35.70897155,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
312,2,1,511,-2.889714859,-1.33530928,10000,0.007517157155,-0.0009499263952,0.9999712946,laue_bfull_diffracted,BFullLaueBraggProcess
313,2,1,511,-7.769220588,-6.06275268,10000,0.007437419692,0.0009390571151,0.9999719011,laue_bfull_diffracted,BFullLaueBraggProcess
315,1,0,511,-68.00833225,-35.03148164,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
316,1,0,511,-41.47053839,-55.67574336,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
317,1,0,511,-32.8122413,-71.20269075,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
318,1,0,511,-9.009881337,-70.43558425,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
319,1,0,511,-3.783621743,-76.12674007,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
321,1,0,511,39.83969878,-65.59848701,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
324,2,1,511,-5.114955091,6.912497397,10000,-0.00730009667,0.001875118036,0.9999715959,laue_bfull_diffracted,BFullLaueBraggProcess
325,1,0,511,67.49295415,-3.723457154,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
326,2,1,511,1.662527731,4.523079361,10000,-0.007298673896,-0.001874093167,0.9999716082,laue_bfull_diffracted,BFullLaueBraggProcess
328,1,0,511,61.88054856,47.48381025,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
329,1,0,511,45.1353681,69.54890609,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
331,2,1,511,7.015968119,1.777728436,10000,-0.0004718141172,-0.007507852068,0.9999717044,laue_bfull_diffracted,BFullLaueBraggProcess
332,1,0,511,-22.7423966,76.90630098,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
333,1,0,511,-24.69209519,60.20008074,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
334,1,0,511,-39.55421482,58.67635925,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
340,1,0,511,-62.23372261,-49.49703463,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
342,2,1,511,4.243409815,0.3223658936,10000,0.003194233235,0.006789547149,0.9999718491,laue_bfull_diffracted,BFullLaueBraggProcess
344,2,1,511,-8.182701944,4.930513034,10000,-0.0004578728453,0.007275269991,0.99997343,laue_bfull_diffracted,BFullLaueBraggProcess
345,1,0,511,24.15401468,-73.31785853,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
346,1,0,511,31.05926869,-59.40013155,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
347,1,0,511,48.51631377,-42.87535613,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
349,2,1,511,3.215083832,-3.161929428,10000,-0.007119649435,0.001827480228,0.9999729851,laue_bfull_diffracted,BFullLaueBraggProcess
350,1,0,511,78.21465688,5.151938395,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
351,1,0,511,74.16894481,12.44669587,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
352,1,0,511,68.28665334,37.58538074,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
353,1,0,511,49.77425804,55.61061038,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
354,1,0,511,36.8421038,69.68215829,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
355,2,1,511,2.306990673,-5.660755421,10000,-0.002258736182,-0.00695177742,0.9999732851,laue_bfull_diffracted,BFullLaueBraggProcess
357,2,1,511,-5.412962852,5.623093686,10000,0.0013971418,-0.007324227767,0.9999722015,laue_bfull_diffracted,BFullLaueBraggProcess
361,1,0,511,-71.08904007,29.18670446,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
362,2,1,511,3.582975434,5.468901259,10000,0.007534004977,-0.000951113634,0.9999711667,laue_bfull_diffracted,BFullLaueBraggProcess
363,2,1,511,-3.581269292,-6.909743487,10000,0.00730158214,0.0009229832107,0.9999729171,laue_bfull_diffracted,BFullLaueBraggProcess
365,1,0,511,-56.01773086,-37.75022754,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
367,1,0,511,-31.26399651,-73.53770393,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
368,2,1,511,-2.609836578,-4.183347923,10000,0.001326819,0.006952223813,0.9999749528,laue_bfull_diffracted,BFullLaueBraggProcess
370,1,0,511,22.63563531,-69.71227323,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
373,1,0,511,72.37487888,-30.57257527,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
374,2,1,511,-4.726440427,-6.938094215,10000,-0.0072511053,0.001861824954,0.9999719771,laue_bfull_diffracted,BFullLaueBraggProcess
376,1,0,511,65.9628405,26.28590584,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
380,1,0,511,16.96083733,69.67671091,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
381,2,1,511,1.088104383,6.208879689,10000,-0.0004754426674,-0.00756144652,0.9999712988,laue_bfull_diffracted,BFullLaueBraggProcess
382,1,0,511,-8.598754009,65.03764236,10000,0,0,1,laue_bfull_primary_or_transmitted,primary
384,2,1,511,6.19648812,6.071396145,10000,0.004761253295,-0.005755445977,0.9999721023,laue_bfull_diffracted,BFullLaueBraggProcess
