VN,ZA,nuclide,old_source_activity_Bq,new_groundstate_activity_Bq,scale,action,RP_yield,nubase_half_life_s,nubase_why,nubase_line,nubase_raw_value,nubase_raw_unit
Passive_W_Bottom_Plate_detector_bay,74187,W-187,0.9504234505,0.950422421596786,0.9999989174265288,kept_rescaled,175.125,85712.40000000001,nubase_ground,4206,23.809,h
CsI_Side_Segment_04_above_side_port,53128,I-128,0.9219690866,0.9219690875898563,1.000000001073633,kept_rescaled,169.875,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_07,53128,I-128,0.9077126214,0.9077126205838185,0.9999999991008371,kept_rescaled,167.25,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_00,53128,I-128,0.9077094242999998,0.9077094244389569,1.0000000001530853,kept_rescaled,167.25,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_01,53128,I-128,0.9009329855000001,0.9009329859359916,1.0000000004839333,kept_rescaled,166.0,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_06,53128,I-128,0.9002501367000001,0.9002501365263982,0.9999999998071626,kept_rescaled,165.875,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_Side_Segment_03_above_side_port,53128,I-128,0.8873667845,0.8873667836260317,0.9999999990150993,kept_rescaled,163.5,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_05,53128,I-128,0.8059482789,0.8059482782014057,0.999999999133202,kept_rescaled,148.5,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_02,53128,I-128,0.8045946593999999,0.8045946590631,0.99999999958128,kept_rescaled,148.25,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_04,53128,I-128,0.75914197023,0.7591419698885679,0.9999999995502394,kept_rescaled,139.875,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_Side_Segment_03_side_port_band_00,53128,I-128,0.7421811562999999,0.7421811560374019,0.9999999996461807,kept_rescaled,136.75,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_Side_Segment_04_side_port_band_00,53128,I-128,0.73607868326,0.7360786834080105,1.0000000002010798,kept_rescaled,135.625,1499.3999999999999,nubase_ground,2498,24.99,m
CsI_TopAnnulus_Segment_03,53128,I-128,0.7191127219000001,0.7191127228902694,1.0000000013770711,kept_rescaled,132.5,1499.3999999999999,nubase_ground,2498,24.99,m
Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,12027,Mg-27,0.70531032349,0.705310322974017,0.9999999992684312,kept_rescaled,129.375,566.1,nubase_ground,263,9.435,m
Plate_300K_Top_Service_Lid,13028,Al-28,0.668916645,0.6689166449894222,0.9999999999841865,kept_rescaled,123.25,134.70000000000002,nubase_ground,276,2.245,m
ColdPlate_CP_100mK_intercept,29064,Cu-64,0.47352853240000004,0.47352853243711185,1.0000000000783729,kept_rescaled,87.25,45721.44,nubase_ground,914,12.7004,h
Window,13028,Al-28,0.45792515799999994,0.4579251580689805,1.000000000150637,kept_rescaled,84.375,134.70000000000002,nubase_ground,276,2.245,m
ColdPlate_4K,29066,Cu-66,0.4355447210999999,0.43554472099801667,0.999999999765849,kept_rescaled,80.25,307.2,nubase_ground,951,5.120,m
Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,13028,Al-28,0.43486281260000004,0.43486281249819264,0.9999999997658862,kept_rescaled,80.125,134.70000000000002,nubase_ground,276,2.245,m
DR_MXC_Sinter_HEX_AgProxy,47110,Ag-110,0.43350248309999995,0.4335024829719682,0.9999999997046574,kept_rescaled,79.875,24.56,nubase_ground,1954,24.56,s
Passive_W_Liner_detector_bay_below_side_port,74187,W-187,0.43281239210000005,0.43281192361081333,0.9999989175698403,kept_rescaled,79.75,85712.40000000001,nubase_ground,4206,23.809,h
Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,12027,Mg-27,0.3816757474,0.38167574739536675,0.9999999999878608,kept_rescaled,70.0,566.1,nubase_ground,263,9.435,m
Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,13028,Al-28,0.3771946487,0.3771946487205232,1.00000000005441,kept_rescaled,69.5,134.70000000000002,nubase_ground,276,2.245,m
ColdPlate_MXC_50mK_SD_anchor,29064,Cu-64,0.35413003340000004,0.3541300334915864,1.0000000002586236,kept_rescaled,65.25,45721.44,nubase_ground,914,12.7004,h
Passive_W_Liner_detector_bay_above_side_port,74187,W-187,0.3493705047,0.3493701264256565,0.9999989172688067,kept_rescaled,64.375,85712.40000000001,nubase_ground,4206,23.809,h
Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,13028,Al-28,0.2930738581,0.29307385828567606,1.000000000633547,kept_rescaled,54.0,134.70000000000002,nubase_ground,276,2.245,m
ColdPlate_60K,13028,Al-28,0.2849329665,0.284932966586672,1.0000000003041838,kept_rescaled,52.5,134.70000000000002,nubase_ground,276,2.245,m
Plate_300K_Top_Service_Lid,12027,Mg-27,0.27664484125,0.27664484138554857,1.0000000004899732,kept_rescaled,50.75,566.1,nubase_ground,263,9.435,m
DR_MXC_Sinter_HEX_AgProxy,47108,Ag-108,0.25304605028,0.2530460503107107,1.000000000121364,kept_rescaled,46.625,142.92000000000002,nubase_ground,1908,2.382,m
ColdPlate_Still_0p7K,29066,Cu-66,0.22998019039999998,0.22998019049686577,1.000000000421192,kept_rescaled,42.375,307.2,nubase_ground,951,5.120,m
Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,12027,Mg-27,0.21603004647000001,0.2160300465648372,1.000000000439,kept_rescaled,39.625,566.1,nubase_ground,263,9.435,m
Passive_W_Liner_detector_bay_side_port_band_00,74187,W-187,0.19673290559999998,0.19673269255036968,0.9999989170615375,kept_rescaled,36.25,85712.40000000001,nubase_ground,4206,23.809,h
Passive_Cu_Liner_detector_bay_below_side_port,29064,Cu-64,0.18520528560000002,0.1852052856093575,1.000000000050525,kept_rescaled,34.125,45721.44,nubase_ground,914,12.7004,h
Passive_W_Liner_detector_bay_side_port_band_01,74187,W-187,0.17773800439999998,0.177737811890334,0.99999891689081,kept_rescaled,32.75,85712.40000000001,nubase_ground,4206,23.809,h
Passive_Cu_Liner_detector_bay_above_side_port,29064,Cu-64,0.16213942596,0.16213942586313718,0.9999999994025955,kept_rescaled,29.875,45721.44,nubase_ground,914,12.7004,h
Outer_Al_Mechanical_Shell_detector_bay_top_annulus,12027,Mg-27,0.1349479612,0.13494796128159517,1.0000000006046417,kept_rescaled,24.75,566.1,nubase_ground,263,9.435,m
CsI_Bottom_Quadrant_00,55134,Cs-134,0.13382347778,0.13380776790593144,0.9998826074891403,kept_rescaled,1800.875,65166444.0,nubase_ground,2702,2.0650,y
CsI_Bottom_Quadrant_03,55134,Cs-134,0.1333217808,0.13330612975145897,0.99988260696454,kept_rescaled,1794.125,65166444.0,nubase_ground,2702,2.0650,y
Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,12027,Mg-27,0.13014859224,0.13014859228429665,1.0000000003403544,kept_rescaled,23.875,566.1,nubase_ground,263,9.435,m
DR_Still_Pot_Cu,29064,Cu-64,0.12279178287,0.12279178276664363,0.9999999991582793,kept_rescaled,22.625,45721.44,nubase_ground,914,12.7004,h
CsI_Bottom_Quadrant_02,55134,Cs-134,0.12201746030000002,0.1220031364620823,0.9998826082932516,kept_rescaled,1642.0,65166444.0,nubase_ground,2702,2.0650,y
CsI_Bottom_Quadrant_01,55134,Cs-134,0.12169229699,0.12167801121246159,0.999882607380321,kept_rescaled,1637.625,65166444.0,nubase_ground,2702,2.0650,y
Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,11024,Na-24,0.12048491492999999,0.12048491494206777,1.00000000010016,kept_rescaled,22.125,53841.6,nubase_ground,223,14.9560,h
Outer_Al_Mechanical_Shell_detector_bay_top_annulus,13028,Al-28,0.11804468676000002,0.11804468675708797,0.999999999975331,kept_rescaled,21.75,134.70000000000002,nubase_ground,276,2.245,m
ColdPlate_CP_100mK_intercept,29066,Cu-66,0.11329407602,0.11329407614447369,1.0000000010986778,kept_rescaled,20.875,307.2,nubase_ground,951,5.120,m
DR_Capillary_CuNi_4K_60K,29064,Cu-64,0.10176114594,0.10176114593920743,0.9999999999922115,kept_rescaled,18.75,45721.44,nubase_ground,914,12.7004,h
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_00,13028,Al-28,0.09769070033999999,0.09769070038804917,1.0000000004918501,kept_rescaled,18.0,134.70000000000002,nubase_ground,276,2.245,m
ColdPlate_MXC_50mK_SD_anchor,29066,Cu-66,0.0909066239,0.09090662397221243,1.0000000007943584,kept_rescaled,16.75,307.2,nubase_ground,951,5.120,m
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_01,13028,Al-28,0.08344413984,0.083444139914792,1.0000000008963124,kept_rescaled,15.375,134.70000000000002,nubase_ground,276,2.245,m
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_00,12027,Mg-27,0.07905645083,0.07905645079307609,0.9999999995329425,kept_rescaled,14.5,566.1,nubase_ground,263,9.435,m
DR_4K_Condenser_Cu,29064,Cu-64,0.07869814051,0.07869814057566976,1.0000000008344512,kept_rescaled,14.5,45721.44,nubase_ground,914,12.7004,h
Passive_Cu_Liner_detector_bay_side_port_band_01,29064,Cu-64,0.07666006331000001,0.07666006327420292,0.9999999995330412,kept_rescaled,14.125,45721.44,nubase_ground,914,12.7004,h
Outer_Al_Mechanical_Shell_detector_bay_side_wall_side_port_band_01,12027,Mg-27,0.07632364332,0.0763236433575713,1.0000000004922631,kept_rescaled,14.0,566.1,nubase_ground,263,9.435,m
DR_MixingChamber_Cu,29064,Cu-64,0.07530324794,0.07530324799501349,1.0000000007305594,kept_rescaled,13.875,45721.44,nubase_ground,914,12.7004,h
Passive_Cu_Liner_detector_bay_side_port_band_00,29064,Cu-64,0.07394962884999999,0.07394962886067637,1.0000000001443736,kept_rescaled,13.625,45721.44,nubase_ground,914,12.7004,h
CsI_Side_Segment_00,55134,Cs-134,0.07381785740900002,0.07380919179827884,0.9998826082058552,kept_rescaled,993.375,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_07,55134,Cs-134,0.073074799523,0.07306622116651226,0.9998826085525553,kept_rescaled,983.375,65166444.0,nubase_ground,2702,2.0650,y
DR_Continuous_HEX_CuNi_CP_to_Still,29064,Cu-64,0.07191120981,0.07191120979703991,0.9999999998197765,kept_rescaled,13.25,45721.44,nubase_ground,914,12.7004,h
CsI_Side_Segment_06,55134,Cs-134,0.06690709989999999,0.0668992455001169,0.9998826073780686,kept_rescaled,900.375,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_01,55134,Cs-134,0.06582958437,0.0658218564601759,0.9998826073429133,kept_rescaled,885.875,65166444.0,nubase_ground,2702,2.0650,y
DR_Capillary_CuNi_Still_4K,29064,Cu-64,0.06512713346,0.06512713340109276,0.9999999990955039,kept_rescaled,12.0,45721.44,nubase_ground,914,12.7004,h
CsI_Side_Segment_05,55134,Cs-134,0.05912321497000001,0.059116274348789834,0.999882607513585,kept_rescaled,795.625,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_02,55134,Cs-134,0.058723754123,0.058716860358537,0.9998826068842847,kept_rescaled,790.25,65166444.0,nubase_ground,2702,2.0650,y
W_Side_Aperture_Sleeve_collimator_ZP_panel,74187,W-187,0.05766309300999999,0.05766303057510836,0.9999989172469187,kept_rescaled,10.625,85712.40000000001,nubase_ground,4206,23.809,h
CsI_Bottom_Quadrant_01,55132,Cs-132,0.05584977849,0.055846299985540436,0.9999377167724991,kept_rescaled,12.875,559872.0,nubase_ground,2640,6.480,d
CsI_Bottom_Quadrant_00,55132,Cs-132,0.055844537859999994,0.05584105964351142,0.9999377160842965,kept_rescaled,12.875,559872.0,nubase_ground,2640,6.480,d
Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,11024,Na-24,0.05449376503,0.054493765040779775,1.0000000001978167,kept_rescaled,10.0,53841.6,nubase_ground,223,14.9560,h
Passive_W_Bottom_Plate_detector_bay,74185,W-185,0.05367888109,0.05367888111443228,1.0000000004551564,kept_rescaled,76.5,6488639.999999999,nubase_ground,4151,75.1,d
CsI_Bottom_Quadrant_02,55132,Cs-132,0.05313268479,0.05312937550762782,0.9999377166355274,kept_rescaled,12.25,559872.0,nubase_ground,2640,6.480,d
Plate_300K_Top_Service_Lid,11024,Na-24,0.051061118030000005,0.05106111805425842,1.0000000004750857,kept_rescaled,9.375,53841.6,nubase_ground,223,14.9560,h
W_Side_Aperture_Sleeve_collimator_ZM_panel,74187,W-187,0.050879199730000005,0.05087914462509561,0.9999989169463221,kept_rescaled,9.375,85712.40000000001,nubase_ground,4206,23.809,h
ActiveShield_Al_Backplane_detector_bay_below_side_port,13028,Al-28,0.048166942559999995,0.04816694255244091,0.9999999998430649,kept_rescaled,8.875,134.70000000000002,nubase_ground,276,2.245,m
CsI_Bottom_Quadrant_02,53126,I-126,0.04761382483,0.04761382482627426,0.999999999921751,kept_rescaled,15.875,1117152.0,nubase_ground,2424,12.93,d
Passive_Cu_Liner_detector_bay_below_side_port,29066,Cu-66,0.04748853491999999,0.047488534910857236,0.9999999998074744,kept_rescaled,8.75,307.2,nubase_ground,951,5.120,m
CsI_Bottom_Quadrant_03,55132,Cs-132,0.04662322386000001,0.04662032002479831,0.9999377169796233,kept_rescaled,10.75,559872.0,nubase_ground,2640,6.480,d
W_Side_Aperture_Sleeve_collimator_YP_panel,74187,W-187,0.044773695759999996,0.044773647270084135,0.9999989169999252,kept_rescaled,8.25,85712.40000000001,nubase_ground,4206,23.809,h
CsI_Bottom_Quadrant_00,53126,I-126,0.042361183350000005,0.042361183353793866,1.00000000008956,kept_rescaled,14.125,1117152.0,nubase_ground,2424,12.93,d
CsI_Bottom_Quadrant_03,53126,I-126,0.041613868160000005,0.041613868151507305,0.9999999997959166,kept_rescaled,13.875,1117152.0,nubase_ground,2424,12.93,d
W_Side_Aperture_Sleeve_collimator_YM_panel,74187,W-187,0.041381749079999995,0.04138170429507776,0.9999989177614955,kept_rescaled,7.625,85712.40000000001,nubase_ground,4206,23.809,h
DR_Continuous_HEX_CuNi_MXC_to_CP,29064,Cu-64,0.039347643120000005,0.03934764309649354,0.9999999994025953,kept_rescaled,7.25,45721.44,nubase_ground,914,12.7004,h
CsI_Bottom_Quadrant_01,53126,I-126,0.038988046240000004,0.03898804624182109,1.0000000000467089,kept_rescaled,13.0,1117152.0,nubase_ground,2424,12.93,d
Window,12027,Mg-27,0.03802598552,0.03802598552216427,1.0000000000569156,kept_rescaled,7.0,566.1,nubase_ground,263,9.435,m
Passive_Cu_Liner_detector_bay_above_side_port,29066,Cu-66,0.03799082793,0.03799082792868579,0.9999999999654073,kept_rescaled,7.0,307.2,nubase_ground,951,5.120,m
CsI_Side_Segment_05,55132,Cs-132,0.037406645860000004,0.037404316064284224,0.9999377170643821,kept_rescaled,8.625,559872.0,nubase_ground,2640,6.480,d
CsI_Side_Segment_07,55132,Cs-132,0.037406269549,0.03740393976548756,0.9999377167640471,kept_rescaled,8.625,559872.0,nubase_ground,2640,6.480,d
ColdPlate_4K,29062,Cu-62,0.036644059720000004,0.03664405971769509,0.9999999999371,kept_rescaled,6.75,580.32,nubase_ground,881,9.672,m
DR_Still_Pot_Cu,29066,Cu-66,0.034598789719999995,0.034598789720767416,1.0000000000221805,kept_rescaled,6.375,307.2,nubase_ground,951,5.120,m
CsI_Side_Segment_01,55132,Cs-132,0.03361744879,0.03361535499223152,0.9999377169343945,kept_rescaled,7.75,559872.0,nubase_ground,2640,6.480,d
Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,10024,Ne-24,0.032716981766,0.03271698174937702,0.9999999994919159,kept_rescaled,6.0,202.79999999999998,nubase_ground,222,3.38,m
ActiveShield_Al_Backplane_detector_bay_above_side_port,13028,Al-28,0.032563566784,0.032563566796016394,1.0000000003690135,kept_rescaled,6.0,134.70000000000002,nubase_ground,276,2.245,m
CsI_Side_Segment_06,55132,Cs-132,0.03144628375,0.0314443251647372,0.9999377164793661,kept_rescaled,7.25,559872.0,nubase_ground,2640,6.480,d
Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,11024,Na-24,0.031323056544,0.031323056573191066,1.0000000009319354,kept_rescaled,5.75,53841.6,nubase_ground,223,14.9560,h
CsI_Side_Segment_00,55132,Cs-132,0.029822231246,0.029820373830480747,0.9999377170841467,kept_rescaled,6.875,559872.0,nubase_ground,2640,6.480,d
Cu_SubstrateSupport_SolidDisk_L0_deepest,29064,Cu-64,0.029171528519999997,0.029171528502572795,0.9999999994025955,kept_rescaled,5.375,45721.44,nubase_ground,914,12.7004,h
CsI_Side_Segment_05,53126,I-126,0.02699338484,0.026993384826621936,0.9999999995043948,kept_rescaled,9.0,1117152.0,nubase_ground,2424,12.93,d
CsI_Side_Segment_01,53126,I-126,0.026248056656000003,0.02624805665513368,0.9999999999669947,kept_rescaled,8.75,1117152.0,nubase_ground,2424,12.93,d
Window,11024,Na-24,0.025107473603999998,0.025107473603275293,0.9999999999711359,kept_rescaled,4.625,53841.6,nubase_ground,223,14.9560,h
CsI_Bottom_Quadrant_01,55131,Cs-131,0.025002604469999995,0.02500260445651144,0.999999999460514,kept_rescaled,7.0,837129.6,nubase_ground,2611,9.689,d
ActiveShield_Al_Backplane_detector_bay_side_port_band_01,13028,Al-28,0.023744267452,0.023744267455428618,1.0000000001443978,kept_rescaled,4.375,134.70000000000002,nubase_ground,276,2.245,m
Vacuum_Jacket_Al_266mmClass_side_port_bottom_cap,13028,Al-28,0.023744267442000002,0.023744267455428618,1.0000000005655518,kept_rescaled,4.375,134.70000000000002,nubase_ground,276,2.245,m
DR_Capillary_CuNi_4K_60K,29066,Cu-66,0.023065859812,0.023065859813844944,1.000000000079986,kept_rescaled,4.25,307.2,nubase_ground,951,5.120,m
CsI_Side_Segment_06,53126,I-126,0.022872802106,0.02287280211233671,1.0000000002770413,kept_rescaled,7.625,1117152.0,nubase_ground,2424,12.93,d
CsI_Side_Segment_02,53126,I-126,0.022869101909999995,0.02286910190928491,0.9999999999687315,kept_rescaled,7.625,1117152.0,nubase_ground,2424,12.93,d
CsI_Side_Segment_02,55132,Cs-132,0.022228710420000002,0.022227325937059155,0.9999377164525207,kept_rescaled,5.125,559872.0,nubase_ground,2640,6.480,d
ColdPlate_Still_0p7K,29062,Cu-62,0.02171855085,0.021718550878271396,1.0000000013017165,kept_rescaled,4.0,580.32,nubase_ground,881,9.672,m
Passive_Cu_Liner_detector_bay_side_port_band_00,29066,Cu-66,0.021709044528,0.021709044530677592,1.0000000001233398,kept_rescaled,4.0,307.2,nubase_ground,951,5.120,m
CsI_Bottom_Quadrant_00,55131,Cs-131,0.021429310940000005,0.02142931092065622,0.9999999990973213,kept_rescaled,6.0,837129.6,nubase_ground,2611,9.689,d
Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,11024,Na-24,0.021091985242,0.021091985255906023,1.0000000006593037,kept_rescaled,3.875,53841.6,nubase_ground,223,14.9560,h
DR_Continuous_HEX_CuNi_CP_to_Still,29066,Cu-66,0.020352229246,0.020352229247510244,1.0000000000742053,kept_rescaled,3.75,307.2,nubase_ground,951,5.120,m
CsI_Side_Segment_04_below_side_port,55134,Cs-134,0.020212364151000004,0.02020999136190446,0.9998826070479526,kept_rescaled,272.0,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_03_below_side_port,55134,Cs-134,0.020156683818,0.020154317565867098,0.9998826070719635,kept_rescaled,271.25,65166444.0,nubase_ground,2702,2.0650,y
CsI_Bottom_Quadrant_02,55131,Cs-131,0.020092543289999997,0.020092543286863128,0.9999999998438789,kept_rescaled,5.625,837129.6,nubase_ground,2611,9.689,d
Passive_W_Liner_detector_bay_below_side_port,74185,W-185,0.01982256362,0.01982256361727707,0.9999999998626349,kept_rescaled,28.25,6488639.999999999,nubase_ground,4151,75.1,d
CsI_Bottom_Quadrant_03,55131,Cs-131,0.019643193500999998,0.019643193475729112,0.9999999987135042,kept_rescaled,5.5,837129.6,nubase_ground,2611,9.689,d
DR_MixingChamber_Cu,29066,Cu-66,0.018995413966,0.018995413964342896,0.9999999999127629,kept_rescaled,3.5,307.2,nubase_ground,951,5.120,m
Passive_W_Liner_detector_bay_above_side_port,74185,W-185,0.01833148584,0.018331485823057114,0.9999999990757493,kept_rescaled,26.125,6488639.999999999,nubase_ground,4151,75.1,d
PreCool_FlexLink_Cu_remote_interface,29064,Cu-64,0.01831700628,0.018317006269057336,0.9999999994025954,kept_rescaled,3.375,45721.44,nubase_ground,914,12.7004,h
CsI_TopAnnulus_Segment_07,55134,Cs-134,0.018298894540999998,0.0182967463651119,0.999882606247974,kept_rescaled,246.25,65166444.0,nubase_ground,2702,2.0650,y
CsI_TopAnnulus_Segment_00,55134,Cs-134,0.017945904188,0.017943797477573263,0.9998826077301725,kept_rescaled,241.5,65166444.0,nubase_ground,2702,2.0650,y
CsI_TopAnnulus_Segment_06,55134,Cs-134,0.017843727722999997,0.017841632999181286,0.9998826072751598,kept_rescaled,240.125,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_00,53126,I-126,0.017617412758000002,0.017617412735515755,0.9999999987237487,kept_rescaled,5.875,1117152.0,nubase_ground,2424,12.93,d
CsI_TopAnnulus_Segment_01,55134,Cs-134,0.017462888137,0.01746083812517481,0.9998826075154862,kept_rescaled,235.0,65166444.0,nubase_ground,2702,2.0650,y
ColdPlate_CP_100mK_intercept,29062,Cu-62,0.016961436667,0.016961436662740047,0.9999999997488448,kept_rescaled,3.125,580.32,nubase_ground,881,9.672,m
Outer_Al_Mechanical_Shell_detector_bay_top_annulus,11024,Na-24,0.016339313073,0.016339313078135572,1.0000000003143077,kept_rescaled,3.0,53841.6,nubase_ground,223,14.9560,h
Passive_Cu_Liner_detector_bay_side_port_band_01,29066,Cu-66,0.016281783384,0.016281783398008197,1.0000000008603602,kept_rescaled,3.0,307.2,nubase_ground,951,5.120,m
CsI_Side_Segment_03_above_side_port,55134,Cs-134,0.016069616356999997,0.01606772990364108,0.9998826074427039,kept_rescaled,216.25,65166444.0,nubase_ground,2702,2.0650,y
CsI_TopAnnulus_Segment_02,55134,Cs-134,0.015920952279,0.015919083269441293,0.9998826069241367,kept_rescaled,214.25,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_04_above_side_port,55134,Cs-134,0.015874552183,0.01587268862671094,0.9998826073159369,kept_rescaled,213.625,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_07,53126,I-126,0.015747025596,0.01574702559986198,1.0000000002452514,kept_rescaled,5.25,1117152.0,nubase_ground,2424,12.93,d
ColdPlate_MXC_50mK_SD_anchor,29062,Cu-62,0.015606571898,0.0156065719012862,1.0000000002105651,kept_rescaled,2.875,580.32,nubase_ground,881,9.672,m
CsI_Bottom_Quadrant_03,55130,Cs-130,0.015605244186,0.015605244191146785,1.0000000003298113,kept_rescaled,2.875,1752.6000000000001,nubase_ground,2576,29.21,m
CsI_TopAnnulus_Segment_05,55134,Cs-134,0.015354381045000002,0.015352578554897219,0.9998826074396941,kept_rescaled,206.625,65166444.0,nubase_ground,2702,2.0650,y
CsI_Side_Segment_04_below_side_port,55132,Cs-132,0.01518155029,0.015180604739191528,0.9999377171112034,kept_rescaled,3.5,559872.0,nubase_ground,2640,6.480,d
CsI_Bottom_Quadrant_00,53124,I-124,0.014934281279999998,0.014934281269409695,0.9999999992908729,kept_rescaled,3.0,360806.4,nubase_ground,2352,4.1760,d
ActiveShield_Al_Backplane_detector_bay_side_port_band_00,13028,Al-28,0.014924968120000003,0.014924968114840845,0.9999999996543271,kept_rescaled,2.75,134.70000000000002,nubase_ground,276,2.245,m
DR_4K_Condenser_Cu,29066,Cu-66,0.014924968106,0.014924968114840845,1.0000000005923526,kept_rescaled,2.75,307.2,nubase_ground,951,5.120,m
CsI_TopAnnulus_Segment_04,55134,Cs-134,0.014490577693000002,0.014488876611577828,0.9998826077566945,kept_rescaled,195.0,65166444.0,nubase_ground,2702,2.0650,y
CsI_TopAnnulus_Segment_03,55134,Cs-134,0.01446261535,0.014460917532392118,0.9998826064603951,kept_rescaled,194.625,65166444.0,nubase_ground,2702,2.0650,y
TES_L5,73182,Ta-182,0.01443619818,0.0143989355459949,0.9974188055926855,kept_rescaled,30.625,9913536.0,nubase_ground,4069,114.74,d
CsI_Bottom_Quadrant_02,53124,I-124,0.014310522877,0.01431052288579579,1.000000000614638,kept_rescaled,2.875,360806.4,nubase_ground,2352,4.1760,d
CsI_Bottom_Quadrant_01,53124,I-124,0.014309951738000001,0.014309951724274614,0.9999999990408502,kept_rescaled,2.875,360806.4,nubase_ground,2352,4.1760,d
CsI_Bottom_Quadrant_00,55130,Cs-130,0.014249563229000001,0.01424956321793389,0.999999999223407,kept_rescaled,2.625,1752.6000000000001,nubase_ground,2576,29.21,m
