production_tag,source_file,source_files_count,source_files,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_raw_token,exc_keV_decimal,state_id,nubase_line,production_count_raw,TT_file_s,TT_tag_sum_s,production_rate_s-1,half_life_s,half_life_authority,activity_day15_direct_Bq,state_class,source_row_count
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,CsI_Side_Segment_05,CsI_Side_Segment_05,54133,Xe-133,0.00,0,gs,2668,1,185.339,1480.768,0.0006753252366339629165406059558,453375.36,NUBASE2020_STATE,0.0005822142091176486796040973333,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,CsI_Side_Segment_05,CsI_Side_Segment_05,55131,Cs-131,0.00,0,gs,2611,1,185.589,1480.768,0.0006753252366339629165406059558,837129.6,NUBASE2020_STATE,0.0004443985207750873195530967714,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,CsI_Side_Segment_06,CsI_Side_Segment_06,52127,Te-127,0.00,0,gs,2458,1,185.452,1480.768,0.0006753252366339629165406059558,33660,NUBASE2020_STATE,0.0006753252366322288839305009292,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,CsI_Side_Segment_06,CsI_Side_Segment_06,53126,I-126,0.00,0,gs,2424,1,184.705,1480.768,0.0006753252366339629165406059558,1117152,NUBASE2020_STATE,0.0003731281684474349121536932186,EMITTED_CANDIDATE,1
muminus,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,CsI_Side_Segment_06,CsI_Side_Segment_06,53128,I-128,0.00,0,gs,2498,2,,1480.768,0.001350650473267925833081211912,1499.4,NUBASE2020_STATE,0.001350650473267925833081211912,EMITTED_CANDIDATE,2
muminus,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,CsI_Side_Segment_06,CsI_Side_Segment_06,54133,Xe-133,0.00,0,gs,2668,2,,1480.768,0.001350650473267925833081211912,453375.36,NUBASE2020_STATE,0.001164428418235297359208194667,EMITTED_CANDIDATE,2
muminus,MULTIPLE:4,4,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,CsI_Side_Segment_06,CsI_Side_Segment_06,55132,Cs-132,0.00,0,gs,2640,4,,1480.768,0.002701300946535851666162423823,559872,NUBASE2020_STATE,0.002158370399581588473008600942,EMITTED_CANDIDATE,4
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,CsI_Side_Segment_06,CsI_Side_Segment_06,55134,Cs-134,0.00,0,gs,2702,1,188.002,1480.768,0.0006753252366339629165406059558,65166444,NUBASE2020_STATE,0.000009245480461300802016251026494,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,CsI_Side_Segment_07,CsI_Side_Segment_07,53125,I-125,0.00,0,gs,2388,1,181.482,1480.768,0.0006753252366339629165406059558,5131468.8,NUBASE2020_STATE,0.0001084531605693680306435579375,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,CsI_Side_Segment_07,CsI_Side_Segment_07,55132,Cs-132,0.00,0,gs,2640,2,185.12,1480.768,0.001350650473267925833081211912,559872,NUBASE2020_STATE,0.001079185199790794236504300471,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,CsI_Side_Segment_07,CsI_Side_Segment_07,55134,Cs-134,0.00,0,gs,2702,1,185.079,1480.768,0.0006753252366339629165406059558,65166444,NUBASE2020_STATE,0.000009245480461300802016251026494,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_00,CsI_TopAnnulus_Segment_00,52119,Te-119,0.00,0,gs,2191,1,185.452,1480.768,0.0006753252366339629165406059558,57780,NUBASE2020_STATE,0.0006753251171145887809569088473,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_00,CsI_TopAnnulus_Segment_00,52123,Te-123,0.00,0,gs,2318,1,185.452,1480.768,0.0006753252366339629165406059558,inf,NUBASE2020_STATE,0,STABLE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,51124,Sb-124,0.00,0,gs,2347,1,185.589,1480.768,0.0006753252366339629165406059558,5201280,NUBASE2020_STATE,0.0001071196421334709218459610148,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,53124,I-124,0.00,0,gs,2352,1,185.452,1480.768,0.0006753252366339629165406059558,360806.4,NUBASE2020_STATE,0.0006193202013127229248606128711,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55134,Cs-134,0.00,0,gs,2702,1,181.482,1480.768,0.0006753252366339629165406059558,65166444,NUBASE2020_STATE,0.000009245480461300802016251026494,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55132,Cs-132,0.00,0,gs,2640,1,185.339,1480.768,0.0006753252366339629165406059558,559872,NUBASE2020_STATE,0.0005395925998953971182521502355,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55134,Cs-134,0.00,0,gs,2702,1,184.705,1480.768,0.0006753252366339629165406059558,65166444,NUBASE2020_STATE,0.000009245480461300802016251026494,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,52127,Te-127,0.00,0,gs,2458,1,185.079,1480.768,0.0006753252366339629165406059558,33660,NUBASE2020_STATE,0.0006753252366322288839305009292,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,55132,Cs-132,0.00,0,gs,2640,1,185.589,1480.768,0.0006753252366339629165406059558,559872,NUBASE2020_STATE,0.0005395925998953971182521502355,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_04,CsI_TopAnnulus_Segment_04,52119,Te-119,0.00,0,gs,2191,1,185.452,1480.768,0.0006753252366339629165406059558,57780,NUBASE2020_STATE,0.0006753251171145887809569088473,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_04,CsI_TopAnnulus_Segment_04,53126,I-126,0.00,0,gs,2424,1,185.589,1480.768,0.0006753252366339629165406059558,1117152,NUBASE2020_STATE,0.0003731281684474349121536932186,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_04,CsI_TopAnnulus_Segment_04,54125,Xe-125,0.00,0,gs,2389,1,188.002,1480.768,0.0006753252366339629165406059558,60732,NUBASE2020_STATE,0.0006753249821640930247006958551,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_04,CsI_TopAnnulus_Segment_04,54127,Xe-127,0.00,0,gs,2461,1,185.12,1480.768,0.0006753252366339629165406059558,3139948.8,NUBASE2020_STATE,0.0001680260357677652002204261572,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_05,CsI_TopAnnulus_Segment_05,53126,I-126,0.00,0,gs,2424,1,185.12,1480.768,0.0006753252366339629165406059558,1117152,NUBASE2020_STATE,0.0003731281684474349121536932186,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_05,CsI_TopAnnulus_Segment_05,53128,I-128,0.00,0,gs,2498,2,185.079,1480.768,0.001350650473267925833081211912,1499.4,NUBASE2020_STATE,0.001350650473267925833081211912,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_06,CsI_TopAnnulus_Segment_06,53128,I-128,0.00,0,gs,2498,2,185.12,1480.768,0.001350650473267925833081211912,1499.4,NUBASE2020_STATE,0.001350650473267925833081211912,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_06,CsI_TopAnnulus_Segment_06,55134,Cs-134,0.00,0,gs,2702,1,185.589,1480.768,0.0006753252366339629165406059558,65166444,NUBASE2020_STATE,0.000009245480461300802016251026494,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_07,CsI_TopAnnulus_Segment_07,53128,I-128,0.00,0,gs,2498,1,185.339,1480.768,0.0006753252366339629165406059558,1499.4,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_07,CsI_TopAnnulus_Segment_07,55134,Cs-134,0.00,0,gs,2702,1,185.079,1480.768,0.0006753252366339629165406059558,65166444,NUBASE2020_STATE,0.000009245480461300802016251026494,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,Cu_50mK_StillLike_Can_side_wall_above_side_port,Cu_50mK_StillLike_Can_side_wall_above_side_port,28063,Ni-63,0.00,0,gs,895,1,185.339,1480.768,0.0006753252366339629165406059558,3193629120,NUBASE2020_STATE,0.0000001899318872794538847408912132,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat,DR_Capillary_CuNi_Still_4K,DR_Capillary_CuNi_Still_4K,27057,Co-57,0.00,0,gs,776,1,185.12,1480.768,0.0006753252366339629165406059558,23484470.4,NUBASE2020_STATE,0.00002534445268494866852876345248,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,26062,Fe-62,0.00,0,gs,877,1,185.452,1480.768,0.0006753252366339629165406059558,68,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,27057,Co-57,0.00,0,gs,776,1,185.079,1480.768,0.0006753252366339629165406059558,23484470.4,NUBASE2020_STATE,0.00002534445268494866852876345248,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,DR_Continuous_HEX_CuNi_CP_to_Still,DR_Continuous_HEX_CuNi_CP_to_Still,27061,Co-61,0.00,0,gs,859,1,181.482,1480.768,0.0006753252366339629165406059558,5936.4,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,DR_MixingChamber_Cu,DR_MixingChamber_Cu,29062,Cu-62,0.00,0,gs,881,1,181.482,1480.768,0.0006753252366339629165406059558,580.32,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,DR_Still_Pot_Cu,DR_Still_Pot_Cu,29062,Cu-62,0.00,0,gs,881,1,185.589,1480.768,0.0006753252366339629165406059558,580.32,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,DR_Still_PumpLine_SS_to_300K_top,DR_Still_PumpLine_SS_to_300K_top,26059,Fe-59,0.00,0,gs,816,1,185.079,1480.768,0.0006753252366339629165406059558,3844800,NUBASE2020_STATE,0.0001407089384995984651208021783,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,G10_Support_Ring_4K_60K,G10_Support_Ring_4K_60K,13028,Al-28,0.00,0,gs,276,1,185.589,1480.768,0.0006753252366339629165406059558,134.7,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,G10_Support_Ring_60K_Top,G10_Support_Ring_60K_Top,4010,Be-10,0.00,0,gs,72,1,188.002,1480.768,0.0006753252366339629165406059558,43770391200000,NUBASE2020_STATE,0.00000000001385999296536347625016207806,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,G10_Support_Ring_60K_Top,G10_Support_Ring_60K_Top,11025,Na-25,0.00,0,gs,238,1,184.705,1480.768,0.0006753252366339629165406059558,59.1,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat,NbTi_Bundle_4K_60K,NbTi_Bundle_4K_60K,40088,Zr-88,0.00,0,gs,1418,1,185.079,1480.768,0.0006753252366339629165406059558,7205760,NUBASE2020_STATE,0.0000791541715797162823615853395,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,NbTi_Bundle_4K_60K,NbTi_Bundle_4K_60K,41092,Nb-92,0.00,0,gs,1509,1,181.482,1480.768,0.0006753252366339629165406059558,1095048720000000,NUBASE2020_STATE,0.0000000000005540002906054662175303626226,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat,NbTi_Bundle_bay_to_MXC,NbTi_Bundle_bay_to_MXC,41091,Nb-91,0.00,0,gs,1485,1,185.339,1480.768,0.0006753252366339629165406059558,21459168000,NUBASE2020_STATE,0.00000002826971772724808072567748628,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat,Nb_MagShield_Inner_Cylinder_2mm,Nb_MagShield_Inner_Cylinder_2mm,40089,Zr-89,0.00,0,gs,1437,1,184.705,1480.768,0.0006753252366339629165406059558,282096,NUBASE2020_STATE,0.0006473659052265362298482949388,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,8019,O-19,0.00,0,gs,163,1,185.589,1480.768,0.0006753252366339629165406059558,26.47,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,9021,F-21,0.00,0,gs,186,1,188.002,1480.768,0.0006753252366339629165406059558,4.158,NUBASE2020_STATE,0.0006753252366339629165406059558,EMITTED_CANDIDATE,1
muminus,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,10023,Ne-23,0.00,0,gs,210,2,181.482,1480.768,0.001350650473267925833081211912,37.15,NUBASE2020_STATE,0.001350650473267925833081211912,EMITTED_CANDIDATE,1
muminus,MULTIPLE:6,6,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,10024,Ne-24,0.00,0,gs,222,7,,1480.768,0.004727276656437740415784241691,202.8,NUBASE2020_STATE,0.004727276656437740415784241691,EMITTED_CANDIDATE,6
muminus,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,10025,Ne-25,0.00,0,gs,237,2,,1480.768,0.001350650473267925833081211912,0.602,NUBASE2020_STATE,0.001350650473267925833081211912,EMITTED_CANDIDATE,2
muminus,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,11022,Na-22,0.00,0,gs,199,2,,1480.768,0.001350650473267925833081211912,82109719.44,NUBASE2020_STATE,0.00001469620979205476482473959459,EMITTED_CANDIDATE,2
muminus,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,11024,Na-24,0.00,0,gs,223,36,,1480.768,0.02431170851882266499546181441,53841.6,NUBASE2020_STATE,0.02431170713894455498768206768,EMITTED_CANDIDATE,8
muminus,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_muminus_fullsphere20_rep08_part01.dat.inc1.dat,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,11025,Na-25,0.00,0,gs,238,44,,1480.768,0.02971431041189436832778666206,59.1,NUBASE2020_STATE,0.02971431041189436832778666206,EMITTED_CANDIDATE,8
