time_bin_id,day_mid,total_activity_Bq,activity_scale_to_day15
0,0.0,10.342395875196587,0.43878607597241087
1,0.25,12.444349271378991,0.5279634671414787
2,0.5,14.332898066022425,0.6080869631750578
3,0.75,15.737803261803405,0.667691415123023
4,1.0,16.82106218864175,0.7136497152601706
5,1.25,17.67765621334676,0.7499915392763183
6,1.5,18.37684090169909,0.7796551210502348
7,1.75,18.970537645321475,0.8048432754774326
8,2.0,19.497809364684016,0.8272132844678222
9,2.25,19.987113578004813,0.8479724855572621
10,2.5,20.456662921228073,0.8678935673138083
11,2.75,20.913423153361972,0.8872720587520382
12,3.0,21.351912812619165,0.9058754035922187
13,3.25,21.75469789409242,0.9229639474356942
14,3.5,22.096482455588223,0.9374644856452553
15,3.75,22.352093376241626,0.9483090243964922
16,4.0,22.505780857132745,0.9548293633469693
17,4.25,22.557370921281795,0.9570181213562634
18,4.5,22.522179534202877,0.9555250929679945
19,4.75,22.425443368939604,0.951420968268776
20,5.0,22.2949289908671,0.945883770456637
21,5.25,22.155239968205496,0.9399573295381355
22,5.5,22.02522252686592,0.9344412147440592
23,5.75,21.917957850406207,0.929890407847653
24,6.0,21.84211548922503,0.9266727228492494
25,6.25,21.803620847649025,0.9250395507170931
26,6.5,21.80702225704638,0.9251838587768745
27,6.75,21.856254396801447,0.9272725795796295
28,7.0,21.954613716418816,0.9314455681609045
29,7.25,22.10378349411267,0.9377742392152524
30,7.5,22.3018403940542,0.9461769933733117
31,7.75,22.540529866670308,0.956303623443267
32,8.0,22.802800039261946,0.9674306873523251
33,8.25,23.062361036847385,0.9784428119103434
34,8.5,23.287081223435685,0.987976781606992
35,8.75,23.446458043947406,0.9947384962538864
36,9.0,23.520544177945187,0.9978816716276714
37,9.25,23.50583333303712,0.9972575499068108
38,9.5,23.414985162515055,0.9934032290382536
39,9.75,23.271116855598265,0.9872994779721969
40,10.0,23.100303615039294,0.9800525622233276
41,10.25,22.92579778826664,0.9726489849586506
42,10.5,22.765363873332962,0.9658424220658623
43,10.75,22.631215749171442,0.9601510590867041
44,11.0,22.531328157757468,0.9559132321069821
45,11.25,22.471072307462364,0.9533568197993874
46,11.5,22.45455814152014,0.9526561904520691
47,11.75,22.485377763997835,0.9539637425292788
48,12.0,22.566564269418937,0.9574081579786112
49,12.25,22.69960301255302,0.9630524544024315
50,12.5,22.882427196471724,0.9708089459564759
51,12.75,23.106685318599013,0.980323312124683
52,13.0,23.355269706027197,0.9908697434568278
53,13.25,23.60187118821361,1.0013320481300667
54,13.5,23.814368077372787,1.0103474326962398
55,13.75,23.96228438013707,1.01662292387309
56,14.0,24.02569886305181,1.0193133442025526
57,14.25,24.00111471815486,1.0182703382491312
58,14.5,23.90117554474265,1.014030322853604
59,14.75,23.74895716246838,1.0075723118226034
60,15.0,23.570474182154484,1.0
61,15.25,23.38890614293212,0.9922968015908721
62,15.5,23.2219374928939,0.9852129962864954
63,15.75,23.081697551841245,0.9792631821262511
64,16.0,22.976073629666498,0.9747819858058683
65,16.25,22.910348255122926,0.9719935236800901
66,16.5,22.888543510636843,0.9710684364579335
67,16.75,22.914166849115762,0.9721555311969234
68,17.0,22.99017224214696,0.9753801329781105
69,17.25,23.117973330004308,0.980802216847518
70,17.5,23.295440428489794,0.9883314289080819
71,17.75,23.514169517045698,0.9976112205179387
72,18.0,23.75701359663184,1.007914113777931
73,18.25,23.997642462693097,1.0181230244770394
74,18.5,24.203938473719838,1.0268753308342418
75,18.75,24.345460097601084,1.0328795216191853
76,19.0,24.402350515496924,1.0352931522256885
77,19.25,24.371199115042455,1.0339715241492344
78,19.5,24.26474451090873,1.0294550853491053
79,19.75,24.106154312413455,1.0227267438965884
80,20.0,23.93919175803002,1.015643197206219
