time_bin_id,time_mid_s,day_mid,dt_s,altitude_km,altitude_offset_km,latitude_deg,latitude_offset_deg,longitude_deg,longitude_offset_deg,Rc_GV,depth_g_cm2,T_atm_511,science_atm_scale_to_day15,prompt_scale_to_day15,delayed_production_scale_to_day15
21,453600.0,5.25,21600.0,39.52254248593737,0.7725424859373697,33.844127549535315,-0.15587245046468345,99.875,-0.12499999999999982,11.008719796037175,3.089730493727418,0.7634373037471879,1.033008816969226,0.9875286583143214,0.9875286583143214
22,475200.0,5.5,21600.0,40.219463130731185,1.4694631307311836,33.804542129382995,-0.1954578706170075,99.91449496416858,-0.08550503583141703,11.013071478574417,2.7887557765281525,0.7837771116149006,1.0605306589851686,0.9775935432010111,0.9775935432010111
23,496800.0,5.75,21600.0,40.77254248593737,2.022542485937369,33.7747577830244,-0.22524221697560481,99.95658795558327,-0.04341204441673248,11.016717016025545,2.570911072066955,0.7988362482971733,1.0809072123607733,0.9704562295148899,0.9704562295148899
24,518400.0,6.0,21600.0,41.127641290737884,2.3776412907378845,33.75626802195455,-0.24373197804545593,100.0,6.123233995736766e-17,11.019498558243637,2.44010220656668,0.808017462949973,1.093330335569814,0.9661851811290609,0.9661851811290609
25,540000.0,6.25,21600.0,41.25,2.5,33.75,-0.25,100.04341204441673,0.0434120444167326,11.021302361332502,2.3965878546996042,0.8110949791979928,1.0974945300661616,0.9647531838829096,0.9647531838829096
26,561600.0,6.5,21600.0,41.127641290737884,2.3776412907378837,33.75626802195455,-0.24373197804545593,100.08550503583142,0.08550503583141715,11.02206370931858,2.44010220656668,0.808017462949973,1.093330335569814,0.9661402051286938,0.9661402051286938
27,583200.0,6.75,21600.0,40.772542485937365,2.022542485937368,33.7747577830244,-0.22524221697560476,100.125,0.12499999999999992,11.021769377358048,2.570911072066957,0.7988362482971731,1.0809072123607733,0.9703672420821688,0.9703672420821688
28,604800.0,7.0,21600.0,40.219463130731185,1.469463130731182,33.804542129382995,-0.1954578706170074,100.16069690242163,0.1606969024216349,11.02045753672201,2.7887557765281525,0.7837771116149006,1.0605306589851686,0.9774624688016657,0.9774624688016657
29,626400.0,7.25,21600.0,39.522542485937365,0.7725424859373676,33.844127549535315,-0.15587245046468334,100.19151111077974,0.19151111077974453,11.018215129360568,3.0897304937274215,0.7634373037471877,1.0330088169692258,0.9873583921197872,0.9873583921197872
30,648000.0,7.5,21600.0,38.75,-9.184850993605148e-16,33.89152906522061,-0.10847093477938927,100.2165063509461,0.21650635094610976,11.015172865310735,3.4614689720143224,0.7390423888027,1.0,0.9997243578041646,0.9997243578041646
31,669600.0,7.75,21600.0,37.97745751406263,-0.7725424859373695,33.944369766510924,-0.05563023348907854,100.23492315519648,0.23492315519647708,11.01149811333502,3.8779328710198326,0.7126370627291281,0.9642708909886071,1.0137670880142324,1.0137670880142324
32,691200.0,8.0,21600.0,37.280536869268815,-1.4694631307311834,34.0,6.123233995736766e-17,100.24620193825305,0.24620193825305203,11.007386058147592,4.296456342668533,0.6870515445807625,0.9296510660150816,1.0280858399610087,1.0280858399610087
33,712800.0,8.25,21600.0,36.72745751406263,-2.022542485937369,34.055630233489076,0.05563023348907866,100.25,0.25,11.003049581320875,4.6605141556237575,0.6655438918795831,0.9005490103995393,1.0407199502818862,1.0407199502818862
34,734400.0,8.5,21600.0,36.372358709262116,-2.377641290737884,34.10847093477939,0.10847093477938938,100.24620193825305,0.246201938253052,10.99870838336524,4.910354743327211,0.6511747745022454,0.8811061237734871,1.0495061053960668,1.0495061053960668
35,756000.0,8.75,21600.0,36.25,-2.5,34.155872450464685,0.15587245046468343,100.23492315519648,0.2349231551964771,10.994577898618719,4.999511042635957,0.6461225723909806,0.8742699771764703,1.0527088266232107,1.0527088266232107
36,777600.0,9.0,21600.0,36.372358709262116,-2.3776412907378837,34.195457870617005,0.19545787061700748,100.2165063509461,0.2165063509461096,10.990858560879023,4.910354743327211,0.6511747745022454,0.8811061237734871,1.0496559769276872,1.0496559769276872
37,799200.0,9.25,21600.0,36.727457514062635,-2.022542485937368,34.2252422169756,0.22524221697560481,100.19151111077974,0.19151111077974448,10.987725955965345,4.660514155623752,0.6655438918795834,0.9005490103995397,1.0410100687982264,1.0410100687982264
38,820800.0,9.5,21600.0,37.28053686926882,-1.4694631307311803,34.24373197804545,0.24373197804545596,100.16069690242163,0.16069690242163473,10.985322348829012,4.296456342668528,0.6870515445807628,0.9296510660150821,1.0284984848477248,1.0284984848477248
39,842400.0,9.75,21600.0,37.977457514062635,-0.772542485937368,34.25,0.25,100.125,0.12500000000000003,10.98375,3.877932871019828,0.7126370627291283,0.9642708909886073,1.0142787846779275,1.0142787846779275
40,864000.0,10.0,21600.0,38.75,6.123233995736766e-16,34.24373197804545,0.2437319780454559,100.08550503583142,0.08550503583141716,10.983066592831307,3.4614689720143224,0.7390423888027,1.0,1.0003081648222838,1.0003081648222838
41,885600.0,10.25,21600.0,39.52254248593737,0.7725424859373691,34.2252422169756,0.22524221697560476,100.04341204441673,0.043412044416732506,10.983282983974455,3.089730493727418,0.7634373037471879,1.033008816969226,0.9879856499598924,0.9879856499598924
42,907200.0,10.5,21600.0,40.219463130731185,1.4694631307311834,34.195457870617005,0.19545787061700742,100.0,-3.061616997868383e-17,10.98436337035064,2.7887557765281525,0.7837771116149006,1.0605306589851686,0.9781040064245028,0.9781040064245028
43,928800.0,10.75,21600.0,40.77254248593737,2.022542485937369,34.155872450464685,0.15587245046468345,99.95658795558327,-0.04341204441673257,10.986227842630322,2.570911072066955,0.7988362482971733,1.0809072123607733,0.9709942780162459,0.9709942780162459
44,950400.0,11.0,21600.0,41.127641290737884,2.377641290737884,34.10847093477939,0.1084709347793895,99.91449496416858,-0.08550503583141722,10.988757174142705,2.44010220656668,0.808017462949973,1.093330335569814,0.9667251637352755,0.9667251637352755
45,972000.0,11.25,21600.0,41.25,2.5,34.055630233489076,0.05563023348907846,99.875,-0.12500000000000008,10.991799581320874,2.3965878546996042,0.8110949791979928,1.0974945300661616,0.9652705221271379,0.9652705221271379
46,993600.0,11.5,21600.0,41.127641290737884,2.3776412907378837,34.0,-3.061616997868383e-17,99.83930309757837,-0.16069690242163487,10.995179092927351,2.44010220656668,0.808017462949973,1.093330335569814,0.966612210933815,0.966612210933815
47,1015200.0,11.75,21600.0,40.772542485937365,2.022542485937368,33.944369766510924,-0.05563023348907852,99.80848888922026,-0.1915111107797445,10.998705085355732,2.570911072066957,0.7988362482971731,1.0809072123607733,0.970773873295277,0.970773873295277
48,1036800.0,12.0,21600.0,40.219463130731185,1.4694631307311825,33.89152906522061,-0.10847093477938956,99.7834936490539,-0.21650635094610968,11.002182484253968,2.7887557765281525,0.7837771116149006,1.0605306589851686,0.9777869738927284,0.9777869738927284
49,1058400.0,12.25,21600.0,39.522542485937365,0.7725424859373673,33.844127549535315,-0.15587245046468348,99.76507684480352,-0.2349231551964771,11.005422101381281,3.0897304937274215,0.7634373037471877,1.0330088169692258,0.9875878323777326,0.9875878323777326
50,1080000.0,12.5,21600.0,38.75,-3.061616997868383e-16,33.804542129382995,-0.19545787061700748,99.75379806174695,-0.246201938253052,11.008250571501769,3.4614689720143224,0.7390423888027,1.0,0.9998500570813005,0.9998500570813005
51,1101600.0,12.75,21600.0,37.97745751406263,-0.7725424859373687,33.7747577830244,-0.2252422169756048,99.75,-0.25,11.010519377358047,3.8779328710198326,0.7126370627291281,0.9642708909886071,1.0137851103256195,1.0137851103256195
52,1123200.0,13.0,21600.0,37.280536869268815,-1.4694631307311832,33.75626802195455,-0.2437319780454559,99.75379806174695,-0.246201938253052,11.012112500096045,4.296456342668533,0.6870515445807625,0.9296510660150816,1.027997573109603,1.027997573109603
53,1144800.0,13.25,21600.0,36.72745751406263,-2.0225424859373686,33.75,-0.25,99.76507684480352,-0.23492315519647708,11.012952305344106,4.6605141556237575,0.6655438918795831,0.9005490103995393,1.0405327221713658,1.0405327221713658
54,1166400.0,13.5,21600.0,36.372358709262116,-2.377641290737884,33.75626802195455,-0.2437319780454559,99.7834936490539,-0.21650635094610965,11.013003367715253,4.910354743327211,0.6511747745022454,0.8811061237734871,1.049233510021882,1.049233510021882
55,1188000.0,13.75,21600.0,36.25,-2.5,33.7747577830244,-0.2252422169756048,99.80848888922026,-0.1915111107797445,11.012274044034655,4.999511042635957,0.6461225723909806,0.8742699771764703,1.0523702793945824,1.0523702793945824
56,1209600.0,14.0,21600.0,36.372358709262116,-2.3776412907378837,33.804542129382995,-0.19545787061700745,99.83930309757837,-0.1606969024216348,11.010815722576712,4.910354743327211,0.6511747745022454,0.8811061237734871,1.0492751993617002,1.0492751993617002
57,1231200.0,14.25,21600.0,36.72745751406263,-2.0225424859373686,33.844127549535315,-0.15587245046468337,99.875,-0.12499999999999999,11.008719796037175,4.6605141556237575,0.6655438918795831,0.9005490103995393,1.0406127203433313,1.0406127203433313
58,1252800.0,14.5,21600.0,37.280536869268815,-1.469463130731183,33.89152906522061,-0.10847093477938953,99.91449496416858,-0.08550503583141718,11.006112523707408,4.296456342668533,0.6870515445807625,0.9296510660150816,1.0281096311429625,1.0281096311429625
59,1274400.0,14.75,21600.0,37.97745751406263,-0.7725424859373685,33.944369766510924,-0.0556302334890786,99.95658795558327,-0.04341204441673258,11.003148057346623,3.8779328710198326,0.7126370627291281,0.9642708909886071,1.0139209066032777,1.0139209066032777
60,1296000.0,15.0,21600.0,38.75,0.0,34.0,0.0,100.0,0.0,11.0,3.4614689720143224,0.7390423888027,1.0,1.0,1.0
61,1317600.0,15.25,21600.0,39.52254248593737,0.7725424859373685,34.055630233489076,0.0556302334890786,100.04341204441673,0.04341204441673258,10.996851942653377,3.089730493727418,0.7634373037471879,1.033008816969226,0.9877417154586623,0.9877417154586623
62,1339200.0,15.5,21600.0,40.219463130731185,1.469463130731183,34.10847093477939,0.10847093477938953,100.08550503583142,0.08550503583141718,10.993887476292592,2.7887557765281525,0.7837771116149006,1.0605306589851686,0.9779344795680064,0.9779344795680064
63,1360800.0,15.75,21600.0,40.77254248593737,2.0225424859373686,34.155872450464685,0.15587245046468337,100.125,0.12499999999999999,10.991280203962825,2.570911072066955,0.7988362482971733,1.0809072123607733,0.9709049942181031,0.9709049942181031
64,1382400.0,16.0,21600.0,41.127641290737884,2.3776412907378837,34.195457870617005,0.19545787061700745,100.16069690242163,0.1606969024216348,10.989184277423288,2.44010220656668,0.808017462949973,1.093330335569814,0.9667176491118507,0.9667176491118507
65,1404000.0,16.25,21600.0,41.25,2.5,34.2252422169756,0.2252422169756048,100.19151111077974,0.1915111107797445,10.987725955965345,2.3965878546996042,0.8110949791979928,1.0974945300661616,0.9653420850236281,0.9653420850236281
66,1425600.0,16.5,21600.0,41.127641290737884,2.377641290737884,34.24373197804545,0.2437319780454559,100.2165063509461,0.21650635094610965,10.986996632284747,2.44010220656668,0.808017462949973,1.093330335569814,0.9667561431028935,0.9667561431028935
67,1447200.0,16.75,21600.0,40.77254248593737,2.0225424859373686,34.25,0.25,100.23492315519648,0.23492315519647708,10.987047694655894,2.570911072066955,0.7988362482971733,1.0809072123607733,0.9709797864911349,0.9709797864911349
68,1468800.0,17.0,21600.0,40.219463130731185,1.4694631307311832,34.24373197804545,0.2437319780454559,100.24620193825305,0.246201938253052,10.987887499903955,2.7887557765281525,0.7837771116149006,1.0605306589851686,0.9780412571920137,0.9780412571920137
69,1490400.0,17.25,21600.0,39.52254248593737,0.7725424859373687,34.2252422169756,0.2252422169756048,100.25,0.25,10.989480622641953,3.089730493727418,0.7634373037471879,1.033008816969226,0.9878741877345425,0.9878741877345425
70,1512000.0,17.5,21600.0,38.75,3.061616997868383e-16,34.195457870617005,0.19545787061700748,100.24620193825305,0.246201938253052,10.991749428498231,3.4614689720143224,0.7390423888027,1.0,1.0001500779374484,1.0001500779374484
71,1533600.0,17.75,21600.0,37.977457514062635,-0.7725424859373673,34.155872450464685,0.15587245046468348,100.23492315519648,0.2349231551964771,10.994577898618719,3.877932871019828,0.7126370627291283,0.9642708909886073,1.0140789254943228,1.0140789254943228
72,1555200.0,18.0,21600.0,37.280536869268815,-1.4694631307311825,34.10847093477939,0.10847093477938956,100.2165063509461,0.21650635094610968,10.997817515746032,4.296456342668533,0.6870515445807625,0.9296510660150816,1.0282646729193077,1.0282646729193077
73,1576800.0,18.25,21600.0,36.727457514062635,-2.022542485937368,34.055630233489076,0.05563023348907852,100.19151111077974,0.1915111107797445,11.001294914644268,4.660514155623752,0.6655438918795834,0.9005490103995397,1.0407531463763122,1.0407531463763122
74,1598400.0,18.5,21600.0,36.372358709262116,-2.3776412907378837,34.0,3.061616997868383e-17,100.16069690242163,0.16069690242163487,11.004820907072649,4.910354743327211,0.6511747745022454,0.8811061237734871,1.0493894918360789,1.0493894918360789
75,1620000.0,18.75,21600.0,36.25,-2.5,33.944369766510924,-0.05563023348907846,100.125,0.12500000000000008,11.008200418679126,4.999511042635957,0.6461225723909806,0.8742699771764703,1.0524481545725202,1.0524481545725202
76,1641600.0,19.0,21600.0,36.372358709262116,-2.377641290737884,33.89152906522061,-0.1084709347793895,100.08550503583142,0.08550503583141722,11.011242825857295,4.910354743327211,0.6511747745022454,0.8811061237734871,1.0492670593934834,1.0492670593934834
77,1663200.0,19.25,21600.0,36.72745751406263,-2.022542485937369,33.844127549535315,-0.15587245046468345,100.04341204441673,0.04341204441673257,11.013772157369678,4.6605141556237575,0.6655438918795831,0.9005490103995393,1.04051723050784,1.04051723050784
78,1684800.0,19.5,21600.0,37.280536869268815,-1.4694631307311834,33.804542129382995,-0.19545787061700742,100.0,3.061616997868383e-17,11.01563662964936,4.296456342668533,0.6870515445807625,0.9296510660150816,1.0279317891618944,1.0279317891618944
79,1706400.0,19.75,21600.0,37.97745751406263,-0.7725424859373691,33.7747577830244,-0.22524221697560476,99.95658795558327,-0.043412044416732506,11.016717016025545,3.8779328710198326,0.7126370627291281,0.9642708909886071,1.0136710202908492,1.0136710202908492
80,1728000.0,20.0,10800.0,38.75,-6.123233995736766e-16,33.75626802195455,-0.2437319780454559,99.91449496416858,-0.08550503583141716,11.016933407168693,3.4614689720143224,0.7390423888027,1.0,0.9996924039195548,0.9996924039195548
