ring_id,design_energy_keV,radius_mm,n_tiles,material,h,k,l,d_spacing_A,tile_size_mm,thickness_mm,z_offset_mm
0,511.0,66.850136,27,Ge,1,1,1,3.266590088,15.000000,10.218801,0.000000
