ring_id,design_energy_keV,curve_csv,source,status
0,511.0,/home/ubuntu/cross_check_laue/laue511_validation/benchmarks/xop_crystal/multiring/ge111_511keV_rocking_curve.csv,CRYSTAL-diff_pat,covered
