case,M,seed,ZA,nuclide,activity_Bq,activity_fraction,expected_draws,miss_probability_if_multinomial,dominant_incident_family,dominant_incident_family_activity_Bq,dominant_category,dominant_category_activity_Bq
M5000_seed260613,5000,260613,73175,Ta-175,0.0020384190700000002,2.380310274005464e-05,0.11901551370027319,0.8877940276846649,n,0.001356815284,W/collimator,0.0020384190700000002
M5000_seed260613,5000,260613,30062,Zn-62,0.002037091359,2.3787598743939595e-05,0.11893799371969797,0.887862852128046,p,0.002037091359,other,0.001358060906
M5000_seed260613,5000,260613,46101,Pd-101,0.002036980047,2.3786298927326227e-05,0.11893149463663114,0.8878686224412248,n,0.001356815284,CsI active shield,0.002036980047
M5000_seed260613,5000,260613,28057,Ni-57,0.0020365775769999998,2.378159918972036e-05,0.1189079959486018,0.8878894864341319,n,0.001355589546,Cu/support,0.000680988031
M5000_seed260613,5000,260613,71167,Lu-167,0.002036468552,2.378032607894818e-05,0.1189016303947409,0.8878951383604691,p,0.00135806091,W/collimator,0.002036468552
M5000_seed260613,5000,260613,54120,Xe-120,0.002036468548,2.3780326032239234e-05,0.11890163016119616,0.8878951385678323,p,0.001358060906,CsI active shield,0.002036468548
M5000_seed260613,5000,260613,49109,In-109,0.002035845737,2.377305332053887e-05,0.11886526660269436,0.8879274261816898,n,0.001356815284,CsI active shield,0.002035845737
M5000_seed260613,5000,260613,75178,Re-178,0.0020358457329999998,2.377305327382992e-05,0.11886526636914958,0.8879274263890606,n,0.00135681528,W/collimator,0.0020358457329999998
M5000_seed260613,5000,260613,75181,Re-181,0.0020358384429999,2.377296814677047e-05,0.11886484073385237,0.887927804322395,n,0.0013572256286666,W/collimator,0.0020358384429999
M5000_seed260613,5000,260613,73170,Ta-170,0.0020352229260000004,2.3765780608838508e-05,0.11882890304419255,0.8879597149696612,n,0.0020352229260000004,W/collimator,0.0020352229260000004
M5000_seed260613,5000,260613,50109,Sn-109,0.002035222922,2.3765780562129554e-05,0.11882890281064776,0.8879597151770395,n,0.002035222922,CsI active shield,0.002035222922
M5000_seed260613,5000,260613,48107,Cd-107,0.002035222922,2.3765780562129554e-05,0.11882890281064776,0.8879597151770395,n,0.002035222922,CsI active shield,0.002035222922
M5000_seed260613,5000,260613,39087,Y-87,0.0019499339720000998,2.276984127304166e-05,0.11384920636520829,0.8923925128476596,alpha,0.0012999559813334,other,0.0019499339720000998
M5000_seed260613,5000,260613,24051,Cr-51,0.0016989786780000002,1.983937680959598e-05,0.09919688404797991,0.9055643992864135,n,0.001061496235,other,0.000849196988
M5000_seed260613,5000,260613,50113,Sn-113,0.0015829778755000101,1.8484807937830057e-05,0.09242403968915028,0.9117184627520729,n,0.00099653799427501,CsI active shield,0.0015829778755000101
M5000_seed260613,5000,260613,52131,Te-131,0.001360011428,1.5881175870441802e-05,0.07940587935220901,0.9236649518211083,muminus,0.000681603786,CsI active shield,0.001360011428
M5000_seed260613,5000,260613,75180,Re-180,0.00135806091,1.5858399209335348e-05,0.07929199604667674,0.9237701478289468,p,0.00135806091,W/collimator,0.00135806091
M5000_seed260613,5000,260613,47102,Ag-102,0.00135806091,1.5858399209335348e-05,0.07929199604667674,0.9237701478289468,p,0.00135806091,CsI active shield,0.00135806091
M5000_seed260613,5000,260613,55123,Cs-123,0.001358060906,1.58583991626264e-05,0.079291995813132,0.9237701480446885,p,0.001358060906,CsI active shield,0.001358060906
