time_bin_id,day_mid,elapsed_stop_day,dt_s,prompt_event_rate_hz,delayed_event_rate_hz,coincidence_occupancy_rate_hz,accidental_live_factor,prompt_final_cps_noacc,delayed_final_cps_noacc,background_final_cps_noacc,signal_final_cps_noacc,cumulative_source_counts,cumulative_background_counts,counting_Z
70,17.5,17.625,21600.0,927.5479344049575,96.82454336337372,1024.3724777683312,0.9989761520126118,0.04273847596887685,0.003688824276427165,0.04642730024530402,0.0011171527338467153,1704.4895693435546,70570.87049764987,6.4162549251635355
71,17.75,17.875,21600.0,940.4656695179355,98.0764470995322,1038.5421166174676,0.9989619969816049,0.04333368435781312,0.0037365193414723996,0.047070203699285516,0.0010772378620367306,1727.733754558658,71586.53154286249,6.4574515697482004
72,18.0,18.125,21600.0,953.6216558166818,99.37576602627774,1052.9974218429595,0.9989475567853989,0.043939870608054245,0.0037860208318312304,0.047725891439885475,0.0010385622299222616,1750.1430893251074,72616.32585608691,6.494660021559368
73,18.25,18.375,21600.0,965.2035753849971,100.55344606048718,1065.7570214454843,0.9989348106958681,0.04447352884045757,0.0038308881201152734,0.048304416960572846,0.0010060507889308,1771.8506390599534,73658.58987011225,6.52853007851806
74,18.5,18.625,21600.0,973.2129977394243,101.41913044491658,1074.632128184341,0.9989259450821397,0.044842577697257475,0.0038638689890363146,0.04870644668629379,0.0009843301149826335,1793.0893334922011,74709.51914912654,6.560152820424942
75,18.75,18.875,21600.0,976.0496283269839,101.8142397753245,1077.8638681023085,0.9989227168185043,0.04497328066548388,0.0038789218758274427,0.048852202541311326,0.0009766930951227992,1814.1631773658846,75763.58996664545,6.590920530254448
76,19.0,19.125,21600.0,973.0994528207777,101.66732026906395,1074.7667730898418,0.9989258105818593,0.044837345906428176,0.003873324532193808,0.048710670438621984,0.0009843301149826335,1835.4018689384504,76814.61023920619,6.622306143898986
77,19.25,19.375,21600.0,964.9847849441205,101.02041272259805,1066.0051976667187,0.9989345627840323,0.044463447668743654,0.0038486786296249562,0.04831212629836861,0.0010060507889307995,1857.1094132859994,77857.04033884438,6.655620429503195
78,19.5,19.625,21600.0,953.3129365070536,100.01014983360656,1053.3230863406602,0.9989472314636976,0.0439256457984177,0.003810189604621251,0.047735835403038954,0.0010385622299222616,1879.5187407545252,78887.04888018178,6.69181314383797
79,19.75,19.875,21600.0,940.0873746627321,98.81656022418137,1038.9039348869135,0.9989616355389693,0.04331625372703,0.00376471619287672,0.04708096991990672,0.0010772378620367304,1902.762917559459,79902.94186680313,6.731367386440662
80,20.0,20.0,10800.0,927.1234835157434,97.69590830296191,1024.8193918187053,0.9989757055562333,0.042718918613989014,0.003722021563304288,0.046440940177293305,0.0011171527338467153,1914.815808716952,80403.99027339043,6.75286710805973
