time_bin_id,day_mid,elapsed_stop_day,dt_s,prompt_event_rate_hz,delayed_event_rate_hz,atm511_event_rate_hz,coincidence_occupancy_rate_hz,accidental_live_factor,prompt_final_cps_noacc,delayed_final_cps_noacc,atm511_final_cps_noacc,background_final_cps_noacc,signal_final_cps_noacc,background_final_upper95_cps_noacc,signal_final_lower95_cps_noacc,cumulative_source_counts,cumulative_background_counts,cumulative_source_lower95_counts,cumulative_background_upper95_counts,counting_Z,counting_Z_conservative95
10,2.5,2.625,21600.0,23744.502550673253,12.778505956627995,237.4913026320942,23994.772359261973,0.9762908134421977,0.003394533811390036,0.0007843788977834762,0.001824216322587749,0.006003129031761261,0.0011134811712591435,0.04811621650441541,0.0011069016402656172,261.5685339662394,1205.0986207787123,260.0229323695675,10245.6510936242,7.534842930745533,2.568868483225786
11,2.75,2.875,21600.0,24077.05099864358,13.031218692641215,260.08756261184755,24350.169779948068,0.9759439038542986,0.0034420752137905067,0.0007998910819153841,0.001997782536708686,0.006239748832414577,0.0010736974811090922,0.04908825240392717,0.0010673530308956773,284.2024938097175,1336.6349492055751,282.5231487388493,11280.450516408835,7.773587264004854,2.660056219821714
12,3.0,3.125,21600.0,24415.409156677637,13.279146891476602,282.3109202607469,24710.999223829862,0.9755918180834876,0.0034904471771683497,0.0008151095783493178,0.002168484416383959,0.0064740411719016264,0.0010351489578487845,0.0500648404230237,0.0010290322898467734,306.01596345125586,1473.061015706021,304.207723161243,12335.456048120554,7.973219388380622,2.73900377318188
13,3.25,3.375,21600.0,24713.084206899417,13.508098756055988,301.2911813756233,25027.883487031097,0.9752827173661921,0.0035330030496541435,0.0008291632565957253,0.0023142754485143964,0.006676441754764265,0.001002744366875942,0.05091631910963822,0.000996819176750829,327.1398832717847,1613.7076500555706,325.2068222944074,13408.064659006448,8.143686852065983,2.808514044397882
14,3.5,3.625,21600.0,24918.82634483838,13.699281355965965,314.1446369559682,25246.670263150314,0.9750693617452001,0.0035624161166228456,0.0008408985562858261,0.002413005310245986,0.006816319983154658,0.0009810950787029064,0.05150372301377774,0.0009752978136529528,347.8032155193522,1757.269561204765,345.748055454481,14492.810229259838,8.296872182818051,2.8719934392580213
15,3.75,3.875,21600.0,24991.602207301818,13.834967965486916,318.69949898590323,25324.13667425321,0.9749938295468112,0.003572820214382233,0.0008492273635486827,0.0024479920805826434,0.006870039658513559,0.0009734831581831608,0.05171762710469209,0.0009677308717716186,368.3046410831128,1901.9516807618852,366.1283386330895,15581.976563066797,8.445151633910376,2.933067593381866
16,4.0,4.125,21600.0,24915.668042637928,13.904888536121243,314.1446369559682,25243.717568130018,0.9750722408318995,0.0035619646031163766,0.0008535192753193306,0.002413005310245986,0.006828489188681694,0.0009810950787029064,0.05151607638088443,0.0009752978136529528,388.96803434328865,2045.7703182634973,386.66963244524953,16666.985517435245,8.599743056559316,2.995101444314288
17,4.25,4.375,21600.0,24706.977886389766,13.910150154742423,301.2911813756233,25022.17921792013,0.9752882806571385,0.0035321300850010007,0.0008538422475532244,0.0023142754485143964,0.006700247781068621,0.001002744366875942,0.05094060238932732,0.000996819176750829,410.09207466068455,2186.9192580524023,407.6688513632681,17740.111803865646,8.769301497044694,3.06076053805124
18,4.5,4.625,21600.0,24406.742159325182,13.862619898227878,282.3109202607469,24702.915699484158,0.9755997043355749,0.003489208136026369,0.0008509247131917911,0.002168484416383959,0.00650861726560212,0.0010351489578487845,0.050100437188125,0.0010290322898467734,431.90572063264847,2324.0750477794268,429.35360107415556,18795.87599275451,8.959089649197207,3.1317264783818284
19,4.75,4.875,21600.0,24066.336680089582,13.780526613528963,260.0875626118474,24340.204769314958,0.9759536291941343,0.0034405434859086557,0.0008458856076511184,0.001997782536708685,0.006284211630268459,0.0010736974811090924,0.04913472680267342,0.0010673530308956776,454.53990602490086,2456.5499893586116,451.8540416594499,19831.66543551319,9.17084207311969,3.2086221530384607
20,5.0,5.125,21600.0,23732.330146982604,13.683048406477152,202.4765592953111,23948.489754684393,0.9763359997695313,0.0033927936344456833,0.0008399021343980853,0.0015552613519498118,0.005787957120793581,0.0011134811712591435,0.04764376242367882,0.0011069016402656172,478.0219518803231,2578.6113928451205,475.19733272270764,20836.41795655721,9.41358161626674,3.2920199932164063
21,5.25,5.375,21600.0,23437.999347043115,13.586394817343473,184.8855106204046,23636.471252480864,0.9766406821966322,0.003350715858758623,0.0008339692783999888,0.0014201411274676902,0.005604826264626302,0.001150235867439916,0.04683108426550304,0.001143439153912081,502.2866821532159,2696.84766193337,499.3186833417716,21824.340225594697,9.672159634994493,3.379926490406384
22,5.5,5.625,21600.0,23202.199383590865,13.502256812984328,170.3314266947042,23386.033067098553,0.9768853009465115,0.0033170057000827366,0.0008288046624938002,0.0013083484126889774,0.005454158775265515,0.0011808809203230368,0.04617244446289965,0.001173903125982659,527.204122759022,2811.934352723613,524.0888874455362,22798.612163373535,9.94205609255083,3.4709690875986396
23,5.75,5.875,21600.0,23032.802422696084,13.438110825839374,159.60115925051895,23205.841692772443,0.9770613431116115,0.003292788569819556,0.0008248672101136261,0.0012259271669402948,0.005343582946873477,0.0012035698288419296,0.04569479823057199,0.0011964579663370756,552.6048923145552,2924.7081326753837,549.3395645209595,23762.97917551287,10.21817788991726,3.563612184533678
24,6.0,6.125,21600.0,22931.43338551885,13.398408054803038,153.07096210669314,23097.902755680345,0.9771668117664456,0.003278296768048101,0.000822430147761413,0.001175767468090451,0.005276494383899965,0.001217402742623429,0.045407202267260506,0.001210209141794385,578.3003723380886,3036.078060874836,574.8832106279685,24721.380054640707,10.495351911361936,3.6563121841447965
25,6.25,6.375,21600.0,22897.446371331785,13.38587680127017,150.8832676942327,23061.715515827287,0.9772021733760551,0.0032734379562637745,0.0008216609458791805,0.0011589633670062664,0.0052540622691492215,0.0012220394947885728,0.04531087236122824,0.001214818495512777,604.0946527836779,3146.978531953696,600.5250733479348,25677.782326338183,10.768571634622187,3.747592735803458
26,6.5,6.625,21600.0,22930.36592539163,13.402519590579463,153.07096210669314,23096.8394070889,0.9771678508359509,0.003278144163061476,0.0008226825248320545,0.001175767468090451,0.005276594155983982,0.001217402742623429,0.04540561384028717,0.001210209141794385,629.7901601304783,3258.350684450242,626.0687466167584,26636.150697929716,11.033084869528933,3.836067961016472
27,6.75,6.875,21600.0,23030.690395493177,13.450125262374176,159.60115925051906,23203.74168000607,0.97706339495506,0.003292486632655973,0.0008256046883852366,0.0012259271669402957,0.005344018487981506,0.0012035698288419296,0.04569199744647511,0.0011964579663370756,655.1909830280078,3371.13389313615,651.3194767189815,27600.460625912063,11.284437380345777,3.920449827076911
28,7.0,7.125,21600.0,23199.088464570537,13.53020013888766,170.3314266947042,23382.95009140413,0.976888312664793,0.0033165609605150625,0.0008305198986291396,0.0013083484126889774,0.00545542927183318,0.0011808809203230368,0.04616922233460368,0.001173903125982659,680.1085004537961,3486.247747214572,676.0897571888011,28574.667577907592,11.518583625779769,3.999574244169605
29,7.25,7.375,21600.0,23433.958250187123,13.643232322464687,184.88551062040477,23632.486993129995,0.9766445733941544,0.003350138140194779,0.0008374581165921107,0.0014201411274676918,0.005607737384254581,0.0011502358674399158,0.046828709339207485,0.0011434391539120808,704.3733274038599,3604.54589897817,700.2112039137733,29562.543682779677,11.73215040887464,4.072472455659885
30,7.5,7.625,21600.0,23727.45200674375,13.787266013369607,202.4765592953111,23943.715832052432,0.9763406607331826,0.003392096251464417,0.0008462992900516017,0.0015552613519498118,0.00579365689346583,0.0011134811712591435,0.04764403455184888,0.0011069016402656172,727.8554853610199,3726.72808744581,723.5546064163625,30567.306739345564,11.922883654530594,4.138497767044505
31,7.75,7.875,21600.0,24060.74208265516,13.956012274729002,221.74131940625466,24296.439414336142,0.9759963430858464,0.003439743677611483,0.0008566573872297394,0.0017032376755272776,0.005999638740368501,0.0010736974811090922,0.048559601430862465,0.0010673530308956773,750.4906613681078,3853.209597607224,746.0560317629753,31591.01699717929,12.090213660093436,4.197489731059867
32,8.0,8.125,21600.0,24400.58325683625,14.137212626209642,240.68815637614964,24655.40862583861,0.975646053323521,0.0034883276542097834,0.0008677799497933732,0.001848771970378632,0.006204879574381789,0.0010351489578487845,0.049483427180236524,0.0010290322898467734,772.3053436671736,3983.97094899804,767.741811677335,32633.828502538992,12.235760238450707,4.249924156229005
33,8.25,8.375,21600.0,24700.44115661271,14.312498340214638,256.8700456599868,24971.623700612912,0.9753375881070621,0.0035311955886814087,0.0008785394560779959,0.001973068170848814,0.006382803215608218,0.0010027443668759416,0.05029181085941867,0.0009968191767508283,793.4304519483509,4118.439327501384,788.7420922485651,33693.34076225049,12.363531182946712,4.296976524164442
34,8.5,8.625,21600.0,24908.971710227932,14.459972876750964,314.1446369559682,25237.57632006065,0.9750782290108034,0.0035610072898717834,0.0008875918378518993,0.002413005310245986,0.006861604437969669,0.0009810950787029064,0.05155277209472269,0.0009752978136529528,814.0939721079403,4262.956311338024,809.2835122102935,34779.129253688436,12.468640349191391,4.339516461531549
35,8.75,8.875,21600.0,24984.98507692728,14.559577440211203,318.69949898590323,25318.244153353397,0.9749995747352558,0.0035718742239264287,0.0008937058325525569,0.0024479920805826434,0.006913572137061629,0.0009734831581831608,0.05176941218509131,0.0009677308717716186,834.5955184771354,4408.5560770384145,829.6639154805003,35869.39259876721,12.569785413681013,4.380666488739391
36,9.0,9.125,21600.0,24912.52876027472,14.599268234879553,314.1446369559682,25241.272665465567,0.9750746247915334,0.003561515808701641,0.0008961421597632479,0.002413005310245986,0.0068706632787108755,0.0009810950787029064,0.05157155262264791,0.0009752978136529528,855.2589622573582,4553.263320479266,850.2052595141857,36955.57262495363,12.674658024906867,4.422662706390495
37,9.25,9.375,21600.0,24707.326827766956,14.578790992953857,301.2911813756233,25023.19680013553,0.9752872882216341,0.0035321799699501812,0.0008948852118457185,0.0023142754485143964,0.0067413406303102955,0.001002744366875942,0.05100018465513756,0.000996819176750829,876.3829810793173,4695.277787041241,871.2044570637835,38029.95299164164,12.789786339552597,4.467424219073772
38,9.5,9.625,21600.0,24410.37696814172,14.508964941057963,282.3109202607466,24707.19685334353,0.9755955276520759,0.0034897277713145524,0.0008905991018882186,0.002168484416383957,0.006548811289586728,0.001035148957848785,0.050164059179079214,0.001029032289846774,898.1965336639065,4833.279992761299,892.8891139391197,39087.05335817569,12.919639553038007,4.516282109181846
39,9.75,9.875,21600.0,24072.88668825075,14.407214368279643,260.0875626118474,24347.381465230876,0.9759466250968427,0.0034414798805170715,0.0008843533793917401,0.001997782536708685,0.006323615796617497,0.0010736974811090924,0.04920194368801833,0.0010673530308956776,920.8305566180759,4966.584641055846,915.3893930461734,40124.25232941106,13.06624513802948,4.569854779820599
40,10.0,10.125,21600.0,23741.308079065573,14.292101965607184,237.4913026320942,23993.091483663273,0.9762924544669824,0.0033940771270750602,0.0008772874720129046,0.001824216322587749,0.006095580921675714,0.0011134811712591435,0.04824381052130652,0.0011069016402656172,944.3115551570093,5095.127745699424,938.7316429815079,41141.61380224348,13.22932742719332,4.628079343334745
41,10.25,10.375,21600.0,23448.84558406147,14.17936728405725,216.85819290814374,23679.883144253672,0.9765982852973073,0.0033522664458137358,0.0008703675155206323,0.0016657294427440577,0.005888363404078426,0.001150235867439916,0.047387087596753794,0.001143439153912081,968.5752320749218,5219.33996273784,962.8519464698385,42141.2218096755,13.406813452170383,4.6903575559576485
42,10.5,10.625,21600.0,23214.31471472395,14.08034208463893,199.7872373261192,23428.18229413471,0.9768441268539078,0.0033187377178868437,0.000864289083735558,0.0015346041532291765,0.005717630954851578,0.0011808809203230368,0.046691361910294875,0.001173903125982659,993.491622452,5339.981021841561,987.6211065506491,43126.40175506415,13.59547396423094,4.755747086624549
43,10.75,10.875,21600.0,23045.572462651162,14.002228280086937,187.20135972241323,23246.77605065366,0.9770213485515021,0.0032946141853407835,0.0008594942493375361,0.0014379296093435037,0.005592038044021823,0.0012035698288419296,0.046185596196120136,0.0011964579663370756,1018.8913522646226,5457.993497741466,1012.8707500269752,44101.08692621462,13.791495728561527,4.823134610569007
44,11.0,11.125,21600.0,22944.249329507224,13.949268390943391,179.54188036574533,23137.740478263913,0.9771278844414737,0.0032801289460480643,0.0008562434295927127,0.0013790956768579726,0.00551546805249875,0.001217402742623429,0.04587982373706914,0.001210209141794385,1044.5858086591409,5574.402758546067,1038.413378553566,45069.42475652043,13.990877351083851,4.891355940755345
45,11.25,11.375,21600.0,22909.724874166448,13.92403438597635,176.97586285940073,23100.62477141182,0.9771641519066319,0.0032751933012299013,0.000854694498828045,0.0013593856034058464,0.005489273403463793,0.0012220394947885728,0.04577566586262387,0.001214818495512777,1070.3790854880049,5690.26345624746,1064.0542435871519,46035.60009426965,14.189641638993617,4.959259839994571
46,11.5,11.625,21600.0,22941.56850838412,13.928414806797988,179.54188036574533,23135.03880355666,0.977130524326731,0.0032797456936331008,0.000854963380782443,0.0013790956768579726,0.005513804751273516,0.001217402742623429,0.0458730859238147,0.001210209141794385,1096.0736113006799,5806.637925884638,1089.5969411217093,47003.79833229605,14.383922974818054,5.025732837131752
47,11.75,11.875,21600.0,23040.341378304736,13.964118993979527,187.20135972241334,23241.50685702113,0.977026496679734,0.0032938663451766745,0.0008571549993552845,0.0014379296093435046,0.0055889509538754635,0.0012035698288419296,0.04617267635034919,0.0011964579663370756,1121.4734749497495,5924.5858743691615,1114.8467176436466,47978.21598178128,14.570015263528092,5.08971086737461
48,12.0,12.125,21600.0,23206.790266486263,14.032601755733724,170.3314266947042,23391.154294936703,0.976880298107124,0.0033176620165155314,0.0008613586545685187,0.0013083484126889774,0.005487369083773027,0.0011808809203230368,0.04622758769075898,0.001173903125982659,1146.3907879479918,6040.37273369097,1139.616794893877,48953.64648609431,14.750298810155101,5.150700734691299
49,12.25,12.375,21600.0,23439.403783914815,14.134322306766569,184.88551062040477,23638.42361684199,0.9766387754400321,0.003350916638220596,0.0008676025342499056,0.0014201411274676918,0.005638660299938193,0.0011502358674399158,0.046881953970057004,0.0011434391539120808,1170.6554708473363,6159.322514364775,1163.7380984193217,49942.63994299024,14.916352104914946,5.207382807042791
50,12.5,12.625,21600.0,23730.435352645287,14.267314538350572,202.4765592953111,23947.17922647895,0.9763372792862355,0.0033925227530730412,0.0008757659533833856,0.0015552613519498118,0.005823550058406238,0.0011134811712591435,0.047691805937451384,0.0011069016402656172,1194.1375474766621,6282.134693192705,1187.0814200746408,50948.40696493976,15.066096065722729,5.259145702830575
51,12.75,12.875,21600.0,24061.169824087236,14.425295294281705,221.74131940625466,24297.33643878777,0.9759954675936546,0.0034398048278819764,0.0008854632350240448,0.0017032376755272776,0.006028505738433299,0.0010736974811090922,0.048601753170550106,0.0010673530308956773,1216.7727031794527,6409.224649577486,1209.582825236934,51973.004926469504,15.198709392541218,5.305748965961506
52,13.0,13.125,21600.0,24398.488331906025,14.596026802472696,240.68815637614964,24653.772515084645,0.9756476495898266,0.0034880281620013115,0.0008959431919662958,0.001848771970378632,0.00623274332434624,0.0010351489578487845,0.04952004562393705,0.0010290322898467734,1238.587421169784,6540.57341527522,1231.2686406316604,53016.58983467393,15.315061766920163,5.347452355830975
53,13.25,13.375,21600.0,24695.997485742824,14.76117483497697,256.8700456599868,24967.62870623779,0.9753414845830236,0.0035305603178020836,0.0009060804202265074,0.001973068170848814,0.006409708908877405,0.0010027443668759416,0.050323243056681045,0.0009968191767508283,1259.7126138458186,6675.609163338498,1252.269005099061,54076.768521059734,15.417928489617456,5.385081317607977
54,13.5,13.625,21600.0,24902.50193322616,14.898887746344652,267.82844048169085,25185.2292614542,0.9751292728239884,0.0035600823651765704,0.0009145336073201918,0.002057241706812283,0.006531857679309045,0.0009810950787029064,0.05087864472647743,0.0009752978136529528,1280.3772157082205,6813.188324925209,1272.8115003718483,55148.41484708277,15.511819427962736,5.419978624503616
55,13.75,13.875,21600.0,24976.949999001463,14.989154568182052,271.71175234054573,25263.65090591019,0.9750528045812782,0.0035707255225106743,0.0009200744264472129,0.002087070171265972,0.006577870120223859,0.0009734831581831608,0.0510814369893018,0.0009677308717716186,1300.8798813539618,6951.725772237355,1293.1930163048257,56224.24817248952,15.602381083560735,5.4538290667152705
56,14.0,14.125,21600.0,24903.49138777131,15.019971607880342,267.82844048169085,25186.33979986088,0.9751281899060807,0.0035602238184203766,0.000921966058826893,0.002057241706812283,0.0065394315840595525,0.0009810950787029064,0.050891127286732826,0.0009752978136529528,1321.5444602675425,7089.464308442654,1313.7354887643958,57296.15622569078,15.695496858262537,5.4883928264853195
57,14.25,14.375,21600.0,24697.896161884026,14.991107151989452,256.8700456599868,24969.757314696002,0.9753394084650995,0.0035308317541206348,0.0009201942812674771,0.001973068170848814,0.006424094206236926,0.0010027443668759416,0.05034698292247161,0.0009968191767508283,1342.669607976361,7224.802828892214,1334.7358085302903,58356.832790989465,15.796328578327731,5.525218474607943
58,14.5,14.625,21600.0,24401.1479166083,14.913380846567998,240.68815637614964,24656.749453831017,0.975644745150859,0.003488408378439911,0.0009154232326032443,0.001848771970378632,0.006252603581421788,0.0010351489578487845,0.04955288284983114,0.0010290322898467734,1364.4842610257099,7356.569737171088,1356.4215593677689,59401.10660179496,15.908559346998473,5.565413230666747
59,14.75,14.875,21600.0,24064.39281213957,14.804197077694122,221.74131940625466,24300.938328623517,0.9759919521718312,0.0034402655889315716,0.0009087212406351836,0.0017032376755272776,0.006052224505094033,0.0010736974811090922,0.04864104585630296,0.0010673530308956773,1387.1193351993102,7484.1592612208005,1378.9228834826254,60426.52921869597,16.034016092552104,5.6095258524825535
60,15.0,15.125,21600.0,23733.99409699259,14.682083905409936,202.4765592953111,23951.15274019331,0.976333399804374,0.003393031514121508,0.0009012256072797496,0.0015552613519498118,0.005849518473351069,0.0011134811712591435,0.04773487418321436,0.0011069016402656172,1410.6013185224679,7607.518594800196,1402.2661123831201,61433.20050190746,16.172709072025498,5.657556087509685
61,15.25,15.375,21600.0,23443.056044049226,14.562737255593333,216.85819290814374,23674.476974212965,0.9766035649679704,0.0033514387683636804,0.0008938997904780802,0.0016657294427440577,0.0059110680015858185,0.001150235867439916,0.047410302946771836,0.001143439153912081,1434.865126614298,7732.210428595519,1426.3865462702652,62433.30363278648,16.317711414244485,5.708592937413887
62,15.5,15.625,21600.0,23210.291165312585,14.457440135880312,199.7872373261192,23424.535842774585,0.9768476888749972,0.0033181625079202613,0.0008874363714382796,0.0015346041532291765,0.0057402030325877165,0.0011808809203230368,0.0467172518662728,0.001173903125982659,1459.7816078479475,7853.328196422341,1451.155796670778,63419.03344633553,16.472556806277037,5.7624110103921975
63,15.75,15.875,21600.0,23043.45340151308,14.373342606935832,187.20135972241323,23245.028103842433,0.9770230563343454,0.0032943112425999842,0.0008822742400213772,0.0014379296093435037,0.005614515091964865,0.0012035698288419296,0.04621443928154969,0.0011964579663370756,1485.1813820579855,7971.815227434056,1476.4054842821765,64394.329016950105,16.634160376581974,5.818108803269968
64,16.0,16.125,21600.0,22944.07097747922,14.314633397398413,179.54188036574533,23137.927491242364,0.9771277017058948,0.0032801034486939673,0.0008786705116024993,0.0013790956768579726,0.005537869637154439,0.001217402742623429,0.0459117068129576,0.001210209141794385,1510.8758336473072,8088.697273381487,1501.9481080319647,65363.33958903617,16.79923416620475,5.874728647950524
65,16.25,16.375,21600.0,22911.423347529308,14.283829874721206,176.97586285940073,23102.68304026343,0.9771621406421649,0.003275436116392934,0.000876779708933752,0.0013593856034058464,0.005511601428732533,0.0012220394947885728,0.04581048802618254,0.001214818495512777,1536.6690573867277,8205.029003591568,1527.588920289811,66330.24791917636,16.964469609023542,5.931310907389534
66,16.5,16.625,21600.0,22944.984593635396,14.282766600947138,179.54188036574533,23138.809240602088,0.9771268401245493,0.0032802340600186796,0.0008767144423436063,0.0013790956768579726,0.005536044179220259,0.001217402742623429,0.04591056728961016,0.001210209141794385,1562.3634863199932,8321.872418473205,1553.131521517417,67299.23358612724,17.12661574280161,5.986916137833648
67,16.75,16.875,21600.0,23045.22852087972,14.313101192634468,187.20135972241323,23246.742981794767,0.9770213808604837,0.003294565015139394,0.0008785764607730829,0.0014379296093435037,0.005611071085255981,0.0012035698288419296,0.04621237284927329,0.0011964579663370756,1587.7632169725557,8440.286565141385,1578.38116582872,68274.48387494244,17.282522882693815,6.040636147212689
68,17.0,17.125,21600.0,23212.825424810464,14.376240533877368,199.7872373261192,23426.988902670462,0.9768452926120463,0.0033185248077635216,0.0008824521225334622,0.0015346041532291765,0.00573558108352616,0.0011808809203230368,0.04671472524808689,0.001173903125982659,1612.6796370846591,8561.306513389069,1603.1503554688525,69260.15795915443,17.42922511424064,6.091615973438707
69,17.25,17.375,21600.0,23446.20014026298,14.472600915764323,216.85819290814374,23677.530934086888,0.9766005824644245,0.0033518882509704895,0.0008883669806859742,0.0016657294427440577,0.005905984674400522,0.001150235867439916,0.04740810303689701,0.001143439153912081,1636.9433710759063,8685.890735766852,1627.270715693273,70260.21162960476,17.564123196586493,6.1391052937430315
70,17.5,17.625,21600.0,23737.556045874077,14.600179166276103,237.4913026320942,23989.647527672445,0.9762958167810196,0.0033935407332928444,0.0008961980751705113,0.001824216322587749,0.006113955131051105,0.0011134811712591435,0.04826411211267842,0.0011069016402656172,1660.4244504825044,8814.821758244985,1650.6130460184272,71278.00472593993,17.68529679032956,6.1825481351004985
71,17.75,17.875,21600.0,24068.143231566843,14.752661881601465,260.0875626118474,24342.98345606029,0.9759509173284886,0.003440801752008714,0.0009055578723630699,0.001997782536708685,0.006344142161080469,0.0010736974811090924,0.0492237277692707,0.0010673530308956776,1683.0585729815332,8948.559699659192,1673.1134240821323,72315.66747898808,17.79191358066049,6.221701688522237
72,18.0,18.125,21600.0,24404.827677212863,14.917789734411015,282.3109202607469,24702.056387208024,0.9756005426807376,0.0034889344400730556,0.0009156938619396076,0.002168484416383959,0.0065731127183966225,0.0010351489578487845,0.050189957595845616,0.0010290322898467734,1704.872237698239,9087.074718098851,1694.7981924269993,73373.31903612889,17.884622973929936,6.2567515480351386
73,18.25,18.375,21600.0,24701.229032521856,15.077219108340865,256.87004565998654,24973.176297290185,0.9753360738023391,0.0035313082240759418,0.0009254800636303101,0.0019730681708488122,0.006429856458555064,0.001002744366875942,0.05036066531835786,0.000996819176750829,1725.9973131806687,9222.534170692285,1715.7984403932887,74434.2802255796,17.972768435457887,6.288973607615446
74,18.5,18.625,21600.0,24906.20400468355,15.209105723797322,267.82844048169085,25189.241550889037,0.9751253603309584,0.0035606116163877702,0.000933575617086657,0.002057241706812283,0.006551428940286711,0.0009810950787029064,0.05091275810836224,0.0009752978136529528,1746.6618321308733,9360.525004023608,1736.3408532438048,75506.64077205016,18.053388428709717,6.318913480105371
75,18.75,18.875,21600.0,24978.79828801494,15.293466148083102,271.71175234054573,25265.80350650357,0.9750507056842915,0.003570989755443585,0.000938753885723258,0.002087070171265972,0.006596813812432815,0.0009734831581831608,0.05111164172858061,0.0009677308717716186,1767.1644536426118,9499.461128026147,1756.722325303566,76583.10792651068,18.131238979858882,6.347995745610501
76,19.0,19.125,21600.0,24903.29819381371,15.318343593976785,267.82844048169085,25186.444977889376,0.9751280873440256,0.003560196199251693,0.0009402809299376589,0.002057241706812283,0.006557718836001635,0.0009810950787029064,0.05091707741681458,0.0009752978136529528,1787.829030382733,9637.584829865375,1777.2647956025196,77655.56244850617,18.21133897377572,6.377725947940709
77,19.25,19.375,21600.0,24695.629806692155,15.283566424968548,256.8700456599868,24967.78341877711,0.9753413336854775,0.0035305077540995346,0.0009381462142214948,0.001973068170848814,0.006441722139169844,0.0010027443668759416,0.050368622918075055,0.0009968191767508283,1808.9542197904357,9773.294991694276,1798.2651568209005,78716.697005327,18.298145319336303,6.409443125915875
