annulus_id,outer_cut_id,r_inner_cm,r_outer_cm,signal_cps_at_reference_flux,prompt_cps,delayed_cps,background_cps,source_counts_20d,prompt_counts_20d,delayed_counts_20d,background_counts_20d,s_over_sqrt_b_annulus
0_0.720711,spot_r50,0.0,0.7207108448941753,0.0005311780698844835,0.008806038179531845,0.0015160781047454778,0.010322116284277323,910.6309453498718,15271.553963653452,2584.370123313824,17855.924086967287,6.8147705684502125
0.720711_0.849486,spot_r68,0.7207108448941753,0.8494856401373088,0.00019120181685779354,0.006096487815639463,0.0012109866705362932,0.007307474486175757,327.78893013352484,10572.614014063187,2064.298508941719,12636.912523004903,2.9159078374474405
0.849486_1.05164,spot_r90,0.8494856401373088,1.0516422148529696,0.00023370879862195481,0.004063714270948813,0.0015577445332457464,0.0056214588041945575,400.66124015996445,7047.349842964538,2655.3964593741057,9702.746302338643,4.067522771329564
1.05164_1.13764,spot_r95,1.0516422148529696,1.1376384250741831,5.313372720472517e-05,0.004741712760934748,0.0008479591480115185,0.005589671908946266,91.09038753223284,8223.144259931985,1445.4666161671905,9668.61087609918,0.9263828549994274
1.13764_1.30967,spot_r99,1.1376384250741831,1.3096744782126644,4.250698176630138e-05,0.010160202697600478,0.0020899588843364073,0.012250161581936887,72.87231003010862,17619.964916653586,3562.631293682638,21182.596210336218,0.5006946407911625
1.30967_1.8,full_aperture_1p8,1.3096744782126644,1.8,1.0586944897502618e-05,0.025055620707079215,0.006855215205817681,0.0319108359128969,18.14984500861719,43451.80612666108,11685.6864506833,55137.492577344376,0.0772946463639659
