selection_id,lo_keV,hi_keV,reference_flux_ph_cm2_s,science_final_response_cps_per_ph_cm2_s,science_final_response_lower95_cps_per_ph_cm2_s,background_final_cps_day15,background_final_upper95_cps_day15,prompt_background_cps_day15,delayed_background_cps_day15,atm511_background_cps_day15
broad_480_550,480.0,550.0,0.0001,11.828018692445431,11.766782285593402,0.01746163502311927,0.06623004554881307,0.012890505300524881,0.0014606070186947656,0.0031105227038996236
w2_510p58_511p42,510.58,511.42,0.0001,11.812055376847269,11.75070086974427,0.00610607963250202,0.048064935550823445,0.003393031514121508,0.000963379097436974,0.0017496690209435383
