selection_id,background_final_cps_day15,background_final_upper95_cps_day15,response_cps_per_ph_cm2_s,response_lower95_cps_per_ph_cm2_s,analysis_case_id,source_case_id,source_class,model_id,flux_ph_cm2_s,duration_s,final_rate_day15_cps,final_rate_lower95_day15_cps
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,A_point_w2_510p58_511p42_F5e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,5e-05,,0.0005906027688423634,0.0005875350434872135
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,A_point_w2_510p58_511p42_F8e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,8e-05,,0.0009449644301477816,0.0009400560695795417
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,A_point_w2_510p58_511p42_F0.0001,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,0.0001,,0.0011812055376847269,0.001175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,A_point_w2_510p58_511p42_F0.00015,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,0.00015,,0.00177180830652709,0.0017626051304616404
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,A_point_w2_510p58_511p42_F0.0002,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,0.0002,,0.0023624110753694538,0.002350140173948854
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,A_point_w2_510p58_511p42_F0.0003,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,0.0003,,0.00354361661305418,0.003525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,B_diffuse_proxy_w2_510p58_511p42,B_GC_DIFFUSE_BULGE_DISK_PROXY,extended_steady,routeB_fov_flux_proxy,6.26238e-07,,7.39715793508608e-06,7.358735411266912e-06
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0001_T3600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0001,3600.0,0.0011812055376847269,0.001175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0001_T21600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0001,21600.0,0.0011812055376847269,0.001175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0001_T86400s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0001,86400.0,0.0011812055376847269,0.001175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0001_T259200s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0001,259200.0,0.0011812055376847269,0.001175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0003_T3600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0003,3600.0,0.00354361661305418,0.003525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0003_T21600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0003,21600.0,0.00354361661305418,0.003525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0003_T86400s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0003,86400.0,0.00354361661305418,0.003525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.0003_T259200s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.0003,259200.0,0.00354361661305418,0.003525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.001_T3600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.001,3600.0,0.011812055376847269,0.01175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.001_T21600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.001,21600.0,0.011812055376847269,0.01175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.001_T86400s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.001,86400.0,0.011812055376847269,0.01175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.001_T259200s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.001,259200.0,0.011812055376847269,0.01175070086974427
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.003_T3600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.003,3600.0,0.035436166130541805,0.03525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.003_T21600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.003,21600.0,0.035436166130541805,0.03525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.003_T86400s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.003,86400.0,0.035436166130541805,0.03525210260923281
w2_510p58_511p42,0.00610607963250202,0.048064935550823445,11.812055376847269,11.75070086974427,C_transient_w2_510p58_511p42_F0.003_T259200s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,0.003,259200.0,0.035436166130541805,0.03525210260923281
