component_name,particle,bin_id,direction_tag,theta_min_deg,theta_max_deg,theta_mid_deg,mu_high,mu_low,mu_mid,delta_omega_sr,black_hole_mode,energy_unit_raw,energy_unit_cosima,flux_unit_raw,integral_per_sr_cm2_s,flux_cm2_s,raw_spectrum_path,cosima_spectrum_path,source_file,expacs_lat_deg,expacs_lon_deg,expacs_altitude_km,expacs_Rc_GV,W_or_date
Atm_n_bin18_up,n,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.348844020410e-02,3.360777815944e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_n_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/n_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_n_bin19_up,n,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.355245785002e-02,3.364800163266e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_n_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/n_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin00_down,p,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.827592359325e-03,4.289902799552e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin01_down,p,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.128028754441e-03,5.106991084624e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin02_down,p,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,9.499240652856e-03,5.968548929939e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin03_down,p,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.095587149978e-02,6.883777083477e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin04_down,p,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.251850319100e-02,7.865607531759e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin05_down,p,05,atm_down,60.000000,66.421822,63.256316,0.500000,0.400000,0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.421770905066e-02,8.933250060889e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin05_theta63.26_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin06_down,p,06,atm_down,66.421822,72.542397,69.512685,0.400000,0.300000,0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.610255765827e-02,1.011753536865e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin06_theta69.51_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin07_down,p,07,atm_down,72.542397,78.463041,75.522488,0.300000,0.200000,0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.826156192195e-02,1.147407775541e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin07_theta75.52_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin08_down,p,08,atm_down,78.463041,84.260830,81.373073,0.200000,0.100000,0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.088990306501e-02,1.312551320065e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin08_theta81.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin09_down,p,09,atm_down,84.260830,90.000000,87.134016,0.100000,0.000000,0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.467471544169e-02,1.550358095221e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin09_theta87.13_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin10_up,p,10,atm_up_albedo_like,90.000000,95.739170,92.865984,0.000000,-0.100000,-0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.667079027302e-03,4.817367829333e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin10_theta92.87_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin11_up,p,11,atm_up_albedo_like,95.739170,101.536959,98.626927,-0.100000,-0.200000,-0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.055387321843e-03,3.804712064989e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin11_theta98.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin12_up,p,12,atm_up_albedo_like,101.536959,107.457603,104.477512,-0.200000,-0.300000,-0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.050917083438e-03,3.173584800644e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin12_theta104.48_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin13_up,p,13,atm_up_albedo_like,107.457603,113.578178,110.487315,-0.300000,-0.400000,-0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,4.264172256876e-03,2.679258447168e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin13_theta110.49_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin14_up,p,14,atm_up_albedo_like,113.578178,120.000000,116.743684,-0.400000,-0.500000,-0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.596246631546e-03,2.259588399632e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin14_theta116.74_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin15_up,p,15,atm_up_albedo_like,120.000000,126.869898,123.367013,-0.500000,-0.600000,-0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.004989460419e-03,1.888090562594e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin15_theta123.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin16_up,p,16,atm_up_albedo_like,126.869898,134.427004,130.541602,-0.600000,-0.700000,-0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.468044118404e-03,1.550717854223e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin16_theta130.54_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin17_up,p,17,atm_up_albedo_like,134.427004,143.130102,138.590378,-0.700000,-0.800000,-0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.971951685726e-03,1.239013785822e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin17_theta138.59_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin18_up,p,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.507902623290e-03,9.474431607313e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_p_bin19_up,p,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.069775800293e-03,6.721599590378e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_p_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/p_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin00_down,alpha,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.871729262309e-03,1.176042179996e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin01_down,alpha,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.905187370833e-03,1.197064529584e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin02_down,alpha,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.909154929743e-03,1.199557420369e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin03_down,alpha,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.891070814124e-03,1.188194835414e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin04_down,alpha,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.856817203229e-03,1.166672656944e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin05_down,alpha,05,atm_down,60.000000,66.421822,63.256316,0.500000,0.400000,0.450000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.810818407607e-03,1.137770761265e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin05_theta63.26_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin06_down,alpha,06,atm_down,66.421822,72.542397,69.512685,0.400000,0.300000,0.350000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.756097998012e-03,1.103388913908e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin06_theta69.51_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin07_down,alpha,07,atm_down,72.542397,78.463041,75.522488,0.300000,0.200000,0.250000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.694225052041e-03,1.064512995404e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin07_theta75.52_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin08_down,alpha,08,atm_down,78.463041,84.260830,81.373073,0.200000,0.100000,0.150000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.624880849846e-03,1.020942748167e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin08_theta81.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin09_down,alpha,09,atm_down,84.260830,90.000000,87.134016,0.100000,0.000000,0.050000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.543229247866e-03,9.696395335803e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin09_theta87.13_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin10_up,alpha,10,atm_up_albedo_like,90.000000,95.739170,92.865984,0.000000,-0.100000,-0.050000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,8.611161903374e-05,5.410552594902e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin10_theta92.87_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin11_up,alpha,11,atm_up_albedo_like,95.739170,101.536959,98.626927,-0.100000,-0.200000,-0.150000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,6.410079669344e-05,4.027571839628e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin11_theta98.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin12_up,alpha,12,atm_up_albedo_like,101.536959,107.457603,104.477512,-0.200000,-0.300000,-0.250000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,5.282553769801e-05,3.319126423080e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin12_theta104.48_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin13_up,alpha,13,atm_up_albedo_like,107.457603,113.578178,110.487315,-0.300000,-0.400000,-0.350000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,4.500274158876e-05,2.827605647333e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin13_theta110.49_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin14_up,alpha,14,atm_up_albedo_like,113.578178,120.000000,116.743684,-0.400000,-0.500000,-0.450000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,3.894238700110e-05,2.446822338318e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin14_theta116.74_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin15_up,alpha,15,atm_up_albedo_like,120.000000,126.869898,123.367013,-0.500000,-0.600000,-0.550000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,3.396309626625e-05,2.133964274464e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin15_theta123.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin16_up,alpha,16,atm_up_albedo_like,126.869898,134.427004,130.541602,-0.600000,-0.700000,-0.650000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,2.971821788096e-05,1.867250699452e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin16_theta130.54_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin17_up,alpha,17,atm_up_albedo_like,134.427004,143.130102,138.590378,-0.700000,-0.800000,-0.750000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,2.600578417173e-05,1.633991610095e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin17_theta138.59_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin18_up,alpha,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,2.269690005090e-05,1.426088289183e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_alpha_bin19_up,alpha,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV_per_nucleon,keV_total,cm^-2 s^-1 (MeV/n)^-1 sr^-1,1.970360228278e-05,1.238013843617e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_alpha_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/alpha_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin00_down,eminus,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,4.906714046847e-03,3.082979360568e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin01_down,eminus,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.126832231049e-03,3.849602225368e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin02_down,eminus,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.425994073922e-03,4.665889685647e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin03_down,eminus,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.823294673245e-03,5.543839545185e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin04_down,eminus,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.034633458810e-02,6.500793746710e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
