particle,bin_id,theta_mid_deg,rows_seen,numeric_rows,rows_kept,rows_dropped,pdf_integral,raw_spectrum_path,cosima_spectrum_path
eplus,09,87.134016,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin09_theta87.13_pdf.dat
eplus,10,92.865984,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin10_theta92.87_pdf.dat
eplus,11,98.626927,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin11_theta98.63_pdf.dat
eplus,12,104.477512,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin12_theta104.48_pdf.dat
eplus,13,110.487315,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin13_theta110.49_pdf.dat
eplus,14,116.743684,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin14_theta116.74_pdf.dat
eplus,15,123.367013,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin15_theta123.37_pdf.dat
eplus,16,130.541602,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin16_theta130.54_pdf.dat
eplus,17,138.590378,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin17_theta138.59_pdf.dat
eplus,18,148.211669,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin18_theta148.21_pdf.dat
eplus,19,161.805128,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin19_theta161.81_pdf.dat
muminus,00,18.194872,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin00_theta18.19_pdf.dat
muminus,01,31.788331,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin01_theta31.79_pdf.dat
muminus,02,41.409622,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin02_theta41.41_pdf.dat
muminus,03,49.458398,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin03_theta49.46_pdf.dat
muminus,04,56.632987,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin04_theta56.63_pdf.dat
muminus,05,63.256316,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin05_theta63.26_pdf.dat
muminus,06,69.512685,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin06_theta69.51_pdf.dat
muminus,07,75.522488,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin07_theta75.52_pdf.dat
muminus,08,81.373073,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin08_theta81.37_pdf.dat
muminus,09,87.134016,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin09_theta87.13_pdf.dat
muminus,10,92.865984,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin10_theta92.87_pdf.dat
muminus,11,98.626927,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin11_theta98.63_pdf.dat
muminus,12,104.477512,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin12_theta104.48_pdf.dat
muminus,13,110.487315,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin13_theta110.49_pdf.dat
muminus,14,116.743684,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin14_theta116.74_pdf.dat
muminus,15,123.367013,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin15_theta123.37_pdf.dat
muminus,16,130.541602,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin16_theta130.54_pdf.dat
muminus,17,138.590378,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin17_theta138.59_pdf.dat
muminus,18,148.211669,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin18_theta148.21_pdf.dat
muminus,19,161.805128,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin19_theta161.81_pdf.dat
muplus,00,18.194872,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin00_theta18.19_pdf.dat
muplus,01,31.788331,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin01_theta31.79_pdf.dat
muplus,02,41.409622,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin02_theta41.41_pdf.dat
muplus,03,49.458398,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin03_theta49.46_pdf.dat
muplus,04,56.632987,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin04_theta56.63_pdf.dat
muplus,05,63.256316,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin05_theta63.26_pdf.dat
muplus,06,69.512685,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin06_theta69.51_pdf.dat
muplus,07,75.522488,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin07_theta75.52_pdf.dat
muplus,08,81.373073,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin08_theta81.37_pdf.dat
muplus,09,87.134016,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin09_theta87.13_pdf.dat
muplus,10,92.865984,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin10_theta92.87_pdf.dat
muplus,11,98.626927,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin11_theta98.63_pdf.dat
muplus,12,104.477512,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin12_theta104.48_pdf.dat
muplus,13,110.487315,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin13_theta110.49_pdf.dat
muplus,14,116.743684,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin14_theta116.74_pdf.dat
muplus,15,123.367013,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin15_theta123.37_pdf.dat
muplus,16,130.541602,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin16_theta130.54_pdf.dat
muplus,17,138.590378,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin17_theta138.59_pdf.dat
muplus,18,148.211669,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin18_theta148.21_pdf.dat
muplus,19,161.805128,143,80,80,63,1.000000000000e+00,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin19_theta161.81_pdf.dat
