cut_id,radius_cm,signal_cps_at_reference_flux,signal_response_cps_per_ph_cm2_s,signal_psf_fraction,prompt_cps,delayed_cps,background_cps,Z20d_at_reference_flux,T3_day_constant_rate,T3_status,flux_3sigma_20d_ph_cm2_s
spot_r50,0.12665676532996006,0.0004491889477700367,4.491889477700367,0.5000501587570425,0.0002302672393125327,0.01281876672531461,0.013049033964627142,5.169062106584422,6.736727872615141,mission_internal_crossing,5.803760794784338e-05
spot_r68,0.1882287646809658,0.0006109184612588121,6.109184612588121,0.6800921417516116,0.0002302672393125327,0.017995129074562664,0.018225396313875198,5.948625491467992,5.0867365967856895,mission_internal_crossing,5.0431818313370826e-05
spot_r90,0.5236921318617493,0.0008084679022544619,8.084679022544618,0.9000099064754505,0.0032237414527775355,0.05187674210037312,0.055100483553150656,4.527484229695351,8.781295919638385,mission_internal_crossing,6.626196465408486e-05
spot_r95,0.8523026245068006,0.0008534226175109034,8.534226175109033,0.9500547987473096,0.007598818945597453,0.07625502413352242,0.08385384307911987,3.874133050709358,11.992878712891368,mission_internal_crossing,7.743667965793525e-05
spot_r99,1.216797402482535,0.000889332658980127,8.89332658980127,0.9900308979518926,0.017730577222892955,0.11010281614412226,0.1278333933670152,3.269745505829062,16.83622038717572,mission_internal_crossing,9.175025991019243e-05
spot_rmax,1.6965521015564764,0.0008982877815428962,8.982877815428962,1.0,0.029701065154432986,0.14888813783698282,0.1785892029914158,2.7942146286053764,23.054355255129153,extrapolated_beyond_20d,0.0001073646945115785
full_aperture_1p8,1.8,0.0008982877815428962,8.982877815428962,1.0,0.0322340047953399,0.15140560336799386,0.18363960816333375,2.755523903838099,23.706319836780455,extrapolated_beyond_20d,0.00010887221830379973
