pilot_event_id,original_event_id,sampling_method,pilot_event_weight_Bq,event_id,source_name,production_tag,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,state_id,point_index_within_key,x_cm,y_cm,z_cm,key_activity_Bq,key_rpip_count,event_weight_Bq
218,42473,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,42473,RP2_n_67f8c80bbdd65dcb_53128_gs_004362,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,4362,-14.68168,11.05871,-8.087996,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
219,42602,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,42602,RP2_n_67f8c80bbdd65dcb_53128_gs_004491,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,4491,-19.7888,2.635128,-1.646486,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
220,42730,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,42730,RP2_n_67f8c80bbdd65dcb_53128_gs_004619,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,4619,-19.87612,13.46018,-7.42165,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
221,42858,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,42858,RP2_n_67f8c80bbdd65dcb_53128_gs_004747,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,4747,-20.88018,10.466,-4.502468,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
222,42986,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,42986,RP2_n_67f8c80bbdd65dcb_53128_gs_004875,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,4875,-21.19128,9.729974,-2.004823,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
223,43114,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43114,RP2_n_67f8c80bbdd65dcb_53128_gs_005003,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5003,-16.2917,11.57899,-12.05125,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
224,43242,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43242,RP2_n_67f8c80bbdd65dcb_53128_gs_005131,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5131,-15.18632,9.702444,-13.00941,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
225,43371,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43371,RP2_n_67f8c80bbdd65dcb_53128_gs_005260,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5260,-13.71026,9.966907,-8.961518,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
226,43499,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43499,RP2_n_67f8c80bbdd65dcb_53128_gs_005388,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5388,-23.25924,0.2906769,1.998461,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
227,43627,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43627,RP2_n_67f8c80bbdd65dcb_53128_gs_005516,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5516,-20.25428,12.78994,-2.415122,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
228,43755,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43755,RP2_n_67f8c80bbdd65dcb_53128_gs_005644,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5644,-16.40119,17.55577,-11.09513,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
229,43883,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,43883,RP2_n_67f8c80bbdd65dcb_53128_gs_005772,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5772,-17.40991,10.92276,-4.904086,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
230,44011,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44011,RP2_n_67f8c80bbdd65dcb_53128_gs_005900,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,5900,-24.03901,9.535685,-3.568157,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
231,44140,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44140,RP2_n_67f8c80bbdd65dcb_53128_gs_006029,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6029,-22.89782,7.66275,-5.696419,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
232,44268,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44268,RP2_n_67f8c80bbdd65dcb_53128_gs_006157,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6157,-23.38411,11.53388,-4.963643,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
233,44396,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44396,RP2_n_67f8c80bbdd65dcb_53128_gs_006285,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6285,-21.94927,7.968861,-5.780476,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
234,44524,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44524,RP2_n_67f8c80bbdd65dcb_53128_gs_006413,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6413,-14.93698,1.502402,-9.414091,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
235,44652,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44652,RP2_n_67f8c80bbdd65dcb_53128_gs_006541,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6541,-14.42901,12.43465,-10.06274,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
236,44780,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44780,RP2_n_67f8c80bbdd65dcb_53128_gs_006669,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6669,-12.71207,1.67433,-9.607201,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
237,44909,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,44909,RP2_n_67f8c80bbdd65dcb_53128_gs_006798,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6798,-23.35518,6.669615,-5.154083,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
238,45037,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45037,RP2_n_67f8c80bbdd65dcb_53128_gs_006926,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,6926,-21.10766,10.12999,-4.144768,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
239,45165,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45165,RP2_n_67f8c80bbdd65dcb_53128_gs_007054,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7054,-25.01755,9.230844,-3.731666,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
240,45293,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45293,RP2_n_67f8c80bbdd65dcb_53128_gs_007182,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7182,-23.74592,3.905895,-4.008388,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
241,45421,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45421,RP2_n_67f8c80bbdd65dcb_53128_gs_007310,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7310,-18.21701,5.171515,-6.192753,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
242,45549,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45549,RP2_n_67f8c80bbdd65dcb_53128_gs_007438,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7438,-22.4737,13.15308,-6.333144,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
243,45678,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45678,RP2_n_67f8c80bbdd65dcb_53128_gs_007567,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7567,-12.87096,14.01372,-12.04849,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
244,45806,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45806,RP2_n_67f8c80bbdd65dcb_53128_gs_007695,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7695,-20.59491,15.09681,-7.644425,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
245,45934,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,45934,RP2_n_67f8c80bbdd65dcb_53128_gs_007823,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7823,-23.17783,1.215781,-5.470706,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
246,46062,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46062,RP2_n_67f8c80bbdd65dcb_53128_gs_007951,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,7951,-26.02567,4.428972,-2.651885,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
247,46190,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46190,RP2_n_67f8c80bbdd65dcb_53128_gs_008079,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8079,-20.96765,12.78737,-7.528212,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
248,46319,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46319,RP2_n_67f8c80bbdd65dcb_53128_gs_008208,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8208,-22.90055,4.438536,-3.147103,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
249,46447,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46447,RP2_n_67f8c80bbdd65dcb_53128_gs_008336,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8336,-26.63957,1.681072,-2.150827,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
250,46575,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46575,RP2_n_67f8c80bbdd65dcb_53128_gs_008464,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8464,-16.87508,3.052926,-9.453147,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
251,46703,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46703,RP2_n_67f8c80bbdd65dcb_53128_gs_008592,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8592,-15.17472,8.45584,-10.92596,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
252,46831,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46831,RP2_n_67f8c80bbdd65dcb_53128_gs_008720,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8720,-18.89937,13.64588,-2.424868,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
253,46959,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,46959,RP2_n_67f8c80bbdd65dcb_53128_gs_008848,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8848,-16.4463,1.13765,-11.64339,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
254,47088,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47088,RP2_n_67f8c80bbdd65dcb_53128_gs_008977,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,8977,-18.15047,4.349984,-4.038039,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
255,47216,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47216,RP2_n_67f8c80bbdd65dcb_53128_gs_009105,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9105,-21.78634,10.71662,-4.805841,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
256,47344,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47344,RP2_n_67f8c80bbdd65dcb_53128_gs_009233,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9233,-17.99749,7.104029,-7.263988,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
257,47472,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47472,RP2_n_67f8c80bbdd65dcb_53128_gs_009361,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9361,-25.36256,0.6528649,-2.683069,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
258,47600,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47600,RP2_n_67f8c80bbdd65dcb_53128_gs_009489,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9489,-15.24722,4.2135,-12.25081,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
259,47728,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47728,RP2_n_67f8c80bbdd65dcb_53128_gs_009617,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9617,-17.41549,3.316696,-11.13061,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
260,47857,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47857,RP2_n_67f8c80bbdd65dcb_53128_gs_009746,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9746,-13.6937,16.60545,-7.689142,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
261,47985,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,47985,RP2_n_67f8c80bbdd65dcb_53128_gs_009874,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,9874,-16.64903,16.72565,-10.63814,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
262,48113,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,48113,RP2_n_67f8c80bbdd65dcb_53128_gs_010002,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,10002,-15.16402,3.532056,-10.70452,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
263,48241,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,48241,RP2_n_67f8c80bbdd65dcb_53128_gs_010130,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,10130,-20.70061,14.26516,-6.979073,6.877400760641067151044201486,10132,0.00067878017771822613018596540525069088037899723647848401105408606395578365574417687
264,48401,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,48401,RP2_n_67f8c80bbdd65dcb_55132_gs_000072,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55132,Cs-132,0,gs,72,-18.18062,4.506354,-4.75488,0.05260825432760036803461235882,97,0.00054235313739794193850115833835051546391752577319587628865979381443298969072164948
265,56349,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,56349,RP2_n_67f8c80bbdd65dcb_55134_gs_007923,n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55134,Cs-134,0,gs,7923,-19.15192,11.21008,-1.586141,0.1189661699035878309185728511,12802,0.0000092927800268386057583637596547414466489610998281518512732385564755506952038743946
266,61294,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,61294,RP2_n_e342b8e38397ac6b_53124_gs_000010,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53124,I-124,0,gs,10,-13.66765,-0.1849432,-12.66169,0.01307226107311494266683228903,21,0.00062248862252928298413487090619047619047619047619047619047619047619047619047619048
267,61501,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,61501,RP2_n_e342b8e38397ac6b_53128_gs_000052,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,52,-19.0338,-0.9570114,-9.520164,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
268,61629,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,61629,RP2_n_e342b8e38397ac6b_53128_gs_000180,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,180,-13.6416,-5.841846,-7.198916,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
269,61757,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,61757,RP2_n_e342b8e38397ac6b_53128_gs_000308,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,308,-17.23854,-3.709412,-3.326846,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
270,61886,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,61886,RP2_n_e342b8e38397ac6b_53128_gs_000437,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,437,-18.88631,-6.440622,-6.990869,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
271,62014,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62014,RP2_n_e342b8e38397ac6b_53128_gs_000565,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,565,-20.71329,-1.598018,-3.055991,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
272,62142,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62142,RP2_n_e342b8e38397ac6b_53128_gs_000693,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,693,-12.8315,-0.9603519,-9.993939,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
273,62270,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62270,RP2_n_e342b8e38397ac6b_53128_gs_000821,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,821,-12.91334,-10.21748,-8.904606,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
274,62398,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62398,RP2_n_e342b8e38397ac6b_53128_gs_000949,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,949,-23.39469,-8.924512,-5.437311,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
275,62527,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62527,RP2_n_e342b8e38397ac6b_53128_gs_001078,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1078,-14.16399,-13.98647,-6.225408,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
276,62655,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62655,RP2_n_e342b8e38397ac6b_53128_gs_001206,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1206,-15.19531,-10.11104,-12.99322,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
277,62783,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62783,RP2_n_e342b8e38397ac6b_53128_gs_001334,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1334,-23.00377,-11.18402,-3.46589,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
278,62911,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,62911,RP2_n_e342b8e38397ac6b_53128_gs_001462,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1462,-13.64576,-10.35111,-10.72625,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
279,63039,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63039,RP2_n_e342b8e38397ac6b_53128_gs_001590,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1590,-18.57253,-13.09261,-9.343778,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
280,63167,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63167,RP2_n_e342b8e38397ac6b_53128_gs_001718,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1718,-17.99679,-0.09189038,-8.386319,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
281,63296,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63296,RP2_n_e342b8e38397ac6b_53128_gs_001847,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1847,-15.38041,-7.530952,-11.48901,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
282,63424,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63424,RP2_n_e342b8e38397ac6b_53128_gs_001975,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,1975,-24.6493,-2.444723,-2.742444,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
283,63552,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63552,RP2_n_e342b8e38397ac6b_53128_gs_002103,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2103,-14.01581,-4.757489,-10.95931,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
284,63680,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63680,RP2_n_e342b8e38397ac6b_53128_gs_002231,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2231,-12.80831,-3.664879,-7.714986,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
285,63808,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63808,RP2_n_e342b8e38397ac6b_53128_gs_002359,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2359,-18.38881,-2.762444,-8.403972,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
286,63936,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,63936,RP2_n_e342b8e38397ac6b_53128_gs_002487,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2487,-16.90386,-17.25769,-9.709451,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
287,64065,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,64065,RP2_n_e342b8e38397ac6b_53128_gs_002616,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2616,-24.43696,-2.748437,-4.009858,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
288,64193,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,64193,RP2_n_e342b8e38397ac6b_53128_gs_002744,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2744,-22.84068,-2.02191,-5.864629,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
289,64321,weighted_systematic_pps,0.086999842066995796472549657847893265995051576885679999999999999999999999999991435,64321,RP2_n_e342b8e38397ac6b_53128_gs_002872,n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53128,I-128,0,gs,2872,-22.27927,-4.71776,-2.992723,6.90047928668348683947052431,10166,0.00067878017771822613018596540527247688373008066102695258705488884517017509344875074
