selection_id,time_bin_id,day_mid,prompt_event_rate_hz,delayed_event_rate_hz,atm511_event_rate_hz,coincidence_occupancy_rate_hz,coincidence_window_s,accidental_live_factor,accidental_loss_fraction
broad_480_550,45,11.25,22909.72814858531,13.92547852495713,176.97586285940073,23100.629489969666,1e-06,0.9771641472958262,0.022835852704173765
broad_480_550,46,11.5,22941.5717873543,13.929859400096554,179.54188036574533,23135.043527120142,1e-06,0.9771305197111929,0.022869480288807087
broad_480_550,47,11.75,23040.344671392228,13.96556729035775,187.20135972241334,23241.511598405,1e-06,0.9770264920472763,0.022973507952723682
broad_480_550,48,12.0,23206.7935833638,14.03405715483972,170.3314266947042,23391.159067213346,1e-06,0.9768802934451809,0.023119706554819097
broad_480_550,49,12.25,23439.40713403911,14.135788255876164,184.88551062040477,23638.428432915392,1e-06,0.976638770736468,0.023361229263532013
broad_480_550,50,12.5,23730.43874436586,14.268794280823531,202.4765592953111,23947.184097941994,1e-06,0.9763372745300445,0.023662725469955515
broad_480_550,51,12.75,24061.1732630787,14.426791421816747,221.74131940625466,24297.341373906773,1e-06,0.9759954627770008,0.024004537222999223
broad_480_550,52,13.0,24398.491819109422,14.597540637521192,240.68815637614964,24653.777516123093,1e-06,0.9756476447105753,0.0243523552894247
broad_480_550,53,13.25,24696.001015468322,14.76270579844563,256.8700456599868,24967.633766926756,1e-06,0.9753414796471237,0.0246585203528763
broad_480_550,54,13.5,24902.505492466724,14.900432992784609,267.82844048169085,25185.2343659412,1e-06,0.9751292678464537,0.024870732153546293
broad_480_550,55,13.75,24976.953568882665,14.990709176695706,271.71175234054573,25263.656030399907,1e-06,0.9750527995846302,0.024947200415369797
broad_480_550,56,14.0,24903.494947153296,15.02152941260043,267.82844048169085,25186.344917047587,1e-06,0.9751281849161677,0.024871815083832294
broad_480_550,57,14.25,24697.899691880895,14.992661963016422,256.8700456599868,24969.7623995039,1e-06,0.9753394035056859,0.02466059649431407
broad_480_550,58,14.5,24401.151404191824,14.914927596167916,240.68815637614964,24656.75448816414,1e-06,0.9756447402391384,0.024355259760861614
broad_480_550,59,14.75,24064.396251591686,14.805732503238644,221.74131940625466,24300.94330350118,1e-06,0.9759919473163907,0.024008052683609282
broad_480_550,60,15.0,23733.9974892218,14.68360666591879,202.4765592953111,23951.157655183033,1e-06,0.9763333950057054,0.023666604994294627
broad_480_550,61,15.25,23443.059394695527,14.564247637997935,216.85819290814374,23674.48183524167,1e-06,0.9766035602206725,0.023396439779327483
broad_480_550,62,15.5,23210.294482690493,14.458939597335501,199.7872373261192,23424.540659613947,1e-06,0.9768476841696788,0.02315231583032118
broad_480_550,63,15.75,23043.456695045366,14.374833346168973,187.20135972241323,23245.03288811395,1e-06,0.9770230516600018,0.022976948339998193
broad_480_550,64,16.0,22944.074256807067,14.316118047573191,179.54188036574533,23137.932255220385,1e-06,0.97712769705088,0.022872302949120016
broad_480_550,65,16.25,22911.426622190927,14.285311330091476,176.97586285940073,23102.687796380418,1e-06,0.9771621359946675,0.022837864005332498
broad_480_550,66,16.5,22944.987873093825,14.284247946039375,179.54188036574533,23138.814001405608,1e-06,0.9771268354726405,0.022873164527359546
broad_480_550,67,16.75,23045.231814665716,14.314585683895775,187.20135972241323,23246.747760072027,1e-06,0.9770213761920047,0.022978623807995313
broad_480_550,68,17.0,23212.828742550588,14.377731573670616,199.7872373261192,23426.993711450377,1e-06,0.9768452879146122,0.023154712085387774
broad_480_550,69,17.25,23446.203491358658,14.474101949628242,216.85819290814374,23677.53578621643,1e-06,0.976600577725832,0.023399422274168025
broad_480_550,70,17.5,23737.55943861239,14.601693431989323,237.4913026320942,23989.65243467647,1e-06,0.9762958119903321,0.023704188009667893
broad_480_550,71,17.75,24068.146671554998,14.754191962144425,260.0875626118474,24342.988426128988,1e-06,0.9759509124779454,0.02404908752205459
broad_480_550,72,18.0,24404.831165322325,14.91933694128119,282.3109202607469,24702.061422524355,1e-06,0.9756005377682803,0.024399462231719737
broad_480_550,73,18.25,24701.232562995083,15.078782850517346,256.87004565998654,24973.181391505586,1e-06,0.9753360688337671,0.02466393116623289
broad_480_550,74,18.5,24906.207564453238,15.210683144667573,267.82844048169085,25189.2466880796,1e-06,0.9751253553215536,0.024874644678446356
broad_480_550,75,18.75,24978.801858160314,15.295052318441739,271.71175234054573,25265.8086628193,1e-06,0.9750507006566222,0.02494929934337775
broad_480_550,76,19.0,24903.301753168078,15.319932344513578,267.82844048169085,25186.450125994284,1e-06,0.9751280823239639,0.024871917676036137
broad_480_550,77,19.25,24695.6333363651,15.285151568571889,256.8700456599868,24967.78853359366,1e-06,0.9753413286967855,0.02465867130321453
broad_480_550,78,19.5,24396.930503059677,15.201594723078362,240.68815637614964,24652.820254158905,1e-06,0.9756485786614031,0.024351421338596912
broad_480_550,79,19.75,24058.46545047992,15.086727620075322,221.74131940625466,24295.29349750625,1e-06,0.9759974614971226,0.02400253850287737
broad_480_550,80,20.0,23726.697004620823,14.97020925505418,202.4765592953111,23944.14377317119,1e-06,0.9763402429169573,0.023659757083042687
w2_510p58_511p42,0,0.0,23724.458518496176,7.444030964752058,202.4765592953111,23934.37910875624,1e-06,0.9763497765983308,0.023650223401669224
w2_510p58_511p42,1,0.25,23433.9615995331,8.793187087321662,184.8855106204046,23627.640297240825,1e-06,0.9766493069048645,0.02335069309513549
w2_510p58_511p42,2,0.5,23202.022740818476,9.79507698161867,170.3314266947042,23382.1492444948,1e-06,0.9768890950030923,0.02311090499690771
w2_510p58_511p42,3,0.75,23036.368521486034,10.490274367711885,159.60115925051895,23206.459955104267,1e-06,0.977060739031574,0.022939260968426023
w2_510p58_511p42,4,1.0,22938.49080942655,11.008203346093643,153.07096210669314,23102.569974879334,1e-06,0.9771622511253839,0.022837748874616093
w2_510p58_511p42,5,1.25,22907.622645979383,11.410093947567097,176.97586285940073,23096.00860278635,1e-06,0.977168662671543,0.02283133732845699
w2_510p58_511p42,6,1.5,22943.18156449412,11.737270957347715,179.54188036574533,23134.46071581721,1e-06,0.9771310891940702,0.022868910805929787
w2_510p58_511p42,7,1.75,23045.575756486316,12.019471381607898,187.20135972241323,23244.79658759034,1e-06,0.9770232825310877,0.022976717468912278
w2_510p58_511p42,8,2.0,23215.402421020026,12.278326081979117,199.78723732611934,23427.467984428124,1e-06,0.9768448246233986,0.02315517537660139
w2_510p58_511p42,9,2.25,23451.006847108325,12.52889846350544,216.85819290814396,23680.393938479974,1e-06,0.9765977864566691,0.02340221354333094
w2_510p58_511p42,10,2.5,23744.505944404405,12.779831286489769,237.4913026320942,23994.77707832299,1e-06,0.9762908088350218,0.02370919116497816
w2_510p58_511p42,11,2.75,24077.054439904896,13.032570232745142,260.08756261184755,24350.17457274949,1e-06,0.9759438991767934,0.02405610082320664
w2_510p58_511p42,12,3.0,24415.41264629948,13.280524145591745,282.3109202607469,24711.00409070582,1e-06,0.9755918133354032,0.024408186664596765
w2_510p58_511p42,13,3.25,24713.08773906707,13.509499756041272,301.2911813756233,25027.88842019873,1e-06,0.975282712554959,0.02471728744504098
w2_510p58_511p42,14,3.5,24918.829906412142,13.70070218456107,314.1446369559682,25246.67524555267,1e-06,0.9750693568870122,0.02493064311298776
w2_510p58_511p42,15,3.75,24991.60577927722,13.836402866894293,318.69949898590323,25324.14168113002,1e-06,0.9749938246651372,0.025006175334862824
w2_510p58_511p42,16,4.0,24915.671603760286,13.906330689379542,314.1446369559682,25243.722571405633,1e-06,0.9750722359533444,0.024927764046655643
w2_510p58_511p42,17,4.25,24706.98141768466,13.911592853712428,301.2911813756233,25022.184191913995,1e-06,0.9752882758060606,0.02471172419393941
w2_510p58_511p42,18,4.5,24406.745647708274,13.86405766757086,282.3109202607469,24702.920625636594,1e-06,0.975599699529622,0.024400300470378
w2_510p58_511p42,19,4.75,24066.34011981953,13.781955868521202,260.0875626118474,24340.2096382999,1e-06,0.9759536244422308,0.02404637555776923
w2_510p58_511p42,20,5.0,23732.33353897399,13.68446755146286,202.4765592953111,23948.494565820765,1e-06,0.9763359950722458,0.023664004927754223
w2_510p58_511p42,21,5.25,23438.002696966676,13.587803937848358,184.8855106204046,23636.47601152493,1e-06,0.9766406775487562,0.023359322451243836
w2_510p58_511p42,22,5.5,23202.202699812242,13.503657207069233,170.3314266947042,23386.037783714015,1e-06,0.9768852963389192,0.023114703661080815
w2_510p58_511p42,23,5.75,23032.805714706054,13.439504566987498,159.60115925051895,23205.84637852356,1e-06,0.9770613385333452,0.022938661466654797
w2_510p58_511p42,24,6.0,22931.436663040444,13.399797678156155,153.07096210669314,23097.907422825294,1e-06,0.9771668072058665,0.02283319279413354
w2_510p58_511p42,25,6.25,22897.44964399572,13.387265124937347,150.8832676942327,23061.720176814888,1e-06,0.9772021688213279,0.022797831178672068
w2_510p58_511p42,26,6.5,22930.369202760656,13.403909640362802,153.07096210669314,23096.84407450771,1e-06,0.9771678462750993,0.02283215372490066
w2_510p58_511p42,27,6.75,23030.69368720128,13.451520249606276,159.60115925051906,23203.74636670141,1e-06,0.9770633903758615,0.02293660962413846
w2_510p58_511p42,28,7.0,23199.091780347277,13.531603431130172,170.3314266947042,23382.95481047311,1e-06,0.9768883080547898,0.023111691945210233
w2_510p58_511p42,29,7.25,23433.961599533104,13.644647337903068,184.88551062040477,23632.491757491414,1e-06,0.9766445687410668,0.023355431258933246
w2_510p58_511p42,30,7.5,23727.45539803792,13.788695967342454,202.4765592953111,23943.720653300574,1e-06,0.9763406560260021,0.023659343973997937
w2_510p58_511p42,31,7.75,24060.74552158549,13.957459730314323,221.74131940625466,24296.444300722058,1e-06,0.9759963383167516,0.024003661683248412
w2_510p58_511p42,32,8.0,24400.586744339067,14.13867887509033,240.68815637614964,24655.413579590306,1e-06,0.9756460484904127,0.0243539515095873
w2_510p58_511p42,33,8.25,24700.444686973326,14.31398276895077,256.8700456599868,24971.628715402265,1e-06,0.9753375832159495,0.024662416784050456
w2_510p58_511p42,34,8.5,24908.975270393203,14.461472600890785,314.1446369559682,25237.58137995006,1e-06,0.9750782240770154,0.024921775922984613
w2_510p58_511p42,35,8.75,24984.988647956914,14.561087494893794,318.69949898590323,25318.249234437713,1e-06,0.9749995697812007,0.025000430218799274
w2_510p58_511p42,36,9.0,24912.532320948387,14.600782406115016,314.1446369559682,25241.27774031047,1e-06,0.9750746198431809,0.02492538015681911
w2_510p58_511p42,37,9.25,24707.330359111722,14.580303040380771,301.2911813756233,25023.201843527724,1e-06,0.9752872833028778,0.02471271669712216
w2_510p58_511p42,38,9.5,24410.380457044328,14.510469746437018,282.3109202607466,24707.201847051514,1e-06,0.9755955227802368,0.024404477219763243
w2_510p58_511p42,39,9.75,24072.89012891687,14.408708620541375,260.0875626118474,24347.38640014926,1e-06,0.9759466202806258,0.024053379719374157
w2_510p58_511p42,40,10.0,23741.311472340152,14.293584278921966,237.4913026320942,23993.09635925117,1e-06,0.9762924497069828,0.023707550293017188
w2_510p58_511p42,41,10.25,23448.848935535254,14.180837905031751,216.85819290814374,23679.88796634843,1e-06,0.9765982805880578,0.023401719411942246
w2_510p58_511p42,42,10.5,23214.318032676932,14.081802435159727,199.7872373261192,23428.187072438213,1e-06,0.97684412218625,0.023155877813749948
w2_510p58_511p42,43,10.75,23045.575756486316,14.003680528990992,187.20135972241323,23246.78079673772,1e-06,0.9770213439144767,0.022978656085523297
w2_510p58_511p42,44,11.0,22944.252608860563,13.950715147083049,179.54188036574533,23137.74520437339,1e-06,0.9771278798234604,0.022872120176539612
w2_510p58_511p42,45,11.25,22909.72814858531,13.92547852495713,176.97586285940073,23100.629489969666,1e-06,0.9771641472958262,0.022835852704173765
w2_510p58_511p42,46,11.5,22941.5717873543,13.929859400096554,179.54188036574533,23135.043527120142,1e-06,0.9771305197111929,0.022869480288807087
w2_510p58_511p42,47,11.75,23040.344671392228,13.96556729035775,187.20135972241334,23241.511598405,1e-06,0.9770264920472763,0.022973507952723682
w2_510p58_511p42,48,12.0,23206.7935833638,14.03405715483972,170.3314266947042,23391.159067213346,1e-06,0.9768802934451809,0.023119706554819097
w2_510p58_511p42,49,12.25,23439.40713403911,14.135788255876164,184.88551062040477,23638.428432915392,1e-06,0.976638770736468,0.023361229263532013
w2_510p58_511p42,50,12.5,23730.43874436586,14.268794280823531,202.4765592953111,23947.184097941994,1e-06,0.9763372745300445,0.023662725469955515
w2_510p58_511p42,51,12.75,24061.1732630787,14.426791421816747,221.74131940625466,24297.341373906773,1e-06,0.9759954627770008,0.024004537222999223
w2_510p58_511p42,52,13.0,24398.491819109422,14.597540637521192,240.68815637614964,24653.777516123093,1e-06,0.9756476447105753,0.0243523552894247
w2_510p58_511p42,53,13.25,24696.001015468322,14.76270579844563,256.8700456599868,24967.633766926756,1e-06,0.9753414796471237,0.0246585203528763
w2_510p58_511p42,54,13.5,24902.505492466724,14.900432992784609,267.82844048169085,25185.2343659412,1e-06,0.9751292678464537,0.024870732153546293
w2_510p58_511p42,55,13.75,24976.953568882665,14.990709176695706,271.71175234054573,25263.656030399907,1e-06,0.9750527995846302,0.024947200415369797
w2_510p58_511p42,56,14.0,24903.494947153296,15.02152941260043,267.82844048169085,25186.344917047587,1e-06,0.9751281849161677,0.024871815083832294
w2_510p58_511p42,57,14.25,24697.899691880895,14.992661963016422,256.8700456599868,24969.7623995039,1e-06,0.9753394035056859,0.02466059649431407
w2_510p58_511p42,58,14.5,24401.151404191824,14.914927596167916,240.68815637614964,24656.75448816414,1e-06,0.9756447402391384,0.024355259760861614
w2_510p58_511p42,59,14.75,24064.396251591686,14.805732503238644,221.74131940625466,24300.94330350118,1e-06,0.9759919473163907,0.024008052683609282
w2_510p58_511p42,60,15.0,23733.9974892218,14.68360666591879,202.4765592953111,23951.157655183033,1e-06,0.9763333950057054,0.023666604994294627
w2_510p58_511p42,61,15.25,23443.059394695527,14.564247637997935,216.85819290814374,23674.48183524167,1e-06,0.9766035602206725,0.023396439779327483
w2_510p58_511p42,62,15.5,23210.294482690493,14.458939597335501,199.7872373261192,23424.540659613947,1e-06,0.9768476841696788,0.02315231583032118
w2_510p58_511p42,63,15.75,23043.456695045366,14.374833346168973,187.20135972241323,23245.03288811395,1e-06,0.9770230516600018,0.022976948339998193
w2_510p58_511p42,64,16.0,22944.074256807067,14.316118047573191,179.54188036574533,23137.932255220385,1e-06,0.97712769705088,0.022872302949120016
w2_510p58_511p42,65,16.25,22911.426622190927,14.285311330091476,176.97586285940073,23102.687796380418,1e-06,0.9771621359946675,0.022837864005332498
w2_510p58_511p42,66,16.5,22944.987873093825,14.284247946039375,179.54188036574533,23138.814001405608,1e-06,0.9771268354726405,0.022873164527359546
w2_510p58_511p42,67,16.75,23045.231814665716,14.314585683895775,187.20135972241323,23246.747760072027,1e-06,0.9770213761920047,0.022978623807995313
w2_510p58_511p42,68,17.0,23212.828742550588,14.377731573670616,199.7872373261192,23426.993711450377,1e-06,0.9768452879146122,0.023154712085387774
w2_510p58_511p42,69,17.25,23446.203491358658,14.474101949628242,216.85819290814374,23677.53578621643,1e-06,0.976600577725832,0.023399422274168025
w2_510p58_511p42,70,17.5,23737.55943861239,14.601693431989323,237.4913026320942,23989.65243467647,1e-06,0.9762958119903321,0.023704188009667893
w2_510p58_511p42,71,17.75,24068.146671554998,14.754191962144425,260.0875626118474,24342.988426128988,1e-06,0.9759509124779454,0.02404908752205459
w2_510p58_511p42,72,18.0,24404.831165322325,14.91933694128119,282.3109202607469,24702.061422524355,1e-06,0.9756005377682803,0.024399462231719737
w2_510p58_511p42,73,18.25,24701.232562995083,15.078782850517346,256.87004565998654,24973.181391505586,1e-06,0.9753360688337671,0.02466393116623289
w2_510p58_511p42,74,18.5,24906.207564453238,15.210683144667573,267.82844048169085,25189.2466880796,1e-06,0.9751253553215536,0.024874644678446356
w2_510p58_511p42,75,18.75,24978.801858160314,15.295052318441739,271.71175234054573,25265.8086628193,1e-06,0.9750507006566222,0.02494929934337775
w2_510p58_511p42,76,19.0,24903.301753168078,15.319932344513578,267.82844048169085,25186.450125994284,1e-06,0.9751280823239639,0.024871917676036137
w2_510p58_511p42,77,19.25,24695.6333363651,15.285151568571889,256.8700456599868,24967.78853359366,1e-06,0.9753413286967855,0.02465867130321453
w2_510p58_511p42,78,19.5,24396.930503059677,15.201594723078362,240.68815637614964,24652.820254158905,1e-06,0.9756485786614031,0.024351421338596912
w2_510p58_511p42,79,19.75,24058.46545047992,15.086727620075322,221.74131940625466,24295.29349750625,1e-06,0.9759974614971226,0.02400253850287737
w2_510p58_511p42,80,20.0,23726.697004620823,14.97020925505418,202.4765592953111,23944.14377317119,1e-06,0.9763402429169573,0.023659757083042687
