dataset,event_id,primary_energy_keV,depth_from_geoopt_outer_radius_cm,r_cm,z_cm,VN,category,weight
geo_opt_s1_bpe_w5,150406,1074.03,10.4729401092,17.4270598908,-18.75646,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,86674,3499.11,5.50905062762,22.3909493724,-6.845176,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,497447,2548.16,8.37262399273,19.5273760073,-15.84596,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,814820,274.894,2.92305999591,24.9769400041,-3.822817,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,674163,1252.78,12.7397581895,15.1602418105,-15.79186,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,561425,16109,7.23807864765,20.6619213524,17.54439,XS400_Group2_Cu_Coarse_SideSleeve_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,257229,879.252,21.5963235938,6.30367640624,-31.71406,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,349533,1299.41,7.40944515806,20.4905548419,11.70527,CsI_Side_Segment_03_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,109576,7065.95,4.33105870425,23.5689412957,7.932739,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,503461,6690.54,6.49447551065,21.4055244894,-13.46103,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,480387,973.116,6.11788663707,21.7821133629,-5.426141,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,876327,3189.84,6.03155239085,21.8684476091,12.43401,CsI_Side_Segment_03_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,569838,1580.02,20.2351336717,7.66486632827,-18.97272,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,341085,7916.04,9.05848859722,18.8415114028,11.36761,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,134528,4639.25,0.475377824747,27.4246221753,-1.924375,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,112644,510.999,18.662284341,9.23771565899,-24.27473,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,13353,51986,12.9095194272,14.9904805728,-2.932326,Still_Shield_Al_side_window_bottom_cap,window,0.125
geo_opt_s1_bpe_w5,477328,2741.31,7.29374478935,20.6062552107,-16.49362,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,53215,5316.08,7.85195234377,20.0480476562,-10.82315,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,897008,980.185,7.29559486196,20.604405138,-2.305643,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,345293,5898.92,7.00642294578,20.8935770542,7.528918,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,188220,14750,0.886828703816,27.0131712962,17.1581,XS400_Group2_Cu_Coarse_ServiceCan_60K300K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,514479,2340.04,3.47997905186,24.4200209481,-0.4434682,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,593300,1678.28,16.5685252915,11.3314747085,-18.42923,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,104523,7725.11,0,36.418782954,-23.14063,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,252004,1344.09,6.05498477493,21.8450152251,-0.2096214,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,518200,112.449,19.9432338743,7.95676612566,-17.578,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,531118,3661.6,6.99469155001,20.90530845,-12.96049,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,476235,2344.74,0,28.4389771186,2.401987,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,207357,1233.97,22.7657803528,5.13421964722,-21.72847,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,74902,481.577,19.5596376522,8.34036234782,-1.442934,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
geo_opt_s1_bpe_w5,271302,2353.47,8.12263327431,19.7773667257,-12.92549,CsI_TopAnnulus_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,437251,1381.47,2.17965240722,25.7203475928,18.72849,XS400_Group2_Cu_Coarse_ServiceCan_60K300K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,362199,2291.01,6.13309901777,21.7669009822,12.59085,CsI_Side_Segment_03_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,263518,3331.21,5.01927876804,22.880721232,-13.09937,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,936441,751.685,4.66126932109,23.2387306789,7.248043,CsI_TopAnnulus_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,825161,6164.62,15.414204293,12.485795707,-22.96608,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,102785,1319.22,10.3905546533,17.5094453467,-11.46885,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,720493,202.84,4.97369432075,22.9263056793,-9.633141,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,550269,2299.63,8.81912878095,19.080871219,12.87706,CsI_TopAnnulus_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,254794,927.817,5.07258416219,22.8274158378,-12.67857,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,517856,3155.4,17.7144337478,10.1855662522,-19.73756,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,581729,2932.67,13.7404864236,14.1595135764,-18.38297,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,871529,2908.85,5.92482910799,21.975170892,-14.0068,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,739647,3850.01,2.04026188545,25.8597381145,-4.803235,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,950886,1975.96,4.50039580216,23.3996041978,-9.186239,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,481540,4223.6,16.6526564401,11.2473435599,-2.878381,ColdPlate_CP_100mK_intercept,cold_plates,0.125
geo_opt_s1_bpe_w5,556906,6818.35,17.1532068841,10.7467931159,22.44269,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,552934,3707.05,16.7394957459,11.1605042541,-6.963241,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
geo_opt_s1_bpe_w5,692948,2087.25,8.68562096207,19.2143790379,-7.131941,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,625311,3846.94,3.45279062757,24.4472093724,5.485207,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,915959,692.632,19.1454203928,8.75457960719,-24.7277,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,535714,401014,0,46.0659992801,-23.13294,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,155891,5611.79,9.7399884677,18.1600115323,-9.771584,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,597428,191.21,7.22875431248,20.6712456875,-8.786158,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,700977,612.344,0,28.5066115858,25.7723,XS400_Group2_Cu_Coarse_CurvedManifoldArc_60K300K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,434011,3879.51,12.5573017645,15.3426982355,-14.36768,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,401703,372.306,6.6087021212,21.2912978788,-2.35829,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,948147,2612.37,11.4252096566,16.4747903434,-16.82096,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,439800,1544.18,10.2727529523,17.6272470477,-11.3993,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,912293,372.647,11.1342876022,16.7657123978,-11.55846,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,763615,4185.51,22.3526629892,5.54733701076,-25.4478,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,549456,2210.83,3.58406629799,24.315933702,-1.323629,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,762626,639.436,6.63488203534,21.2651179647,8.538524,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,407986,2047.59,6.86428585524,21.0357141448,6.28607,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,74623,1466.46,3.86873700464,24.0312629954,18.17432,XS400_Group2_Cu_Coarse_ServiceCan_60K300K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,473172,1631.98,16.8233068594,11.0766931406,-24.84368,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,39739,240.34,10.2392650234,17.6607349766,-9.518909,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,191047,220.012,0.888252766917,27.0117472331,6.23421,CsI_Side_Segment_03_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,310709,2237.98,6.54455666231,21.3554433377,4.676154,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,578570,4330,0,34.6055290076,22.74252,Plate_300K_Top_Service_Lid,other_internal,0.125
geo_opt_s1_bpe_w5,634871,3456.99,3.84410582362,24.0558941764,-7.518173,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,183525,77270.2,16.5388547997,11.3611452003,-9.565421,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,945160,526.068,18.2866042362,9.61339576383,-25.64216,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,443920,422.97,2.17099810897,25.729001891,-4.73129,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,475845,887.57,2.73732358066,25.1626764193,-1.870094,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,788439,2026.78,13.8813994833,14.0186005167,20.91088,NbTi_Bundle_4K_60K,other_internal,0.125
geo_opt_s1_bpe_w5,840816,6896.04,14.1129831458,13.7870168542,-20.07289,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,138541,4509.08,13.6157283186,14.2842716814,17.98195,CsI_TopAnnulus_Segment_03,csi,0.125
geo_opt_s1_bpe_w5,536314,3603.42,1.22295776642,26.6770422336,-5.025336,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,469584,1876.62,15.1009326451,12.7990673549,-21.76106,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,149908,2936.34,7.2000506351,20.6999493649,13.53322,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,428224,775.215,14.638080443,13.261919557,-7.146831,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,776617,2410.85,4.58548238137,23.3145176186,1.736714,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,519288,2761.16,5.15728993685,22.7427100631,9.632552,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,915895,510.999,4.68351030771,23.2164896923,-14.36668,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,217580,444.413,3.17223602338,24.7277639766,-10.49583,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,637054,3588.96,5.96785923469,21.9321407653,0.660479,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,652795,3054.38,4.84158183905,23.0584181609,9.846495,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,934862,5313.9,15.624615514,12.275384486,23.5499,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,372500,304.408,3.98949144647,23.9105085535,-1.923977,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,423807,7725.11,0,33.316885089,39.77662,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,675932,8999.29,0,37.1454855184,25.53727,XS400_Group4_SS_TopPipe_PumpFill_LargePort_B_HollowTube_300KTop,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,884630,636.77,7.2649954486,20.6350045514,-9.224954,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,825844,3368.96,6.621943918,21.278056082,10.30054,CsI_TopAnnulus_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,328669,6112.86,0.981224765941,26.9187752341,-8.700357,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,638130,2900.41,5.01775857672,22.8822414233,-13.17667,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,456161,615.354,1.1247148895,26.7752851105,-3.509088,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,696308,3670.18,6.41608480456,21.4839151954,-5.704716,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,217924,1868.04,6.94786028987,20.9521397101,-2.777074,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,194797,628.129,12.9512487471,14.9487512529,-16.21821,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,194652,1008.05,20.3384399136,7.56156008639,-18.47887,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,818358,6525.77,13.2526561245,14.6473438755,-21.66732,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,165131,2781.93,11.434017414,16.465982586,-14.39065,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,716303,5475.83,9.07507810503,18.824921895,-21.01115,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,642404,1526.74,0.291347826746,27.6086521733,1.692674,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,301069,27099,25.9935894427,1.90641055728,16.77816,ColdPlate_Still_0p7K,cold_plates,0.125
geo_opt_s1_bpe_w5,625655,1954.97,10.2432863784,17.6567136216,-4.020519,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,617602,1248.9,8.18842452864,19.7115754714,-15.08389,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,488037,1700.63,3.02812853349,24.8718714665,-4.210681,CsI_TopAnnulus_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,584793,4373.95,8.52871261201,19.371287388,12.13136,CsI_Side_Segment_03_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,810572,653.422,4.24843219081,23.6515678092,0.6060194,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,600930,633.461,6.60154648066,21.2984535193,10.36075,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,775097,6252.16,0.410830491799,27.4891695082,3.210648,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,800178,2805.57,9.71396459204,18.186035408,-14.20269,CsI_TopAnnulus_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,474642,3844.26,3.35389678376,24.5461032162,8.977208,CsI_Side_Segment_04_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,719798,2250.72,9.70038597984,18.1996140202,15.48574,CsI_Side_Segment_03_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,742858,4775.95,8.94936199478,18.9506380052,-19.15941,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,439932,4565.51,5.74945723535,22.1505427646,18.0688,XS400_Group2_Cu_Coarse_TopOpenCollar_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,705352,5154.52,0.917528505324,26.9824714947,-0.117837,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,590477,5068.93,6.60671516448,21.2932848355,13.42106,CsI_Side_Segment_03_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,475064,3818.73,1.71135898262,26.1886410174,2.457594,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,97689,728.208,15.4138181059,12.4861818941,-20.12677,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,819648,4945.96,17.9622391174,9.93776088265,-23.31023,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,912947,866.691,25.3187433177,2.58125668235,-1.318305,MuMetal_MagShield_Outer_Cylinder_2mm,outer_mechanics,0.125
geo_opt_s1_bpe_w5,823746,7916.04,10.2159462156,17.6840537844,14.15252,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,353424,380.658,1.58886772561,26.3111322744,-5.357492,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,588268,2157.99,24.9974793829,2.90252061705,-22.55005,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,432594,1920.75,25.8196654428,2.08033455721,-4.651826,TP_L4_00297,tes,0.125
geo_opt_s1_bpe_w5,558482,734.809,6.06079574031,21.8392042597,-9.186663,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,925978,1154.41,20.9821620001,6.91783799986,-26.13339,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,852347,2558.55,6.60082460642,21.2991753936,6.016688,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,648144,10379.8,0,43.926709007,-22.74456,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,421982,2675.9,12.5663947722,15.3336052278,17.25827,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,291798,71868.1,7.05223081825,20.8477691818,11.40383,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,355806,2998.04,1.56500624254,26.3349937575,-6.0912,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,104816,5690.22,2.32743290097,25.572567099,0.7296695,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,847502,491.244,6.55037662148,21.3496233785,-11.42157,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,912856,1212.77,7.59016172921,20.3098382708,-10.66491,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,36707,604.558,1.92532249551,25.9746775045,-3.906319,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,423604,1690.48,12.8061827146,15.0938172854,15.15293,CsI_Side_Segment_03_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,17566,4617.47,23.9706403726,3.92935962737,-26.41653,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,815173,510.999,0.0183768975962,27.8816231024,3.864114,CsI_Side_Segment_03_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,657369,6826.15,3.53405946975,24.3659405303,0.651803,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,582536,3463.58,9.12772604423,18.7722739558,-14.38925,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,863609,723.82,9.28074095154,18.6192590485,-6.211299,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,244144,1379.4,5.8640418384,22.0359581616,-5.680342,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,854829,1465.26,8.27926954247,19.6207304575,-7.442696,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,423338,3823.07,2.66339777428,25.2366022257,-0.7484058,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,604593,421.362,8.71495657367,19.1850434263,17.58992,XS400_Group2_Cu_Coarse_SideSleeve_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,925515,2166.7,22.2748296254,5.62517037457,-25.48952,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,399743,1520.07,20.3048223873,7.59517761272,-24.93038,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,500348,437.968,15.319994522,12.580005478,-17.02753,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,80549,1703.3,10.5820856377,17.3179143623,-6.899894,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,736008,3909.78,0,28.1382948749,-2.96397,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,453757,961.093,14.1125879352,13.7874120648,-19.09313,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,687863,42288.1,11.1975615051,16.7024384949,0.2322802,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,window,0.125
geo_opt_s1_bpe_w5,934672,2803.17,9.44439575943,18.4556042406,-10.32142,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,878320,3588.28,11.1582680045,16.7417319955,-22.50908,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,737603,1608.75,3.44488151029,24.4551184897,3.262356,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,372194,437.761,7.08662722878,20.8133727712,-7.697277,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,591233,1761.15,8.89239473453,19.0076052655,-16.24544,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,352846,565.311,20.0694271011,7.83057289885,-22.16636,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,709394,5435.56,4.62503744239,23.2749625576,19.50792,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,404253,3318.87,21.9930299769,5.90697002307,-24.94378,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,793067,2692.33,9.68515692426,18.2148430757,14.04583,CsI_Side_Segment_04_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,210739,3411.69,7.41504399735,20.4849560026,-17.9873,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,701892,5939.68,17.8690131507,10.0309868493,22.606,NbTi_Bundle_4K_60K,other_internal,0.125
geo_opt_s1_bpe_w5,738147,3683.95,4.87515337444,23.0248466256,-9.728128,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,64760,3251.4,7.30128464394,20.5987153561,-13.47395,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,624659,398.283,4.89825182883,23.0017481712,-8.972676,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,926900,5899.57,2.04523872363,25.8547612764,5.497563,CsI_Side_Segment_03_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,857146,2933.75,10.295118454,17.604881546,-20.89515,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,369001,1727.49,16.6549522676,11.2450477324,-23.89965,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,391081,66099,21.4196784143,6.48032158573,-17.92219,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,794476,7725.12,0.0474264266886,27.8525735733,26.79093,Plate_300K_Top_Service_Lid,other_internal,0.125
geo_opt_s1_bpe_w5,845384,3002.35,0.901225676342,26.9987743237,8.463205,CsI_Side_Segment_03_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,673087,2949.59,15.8574465697,12.0425534303,-23.1891,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,326061,6891.55,20.7445279787,7.15547202133,-21.94553,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,340205,5148.8,12.6113738235,15.2886261765,1.512778,Cu_50mK_StillLike_Can_side_wall_above_side_port,other_internal,0.125
geo_opt_s1_bpe_w5,234168,7166.74,15.5829269503,12.3170730497,21.34121,XS400_Group3_SS_Coarse_MainSteppedServiceCan_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,399393,81.7978,7.65175020811,20.2482497919,-16.27822,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,754513,5042.37,2.8169022522,25.0830977478,1.783484,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,207757,322991,7.10599636577,20.7940036342,-7.022312,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,644143,7916.04,0.170004309543,27.7299956905,22.1834,XS400_Group2_Cu_Coarse_OffAxisContactBlock_60K300K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,360758,3728.6,2.48871858916,25.4112814108,-10.5676,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,713753,391.909,11.4925306227,16.4074693773,-18.90147,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,422930,3348.26,4.77840969945,23.1215903006,7.662294,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,285028,2106.93,6.63401843634,21.2659815637,-13.19046,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,492121,1398.22,15.1241309065,12.7758690935,6.252068,ColdPlate_Still_0p7K,cold_plates,0.125
geo_opt_s1_bpe_w5,895603,3597.23,4.33149931799,23.568500682,-7.528694,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,23507,5245.9,12.5891165426,15.3108834574,0.4778562,ColdPlate_Still_0p7K,cold_plates,0.125
geo_opt_s1_bpe_w5,789415,986.64,3.53778161263,24.3622183874,2.377551,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,163152,2246.17,19.9737419699,7.92625803008,-16.24718,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,106223,987.864,24.4009551766,3.49904482343,-26.40985,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,478795,6288.56,7.32052483903,20.579475161,8.432717,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,865695,2438.84,15.4571985662,12.4428014338,-14.6874,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,69683,3890.58,0.274354636128,27.6256453639,-2.960862,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,38791,1351.05,5.75021810274,22.1497818973,-11.54919,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,796954,288649,21.1975707654,6.7024292346,-21.8878,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,835199,540.414,0.438663632712,27.4613363673,7.456252,CsI_Side_Segment_03_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,949338,3591.66,2.05572734521,25.8442726548,-10.17748,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,919396,5030.83,15.6621208469,12.2378791531,18.4559,CsI_TopAnnulus_Segment_03,csi,0.125
geo_opt_s1_bpe_w5,802934,1366.59,4.71403873609,23.1859612639,-2.398815,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,944327,10102.4,1.38634164972,26.5136583503,-2.252082,CsI_Side_Segment_02,csi,0.125
