dataset,event_id,primary_energy_keV,depth_from_geoopt_outer_radius_cm,r_cm,z_cm,VN,category,weight
geo_opt_s1_bpe_w5,664279,4553.18,6.23153237802,21.668467622,-12.27175,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,82757,991.48,17.1159269079,10.7840730921,-21.76584,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,400753,5500,0,44.017982399,-22.93021,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,210238,1017.43,6.69125811909,21.2087418809,13.78921,CsI_TopAnnulus_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,375327,6254.45,20.4098199055,7.49018009452,-21.9675,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,776371,5034.77,11.0014807133,16.8985192867,18.42799,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,262082,3216.45,13.4333808216,14.4666191784,-17.37616,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,297093,7916.04,15.9563851869,11.9436148131,-2.349549,ColdPlate_CP_100mK_intercept,cold_plates,0.125
geo_opt_s1_bpe_w5,642513,1910.74,18.4755464896,9.42445351038,-23.0517,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,881081,1968.48,4.96170547324,22.9382945268,0.6417824,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,677590,905.879,25.933584873,1.96641512701,-24.72957,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,191253,174708,14.8096629288,13.0903370712,-8.716902,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,423595,6950.85,8.50839996931,19.3916000307,21.5246,XS400_Group2_Cu_Coarse_TopOpenCollar_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,113279,506.319,10.0756528415,17.8243471585,-19.96119,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,136423,9063,0,31.7824926613,39.86975,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,178730,1856.39,4.32886669811,23.5711333019,-10.93248,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,477594,2115.65,13.8509180534,14.0490819466,-23.31657,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,546316,751.026,2.9157649954,24.9842350046,-6.812107,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,472761,479.605,19.0908226874,8.80917731261,3.698754,ColdPlate_CP_100mK_intercept,cold_plates,0.125
geo_opt_s1_bpe_w5,947185,7725.12,12.9117451059,14.9882548941,-10.84705,Shield_60K_Al_side_window_side_wall_above_side_port,window,0.125
geo_opt_s1_bpe_w5,217547,1230.6,17.7022297882,10.1977702118,-24.5148,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,833828,1009.31,10.1086564589,17.7913435411,-2.496009,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,111410,1364.74,3.85445045721,24.0455495428,5.881982,CsI_TopAnnulus_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,146702,2898.21,8.77840298306,19.1215970169,-8.554273,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,801863,3124.44,8.86122962805,19.038770372,15.50439,CsI_Side_Segment_04_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,302917,5762.87,13.4122825091,14.4877174909,-11.55129,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,779328,5425.57,4.7589911521,23.1410088479,-9.882634,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,103939,579.68,9.60121767349,18.2987823265,-11.84678,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,643292,8673.22,13.9858157707,13.9141842293,-17.86784,GeoOpt_W_BottomBaffle_5mm_R60,geoopt_w_baffle,0.125
geo_opt_s1_bpe_w5,154957,10360.2,13.5781905566,14.3218094434,-15.2751,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_rectcut_window_band,window,0.125
geo_opt_s1_bpe_w5,56635,624.1,21.2812823831,6.61871761692,-24.62247,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,452325,1920.09,9.18339454157,18.7166054584,-16.85228,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,86074,5007.4,2.21598991979,25.6840100802,-4.403667,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,686138,603.771,8.77537631227,19.1246236877,7.38345,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_rectcut_window_band,window,0.125
geo_opt_s1_bpe_w5,199337,2115.29,19.0582791239,8.84172087609,-23.47113,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,555329,3049.58,13.5102888763,14.3897111237,-1.741765,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
geo_opt_s1_bpe_w5,311127,174.596,22.6923205644,5.20767943558,-17.76648,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,406182,4108.95,4.09671586503,23.803284135,0.2670266,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,773343,1003.97,19.8206458682,8.07935413177,-18.72238,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,413746,2634.81,16.2434855926,11.6565144074,-4.279655,ColdPlate_CP_100mK_intercept,cold_plates,0.125
geo_opt_s1_bpe_w5,102427,6891.56,3.16318139594,24.7368186041,-1.83892,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,185955,542.801,6.65849634335,21.2415036566,-2.77194,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,43752,14419.5,3.85809733737,24.0419026626,3.371372,CsI_TopAnnulus_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,962606,973.297,7.56338783474,20.3366121653,-3.598528,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,765877,510.999,7.40586448853,20.4941355115,6.541804,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,886206,7637.99,6.78415459915,21.1158454009,20.78554,XS400_Group2_Cu_Coarse_ServiceCan_60K300K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,892331,3996.13,3.71326999025,24.1867300098,-1.668594,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,943221,2096.52,8.14011998523,19.7598800148,15.51043,CsI_Side_Segment_04_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,463883,5965.15,6.52443439505,21.375565605,-12.87292,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,770820,2377.84,7.59523113139,20.3047688686,7.60028,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,497089,4378.4,17.1470325777,10.7529674223,-11.43702,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,310389,2162.5,4.5879650095,23.3120349905,-0.153522,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,816864,1335.28,2.68921931042,25.2107806896,-2.393057,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,699691,818.286,10.5972845231,17.3027154769,18.44416,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,837871,94221.3,14.4068048078,13.4931951922,-21.27803,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,222882,2370.5,7.02292655967,20.8770734403,6.66566,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,695752,1056.81,13.6980011997,14.2019988003,-12.39573,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,257660,9653.15,2.54304900271,25.3569509973,3.896887,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,162138,314.739,10.4276559945,17.4723440055,-14.92429,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,885518,3329.03,6.06725271302,21.832747287,-8.525043,CsI_TopAnnulus_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,256472,1915.32,14.9711570373,12.9288429627,17.97792,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,651953,275.188,3.22717274412,24.6728272559,1.177766,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,852138,7001.35,0,43.6791573322,39.98726,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,619898,4523.72,5.49757882084,22.4024211792,-17.63858,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,274714,197.695,13.1211060442,14.7788939558,-15.72802,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,283826,3266.39,19.8011334536,8.09886654638,-20.74766,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,1959,668.565,16.9857889338,10.9142110662,-25.37111,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,613967,210.997,13.7691325774,14.1308674226,20.41569,XS400_Group1_SupportRod_4K_to_60K_03,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,74280,6891.55,13.8000540374,14.0999459626,-23.65763,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,287199,499.405,6.38686261803,21.513137382,-12.91488,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,898606,6809,0,37.1106028174,-23.11403,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,677887,7725.11,0,48.5897646777,-22.64353,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,205557,623.46,8.74091058429,19.1590894157,11.37638,CsI_TopAnnulus_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,677521,1992.79,3.42503262339,24.4749673766,4.125942,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,853902,972.03,21.2735925006,6.62640749937,-25.64856,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,755551,6357.49,15.4190297052,12.4809702948,18.76951,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,281989,1457.79,23.6658624188,4.23413758116,-24.08241,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,551343,2758.97,12.7690976412,15.1309023588,15.44665,CsI_Side_Segment_03_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,652942,104652,12.011842633,15.888157367,-15.08615,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,45878,217.673,7.1626221867,20.7373778133,-8.162316,CsI_TopAnnulus_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,121448,2.36963,11.261422944,16.638577056,-9.165061,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,522784,2446.04,20.8332973078,7.06670269224,-18.62503,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,144165,472.133,13.3935160748,14.5064839252,-24.45559,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,362031,3810.02,3.42629918793,24.4737008121,-3.058907,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,417558,4016.23,23.0989333685,4.80106663151,-4.093988,TP_L2_00117,tes,0.125
geo_opt_s1_bpe_w5,226094,2359.49,5.60380405206,22.2961959479,-10.66378,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,842874,194.425,7.4562273401,20.4437726599,-10.37972,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,389905,3574.99,3.06566059897,24.834339401,0.334836,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,255092,4189.78,7.74936504825,20.1506349517,-10.07587,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,380715,6891.56,10.9094329643,16.9905670357,-12.76491,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,98908,5259.67,10.8651364077,17.0348635923,-15.52987,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,367088,881.413,5.82366248513,22.0763375149,-16.42675,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,574242,1407.92,4.89963523554,23.0003647645,11.20504,CsI_Side_Segment_03_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,908575,736.741,6.85360662523,21.0463933748,4.547137,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,472706,1905.32,6.40167004882,21.4983299512,-3.37355,CsI_TopAnnulus_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,36334,7662.56,10.9393435496,16.9606564504,-18.06075,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,430754,8315.68,26.7818681903,1.1181318097,-14.14144,Cu_50mK_StillLike_Can_bottom_cap_2mm,other_internal,0.125
geo_opt_s1_bpe_w5,767193,933.885,5.01149493755,22.8885050625,8.626695,CsI_Side_Segment_04_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,869275,1293.84,4.83465132029,23.0653486797,-1.864722,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,167125,2696.93,2.24843996531,25.6515600347,-2.80844,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,763672,3177.8,8.75161964416,19.1483803558,-12.79901,CsI_TopAnnulus_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,538156,126.742,7.08373105341,20.8162689466,-5.655595,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,200542,3136.85,20.3608139819,7.53918601807,-12.80198,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,434876,3169.91,4.2771538974,23.6228461026,-11.12807,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,592212,3246.95,20.6313674997,7.26863250035,-9.516081,Cu_50mK_StillLike_Can_bottom_cap_2mm,other_internal,0.125
geo_opt_s1_bpe_w5,392750,489.247,14.0922336604,13.8077663396,-17.47296,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,692614,2423.34,4.82652623505,23.0734737649,7.776993,CsI_Side_Segment_03_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,781238,1300.54,1.51184447715,26.3881555229,2.381437,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,3390,1356.11,3.32915195102,24.570848049,-1.509255,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,679215,2810.29,14.144223419,13.755776581,-18.87505,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,701298,6458.49,0,28.6051930228,1.86067,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,537017,430.032,0.598110350474,27.3018896495,-2.380788,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,173907,1464.44,15.5205994152,12.3794005848,-23.85865,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,505936,927.639,19.1061499067,8.79385009331,-5.470669,Cu_50mK_StillLike_Can_bottom_cap_2mm,other_internal,0.125
geo_opt_s1_bpe_w5,116036,563.153,4.21954019513,23.6804598049,2.387978,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,153896,2475.33,5.29879312067,22.6012068793,0.8024116,CsI_TopAnnulus_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,122300,4825.47,11.0551009999,16.8448990001,15.5117,CsI_Side_Segment_04_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,119460,3233.2,10.8413247689,17.0586752311,18.54962,CsI_TopAnnulus_Segment_03,csi,0.125
geo_opt_s1_bpe_w5,610515,1304.59,21.0812537279,6.81874627211,-22.0706,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,152923,3553.74,7.85701209072,20.0429879093,-9.319314,CsI_TopAnnulus_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,322091,1816.91,24.5772510149,3.3227489851,2.127054,DR_MXC_Sinter_HEX_AgProxy,other_internal,0.125
geo_opt_s1_bpe_w5,49603,1832.19,5.92670582026,21.9732941797,-7.465242,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,78661,7986.58,8.4489878976,19.4510121024,16.24393,XS400_Group2_Cu_Coarse_SideSleeve_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,341444,138.528,14.9932370078,12.9067629922,-11.89391,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,370544,3207.96,10.1265822369,17.7734177631,-15.58654,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,489593,263.8,7.55569130764,20.3443086924,-1.769505,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,618230,3153.01,6.39211004016,21.5078899598,-10.38105,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,403377,6454.63,19.4264540743,8.47354592565,-23.01351,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,713889,1521.76,4.62784501314,23.2721549869,-9.366767,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,485688,1486.97,6.05949460473,21.8405053953,-15.15128,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,510455,1430.84,13.5905908076,14.3094091924,-20.09161,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,145712,463.26,25.4988000539,2.4011999461,-21.35442,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,771804,451.396,7.49651400689,20.4034859931,12.78693,CsI_Side_Segment_03_rectcut_window_band,csi,0.125
geo_opt_s1_bpe_w5,760328,1437.8,4.71626347751,23.1837365225,-6.571971,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,375664,2329.36,25.3032048061,2.59679519391,1.444212,DR_MXC_Sinter_HEX_AgProxy,other_internal,0.125
geo_opt_s1_bpe_w5,140278,5670.11,27.4067418215,0.493258178541,-20.05913,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,546193,510.999,4.27169297736,23.6283070226,4.785407,CsI_Side_Segment_04_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,948207,5416.36,3.0127012734,24.8872987266,-6.370628,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,881781,639.782,4.70287877507,23.1971212249,-10.45407,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,253206,480.545,5.62368091729,22.2763190827,-11.6413,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,683759,2764.06,2.88580118983,25.0141988102,2.758295,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,682397,3250.08,8.20958009577,19.6904199042,-13.73,CsI_TopAnnulus_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,209817,277.596,14.7814408161,13.1185591839,-17.92299,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,648342,4054.43,5.23177345538,22.6682265446,-5.55567,CsI_TopAnnulus_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,135563,492.017,5.8680703376,22.0319296624,5.176733,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,108764,7725.12,0,36.7350918377,20.398,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,876454,2421.9,26.0364315892,1.86356841077,-25.37233,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,745723,691.299,9.10165434067,18.7983456593,-10.21583,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,915470,7725.12,0,43.5315471557,39.94234,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,732659,5243.85,8.79298839965,19.1070116004,-15.11129,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,226788,398.772,10.3382455436,17.5617544564,-10.78218,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,663365,6118.4,2.21268554383,25.6873144562,3.126424,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,234215,2277.03,16.2812685594,11.6187314406,-18.60499,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,561766,220.583,9.86896666927,18.0310333307,-3.891456,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,887707,1243.78,12.3863572721,15.5136427279,-18.0131,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,727249,4007.43,14.8100005335,13.0899994665,-11.51568,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,806742,610.44,15.622596453,12.277403547,-15.57875,CsI_Bottom_Quadrant_03,csi,0.125
geo_opt_s1_bpe_w5,633616,521.194,14.4374210795,13.4625789205,-18.40266,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,610306,5095.29,2.31135638134,25.5886436187,-8.052214,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,459441,1447.02,14.1370439861,13.7629560139,-16.86416,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,438980,2985.42,2.11541921006,25.7845807899,4.923416,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,901003,445.17,0.106551231799,27.7934487682,-0.6835568,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,452493,6122.81,7.84204193399,20.057958066,-14.60785,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,496604,9682.27,17.5229076134,10.3770923866,30.56606,ColdPlate_60K,cold_plates,0.125
geo_opt_s1_bpe_w5,957701,1552.48,11.302462947,16.597537053,18.49484,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,870326,1472.79,16.5778136086,11.3221863914,-19.0996,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,63455,3640.31,11.4070922824,16.4929077176,-19.05084,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,905001,2793.09,3.72258775586,24.1774122441,1.869245,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,657279,1381.8,3.35664233785,24.5433576621,-6.054372,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,530150,510.999,7.84390324855,20.0560967515,-13.7361,CsI_Side_Segment_01,csi,0.125
geo_opt_s1_bpe_w5,351260,4659.41,3.70884358555,24.1911564144,-1.385976,CsI_Side_Segment_06,csi,0.125
geo_opt_s1_bpe_w5,348609,4641.89,9.37424126409,18.5257587359,-9.231127,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,23262,4475.14,9.92852310516,17.9714768948,-12.00433,CsI_TopAnnulus_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,532912,3851.74,10.2516505132,17.6483494868,13.15552,XS400_Group2_Cu_Coarse_LowerOpenCollar_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,608761,17674.1,0,38.6588525384,-22.89088,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,872089,5059.19,16.666397626,11.233602374,-24.90382,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,375905,7307.3,5.23570006935,22.6642999306,17.53407,XS400_Group2_Cu_Coarse_TopOpenCollar_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,285359,2012.66,13.0616337551,14.8383662449,-18.0264,CsI_Side_Segment_07,csi,0.125
geo_opt_s1_bpe_w5,389615,3015.13,10.6992132109,17.2007867891,-5.89881,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,209041,2072.55,3.15435868504,24.745641315,0.5810659,CsI_Side_Segment_02,csi,0.125
geo_opt_s1_bpe_w5,332976,7916.04,14.2833729126,13.6166270874,16.92938,XS400_Group2_Cu_Coarse_LowerOpenCollar_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,546789,7916.04,17.4879564522,10.4120435478,-8.03344,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
geo_opt_s1_bpe_w5,352689,156.239,9.42384652964,18.4761534704,11.4712,XS400_Group2_Cu_Coarse_LowerOpenCollar_4K60K,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,42899,7725.11,0,29.2880035512,7.645228,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,0.125
geo_opt_s1_bpe_w5,152712,4592.63,10.6281393169,17.2718606831,-16.23769,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,650617,2270.57,13.1879534606,14.7120465394,-17.41191,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,711437,1974.5,26.4462767279,1.45372327207,-24.04284,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,884361,1022.48,3.07496165545,24.8250383445,-2.299657,CsI_Bottom_Quadrant_02,csi,0.125
geo_opt_s1_bpe_w5,881833,171.433,4.94086949458,22.9591305054,-4.241634,CsI_Side_Segment_05,csi,0.125
geo_opt_s1_bpe_w5,307360,7725.11,0,39.3467022901,-22.81227,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
geo_opt_s1_bpe_w5,230532,1656.67,2.41563077835,25.4843692216,5.761291,CsI_Side_Segment_04_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,522664,5606.38,2.050353978,25.849646022,8.346968,CsI_Side_Segment_04_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,146766,2642.04,3.48620636664,24.4137936334,-9.844155,CsI_Bottom_Quadrant_01,csi,0.125
geo_opt_s1_bpe_w5,239603,3151.88,4.13408230114,23.7659176989,11.53841,CsI_Side_Segment_04_below_side_port,csi,0.125
geo_opt_s1_bpe_w5,294243,347.645,8.28120860678,19.6187913932,15.63543,CsI_Side_Segment_03_above_side_port,csi,0.125
geo_opt_s1_bpe_w5,231165,4968.38,11.9839062895,15.9160937105,-18.99764,CsI_Side_Segment_00,csi,0.125
geo_opt_s1_bpe_w5,756374,2158.33,19.1924884575,8.70751154255,-24.99017,CsI_Bottom_Quadrant_00,csi,0.125
geo_opt_s1_bpe_w5,55971,1916.4,14.6713230566,13.2286769434,17.21301,CsI_TopAnnulus_Segment_04,csi,0.125
geo_opt_s1_bpe_w5,98395,467.513,22.1113220654,5.7886779346,-15.2816,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
geo_opt_s1_bpe_w5,419783,667.536,15.3024781807,12.5975218193,17.02414,ColdPlate_4K,cold_plates,0.125
geo_opt_s1_bpe_w5,656048,4118.78,8.25752775115,19.6424722488,-13.17112,CsI_TopAnnulus_Segment_00,csi,0.125
