dataset,depth_bin_lo_cm,depth_bin_hi_cm,log10_energy_bin_lo_keV,log10_energy_bin_hi_keV,weighted_rpip_points,raw_rpip_points
geo_opt_s1_bpe_w5,10.5,11,2.2,2.4,15,120
geo_opt_s1_bpe_w5,10.5,11,2.4,2.6,30,240
geo_opt_s1_bpe_w5,10.5,11,2.6,2.8,55,440
geo_opt_s1_bpe_w5,10.5,11,2.8,3,63.125,505
geo_opt_s1_bpe_w5,10.5,11,3,3.2,79.25,634
geo_opt_s1_bpe_w5,10.5,11,3.2,3.4,108.875,871
geo_opt_s1_bpe_w5,10.5,11,3.4,3.6,143.375,1147
geo_opt_s1_bpe_w5,10.5,11,3.6,3.8,118.25,946
geo_opt_s1_bpe_w5,10.5,11,3.8,4,77,616
geo_opt_s1_bpe_w5,10.5,11,4,4.2,9.125,73
geo_opt_s1_bpe_w5,10.5,11,4.2,4.4,4.875,39
geo_opt_s1_bpe_w5,10.5,11,4.4,4.6,2.5,20
geo_opt_s1_bpe_w5,10.5,11,4.6,4.8,2.125,17
geo_opt_s1_bpe_w5,10.5,11,4.8,5,0.75,6
geo_opt_s1_bpe_w5,10.5,11,5,5.2,2.25,18
geo_opt_s1_bpe_w5,10.5,11,5.2,5.4,1.375,11
geo_opt_s1_bpe_w5,10.5,11,5.4,5.6,1.5,12
geo_opt_s1_bpe_w5,10.5,11,5.6,5.8,1.375,11
geo_opt_s1_bpe_w5,10.5,11,5.8,6,0.5,4
geo_opt_s1_bpe_w5,11,11.5,-4.6,-4.4,0.125,1
geo_opt_s1_bpe_w5,11,11.5,-3,-2.8,0.125,1
geo_opt_s1_bpe_w5,11,11.5,-2.4,-2.2,0.125,1
geo_opt_s1_bpe_w5,11,11.5,-2,-1.8,0.125,1
geo_opt_s1_bpe_w5,11,11.5,-1.8,-1.6,0.125,1
geo_opt_s1_bpe_w5,11,11.5,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,11,11.5,-1,-0.8,0.25,2
geo_opt_s1_bpe_w5,11,11.5,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,11,11.5,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,11,11.5,0.6,0.8,0.25,2
geo_opt_s1_bpe_w5,11,11.5,1.2,1.4,0.625,5
geo_opt_s1_bpe_w5,11,11.5,1.6,1.8,0.625,5
geo_opt_s1_bpe_w5,11,11.5,1.8,2,3.375,27
geo_opt_s1_bpe_w5,11,11.5,2,2.2,8.5,68
geo_opt_s1_bpe_w5,11,11.5,2.2,2.4,17.75,142
geo_opt_s1_bpe_w5,11,11.5,2.4,2.6,29,232
geo_opt_s1_bpe_w5,11,11.5,2.6,2.8,55.75,446
geo_opt_s1_bpe_w5,11,11.5,2.8,3,60.125,481
geo_opt_s1_bpe_w5,11,11.5,3,3.2,76,608
geo_opt_s1_bpe_w5,11,11.5,3.2,3.4,101,808
geo_opt_s1_bpe_w5,11,11.5,3.4,3.6,127.875,1023
geo_opt_s1_bpe_w5,11,11.5,3.6,3.8,120.125,961
geo_opt_s1_bpe_w5,11,11.5,3.8,4,70.5,564
geo_opt_s1_bpe_w5,11,11.5,4,4.2,11.625,93
geo_opt_s1_bpe_w5,11,11.5,4.2,4.4,4,32
geo_opt_s1_bpe_w5,11,11.5,4.4,4.6,3,24
geo_opt_s1_bpe_w5,11,11.5,4.6,4.8,1.625,13
geo_opt_s1_bpe_w5,11,11.5,4.8,5,2.375,19
geo_opt_s1_bpe_w5,11,11.5,5,5.2,1.5,12
geo_opt_s1_bpe_w5,11,11.5,5.2,5.4,1.5,12
geo_opt_s1_bpe_w5,11,11.5,5.4,5.6,2.125,17
geo_opt_s1_bpe_w5,11,11.5,5.6,5.8,1,8
geo_opt_s1_bpe_w5,11,11.5,5.8,6,0.125,1
geo_opt_s1_bpe_w5,11.5,12,-3.6,-3.4,0.125,1
geo_opt_s1_bpe_w5,11.5,12,-1.8,-1.6,0.125,1
geo_opt_s1_bpe_w5,11.5,12,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,11.5,12,-0.8,-0.6,0.125,1
geo_opt_s1_bpe_w5,11.5,12,-0.2,0,0.125,1
geo_opt_s1_bpe_w5,11.5,12,0,0.2,0.25,2
geo_opt_s1_bpe_w5,11.5,12,0.4,0.6,0.375,3
geo_opt_s1_bpe_w5,11.5,12,0.6,0.8,0.25,2
geo_opt_s1_bpe_w5,11.5,12,0.8,1,0.125,1
geo_opt_s1_bpe_w5,11.5,12,1,1.2,0.25,2
geo_opt_s1_bpe_w5,11.5,12,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,11.5,12,1.6,1.8,0.625,5
geo_opt_s1_bpe_w5,11.5,12,1.8,2,3.875,31
geo_opt_s1_bpe_w5,11.5,12,2,2.2,7.625,61
geo_opt_s1_bpe_w5,11.5,12,2.2,2.4,17,136
geo_opt_s1_bpe_w5,11.5,12,2.4,2.6,28.125,225
geo_opt_s1_bpe_w5,11.5,12,2.6,2.8,48.125,385
geo_opt_s1_bpe_w5,11.5,12,2.8,3,49.625,397
geo_opt_s1_bpe_w5,11.5,12,3,3.2,68.375,547
geo_opt_s1_bpe_w5,11.5,12,3.2,3.4,90.125,721
geo_opt_s1_bpe_w5,11.5,12,3.4,3.6,131.375,1051
geo_opt_s1_bpe_w5,11.5,12,3.6,3.8,109.875,879
geo_opt_s1_bpe_w5,11.5,12,3.8,4,67.5,540
geo_opt_s1_bpe_w5,11.5,12,4,4.2,9.75,78
geo_opt_s1_bpe_w5,11.5,12,4.2,4.4,4.75,38
geo_opt_s1_bpe_w5,11.5,12,4.4,4.6,2.25,18
geo_opt_s1_bpe_w5,11.5,12,4.6,4.8,1.75,14
geo_opt_s1_bpe_w5,11.5,12,4.8,5,0.625,5
geo_opt_s1_bpe_w5,11.5,12,5,5.2,1.5,12
geo_opt_s1_bpe_w5,11.5,12,5.2,5.4,1.125,9
geo_opt_s1_bpe_w5,11.5,12,5.4,5.6,1.125,9
geo_opt_s1_bpe_w5,11.5,12,5.6,5.8,0.375,3
geo_opt_s1_bpe_w5,12,12.5,-2.2,-2,0.125,1
geo_opt_s1_bpe_w5,12,12.5,-1.8,-1.6,0.125,1
geo_opt_s1_bpe_w5,12,12.5,-0.6,-0.4,0.125,1
geo_opt_s1_bpe_w5,12,12.5,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,12,12.5,0.8,1,0.125,1
geo_opt_s1_bpe_w5,12,12.5,1,1.2,0.125,1
geo_opt_s1_bpe_w5,12,12.5,1.2,1.4,0.5,4
geo_opt_s1_bpe_w5,12,12.5,1.4,1.6,0.25,2
geo_opt_s1_bpe_w5,12,12.5,1.6,1.8,1.75,14
geo_opt_s1_bpe_w5,12,12.5,1.8,2,2.75,22
geo_opt_s1_bpe_w5,12,12.5,2,2.2,8.5,68
geo_opt_s1_bpe_w5,12,12.5,2.2,2.4,16.25,130
geo_opt_s1_bpe_w5,12,12.5,2.4,2.6,28.75,230
geo_opt_s1_bpe_w5,12,12.5,2.6,2.8,47.375,379
geo_opt_s1_bpe_w5,12,12.5,2.8,3,50.125,401
geo_opt_s1_bpe_w5,12,12.5,3,3.2,62.75,502
geo_opt_s1_bpe_w5,12,12.5,3.2,3.4,94.25,754
geo_opt_s1_bpe_w5,12,12.5,3.4,3.6,117.75,942
geo_opt_s1_bpe_w5,12,12.5,3.6,3.8,98.375,787
geo_opt_s1_bpe_w5,12,12.5,3.8,4,67,536
geo_opt_s1_bpe_w5,12,12.5,4,4.2,11.75,94
geo_opt_s1_bpe_w5,12,12.5,4.2,4.4,5,40
geo_opt_s1_bpe_w5,12,12.5,4.4,4.6,2.125,17
geo_opt_s1_bpe_w5,12,12.5,4.6,4.8,1.5,12
geo_opt_s1_bpe_w5,12,12.5,4.8,5,1.875,15
geo_opt_s1_bpe_w5,12,12.5,5,5.2,1.875,15
geo_opt_s1_bpe_w5,12,12.5,5.2,5.4,1.25,10
geo_opt_s1_bpe_w5,12,12.5,5.4,5.6,1.75,14
geo_opt_s1_bpe_w5,12,12.5,5.6,5.8,0.25,2
geo_opt_s1_bpe_w5,12,12.5,5.8,6,0.125,1
geo_opt_s1_bpe_w5,12.5,13,-1.8,-1.6,0.25,2
geo_opt_s1_bpe_w5,12.5,13,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,12.5,13,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,12.5,13,-0.8,-0.6,0.125,1
geo_opt_s1_bpe_w5,12.5,13,-0.6,-0.4,0.125,1
geo_opt_s1_bpe_w5,12.5,13,0,0.2,0.125,1
geo_opt_s1_bpe_w5,12.5,13,0.2,0.4,0.25,2
geo_opt_s1_bpe_w5,12.5,13,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,12.5,13,0.8,1,0.25,2
geo_opt_s1_bpe_w5,12.5,13,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,12.5,13,1.4,1.6,0.75,6
geo_opt_s1_bpe_w5,12.5,13,1.6,1.8,1,8
geo_opt_s1_bpe_w5,12.5,13,1.8,2,1.75,14
geo_opt_s1_bpe_w5,12.5,13,2,2.2,9.625,77
geo_opt_s1_bpe_w5,12.5,13,2.2,2.4,15.625,125
geo_opt_s1_bpe_w5,12.5,13,2.4,2.6,25.625,205
geo_opt_s1_bpe_w5,12.5,13,2.6,2.8,47.375,379
geo_opt_s1_bpe_w5,12.5,13,2.8,3,49.5,396
geo_opt_s1_bpe_w5,12.5,13,3,3.2,62.5,500
geo_opt_s1_bpe_w5,12.5,13,3.2,3.4,87,696
geo_opt_s1_bpe_w5,12.5,13,3.4,3.6,113,904
geo_opt_s1_bpe_w5,12.5,13,3.6,3.8,91.5,732
geo_opt_s1_bpe_w5,12.5,13,3.8,4,65,520
geo_opt_s1_bpe_w5,12.5,13,4,4.2,10.875,87
geo_opt_s1_bpe_w5,12.5,13,4.2,4.4,7.125,57
geo_opt_s1_bpe_w5,12.5,13,4.4,4.6,2,16
geo_opt_s1_bpe_w5,12.5,13,4.6,4.8,1.875,15
geo_opt_s1_bpe_w5,12.5,13,4.8,5,1.75,14
geo_opt_s1_bpe_w5,12.5,13,5,5.2,0.875,7
geo_opt_s1_bpe_w5,12.5,13,5.2,5.4,1.125,9
geo_opt_s1_bpe_w5,12.5,13,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,12.5,13,5.6,5.8,0.5,4
geo_opt_s1_bpe_w5,13,13.5,-2.2,-2,0.125,1
geo_opt_s1_bpe_w5,13,13.5,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,13,13.5,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,13,13.5,-0.6,-0.4,0.125,1
geo_opt_s1_bpe_w5,13,13.5,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,13,13.5,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,13,13.5,0.8,1,0.25,2
geo_opt_s1_bpe_w5,13,13.5,1,1.2,0.25,2
geo_opt_s1_bpe_w5,13,13.5,1.6,1.8,0.5,4
geo_opt_s1_bpe_w5,13,13.5,1.8,2,2,16
geo_opt_s1_bpe_w5,13,13.5,2,2.2,7.75,62
geo_opt_s1_bpe_w5,13,13.5,2.2,2.4,16,128
geo_opt_s1_bpe_w5,13,13.5,2.4,2.6,25.375,203
geo_opt_s1_bpe_w5,13,13.5,2.6,2.8,46.75,374
geo_opt_s1_bpe_w5,13,13.5,2.8,3,42,336
geo_opt_s1_bpe_w5,13,13.5,3,3.2,59.125,473
geo_opt_s1_bpe_w5,13,13.5,3.2,3.4,87.5,700
geo_opt_s1_bpe_w5,13,13.5,3.4,3.6,103.75,830
geo_opt_s1_bpe_w5,13,13.5,3.6,3.8,99.625,797
geo_opt_s1_bpe_w5,13,13.5,3.8,4,63.125,505
geo_opt_s1_bpe_w5,13,13.5,4,4.2,9.375,75
geo_opt_s1_bpe_w5,13,13.5,4.2,4.4,4.5,36
geo_opt_s1_bpe_w5,13,13.5,4.4,4.6,1.5,12
geo_opt_s1_bpe_w5,13,13.5,4.6,4.8,1.75,14
geo_opt_s1_bpe_w5,13,13.5,4.8,5,1.625,13
geo_opt_s1_bpe_w5,13,13.5,5,5.2,1.5,12
geo_opt_s1_bpe_w5,13,13.5,5.2,5.4,1.375,11
geo_opt_s1_bpe_w5,13,13.5,5.4,5.6,1.75,14
geo_opt_s1_bpe_w5,13,13.5,5.6,5.8,1.375,11
geo_opt_s1_bpe_w5,13,13.5,5.8,6,0.5,4
geo_opt_s1_bpe_w5,13.5,14,-4,-3.8,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-3.2,-3,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-3,-2.8,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-2.4,-2.2,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-1.6,-1.4,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,13.5,14,-0.2,0,0.25,2
geo_opt_s1_bpe_w5,13.5,14,0,0.2,0.125,1
geo_opt_s1_bpe_w5,13.5,14,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,13.5,14,0.8,1,0.125,1
geo_opt_s1_bpe_w5,13.5,14,1,1.2,0.25,2
geo_opt_s1_bpe_w5,13.5,14,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,13.5,14,1.4,1.6,0.5,4
geo_opt_s1_bpe_w5,13.5,14,1.6,1.8,0.25,2
geo_opt_s1_bpe_w5,13.5,14,1.8,2,2.375,19
geo_opt_s1_bpe_w5,13.5,14,2,2.2,6.5,52
geo_opt_s1_bpe_w5,13.5,14,2.2,2.4,13.875,111
geo_opt_s1_bpe_w5,13.5,14,2.4,2.6,25.125,201
geo_opt_s1_bpe_w5,13.5,14,2.6,2.8,43.25,346
geo_opt_s1_bpe_w5,13.5,14,2.8,3,44.125,353
geo_opt_s1_bpe_w5,13.5,14,3,3.2,61.25,490
geo_opt_s1_bpe_w5,13.5,14,3.2,3.4,74.75,598
geo_opt_s1_bpe_w5,13.5,14,3.4,3.6,104.125,833
geo_opt_s1_bpe_w5,13.5,14,3.6,3.8,87,696
geo_opt_s1_bpe_w5,13.5,14,3.8,4,59.375,475
geo_opt_s1_bpe_w5,13.5,14,4,4.2,10.5,84
geo_opt_s1_bpe_w5,13.5,14,4.2,4.4,4.625,37
geo_opt_s1_bpe_w5,13.5,14,4.4,4.6,2.375,19
geo_opt_s1_bpe_w5,13.5,14,4.6,4.8,2,16
geo_opt_s1_bpe_w5,13.5,14,4.8,5,1.5,12
geo_opt_s1_bpe_w5,13.5,14,5,5.2,0.875,7
geo_opt_s1_bpe_w5,13.5,14,5.2,5.4,1.5,12
geo_opt_s1_bpe_w5,13.5,14,5.4,5.6,1.375,11
geo_opt_s1_bpe_w5,13.5,14,5.6,5.8,1.375,11
geo_opt_s1_bpe_w5,14,14.5,-3.8,-3.6,0.125,1
geo_opt_s1_bpe_w5,14,14.5,-2.8,-2.6,0.125,1
geo_opt_s1_bpe_w5,14,14.5,-0.2,0,0.125,1
geo_opt_s1_bpe_w5,14,14.5,0.4,0.6,0.25,2
geo_opt_s1_bpe_w5,14,14.5,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,14,14.5,1,1.2,0.125,1
geo_opt_s1_bpe_w5,14,14.5,1.2,1.4,0.375,3
geo_opt_s1_bpe_w5,14,14.5,1.4,1.6,0.625,5
geo_opt_s1_bpe_w5,14,14.5,1.6,1.8,0.75,6
geo_opt_s1_bpe_w5,14,14.5,1.8,2,1.875,15
geo_opt_s1_bpe_w5,14,14.5,2,2.2,7.5,60
geo_opt_s1_bpe_w5,14,14.5,2.2,2.4,13.125,105
geo_opt_s1_bpe_w5,14,14.5,2.4,2.6,21.75,174
geo_opt_s1_bpe_w5,14,14.5,2.6,2.8,41,328
geo_opt_s1_bpe_w5,14,14.5,2.8,3,41.875,335
geo_opt_s1_bpe_w5,14,14.5,3,3.2,53.5,428
geo_opt_s1_bpe_w5,14,14.5,3.2,3.4,77.5,620
geo_opt_s1_bpe_w5,14,14.5,3.4,3.6,92.25,738
geo_opt_s1_bpe_w5,14,14.5,3.6,3.8,85.375,683
geo_opt_s1_bpe_w5,14,14.5,3.8,4,61.25,490
geo_opt_s1_bpe_w5,14,14.5,4,4.2,8.5,68
geo_opt_s1_bpe_w5,14,14.5,4.2,4.4,4.875,39
geo_opt_s1_bpe_w5,14,14.5,4.4,4.6,2,16
geo_opt_s1_bpe_w5,14,14.5,4.6,4.8,1.375,11
geo_opt_s1_bpe_w5,14,14.5,4.8,5,1.75,14
geo_opt_s1_bpe_w5,14,14.5,5,5.2,1.125,9
geo_opt_s1_bpe_w5,14,14.5,5.2,5.4,1.25,10
geo_opt_s1_bpe_w5,14,14.5,5.4,5.6,0.75,6
geo_opt_s1_bpe_w5,14,14.5,5.6,5.8,0.875,7
geo_opt_s1_bpe_w5,14,14.5,5.8,6,0.125,1
geo_opt_s1_bpe_w5,14.5,15,-4,-3.8,0.125,1
geo_opt_s1_bpe_w5,14.5,15,-2.4,-2.2,0.125,1
geo_opt_s1_bpe_w5,14.5,15,-1.8,-1.6,0.125,1
geo_opt_s1_bpe_w5,14.5,15,-0.4,-0.2,0.125,1
geo_opt_s1_bpe_w5,14.5,15,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,14.5,15,0.8,1,0.25,2
geo_opt_s1_bpe_w5,14.5,15,1,1.2,0.25,2
geo_opt_s1_bpe_w5,14.5,15,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,14.5,15,1.4,1.6,0.5,4
geo_opt_s1_bpe_w5,14.5,15,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,14.5,15,1.8,2,1.75,14
geo_opt_s1_bpe_w5,14.5,15,2,2.2,6.5,52
geo_opt_s1_bpe_w5,14.5,15,2.2,2.4,10.125,81
geo_opt_s1_bpe_w5,14.5,15,2.4,2.6,20.5,164
geo_opt_s1_bpe_w5,14.5,15,2.6,2.8,35.125,281
geo_opt_s1_bpe_w5,14.5,15,2.8,3,37.625,301
geo_opt_s1_bpe_w5,14.5,15,3,3.2,47,376
geo_opt_s1_bpe_w5,14.5,15,3.2,3.4,70.875,567
geo_opt_s1_bpe_w5,14.5,15,3.4,3.6,95.75,766
geo_opt_s1_bpe_w5,14.5,15,3.6,3.8,74.25,594
geo_opt_s1_bpe_w5,14.5,15,3.8,4,56.375,451
geo_opt_s1_bpe_w5,14.5,15,4,4.2,8.5,68
geo_opt_s1_bpe_w5,14.5,15,4.2,4.4,3.125,25
geo_opt_s1_bpe_w5,14.5,15,4.4,4.6,2,16
geo_opt_s1_bpe_w5,14.5,15,4.6,4.8,0.875,7
geo_opt_s1_bpe_w5,14.5,15,4.8,5,1.75,14
geo_opt_s1_bpe_w5,14.5,15,5,5.2,0.625,5
geo_opt_s1_bpe_w5,14.5,15,5.2,5.4,0.75,6
geo_opt_s1_bpe_w5,14.5,15,5.4,5.6,0.5,4
geo_opt_s1_bpe_w5,14.5,15,5.6,5.8,0.25,2
geo_opt_s1_bpe_w5,14.5,15,5.8,6,0.125,1
geo_opt_s1_bpe_w5,15,15.5,-3.8,-3.6,0.125,1
geo_opt_s1_bpe_w5,15,15.5,-1.6,-1.4,0.125,1
geo_opt_s1_bpe_w5,15,15.5,-0.8,-0.6,0.25,2
geo_opt_s1_bpe_w5,15,15.5,0,0.2,0.125,1
geo_opt_s1_bpe_w5,15,15.5,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,15,15.5,0.4,0.6,0.25,2
geo_opt_s1_bpe_w5,15,15.5,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,15,15.5,0.8,1,0.125,1
geo_opt_s1_bpe_w5,15,15.5,1.2,1.4,0.5,4
geo_opt_s1_bpe_w5,15,15.5,1.6,1.8,0.375,3
geo_opt_s1_bpe_w5,15,15.5,1.8,2,2.875,23
geo_opt_s1_bpe_w5,15,15.5,2,2.2,5.625,45
geo_opt_s1_bpe_w5,15,15.5,2.2,2.4,11.5,92
geo_opt_s1_bpe_w5,15,15.5,2.4,2.6,19.75,158
geo_opt_s1_bpe_w5,15,15.5,2.6,2.8,33.625,269
geo_opt_s1_bpe_w5,15,15.5,2.8,3,35.25,282
geo_opt_s1_bpe_w5,15,15.5,3,3.2,43.75,350
geo_opt_s1_bpe_w5,15,15.5,3.2,3.4,66.125,529
geo_opt_s1_bpe_w5,15,15.5,3.4,3.6,83.125,665
geo_opt_s1_bpe_w5,15,15.5,3.6,3.8,65.75,526
geo_opt_s1_bpe_w5,15,15.5,3.8,4,52.625,421
geo_opt_s1_bpe_w5,15,15.5,4,4.2,8.25,66
geo_opt_s1_bpe_w5,15,15.5,4.2,4.4,3.5,28
geo_opt_s1_bpe_w5,15,15.5,4.4,4.6,1.125,9
geo_opt_s1_bpe_w5,15,15.5,4.6,4.8,1.625,13
geo_opt_s1_bpe_w5,15,15.5,4.8,5,1,8
geo_opt_s1_bpe_w5,15,15.5,5,5.2,1.875,15
geo_opt_s1_bpe_w5,15,15.5,5.2,5.4,1,8
geo_opt_s1_bpe_w5,15,15.5,5.4,5.6,1.375,11
geo_opt_s1_bpe_w5,15,15.5,5.6,5.8,0.875,7
geo_opt_s1_bpe_w5,15.5,16,-0.4,-0.2,0.125,1
geo_opt_s1_bpe_w5,15.5,16,-0.2,0,0.25,2
geo_opt_s1_bpe_w5,15.5,16,0,0.2,0.25,2
geo_opt_s1_bpe_w5,15.5,16,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,15.5,16,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,15.5,16,0.8,1,0.125,1
geo_opt_s1_bpe_w5,15.5,16,1,1.2,0.125,1
geo_opt_s1_bpe_w5,15.5,16,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,15.5,16,1.4,1.6,0.25,2
geo_opt_s1_bpe_w5,15.5,16,1.6,1.8,0.25,2
geo_opt_s1_bpe_w5,15.5,16,1.8,2,1.5,12
geo_opt_s1_bpe_w5,15.5,16,2,2.2,4.375,35
geo_opt_s1_bpe_w5,15.5,16,2.2,2.4,11.25,90
geo_opt_s1_bpe_w5,15.5,16,2.4,2.6,15.5,124
geo_opt_s1_bpe_w5,15.5,16,2.6,2.8,31,248
geo_opt_s1_bpe_w5,15.5,16,2.8,3,33.75,270
geo_opt_s1_bpe_w5,15.5,16,3,3.2,44.125,353
geo_opt_s1_bpe_w5,15.5,16,3.2,3.4,60.25,482
geo_opt_s1_bpe_w5,15.5,16,3.4,3.6,69.125,553
geo_opt_s1_bpe_w5,15.5,16,3.6,3.8,69.125,553
geo_opt_s1_bpe_w5,15.5,16,3.8,4,46.375,371
geo_opt_s1_bpe_w5,15.5,16,4,4.2,7.625,61
geo_opt_s1_bpe_w5,15.5,16,4.2,4.4,2.625,21
geo_opt_s1_bpe_w5,15.5,16,4.4,4.6,2,16
geo_opt_s1_bpe_w5,15.5,16,4.6,4.8,1,8
geo_opt_s1_bpe_w5,15.5,16,4.8,5,1,8
geo_opt_s1_bpe_w5,15.5,16,5,5.2,1.625,13
geo_opt_s1_bpe_w5,15.5,16,5.2,5.4,1.5,12
geo_opt_s1_bpe_w5,15.5,16,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,15.5,16,5.6,5.8,0.375,3
geo_opt_s1_bpe_w5,15.5,16,5.8,6,0.125,1
geo_opt_s1_bpe_w5,16,16.5,-1.4,-1.2,0.125,1
geo_opt_s1_bpe_w5,16,16.5,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,16,16.5,-0.2,0,0.25,2
geo_opt_s1_bpe_w5,16,16.5,1.2,1.4,0.375,3
geo_opt_s1_bpe_w5,16,16.5,1.4,1.6,0.375,3
geo_opt_s1_bpe_w5,16,16.5,1.6,1.8,0.5,4
geo_opt_s1_bpe_w5,16,16.5,1.8,2,2,16
geo_opt_s1_bpe_w5,16,16.5,2,2.2,4.75,38
geo_opt_s1_bpe_w5,16,16.5,2.2,2.4,8.125,65
geo_opt_s1_bpe_w5,16,16.5,2.4,2.6,13.5,108
geo_opt_s1_bpe_w5,16,16.5,2.6,2.8,28,224
geo_opt_s1_bpe_w5,16,16.5,2.8,3,30.5,244
geo_opt_s1_bpe_w5,16,16.5,3,3.2,39.875,319
geo_opt_s1_bpe_w5,16,16.5,3.2,3.4,57.875,463
geo_opt_s1_bpe_w5,16,16.5,3.4,3.6,73.25,586
geo_opt_s1_bpe_w5,16,16.5,3.6,3.8,63.625,509
geo_opt_s1_bpe_w5,16,16.5,3.8,4,45.875,367
geo_opt_s1_bpe_w5,16,16.5,4,4.2,7.25,58
geo_opt_s1_bpe_w5,16,16.5,4.2,4.4,3.125,25
geo_opt_s1_bpe_w5,16,16.5,4.4,4.6,1.375,11
geo_opt_s1_bpe_w5,16,16.5,4.6,4.8,0.5,4
geo_opt_s1_bpe_w5,16,16.5,4.8,5,1.25,10
geo_opt_s1_bpe_w5,16,16.5,5,5.2,1,8
geo_opt_s1_bpe_w5,16,16.5,5.2,5.4,0.5,4
geo_opt_s1_bpe_w5,16,16.5,5.4,5.6,1.25,10
geo_opt_s1_bpe_w5,16,16.5,5.6,5.8,0.5,4
geo_opt_s1_bpe_w5,16,16.5,5.8,6,0.25,2
geo_opt_s1_bpe_w5,16.5,17,-0.6,-0.4,0.125,1
geo_opt_s1_bpe_w5,16.5,17,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,16.5,17,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,16.5,17,1,1.2,0.125,1
geo_opt_s1_bpe_w5,16.5,17,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,16.5,17,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,16.5,17,1.8,2,2,16
geo_opt_s1_bpe_w5,16.5,17,2,2.2,4.25,34
geo_opt_s1_bpe_w5,16.5,17,2.2,2.4,9.25,74
geo_opt_s1_bpe_w5,16.5,17,2.4,2.6,15.875,127
geo_opt_s1_bpe_w5,16.5,17,2.6,2.8,24.625,197
geo_opt_s1_bpe_w5,16.5,17,2.8,3,29.5,236
geo_opt_s1_bpe_w5,16.5,17,3,3.2,36.25,290
geo_opt_s1_bpe_w5,16.5,17,3.2,3.4,54.5,436
geo_opt_s1_bpe_w5,16.5,17,3.4,3.6,63.625,509
geo_opt_s1_bpe_w5,16.5,17,3.6,3.8,63.625,509
geo_opt_s1_bpe_w5,16.5,17,3.8,4,48,384
geo_opt_s1_bpe_w5,16.5,17,4,4.2,6.75,54
geo_opt_s1_bpe_w5,16.5,17,4.2,4.4,2.75,22
geo_opt_s1_bpe_w5,16.5,17,4.4,4.6,1.25,10
geo_opt_s1_bpe_w5,16.5,17,4.6,4.8,1.375,11
geo_opt_s1_bpe_w5,16.5,17,4.8,5,0.875,7
geo_opt_s1_bpe_w5,16.5,17,5,5.2,1.125,9
geo_opt_s1_bpe_w5,16.5,17,5.2,5.4,1.125,9
geo_opt_s1_bpe_w5,16.5,17,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,16.5,17,5.6,5.8,1.125,9
geo_opt_s1_bpe_w5,17,17.5,-1.8,-1.6,0.25,2
geo_opt_s1_bpe_w5,17,17.5,-0.6,-0.4,0.125,1
geo_opt_s1_bpe_w5,17,17.5,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,17,17.5,1,1.2,0.125,1
geo_opt_s1_bpe_w5,17,17.5,1.2,1.4,0.25,2
geo_opt_s1_bpe_w5,17,17.5,1.4,1.6,0.375,3
geo_opt_s1_bpe_w5,17,17.5,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,17,17.5,1.8,2,1.75,14
