dataset,depth_bin_lo_cm,depth_bin_hi_cm,log10_energy_bin_lo_keV,log10_energy_bin_hi_keV,weighted_rpip_points,raw_rpip_points
geo_opt_s1_bpe_w5,17,17.5,2,2.2,4.125,33
geo_opt_s1_bpe_w5,17,17.5,2.2,2.4,7.875,63
geo_opt_s1_bpe_w5,17,17.5,2.4,2.6,15.5,124
geo_opt_s1_bpe_w5,17,17.5,2.6,2.8,25.625,205
geo_opt_s1_bpe_w5,17,17.5,2.8,3,26.625,213
geo_opt_s1_bpe_w5,17,17.5,3,3.2,34.875,279
geo_opt_s1_bpe_w5,17,17.5,3.2,3.4,52.875,423
geo_opt_s1_bpe_w5,17,17.5,3.4,3.6,62.25,498
geo_opt_s1_bpe_w5,17,17.5,3.6,3.8,62.75,502
geo_opt_s1_bpe_w5,17,17.5,3.8,4,44.75,358
geo_opt_s1_bpe_w5,17,17.5,4,4.2,6.375,51
geo_opt_s1_bpe_w5,17,17.5,4.2,4.4,3.125,25
geo_opt_s1_bpe_w5,17,17.5,4.4,4.6,1,8
geo_opt_s1_bpe_w5,17,17.5,4.6,4.8,1.25,10
geo_opt_s1_bpe_w5,17,17.5,4.8,5,1,8
geo_opt_s1_bpe_w5,17,17.5,5,5.2,1.375,11
geo_opt_s1_bpe_w5,17,17.5,5.2,5.4,0.875,7
geo_opt_s1_bpe_w5,17,17.5,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,17,17.5,5.6,5.8,0.875,7
geo_opt_s1_bpe_w5,17.5,18,-0.8,-0.6,0.125,1
geo_opt_s1_bpe_w5,17.5,18,-0.6,-0.4,0.125,1
geo_opt_s1_bpe_w5,17.5,18,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,17.5,18,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,17.5,18,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,17.5,18,1.4,1.6,0.25,2
geo_opt_s1_bpe_w5,17.5,18,1.6,1.8,0.375,3
geo_opt_s1_bpe_w5,17.5,18,1.8,2,0.375,3
geo_opt_s1_bpe_w5,17.5,18,2,2.2,5.25,42
geo_opt_s1_bpe_w5,17.5,18,2.2,2.4,8.5,68
geo_opt_s1_bpe_w5,17.5,18,2.4,2.6,15.5,124
geo_opt_s1_bpe_w5,17.5,18,2.6,2.8,28.375,227
geo_opt_s1_bpe_w5,17.5,18,2.8,3,24.625,197
geo_opt_s1_bpe_w5,17.5,18,3,3.2,33.25,266
geo_opt_s1_bpe_w5,17.5,18,3.2,3.4,44.875,359
geo_opt_s1_bpe_w5,17.5,18,3.4,3.6,62.875,503
geo_opt_s1_bpe_w5,17.5,18,3.6,3.8,56.625,453
geo_opt_s1_bpe_w5,17.5,18,3.8,4,39.75,318
geo_opt_s1_bpe_w5,17.5,18,4,4.2,8.25,66
geo_opt_s1_bpe_w5,17.5,18,4.2,4.4,3.625,29
geo_opt_s1_bpe_w5,17.5,18,4.4,4.6,1.625,13
geo_opt_s1_bpe_w5,17.5,18,4.6,4.8,0.75,6
geo_opt_s1_bpe_w5,17.5,18,4.8,5,1.5,12
geo_opt_s1_bpe_w5,17.5,18,5,5.2,0.875,7
geo_opt_s1_bpe_w5,17.5,18,5.2,5.4,1.125,9
geo_opt_s1_bpe_w5,17.5,18,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,17.5,18,5.6,5.8,0.25,2
geo_opt_s1_bpe_w5,17.5,18,5.8,6,0.125,1
geo_opt_s1_bpe_w5,18,18.5,-3.8,-3.6,0.125,1
geo_opt_s1_bpe_w5,18,18.5,-2.8,-2.6,0.125,1
geo_opt_s1_bpe_w5,18,18.5,-1.6,-1.4,0.125,1
geo_opt_s1_bpe_w5,18,18.5,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,18,18.5,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,18,18.5,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,18,18.5,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,18,18.5,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,18,18.5,1.8,2,1.125,9
geo_opt_s1_bpe_w5,18,18.5,2,2.2,4.25,34
geo_opt_s1_bpe_w5,18,18.5,2.2,2.4,6.75,54
geo_opt_s1_bpe_w5,18,18.5,2.4,2.6,13.75,110
geo_opt_s1_bpe_w5,18,18.5,2.6,2.8,24.875,199
geo_opt_s1_bpe_w5,18,18.5,2.8,3,25.875,207
geo_opt_s1_bpe_w5,18,18.5,3,3.2,33.625,269
geo_opt_s1_bpe_w5,18,18.5,3.2,3.4,46.25,370
geo_opt_s1_bpe_w5,18,18.5,3.4,3.6,59,472
geo_opt_s1_bpe_w5,18,18.5,3.6,3.8,47.875,383
geo_opt_s1_bpe_w5,18,18.5,3.8,4,40.375,323
geo_opt_s1_bpe_w5,18,18.5,4,4.2,7.375,59
geo_opt_s1_bpe_w5,18,18.5,4.2,4.4,2.875,23
geo_opt_s1_bpe_w5,18,18.5,4.4,4.6,1.125,9
geo_opt_s1_bpe_w5,18,18.5,4.6,4.8,1.125,9
geo_opt_s1_bpe_w5,18,18.5,4.8,5,1.625,13
geo_opt_s1_bpe_w5,18,18.5,5,5.2,0.375,3
geo_opt_s1_bpe_w5,18,18.5,5.2,5.4,0.625,5
geo_opt_s1_bpe_w5,18,18.5,5.4,5.6,0.375,3
geo_opt_s1_bpe_w5,18,18.5,5.6,5.8,0.375,3
geo_opt_s1_bpe_w5,18.5,19,-2.4,-2.2,0.125,1
geo_opt_s1_bpe_w5,18.5,19,-1.4,-1.2,0.125,1
geo_opt_s1_bpe_w5,18.5,19,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,18.5,19,-0.2,0,0.125,1
geo_opt_s1_bpe_w5,18.5,19,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,18.5,19,1,1.2,0.25,2
geo_opt_s1_bpe_w5,18.5,19,1.2,1.4,0.25,2
geo_opt_s1_bpe_w5,18.5,19,1.6,1.8,0.5,4
geo_opt_s1_bpe_w5,18.5,19,1.8,2,1.625,13
geo_opt_s1_bpe_w5,18.5,19,2,2.2,3.5,28
geo_opt_s1_bpe_w5,18.5,19,2.2,2.4,8.25,66
geo_opt_s1_bpe_w5,18.5,19,2.4,2.6,13.25,106
geo_opt_s1_bpe_w5,18.5,19,2.6,2.8,27.25,218
geo_opt_s1_bpe_w5,18.5,19,2.8,3,25.625,205
geo_opt_s1_bpe_w5,18.5,19,3,3.2,30.5,244
geo_opt_s1_bpe_w5,18.5,19,3.2,3.4,44.625,357
geo_opt_s1_bpe_w5,18.5,19,3.4,3.6,57.5,460
geo_opt_s1_bpe_w5,18.5,19,3.6,3.8,51.375,411
geo_opt_s1_bpe_w5,18.5,19,3.8,4,39.625,317
geo_opt_s1_bpe_w5,18.5,19,4,4.2,8.125,65
geo_opt_s1_bpe_w5,18.5,19,4.2,4.4,3,24
geo_opt_s1_bpe_w5,18.5,19,4.4,4.6,1.625,13
geo_opt_s1_bpe_w5,18.5,19,4.6,4.8,0.625,5
geo_opt_s1_bpe_w5,18.5,19,4.8,5,1.25,10
geo_opt_s1_bpe_w5,18.5,19,5,5.2,0.5,4
geo_opt_s1_bpe_w5,18.5,19,5.2,5.4,0.5,4
geo_opt_s1_bpe_w5,18.5,19,5.4,5.6,0.375,3
geo_opt_s1_bpe_w5,18.5,19,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,18.5,19,5.8,6,0.125,1
geo_opt_s1_bpe_w5,19,19.5,-3.2,-3,0.125,1
geo_opt_s1_bpe_w5,19,19.5,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,19,19.5,0.6,0.8,0.375,3
geo_opt_s1_bpe_w5,19,19.5,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,19,19.5,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,19,19.5,1.8,2,1.125,9
geo_opt_s1_bpe_w5,19,19.5,2,2.2,3.375,27
geo_opt_s1_bpe_w5,19,19.5,2.2,2.4,6.75,54
geo_opt_s1_bpe_w5,19,19.5,2.4,2.6,12.875,103
geo_opt_s1_bpe_w5,19,19.5,2.6,2.8,22,176
geo_opt_s1_bpe_w5,19,19.5,2.8,3,23.75,190
geo_opt_s1_bpe_w5,19,19.5,3,3.2,28.5,228
geo_opt_s1_bpe_w5,19,19.5,3.2,3.4,37.875,303
geo_opt_s1_bpe_w5,19,19.5,3.4,3.6,48,384
geo_opt_s1_bpe_w5,19,19.5,3.6,3.8,43.125,345
geo_opt_s1_bpe_w5,19,19.5,3.8,4,37.125,297
geo_opt_s1_bpe_w5,19,19.5,4,4.2,6,48
geo_opt_s1_bpe_w5,19,19.5,4.2,4.4,2,16
geo_opt_s1_bpe_w5,19,19.5,4.4,4.6,1.25,10
geo_opt_s1_bpe_w5,19,19.5,4.6,4.8,1.5,12
geo_opt_s1_bpe_w5,19,19.5,4.8,5,0.25,2
geo_opt_s1_bpe_w5,19,19.5,5,5.2,0.75,6
geo_opt_s1_bpe_w5,19,19.5,5.2,5.4,0.625,5
geo_opt_s1_bpe_w5,19,19.5,5.4,5.6,0.875,7
geo_opt_s1_bpe_w5,19,19.5,5.6,5.8,0.375,3
geo_opt_s1_bpe_w5,19,19.5,5.8,6,0.25,2
geo_opt_s1_bpe_w5,19.5,20,-1.2,-1,0.25,2
geo_opt_s1_bpe_w5,19.5,20,-0.2,0,0.125,1
geo_opt_s1_bpe_w5,19.5,20,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,19.5,20,0.8,1,0.125,1
geo_opt_s1_bpe_w5,19.5,20,1.2,1.4,0.25,2
geo_opt_s1_bpe_w5,19.5,20,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,19.5,20,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,19.5,20,1.8,2,1.375,11
geo_opt_s1_bpe_w5,19.5,20,2,2.2,3.25,26
geo_opt_s1_bpe_w5,19.5,20,2.2,2.4,5.625,45
geo_opt_s1_bpe_w5,19.5,20,2.4,2.6,13,104
geo_opt_s1_bpe_w5,19.5,20,2.6,2.8,24.5,196
geo_opt_s1_bpe_w5,19.5,20,2.8,3,20,160
geo_opt_s1_bpe_w5,19.5,20,3,3.2,27.875,223
geo_opt_s1_bpe_w5,19.5,20,3.2,3.4,38,304
geo_opt_s1_bpe_w5,19.5,20,3.4,3.6,46.5,372
geo_opt_s1_bpe_w5,19.5,20,3.6,3.8,44,352
geo_opt_s1_bpe_w5,19.5,20,3.8,4,36.375,291
geo_opt_s1_bpe_w5,19.5,20,4,4.2,6.875,55
geo_opt_s1_bpe_w5,19.5,20,4.2,4.4,2,16
geo_opt_s1_bpe_w5,19.5,20,4.4,4.6,0.875,7
geo_opt_s1_bpe_w5,19.5,20,4.6,4.8,0.75,6
geo_opt_s1_bpe_w5,19.5,20,4.8,5,1.25,10
geo_opt_s1_bpe_w5,19.5,20,5,5.2,0.5,4
geo_opt_s1_bpe_w5,19.5,20,5.2,5.4,1.125,9
geo_opt_s1_bpe_w5,19.5,20,5.4,5.6,0.5,4
geo_opt_s1_bpe_w5,19.5,20,5.6,5.8,0.375,3
geo_opt_s1_bpe_w5,19.5,20,5.8,6,0.125,1
geo_opt_s1_bpe_w5,20,20.5,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,20,20.5,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,20,20.5,1,1.2,0.125,1
geo_opt_s1_bpe_w5,20,20.5,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,20,20.5,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,20,20.5,1.8,2,1.25,10
geo_opt_s1_bpe_w5,20,20.5,2,2.2,2.75,22
geo_opt_s1_bpe_w5,20,20.5,2.2,2.4,5.625,45
geo_opt_s1_bpe_w5,20,20.5,2.4,2.6,10.625,85
geo_opt_s1_bpe_w5,20,20.5,2.6,2.8,23.625,189
geo_opt_s1_bpe_w5,20,20.5,2.8,3,18.875,151
geo_opt_s1_bpe_w5,20,20.5,3,3.2,24.875,199
geo_opt_s1_bpe_w5,20,20.5,3.2,3.4,31.5,252
geo_opt_s1_bpe_w5,20,20.5,3.4,3.6,45.5,364
geo_opt_s1_bpe_w5,20,20.5,3.6,3.8,43.75,350
geo_opt_s1_bpe_w5,20,20.5,3.8,4,35.75,286
geo_opt_s1_bpe_w5,20,20.5,4,4.2,4.625,37
geo_opt_s1_bpe_w5,20,20.5,4.2,4.4,2,16
geo_opt_s1_bpe_w5,20,20.5,4.4,4.6,0.875,7
geo_opt_s1_bpe_w5,20,20.5,4.6,4.8,1,8
geo_opt_s1_bpe_w5,20,20.5,4.8,5,0.75,6
geo_opt_s1_bpe_w5,20,20.5,5,5.2,0.625,5
geo_opt_s1_bpe_w5,20,20.5,5.2,5.4,0.75,6
geo_opt_s1_bpe_w5,20,20.5,5.4,5.6,0.875,7
geo_opt_s1_bpe_w5,20,20.5,5.6,5.8,0.25,2
geo_opt_s1_bpe_w5,20,20.5,5.8,6,0.25,2
geo_opt_s1_bpe_w5,20.5,21,-4.6,-4.4,0.125,1
geo_opt_s1_bpe_w5,20.5,21,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,20.5,21,1.8,2,0.5,4
geo_opt_s1_bpe_w5,20.5,21,2,2.2,3.125,25
geo_opt_s1_bpe_w5,20.5,21,2.2,2.4,7.25,58
geo_opt_s1_bpe_w5,20.5,21,2.4,2.6,11.625,93
geo_opt_s1_bpe_w5,20.5,21,2.6,2.8,18.875,151
geo_opt_s1_bpe_w5,20.5,21,2.8,3,16.375,131
geo_opt_s1_bpe_w5,20.5,21,3,3.2,25.625,205
geo_opt_s1_bpe_w5,20.5,21,3.2,3.4,31.875,255
geo_opt_s1_bpe_w5,20.5,21,3.4,3.6,45.375,363
geo_opt_s1_bpe_w5,20.5,21,3.6,3.8,39,312
geo_opt_s1_bpe_w5,20.5,21,3.8,4,35.5,284
geo_opt_s1_bpe_w5,20.5,21,4,4.2,5.875,47
geo_opt_s1_bpe_w5,20.5,21,4.2,4.4,2.625,21
geo_opt_s1_bpe_w5,20.5,21,4.4,4.6,0.875,7
geo_opt_s1_bpe_w5,20.5,21,4.6,4.8,0.5,4
geo_opt_s1_bpe_w5,20.5,21,4.8,5,0.875,7
geo_opt_s1_bpe_w5,20.5,21,5.2,5.4,0.5,4
geo_opt_s1_bpe_w5,20.5,21,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,20.5,21,5.6,5.8,0.25,2
geo_opt_s1_bpe_w5,21,21.5,-1,-0.8,0.125,1
geo_opt_s1_bpe_w5,21,21.5,0.4,0.6,0.125,1
geo_opt_s1_bpe_w5,21,21.5,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,21,21.5,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,21,21.5,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,21,21.5,1.8,2,0.875,7
geo_opt_s1_bpe_w5,21,21.5,2,2.2,2.375,19
geo_opt_s1_bpe_w5,21,21.5,2.2,2.4,4.875,39
geo_opt_s1_bpe_w5,21,21.5,2.4,2.6,8.25,66
geo_opt_s1_bpe_w5,21,21.5,2.6,2.8,16.875,135
geo_opt_s1_bpe_w5,21,21.5,2.8,3,15.25,122
geo_opt_s1_bpe_w5,21,21.5,3,3.2,22,176
geo_opt_s1_bpe_w5,21,21.5,3.2,3.4,30.5,244
geo_opt_s1_bpe_w5,21,21.5,3.4,3.6,35.625,285
geo_opt_s1_bpe_w5,21,21.5,3.6,3.8,34.5,276
geo_opt_s1_bpe_w5,21,21.5,3.8,4,27.25,218
geo_opt_s1_bpe_w5,21,21.5,4,4.2,4.375,35
geo_opt_s1_bpe_w5,21,21.5,4.2,4.4,2.75,22
geo_opt_s1_bpe_w5,21,21.5,4.4,4.6,1.125,9
geo_opt_s1_bpe_w5,21,21.5,4.6,4.8,0.875,7
geo_opt_s1_bpe_w5,21,21.5,4.8,5,1.25,10
geo_opt_s1_bpe_w5,21,21.5,5,5.2,0.625,5
geo_opt_s1_bpe_w5,21,21.5,5.2,5.4,0.625,5
geo_opt_s1_bpe_w5,21,21.5,5.4,5.6,0.75,6
geo_opt_s1_bpe_w5,21,21.5,5.6,5.8,0.5,4
geo_opt_s1_bpe_w5,21,21.5,5.8,6,0.125,1
geo_opt_s1_bpe_w5,21.5,22,-3.2,-3,0.125,1
geo_opt_s1_bpe_w5,21.5,22,-1.2,-1,0.125,1
geo_opt_s1_bpe_w5,21.5,22,0,0.2,0.125,1
geo_opt_s1_bpe_w5,21.5,22,1.8,2,0.375,3
geo_opt_s1_bpe_w5,21.5,22,2,2.2,1.875,15
geo_opt_s1_bpe_w5,21.5,22,2.2,2.4,4.875,39
geo_opt_s1_bpe_w5,21.5,22,2.4,2.6,6.125,49
geo_opt_s1_bpe_w5,21.5,22,2.6,2.8,15.625,125
geo_opt_s1_bpe_w5,21.5,22,2.8,3,15,120
geo_opt_s1_bpe_w5,21.5,22,3,3.2,15.875,127
geo_opt_s1_bpe_w5,21.5,22,3.2,3.4,26.625,213
geo_opt_s1_bpe_w5,21.5,22,3.4,3.6,29.75,238
geo_opt_s1_bpe_w5,21.5,22,3.6,3.8,26.375,211
geo_opt_s1_bpe_w5,21.5,22,3.8,4,25.625,205
geo_opt_s1_bpe_w5,21.5,22,4,4.2,5.25,42
geo_opt_s1_bpe_w5,21.5,22,4.2,4.4,1.375,11
geo_opt_s1_bpe_w5,21.5,22,4.4,4.6,0.625,5
geo_opt_s1_bpe_w5,21.5,22,4.6,4.8,0.875,7
geo_opt_s1_bpe_w5,21.5,22,4.8,5,0.25,2
geo_opt_s1_bpe_w5,21.5,22,5,5.2,1,8
geo_opt_s1_bpe_w5,21.5,22,5.2,5.4,0.375,3
geo_opt_s1_bpe_w5,21.5,22,5.4,5.6,0.125,1
geo_opt_s1_bpe_w5,21.5,22,5.6,5.8,0.5,4
geo_opt_s1_bpe_w5,22,22.5,-0.4,-0.2,0.125,1
geo_opt_s1_bpe_w5,22,22.5,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,22,22.5,1.8,2,0.625,5
geo_opt_s1_bpe_w5,22,22.5,2,2.2,2.75,22
geo_opt_s1_bpe_w5,22,22.5,2.2,2.4,5.5,44
geo_opt_s1_bpe_w5,22,22.5,2.4,2.6,8.25,66
geo_opt_s1_bpe_w5,22,22.5,2.6,2.8,13.125,105
geo_opt_s1_bpe_w5,22,22.5,2.8,3,14.625,117
geo_opt_s1_bpe_w5,22,22.5,3,3.2,20.25,162
geo_opt_s1_bpe_w5,22,22.5,3.2,3.4,23.375,187
geo_opt_s1_bpe_w5,22,22.5,3.4,3.6,29,232
geo_opt_s1_bpe_w5,22,22.5,3.6,3.8,26,208
geo_opt_s1_bpe_w5,22,22.5,3.8,4,23,184
geo_opt_s1_bpe_w5,22,22.5,4,4.2,5.5,44
geo_opt_s1_bpe_w5,22,22.5,4.2,4.4,1.25,10
geo_opt_s1_bpe_w5,22,22.5,4.4,4.6,0.375,3
geo_opt_s1_bpe_w5,22,22.5,4.6,4.8,0.125,1
geo_opt_s1_bpe_w5,22,22.5,4.8,5,0.5,4
geo_opt_s1_bpe_w5,22,22.5,5,5.2,0.25,2
geo_opt_s1_bpe_w5,22,22.5,5.2,5.4,0.625,5
geo_opt_s1_bpe_w5,22,22.5,5.4,5.6,1,8
geo_opt_s1_bpe_w5,22,22.5,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,22,22.5,5.8,6,0.125,1
geo_opt_s1_bpe_w5,22.5,23,-0.4,-0.2,0.125,1
geo_opt_s1_bpe_w5,22.5,23,1,1.2,0.125,1
geo_opt_s1_bpe_w5,22.5,23,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,22.5,23,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,22.5,23,1.8,2,0.875,7
geo_opt_s1_bpe_w5,22.5,23,2,2.2,2.25,18
geo_opt_s1_bpe_w5,22.5,23,2.2,2.4,2.875,23
geo_opt_s1_bpe_w5,22.5,23,2.4,2.6,8.25,66
geo_opt_s1_bpe_w5,22.5,23,2.6,2.8,10.625,85
geo_opt_s1_bpe_w5,22.5,23,2.8,3,13.375,107
geo_opt_s1_bpe_w5,22.5,23,3,3.2,13.75,110
geo_opt_s1_bpe_w5,22.5,23,3.2,3.4,22.625,181
geo_opt_s1_bpe_w5,22.5,23,3.4,3.6,24.875,199
geo_opt_s1_bpe_w5,22.5,23,3.6,3.8,22.75,182
geo_opt_s1_bpe_w5,22.5,23,3.8,4,19.625,157
geo_opt_s1_bpe_w5,22.5,23,4,4.2,4,32
geo_opt_s1_bpe_w5,22.5,23,4.2,4.4,1.75,14
geo_opt_s1_bpe_w5,22.5,23,4.4,4.6,0.75,6
geo_opt_s1_bpe_w5,22.5,23,4.6,4.8,0.125,1
geo_opt_s1_bpe_w5,22.5,23,4.8,5,0.25,2
geo_opt_s1_bpe_w5,22.5,23,5,5.2,0.375,3
geo_opt_s1_bpe_w5,22.5,23,5.2,5.4,0.25,2
geo_opt_s1_bpe_w5,22.5,23,5.4,5.6,0.625,5
geo_opt_s1_bpe_w5,22.5,23,5.6,5.8,0.375,3
geo_opt_s1_bpe_w5,23,23.5,-2.2,-2,0.125,1
geo_opt_s1_bpe_w5,23,23.5,0.8,1,0.25,2
geo_opt_s1_bpe_w5,23,23.5,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,23,23.5,1.8,2,0.375,3
geo_opt_s1_bpe_w5,23,23.5,2,2.2,1.875,15
geo_opt_s1_bpe_w5,23,23.5,2.2,2.4,3.5,28
geo_opt_s1_bpe_w5,23,23.5,2.4,2.6,6.875,55
geo_opt_s1_bpe_w5,23,23.5,2.6,2.8,12.25,98
geo_opt_s1_bpe_w5,23,23.5,2.8,3,10.625,85
geo_opt_s1_bpe_w5,23,23.5,3,3.2,15.125,121
geo_opt_s1_bpe_w5,23,23.5,3.2,3.4,16.25,130
geo_opt_s1_bpe_w5,23,23.5,3.4,3.6,22.625,181
geo_opt_s1_bpe_w5,23,23.5,3.6,3.8,19.75,158
geo_opt_s1_bpe_w5,23,23.5,3.8,4,19,152
geo_opt_s1_bpe_w5,23,23.5,4,4.2,2.875,23
geo_opt_s1_bpe_w5,23,23.5,4.2,4.4,1.5,12
geo_opt_s1_bpe_w5,23,23.5,4.4,4.6,0.375,3
geo_opt_s1_bpe_w5,23,23.5,4.6,4.8,0.375,3
geo_opt_s1_bpe_w5,23,23.5,4.8,5,1,8
geo_opt_s1_bpe_w5,23,23.5,5,5.2,0.25,2
geo_opt_s1_bpe_w5,23,23.5,5.2,5.4,0.5,4
geo_opt_s1_bpe_w5,23,23.5,5.4,5.6,0.375,3
geo_opt_s1_bpe_w5,23,23.5,5.6,5.8,0.625,5
geo_opt_s1_bpe_w5,23.5,24,-1.8,-1.6,0.125,1
geo_opt_s1_bpe_w5,23.5,24,0.2,0.4,0.125,1
geo_opt_s1_bpe_w5,23.5,24,1,1.2,0.125,1
geo_opt_s1_bpe_w5,23.5,24,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,23.5,24,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,23.5,24,1.8,2,0.5,4
geo_opt_s1_bpe_w5,23.5,24,2,2.2,2.125,17
geo_opt_s1_bpe_w5,23.5,24,2.2,2.4,4.5,36
geo_opt_s1_bpe_w5,23.5,24,2.4,2.6,5.75,46
geo_opt_s1_bpe_w5,23.5,24,2.6,2.8,10.25,82
geo_opt_s1_bpe_w5,23.5,24,2.8,3,9.875,79
geo_opt_s1_bpe_w5,23.5,24,3,3.2,15.75,126
geo_opt_s1_bpe_w5,23.5,24,3.2,3.4,19.125,153
geo_opt_s1_bpe_w5,23.5,24,3.4,3.6,22.5,180
geo_opt_s1_bpe_w5,23.5,24,3.6,3.8,20.375,163
geo_opt_s1_bpe_w5,23.5,24,3.8,4,16.25,130
geo_opt_s1_bpe_w5,23.5,24,4,4.2,2.25,18
geo_opt_s1_bpe_w5,23.5,24,4.2,4.4,1.125,9
geo_opt_s1_bpe_w5,23.5,24,4.4,4.6,0.75,6
geo_opt_s1_bpe_w5,23.5,24,4.6,4.8,0.5,4
geo_opt_s1_bpe_w5,23.5,24,4.8,5,0.25,2
geo_opt_s1_bpe_w5,23.5,24,5,5.2,0.25,2
geo_opt_s1_bpe_w5,23.5,24,5.2,5.4,0.125,1
geo_opt_s1_bpe_w5,23.5,24,5.4,5.6,0.125,1
geo_opt_s1_bpe_w5,24,24.5,-2.2,-2,0.125,1
geo_opt_s1_bpe_w5,24,24.5,0.8,1,0.125,1
geo_opt_s1_bpe_w5,24,24.5,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,24,24.5,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,24,24.5,1.8,2,0.375,3
geo_opt_s1_bpe_w5,24,24.5,2,2.2,2.125,17
geo_opt_s1_bpe_w5,24,24.5,2.2,2.4,3.625,29
geo_opt_s1_bpe_w5,24,24.5,2.4,2.6,5.875,47
geo_opt_s1_bpe_w5,24,24.5,2.6,2.8,11.75,94
geo_opt_s1_bpe_w5,24,24.5,2.8,3,11.375,91
geo_opt_s1_bpe_w5,24,24.5,3,3.2,15.125,121
geo_opt_s1_bpe_w5,24,24.5,3.2,3.4,21.25,170
geo_opt_s1_bpe_w5,24,24.5,3.4,3.6,25.125,201
geo_opt_s1_bpe_w5,24,24.5,3.6,3.8,23.25,186
geo_opt_s1_bpe_w5,24,24.5,3.8,4,14.625,117
geo_opt_s1_bpe_w5,24,24.5,4,4.2,3.125,25
geo_opt_s1_bpe_w5,24,24.5,4.2,4.4,1.25,10
geo_opt_s1_bpe_w5,24,24.5,4.4,4.6,0.25,2
geo_opt_s1_bpe_w5,24,24.5,4.6,4.8,0.625,5
geo_opt_s1_bpe_w5,24,24.5,4.8,5,0.25,2
geo_opt_s1_bpe_w5,24,24.5,5,5.2,0.375,3
geo_opt_s1_bpe_w5,24,24.5,5.2,5.4,0.375,3
geo_opt_s1_bpe_w5,24,24.5,5.4,5.6,0.25,2
geo_opt_s1_bpe_w5,24,24.5,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,24,24.5,5.8,6,0.125,1
geo_opt_s1_bpe_w5,24.5,25,-3.4,-3.2,0.125,1
geo_opt_s1_bpe_w5,24.5,25,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,24.5,25,1.8,2,0.375,3
geo_opt_s1_bpe_w5,24.5,25,2,2.2,3.25,26
geo_opt_s1_bpe_w5,24.5,25,2.2,2.4,5.125,41
geo_opt_s1_bpe_w5,24.5,25,2.4,2.6,7,56
geo_opt_s1_bpe_w5,24.5,25,2.6,2.8,10.625,85
geo_opt_s1_bpe_w5,24.5,25,2.8,3,12.625,101
geo_opt_s1_bpe_w5,24.5,25,3,3.2,13.875,111
geo_opt_s1_bpe_w5,24.5,25,3.2,3.4,19.875,159
geo_opt_s1_bpe_w5,24.5,25,3.4,3.6,26,208
geo_opt_s1_bpe_w5,24.5,25,3.6,3.8,21.125,169
geo_opt_s1_bpe_w5,24.5,25,3.8,4,13.625,109
geo_opt_s1_bpe_w5,24.5,25,4,4.2,2.875,23
geo_opt_s1_bpe_w5,24.5,25,4.2,4.4,0.875,7
geo_opt_s1_bpe_w5,24.5,25,4.4,4.6,0.75,6
geo_opt_s1_bpe_w5,24.5,25,4.8,5,0.5,4
geo_opt_s1_bpe_w5,24.5,25,5,5.2,0.25,2
geo_opt_s1_bpe_w5,24.5,25,5.2,5.4,0.375,3
geo_opt_s1_bpe_w5,24.5,25,5.4,5.6,0.25,2
geo_opt_s1_bpe_w5,24.5,25,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,25,25.5,0,0.2,0.125,1
