job_name,particle,status,details,events,generated_particles,cpu_s,observation_time_s,sim_exists,dat_exists,sim_size_bytes,dat_size_bytes,log,sim_path,dat_path
Background_gamma_fullsphere20_rep01_part01,gamma,PASS,completed,500,500,0.446385,0.00864931,True,True,46187,262,runs/step02_bgo_sample_smoke_buildup/logs/Background_gamma_fullsphere20_rep01_part01.log,runs/step02_bgo_sample_smoke_buildup/Background_gamma_fullsphere20_rep01_part01.inc1.id1.sim.gz,runs/step02_bgo_sample_smoke_buildup/Background_gamma_fullsphere20_rep01_part01.dat.inc1.dat
Background_p_fullsphere20_rep01_part01,p,PASS,completed,12,12,0.0292524,0.0081783,True,True,3680,261,runs/step02_bgo_sample_smoke_buildup/logs/Background_p_fullsphere20_rep01_part01.log,runs/step02_bgo_sample_smoke_buildup/Background_p_fullsphere20_rep01_part01.inc1.id1.sim.gz,runs/step02_bgo_sample_smoke_buildup/Background_p_fullsphere20_rep01_part01.dat.inc1.dat
