source_fwhm_keV,background_fwhm_keV,window_half_keV,source_acceptance,background_cps,signal_cps_at_1e-4,Z20d_est,F3_20d_est_ph_cm2_s,mode
0.0,0.0,0.42,0.9973002039367398,0.0480735487894033,0.0011847573754053184,7.038367535725279,4.2623520081505106e-05,fixed_mass_model_511_w2
1.3,0.0,0.42,0.5391479789007445,0.0480735487894033,0.0006404887333985199,3.8049943403878044,7.884374408016179e-05,fixed_mass_model_511_w2
2.43,0.0,0.42,0.3132806880938313,0.0480735487894033,0.00037216637911643616,2.210953748876567,0.00013568804872215735,fixed_mass_model_511_w2
5.36,0.0,0.42,0.14612104029081419,0.0480735487894033,0.00017358662868319327,1.031237717800074,0.0002909125556811344,fixed_mass_model_511_w2
0.0,2.43,0.42,0.9973002039367398,0.01517992944024238,0.0011847573754053184,12.525358252936908,2.3951410725490184e-05,fixed_mass_model_511_w2
1.3,2.43,0.42,0.5391479789007445,0.01517992944024238,0.0006404887333985199,6.771302723514782,4.430462087571222e-05,fixed_mass_model_511_w2
2.43,2.43,0.42,0.3132806880938313,0.01517992944024238,0.00037216637911643616,3.934575403286216,7.624710909071296e-05,fixed_mass_model_511_w2
5.36,2.43,0.42,0.14612104029081419,0.01517992944024238,0.00017358662868319327,1.835172970695962,0.00016347232919751943,fixed_mass_model_511_w2
