scenario,atm511_flux_ph_cm2_s,atm511_added_cps,background_new_cps,background_fractional_increase,F3_20d_new_ph_cm2_s,note
Harris_Rc_11_13_total_disk_no_alt_scale,0.023301600000000002,0.008879747356029538,0.05695329614543284,0.18471170903003675,4.639334147498458e-05,Harris 2003 Table 2 normalized to <7 GV; no payload-altitude rescaling
lower_hemisphere_brightness_3e-3_sr,0.01884955592153876,0.007183167437283907,0.05525671622668721,0.14942036979111617,4.56971124054179e-05,Stress brightness integrated over 2pi sr
lower_hemisphere_brightness_6e-3_sr,0.03769911184307752,0.014366334874567814,0.062439883663971116,0.29884073958223234,4.8576616805293544e-05,Stress brightness integrated over 2pi sr
lower_hemisphere_brightness_1e-2_sr,0.06283185307179587,0.023943891457613026,0.07201744024701633,0.4980678993037207,5.216930634311296e-05,Stress brightness integrated over 2pi sr
MEGAlib_SMM_500km_to_34km_stress,4.909169550173011,1.8707807761462518,1.918854324935655,38.91497139813032,0.0002692881386604812,MEGAlib BackgroundGenerator-style altitude scaling; stress test only
