threshold_keV,eplus_cps,neutron_cps,atm511_cps,delayed_cps,total_background_cps,approx_F3_20d_ph_cm2_s,relative_background_vs_50keV,relative_F3_vs_50keV
50.0,0.023766340207690643,0.008820885141897508,0.02079131350580408,0.002793390807181588,0.05617192966257382,4.6298603601641105e-05,1.0000000000000004,1.0000000000000002
20.0,0.02105018704109743,0.008820885141897508,0.02079131350580408,0.002793390807181588,0.05345577649598061,4.516536685609303e-05,0.951645720862552,0.9755233061606227
10.0,0.016296918999559297,0.0081423555155977,0.02079131350580408,0.002793390807181588,0.04802397882814267,4.2809217580367646e-05,0.854946218095478,0.9246330180647228
5.0,0.01493884241626269,0.0081423555155977,0.02079131350580408,0.002793390807181588,0.04666590224484606,4.219957279090684e-05,0.8307690785267539,0.9114653468600734
2.0,0.013580765832966083,0.007463825889297892,0.02079131350580408,0.002793390807181588,0.04462929603524964,4.126845775654054e-05,0.7945124246814904,0.8913542644097746
1.0,0.012222689249669474,0.007463825889297892,0.02079131350580408,0.002793390807181588,0.04327121945195304,4.063570399901e-05,0.7703352851127663,0.8776874643702999
