tag,files,tt_files,tt_line_count,tt_sum_s,tt_mean_s,tt_min_s,tt_max_s,rate_hz_per_event,rate_times_tt_sum,expected_files_from_normalization,warnings
alpha,8,8,8,1472.817,184.102125,182.157,186.223,0.0006789709787434555,0.9999999999999999,8,
eminus,8,8,8,1473.2720000000002,184.15900000000002,183.668,184.538,0.000678761287800216,1.0,8,
eplus,8,8,8,1473.086,184.13575,183.872,184.321,0.0006788469919610939,0.9999999999999999,8,
gamma,12,12,12,184.27069999999998,15.355891666666665,15.3306,15.378,0.005426798726004732,1.0,12,
muminus,8,8,8,1476.7469999999998,184.59337499999998,182.55,186.38,0.0006771640639865868,1.0,8,
muplus,8,8,8,1475.568,184.446,180.625,188.296,0.0006777051277880789,0.9999999999999999,8,
n,8,8,8,1473.957,184.244625,184.008,184.484,0.0006784458433997735,1.0,8,
p,8,8,8,1476.594,184.57425,183.929,185.174,0.0006772342295851127,1.0,8,
