source_family,window,stage,event_count,rate_or_transfer,rate_units,source_theta_bin,source_phi_bin,first_recorded_volume,first_recorded_material,entry_region,first_recorded_x_cm,first_recorded_y_cm,first_recorded_z_cm,tes_energy_keV,active_veto_energy_keV,side_compton_class,entry_surface_proxy,entry_region_proxy,entry_phi_deg_local,source_file,local_id,init_x_cm,init_y_cm,init_z_cm,dir_x,dir_y,dir_z,init_energy_keV
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,070_080,135_180,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,unknown,,,,510.999,0.0,single,miss_current_outer_envelope,phi00_000deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,238305,43.8147,-11.74901,-41.52982,-0.45714,0.30662,0.83487,59.098
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,070_080,135_180,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,unknown,,,,510.999,0.0,single,miss_current_outer_envelope,phi00_000deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,238305,43.8147,-11.74901,-41.52982,-0.45714,0.30662,0.83487,59.098
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,080_090,045_090,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9989,380.52368003999993,not_active_veto_pass,side,side_phi05_225deg,238.12799966384372,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,30107,-39.14891,-46.76609,12.5776,0.51208,0.72567,-0.45954,380.524
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,100_110,225_270,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99893099999997,80610.73201470997,not_active_veto_pass,side,side_phi02_090deg,74.75224236857808,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,31391,15.71057,59.89891,-5.19193,-0.32733,-0.94456,-0.02588,201479.525
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,150_160,090_135,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,top,,,,510.99893299999997,0.0,single,top,top_phi00_000deg,8.379413202828507,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,31997,57.45726,-24.69386,26.95075,-0.67146,0.46389,-0.57789,629.605
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,150_160,090_135,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,top,,,,510.99893299999997,0.0,single,top,top_phi00_000deg,8.379413202828507,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,31997,57.45726,-24.69386,26.95075,-0.67146,0.46389,-0.57789,629.605
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,150_160,090_135,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,top,,,,510.99893299999997,0.0,single,top,top_phi00_000deg,8.379413202828507,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,31997,57.45726,-24.69386,26.95075,-0.67146,0.46389,-0.57789,629.605
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,070_080,315_360,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_window,,,,510.99888,183.89296027999998,not_active_veto_pass,side,side_neg_x_window_axis_pm15deg,188.33728821360995,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,40978,-50.46629,15.57909,30.83227,0.7648,-0.52716,-0.37037,183.893
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,070_080,000_045,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,unknown,,,,510.9989,0.0,single,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,55140,-47.80923,1.97362,40.23165,0.87704,0.2516,-0.40927,118.797
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,070_080,000_045,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,unknown,,,,510.9989,0.0,single,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,55140,-47.80923,1.97362,40.23165,0.87704,0.2516,-0.40927,118.797
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,070_080,000_045,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Aluminium,unknown,,,,510.9989,0.0,single,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,55140,-47.80923,1.97362,40.23165,0.87704,0.2516,-0.40927,118.797
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,120_130,045_090,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9989,4.26576295,single,side,side_phi05_225deg,225.73234911218265,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,67424,-0.68884,-54.51178,38.12343,-0.27932,0.79482,-0.53874,4.266
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,045_090,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9989,4.26576295,single,side,side_phi05_225deg,225.73234911218265,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,67424,-0.68884,-54.51178,38.12343,-0.27932,0.79482,-0.53874,4.266
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,045_090,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9989,4.26576295,single,side,side_phi05_225deg,225.73234911218265,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,67424,-0.68884,-54.51178,38.12343,-0.27932,0.79482,-0.53874,4.266
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,050_060,315_360,TP_L1_00007,Ta,unknown,,,,510.99894,0.0,veto,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,81816,-64.78826,-8.01617,33.27407,0.88736,-0.45486,-0.07544,172.683
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,050_060,315_360,TP_L1_00007,Ta,unknown,,,,510.99894,0.0,veto,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,81816,-64.78826,-8.01617,33.27407,0.88736,-0.45486,-0.07544,172.683
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,070_080,270_315,TP_L0_00237,Ta,unknown,,,,510.9989532108,0.0,keep,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,113054,-48.93887,25.6585,47.93623,0.59751,-0.78011,-0.1855,1.264
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,070_080,270_315,TP_L0_00237,Ta,unknown,,,,510.9989532108,0.0,keep,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,113054,-48.93887,25.6585,47.93623,0.59751,-0.78011,-0.1855,1.264
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,070_080,270_315,TP_L0_00237,Ta,unknown,,,,510.9989532108,0.0,keep,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,113054,-48.93887,25.6585,47.93623,0.59751,-0.78011,-0.1855,1.264
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,120_130,270_315,TP_L0_00046,Ta,unknown,,,,510.99892,0.0,single,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,143314,-13.37255,1.18751,80.24261,-0.06825,-0.59775,-0.79878,233.085
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,270_315,TP_L0_00046,Ta,unknown,,,,510.99892,0.0,single,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,143314,-13.37255,1.18751,80.24261,-0.06825,-0.59775,-0.79878,233.085
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,270_315,TP_L0_00046,Ta,unknown,,,,510.99892,0.0,single,miss_current_outer_envelope,phi04_180deg,,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,143314,-13.37255,1.18751,80.24261,-0.06825,-0.59775,-0.79878,233.085
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,100_110,180_225,TP_L4_00113,Ta,top,,,,510.99893,0.0,veto,top,top_phi07_315deg,310.77106176979447,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,201276,56.27275,21.05929,-23.7107,-0.7251,-0.58953,0.35592,0.41
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,100_110,180_225,TP_L4_00113,Ta,top,,,,510.99893,0.0,veto,top,top_phi07_315deg,310.77106176979447,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,201276,56.27275,21.05929,-23.7107,-0.7251,-0.58953,0.35592,0.41
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,080_090,180_225,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99888400000003,3.5523303000000004,keep,side,side_phi00_000deg,349.33831538396356,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,19036,38.61802,12.83633,-46.44608,-0.50868,-0.47658,0.71702,3.552
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,080_090,180_225,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99888400000003,3.5523303000000004,keep,side,side_phi00_000deg,349.33831538396356,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,19036,38.61802,12.83633,-46.44608,-0.50868,-0.47658,0.71702,3.552
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,080_090,180_225,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99888400000003,3.5523303000000004,keep,side,side_phi00_000deg,349.33831538396356,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,19036,38.61802,12.83633,-46.44608,-0.50868,-0.47658,0.71702,3.552
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,110_120,135_180,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99889999999994,156.10666461,not_active_veto_pass,side,side_phi07_315deg,312.96600550929327,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,25293,45.8748,-40.16594,-20.47679,-0.83667,0.51376,0.1898,156.107
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,120_130,180_225,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99895300000003,33.88231068,keep,top,top_phi02_090deg,80.01249982607035,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,36215,62.48022,22.5837,-10.20892,-0.97288,-0.00818,0.23118,33.882
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,180_225,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99895300000003,33.88231068,keep,top,top_phi02_090deg,80.01249982607035,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,36215,62.48022,22.5837,-10.20892,-0.97288,-0.00818,0.23118,33.882
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,180_225,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99895300000003,33.88231068,keep,top,top_phi02_090deg,80.01249982607035,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,36215,62.48022,22.5837,-10.20892,-0.97288,-0.00818,0.23118,33.882
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,150_160,225_270,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99886000000004,8.178310250000001,single,top,top_phi01_045deg,65.49812601020432,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,70159,53.04056,37.32952,23.5485,-0.80843,-0.29619,-0.50864,8.178
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,150_160,225_270,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99886000000004,8.178310250000001,single,top,top_phi01_045deg,65.49812601020432,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,70159,53.04056,37.32952,23.5485,-0.80843,-0.29619,-0.50864,8.178
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,150_160,225_270,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99886000000004,8.178310250000001,single,top,top_phi01_045deg,65.49812601020432,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,70159,53.04056,37.32952,23.5485,-0.80843,-0.29619,-0.50864,8.178
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,040_050,270_315,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99892,15.958251559999999,single,side,side_phi03_135deg,139.95833935508577,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,120181,-44.3232,36.60712,3.96739,0.77442,-0.60368,0.18932,15.958
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,040_050,270_315,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99892,15.958251559999999,single,side,side_phi03_135deg,139.95833935508577,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,120181,-44.3232,36.60712,3.96739,0.77442,-0.60368,0.18932,15.958
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,040_050,270_315,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99892,15.958251559999999,single,side,side_phi03_135deg,139.95833935508577,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,120181,-44.3232,36.60712,3.96739,0.77442,-0.60368,0.18932,15.958
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,090_100,000_045,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99896,11.933693819999998,single,side,side_phi06_270deg,275.4090562430125,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,128882,-28.78895,-55.57706,24.09401,0.45745,0.56283,-0.68845,11.934
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,090_100,000_045,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99896,11.933693819999998,single,side,side_phi06_270deg,275.4090562430125,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,128882,-28.78895,-55.57706,24.09401,0.45745,0.56283,-0.68845,11.934
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,090_100,000_045,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99896,11.933693819999998,single,side,side_phi06_270deg,275.4090562430125,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,128882,-28.78895,-55.57706,24.09401,0.45745,0.56283,-0.68845,11.934
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,100_110,090_135,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9988953999999,14.582484999999998,single,side,side_phi06_270deg,276.91581245853797,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,131723,9.38887,-62.33677,-8.84127,-0.35885,0.93338,0.00435,14.582
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,100_110,090_135,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9988953999999,14.582484999999998,single,side,side_phi06_270deg,276.91581245853797,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,131723,9.38887,-62.33677,-8.84127,-0.35885,0.93338,0.00435,14.582
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,100_110,090_135,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.9988953999999,14.582484999999998,single,side,side_phi06_270deg,276.91581245853797,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,131723,9.38887,-62.33677,-8.84127,-0.35885,0.93338,0.00435,14.582
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,100_110,045_090,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.998917,1618.6728606520003,not_active_veto_pass,side,side_phi06_270deg,250.77284695382122,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,144727,-7.65293,-61.23633,9.40027,-0.07393,0.97941,-0.18788,7309.667
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,110_120,180_225,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99889500000006,45.621403169999994,keep,top,top_phi02_090deg,111.36899164330453,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,156362,50.9296,44.76676,-0.10272,-0.8993,-0.38635,0.20491,225.291
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,110_120,180_225,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99889500000006,45.621403169999994,keep,top,top_phi02_090deg,111.36899164330453,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,156362,50.9296,44.76676,-0.10272,-0.8993,-0.38635,0.20491,225.291
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,110_120,180_225,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,PlasticScintillator,top,,,,510.99889500000006,45.621403169999994,keep,top,top_phi02_090deg,111.36899164330453,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,156362,50.9296,44.76676,-0.10272,-0.8993,-0.38635,0.20491,225.291
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,120_130,090_135,TP_L5_00006,Ta,side_wall,,,,510.99890000000005,0.0,keep,side,side_phi00_000deg,6.127332137258569,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,163455,49.03178,-43.50991,-31.31691,-0.69407,0.71744,-0.05951,0.861
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,090_135,TP_L5_00006,Ta,side_wall,,,,510.99890000000005,0.0,keep,side,side_phi00_000deg,6.127332137258569,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,163455,49.03178,-43.50991,-31.31691,-0.69407,0.71744,-0.05951,0.861
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,120_130,090_135,TP_L5_00006,Ta,side_wall,,,,510.99890000000005,0.0,keep,side,side_phi00_000deg,6.127332137258569,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,163455,49.03178,-43.50991,-31.31691,-0.69407,0.71744,-0.05951,0.861
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,070_080,270_315,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99886000000004,70.0206271,not_active_veto_pass,side,side_phi03_135deg,128.26040960311602,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,177789,-23.52179,54.87891,7.72614,0.26476,-0.96206,0.06591,70.021
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,140_150,135_180,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99893199999997,2232.7753136000006,not_active_veto_pass,side,side_phi00_000deg,3.812581217548663,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,61301,69.05237,-11.66529,-20.95716,-0.96157,0.20928,-0.17772,2232.775
eplus,w2_510p58_511p42,raw,1,0.0006790382916483043,cps normalized by prompt TT,060_070,225_270,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99890000000005,13.14675642,keep,side,side_phi02_090deg,78.63835026234918,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,106227,-9.02853,44.43771,-37.16229,-0.04396,-0.66355,0.74684,13.147
eplus,w2_510p58_511p42,active_veto_pass,1,0.0006790382916483043,cps normalized by prompt TT,060_070,225_270,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99890000000005,13.14675642,keep,side,side_phi02_090deg,78.63835026234918,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,106227,-9.02853,44.43771,-37.16229,-0.04396,-0.66355,0.74684,13.147
eplus,w2_510p58_511p42,side_compton_fov_pass,1,0.0006790382916483043,cps normalized by prompt TT,060_070,225_270,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,PlasticScintillator,side_wall,,,,510.99890000000005,13.14675642,keep,side,side_phi02_090deg,78.63835026234918,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,106227,-9.02853,44.43771,-37.16229,-0.04396,-0.66355,0.74684,13.147
