window,generated_events,observation_time_s,raw_events,active_veto_pass_events,side_compton_fov_pass_events,raw_rate_s-1,active_veto_pass_rate_s-1,side_compton_fov_pass_rate_s-1,raw_zero_count_95cl_upper_rate_s-1,active_zero_count_95cl_upper_rate_s-1,final_zero_count_95cl_upper_rate_s-1,active_veto_rejection_fraction,compton_fov_rejection_fraction_vs_active,total_rejection_fraction,side_compton_class_counts_json
w2_510p58_511p42,200000,85.1781,0,0,0,0.0,0.0,0.0,0.03517021715152124,0.03517021715152124,0.03517021715152124,,,,{}
broad_480_550,200000,85.1781,0,0,0,0.0,0.0,0.0,0.03517021715152124,0.03517021715152124,0.03517021715152124,,,,{}
