time_bin_id,day_mid,total_activity_Bq,activity_scale_to_day15
0,0.0,70.60147426857692,0.817307537464289
1,0.25,76.47081430448294,0.8852530853580667
2,0.5,77.12168389993427,0.8927877810819131
3,0.75,77.62986446582325,0.89867065833337
4,1.0,78.10860977738403,0.9042127827113374
5,1.25,78.62471890778313,0.9101874438186207
6,1.5,79.22555088158042,0.9171428864070572
7,1.75,79.9484433591235,0.9255113443860595
8,2.0,80.82211023275026,0.9356252198885974
9,2.25,81.86136326612117,0.9476559791086596
10,2.5,83.05594273087993,0.9614848518165194
11,2.75,84.35615152170156,0.9765365268137485
12,3.0,85.66206686354285,0.9916542628558721
13,3.25,86.82710438256785,1.0051411475929468
14,3.5,87.68531776668497,1.0150761280569998
15,3.75,88.1001656948958,1.0198785538156792
16,4.0,88.01459177273308,1.0188879199469314
17,4.25,87.47399137216128,1.0126297392683985
18,4.5,86.6077303484376,1.0026015964932553
19,4.75,85.58175220028593,0.9907245120209381
20,5.0,84.55011337797116,0.9787818975903791
21,5.25,83.62636376645263,0.96808824667097
22,5.5,82.87834884841664,0.959428962470744
23,5.75,82.3380772088765,0.9531745876457289
24,6.0,82.01634342248704,0.9494500839948177
25,6.25,81.91540767845801,0.9482816162645169
26,6.5,82.03703742329627,0.9496896450382222
27,6.75,82.3853908081718,0.9537223065387015
28,7.0,82.96470107462189,0.9604286062612674
29,7.25,83.77156127656285,0.9697691041978638
30,7.5,84.78205778076314,0.9814669677059604
31,7.75,85.93618555494405,0.994827557393459
32,8.0,87.12615909135651,1.0086031102522157
33,8.25,88.19928947913978,1.021026045661195
34,8.5,88.98475528065916,1.030118874481739
35,8.75,89.3419871919913,1.0342543169321876
36,9.0,89.2105186898573,1.0327323912380513
37,9.25,88.63285918435146,1.0260452013057024
38,9.5,87.73599433200971,1.0156627778294274
39,9.75,86.68397700124409,1.0034842546061453
40,10.0,85.62940990740489,0.9912762144272989
41,10.25,84.68474495063114,0.9803404401032038
42,10.5,83.91700416240926,0.97145280228072
43,10.75,83.35758576095365,0.9649767777947924
44,11.0,83.01684810301288,0.9610322786321613
45,11.25,82.89676534939449,0.9596421583737879
46,11.5,82.99895118923648,0.9608250976536005
47,11.75,83.32752475478094,0.9646287809975124
48,12.0,83.88677642653442,0.971102875361673
49,12.25,84.67343504225516,0.980209512619614
50,12.5,85.66378919838014,0.991674201210689
51,12.75,86.79809925131455,1.004805373975695
52,13.0,87.96891209157856,1.0183591158659495
53,13.25,89.02393753951317,1.0305724621132726
54,13.5,89.79279460475146,1.0394730223517379
55,13.75,90.13533483307185,1.043438388704089
56,14.0,89.99140783392016,1.041772239059624
57,14.25,89.40366470043708,1.0349683174975723
58,14.5,88.49904071636956,1.02449607157907
59,14.75,87.4413834284912,1.0122522582254194
60,15.0,86.38299664728315,1.0
61,15.25,85.43599156060533,0.9890371355077596
62,15.5,84.66703591149836,0.9801354340277015
63,15.75,84.10717012600935,0.9736542304665998
64,16.0,83.76639485340353,0.9697092958633553
65,16.25,83.646331819612,0.9683194038886446
66,16.5,83.7482565144707,0.9694993200621349
67,16.75,84.07597507112268,0.9732931055219068
68,17.0,84.63349999123838,0.9797472104008123
69,17.25,85.4173240612155,0.9888210339586775
70,17.5,86.40354562078862,1.0002378821562463
71,17.75,87.53228612064429,1.0133045798127829
72,18.0,88.6960193412774,1.0267763655321975
73,18.25,89.74247612279665,1.0388905178785455
74,18.5,90.50142664903169,1.0476763965316556
75,18.75,90.83302580131897,1.0515151051335492
76,19.0,90.6775610179547,1.0497153900345344
77,19.25,90.07819292493095,1.0427768938456248
78,19.5,89.16235637885491,1.0321748473593753
79,19.75,88.09432642807083,1.0198109564058693
80,20.0,87.1016759625484,1.0083196849282705
