time_bin_id,day_mid,VN,ZA,nuclide,hl_s,reference_activity_Bq_day15,activity_Bq,activity_ratio_to_day15
65,16.25,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.000891715218405,0.9652602117401552
66,16.5,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.01245457461055,0.9666552022615185
67,16.75,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.047302326117897,0.9708593771455092
68,17.0,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.105668575350673,0.97790091952581
69,17.25,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.187008586984035,0.9877141103108852
70,17.5,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.288614478208286,0.9999722594732615
71,17.75,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.403964624518323,1.0138885716312802
72,18.0,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.521522511474261,1.028071234626078
73,18.25,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.625123225667938,1.0405700473682638
74,18.5,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.69691849586944,1.0492317216145015
75,18.75,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.722582668644911,1.0523279521009443
76,19.0,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.696568595924452,1.0491895082579146
77,19.25,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.624362769708325,1.0404783028594362
78,19.5,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.520269652127237,1.0279200845641057
79,19.75,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.40216978370626,1.0136720347146515
80,20.0,CsI_Bottom_Quadrant_03,53128,I-128,1499.3999999999999,8.288844415118415,8.295057306254197,1.0007495485286766
0,0.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.252076388146834,0.9171575972289506
1,0.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.806717663638994,0.987302123062383
2,0.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.729684885074756,0.9775599203724993
3,0.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.674351552192203,0.9705620091651408
4,1.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.641592838296726,0.966419071099321
5,1.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.631158375624328,0.9650994425955958
6,1.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.642853713386297,0.9665785317979765
7,1.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.676812590131565,0.970873252390163
8,2.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.733233519982025,0.9780087101108854
9,2.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.811570370109701,0.9879158364829979
10,2.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.909211173928004,1.0002643005956853
11,2.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.019902898182806,1.0142632921143897
12,3.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.132605139837468,1.0285165503022449
13,3.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.231859971968925,1.0410691377928893
14,3.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.300605588099794,1.049763277338036
15,3.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.32514967076719,1.0528673251555978
16,4.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.300190407178121,1.0497107701227013
17,4.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.230970801895765,1.0409566859867887
18,4.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.131161943535957,1.0283340317542624
19,4.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.017855386673997,1.0140043468640627
20,5.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.906575172670998,0.9999309300615414
21,5.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.8084366686646165,0.9875195226641716
22,5.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.729753581475842,0.9775686082879025
23,5.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.673173157477891,0.9704129796173369
24,6.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.639250824574463,0.9661228806618211
25,6.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.6277765526752885,0.96467174927796
26,6.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.638591571008961,0.9660395060000361
27,6.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.671859689520309,0.9702468675893413
28,7.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.727803277608237,0.9773219567203593
29,7.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.805893843033381,0.9871979358907714
30,7.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.903531232571046,0.9995459682052731
31,7.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.014468322275317,1.0135759906693278
32,8.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.127662916454254,1.0278915158320447
33,8.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.227643326704092,1.040535865936324
34,8.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.297316463000616,1.0493473073576483
35,8.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.322938022046289,1.0525876217550527
36,9.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.299136771241288,1.0495775186023837
37,9.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.23107915515892,1.040970389237164
38,9.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.132365357199715,1.0284862254054667
39,9.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.02003076272066,1.014279462922036
40,10.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.909560451413926,1.0003084731171272
41,10.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.812045590914888,0.9879759368388837
42,10.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.733786624975586,0.9780786603457918
43,10.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.677425689767315,0.970950790044028
44,11.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.6435200252642135,0.966662799112363
45,11.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.631868037641205,0.9651891923273149
46,11.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.64232585837208,0.9665117748844233
47,11.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.675078176520589,0.9706539040911513
48,12.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.730373343781615,0.9776469885581579
49,12.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.80771298546385,0.9874279996975003
50,12.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.904530625626794,0.9996723597219421
51,12.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.01461659219342,1.0135947421102327
52,13.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.12697075000948,1.0278039787351645
53,13.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.226168342254267,1.0403493271960313
54,13.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.295165803474013,1.0490753171553526
55,13.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.320264880509896,1.05224955415381
56,14.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.296128467782795,1.0491970636507182
57,14.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.227938458969394,1.040573190805068
58,14.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.12929047846347,1.028097350793209
59,14.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.017199582400924,1.0139214084283443
60,15.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.907121317053751,1.0
61,15.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.810113506398573,0.9877315894412856
62,15.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.732442288937045,0.9779086444848183
63,15.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.676715472191222,0.9708609700516926
64,16.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.643456223468386,0.9666547302092477
65,16.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.632429596754399,0.9652602117401552
66,16.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.6434599560429595,0.9666552022615186
67,16.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.676702876888783,0.9708593771455091
68,17.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.732381206748999,0.9779009195258103
69,17.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.809975296793981,0.9877141103108852
70,17.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.906901969343431,0.9999722594732615
71,17.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.016939937862874,1.0138885716312802
72,18.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.129083974761631,1.028071234626078
73,18.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.22791360343323,1.0405700473682638
74,18.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.296402512507031,1.0492317216145013
75,18.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.320884782588898,1.0523279521009445
76,19.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.2960687263753,1.0491895082579146
77,19.25,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.22718816847176,1.0404783028594364
78,19.5,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.127888812884533,1.0279200845641054
79,19.75,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,8.015227754193473,1.0136720347146517
80,20.0,CsI_Bottom_Quadrant_00,53128,I-128,1499.3999999999999,7.907121317053751,7.913048088203017,1.0007495485286768
0,0.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,6.751933188964296,0.9171575972289508
1,0.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.2683233420087205,0.9873021230623831
2,0.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.1966031688627075,0.9775599203724996
3,0.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.145085927903087,0.9705620091651409
4,1.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.114586435655575,0.9664190710993212
5,1.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.104871591098514,0.9650994425955959
6,1.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.115760353842417,0.9665785317979767
7,1.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.1473772390880095,0.9708732523901631
8,2.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.199907070328092,0.9780087101108854
9,2.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.272841379067655,0.9879158364829982
10,2.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.363748334346765,1.0002643005956855
11,2.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.466806146583995,1.01426329211439
12,3.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.571735819848679,1.028516550302245
13,3.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.664145491143483,1.0410691377928896
14,3.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.728150030299809,1.049763277338036
15,3.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.751001417610835,1.052867325155598
16,4.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.727763482545148,1.0497107701227013
17,4.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.663317643144332,1.0409566859867885
18,4.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.5703921543265835,1.0283340317542626
19,4.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.464899842765449,1.0140043468640632
20,5.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.361294126279897,0.9999309300615417
21,5.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.269923794963612,0.987519522664172
22,5.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.196667127580959,0.9775686082879027
23,5.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.143988801789763,0.970412979617337
24,6.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.112405940121053,0.9661228806618212
25,6.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.101722997318374,0.9646717492779602
26,6.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.111792152318688,0.9660395060000361
27,6.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.142765917829254,0.9702468675893414
28,7.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.194851327428359,0.9773219567203594
29,7.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.267556336617286,0.9871979358907713
30,7.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.358460113083389,0.9995459682052732
31,7.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.46174636901495,1.0135759906693278
32,8.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.567134439457411,1.027891515832045
33,8.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.660219649000364,1.0405358659363244
34,8.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.725087741414369,1.0493473073576487
35,8.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.748942296387929,1.0525876217550534
36,9.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.726782511155685,1.049577518602384
37,9.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.663418523768653,1.0409703892371645
38,9.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.571512573944566,1.0284862254054672
39,9.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.466925192877856,1.0142794629220357
40,10.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.364073523730208,1.0003084731171272
41,10.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.27328382602421,0.9879759368388842
42,10.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.200422030149687,0.9780786603457922
43,10.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.147948055990258,0.9709507900440278
44,11.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.116380713177028,0.9666627991123632
45,11.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.105532310907331,0.9651891923273151
46,11.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.115268902622281,0.9665117748844232
47,11.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.145762440208828,0.9706539040911516
48,12.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.197244147658746,0.9776469885581579
49,12.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.269250020949103,0.9874279996975005
50,12.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.3593905824801205,0.9996723597219422
51,12.75,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.461884413421462,1.013594742110233
52,13.0,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.566490008629517,1.0278039787351645
53,13.25,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.658846387616045,1.0403493271960316
54,13.5,CsI_Bottom_Quadrant_02,53128,I-128,1499.3999999999999,7.361802605532803,7.723085403234429,1.0490753171553528
