raw_volume,ZA,exc_keV_decimal,custom_activity_Bq,native_store_activity_Bq,relative_delta,status
Cu_SubstrateSupport_SolidDisk_L0_deepest,27060,0,0.000003655590910461039375359329257,0.000003655590910461039375359329257,0,PASS
Cu_SubstrateSupport_SolidDisk_L0_deepest,28059,0,0.0000000002385451282813205804113543633,0.0000000002385451282813205804113543633,0,PASS
Cu_SubstrateSupport_SolidDisk_L0_deepest,28063,0,0.0000001909035723949756487611243586,0.0000001909035723949756487611243586,0,PASS
Cu_SubstrateSupport_SolidDisk_L0_deepest,29061,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
Cu_SubstrateSupport_SolidDisk_L0_deepest,29064,0,0.022399745799029784331174133579999999999999999999999999999999999999999999999999995,0.02239974579902978433117413358,0.00000000000000000000000000000000000000000000000000000000000000000000000000000022321681883624627807965530306846811658872868295907206494902153264173998639930309,PASS
Cu_SubstrateSupport_SolidDisk_L0_deepest,29066,0,0.0061090215994640351716736886479999999999999999999999999999999999999999999999999998,0.006109021599464035171673688648,0.000000000000000000000000000000000000000000000000000000000000000000000000000000032738466666666666666666666664550714089066666666666666666803424913662109866666668,PASS
DR_4K_Condenser_Cu,27058,0,0.00009265386164100624409885482996,0.00009265386164100624409885482996,0,PASS
DR_4K_Condenser_Cu,29062,0,0.001357560355436452260371930811,0.001357560355436452260371930811,0,PASS
DR_4K_Condenser_Cu,29064,0,0.082811181438837384497068009030000000000000000000000000000000000000000000000000028,0.08281118143883738449706800903,0.00000000000000000000000000000000000000000000000000000000000000000000000000000033811859115523206712393688515152757290212502278059029778138152161054333114949235,PASS
DR_4K_Condenser_Cu,29066,0,0.01696950444295565325464913513,0.01696950444295565325464913513,0,PASS
DR_Capillary_CuNi_4K_60K,26055,0,0.000006971943148724438690380467124,0.000006971943148724438690380467124,0,PASS
DR_Capillary_CuNi_4K_60K,27058,0,0.00009265386164100624409885482996,0.00009265386164100624409885482996,0,PASS
DR_Capillary_CuNi_4K_60K,27060,0,0.000003655590910461039375359329257,0.000003655590910461039375359329257,0,PASS
DR_Capillary_CuNi_4K_60K,28057,0,0.0006781669728422300372446683514,0.0006781669728422300372446683514,0,PASS
DR_Capillary_CuNi_4K_60K,28059,0,0.000000014074162568597914244269907430000000000000000000000000000000000000000000000000003,0.00000001407416256859791424426990743,0.00000000000000000000000000000000000000000000000000000000000000000000000000000021315655445770964749810051848360398180192810019557629386928654422078530066938417,PASS
DR_Capillary_CuNi_4K_60K,28063,0,0.0000017181321515547808388501192280000000000000000000000000000000000000000000000000001,0.000001718132151554780838850119228,0.00000000000000000000000000000000000000000000000000000000000000000000000000000005820274063872647635768001017648188881024651037553728363699954369428243106834527,PASS
DR_Capillary_CuNi_4K_60K,29062,0,0.001357560355436452260371930811,0.001357560355436452260371930811,0,PASS
DR_Capillary_CuNi_4K_60K,29064,0,0.084168741790293735062593714090000000000000000000000000000000000000000000000000004,0.08416874179029373506259371409,0.000000000000000000000000000000000000000000000000000000000000000000000000000000047523580784491143075023387086934396356725222869738085656142505043021838125741024,PASS
DR_Capillary_CuNi_4K_60K,29066,0,0.023757306220137914556508789190000000000000000000000000000000000000000000000000009,0.02375730622013791455650878919,0.00000000000000000000000000000000000000000000000000000000000000000000000000000037883082857142857142857142849379108965852244897959183675060488088283659745539344,PASS
DR_Capillary_CuNi_CP_Still,28059,0,0.0000000009541805131252823216454174531,0.0000000009541805131252823216454174531,0,PASS
DR_Capillary_CuNi_CP_Still,28063,0,0.0000001909035723949756487611243586,0.0000001909035723949756487611243586,0,PASS
DR_Capillary_CuNi_CP_Still,29064,0,0.014254383690291680938019903189999999999999999999999999999999999999999999999999999,0.01425438369029168093801990319,0.000000000000000000000000000000000000000000000000000000000000000000000000000000070153857348534544539320238093810390185230414562174567991760385015538250001148861,PASS
DR_Capillary_CuNi_CP_Still,29066,0,0.001357560355436452260371930811,0.001357560355436452260371930811,0,PASS
DR_Capillary_CuNi_MXC_CP,22045,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
DR_Capillary_CuNi_MXC_CP,24051,0,0.0002124158270856995270938501837,0.0002124158270856995270938501837,0,PASS
DR_Capillary_CuNi_MXC_CP,28059,0,0.0000000004770902565626411608227087267,0.0000000004770902565626411608227087267,0,PASS
DR_Capillary_CuNi_MXC_CP,28063,0,0.0000001909035723949756487611243586,0.0000001909035723949756487611243586,0,PASS
DR_Capillary_CuNi_MXC_CP,29062,0,0.0006785452803443753006803773526,0.0006785452803443753006803773526,0,PASS
DR_Capillary_CuNi_MXC_CP,29064,0,0.0081453621087381033931542303950000000000000000000000000000000000000000000000000003,0.008145362108738103393154230395,0.000000000000000000000000000000000000000000000000000000000000000000000000000000036830775107980635883143124996020678668544429500385078707822966826693442466741896,PASS
DR_Capillary_CuNi_MXC_CP,29066,0,0.0040726810663093567811157924319999999999999999999999999999999999999999999999999999,0.004072681066309356781115792432,0.000000000000000000000000000000000000000000000000000000000000000000000000000000024553849999999999999999999998413035566800000000000000000102568685246582400000001,PASS
DR_Capillary_CuNi_Still_4K,25051,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
DR_Capillary_CuNi_Still_4K,25052,0,0.0005730738874627298773919364988,0.0005730738874627298773919364988,0,PASS
DR_Capillary_CuNi_Still_4K,26055,0,0.000006971943148724438690380467124,0.000006971943148724438690380467124,0,PASS
DR_Capillary_CuNi_Still_4K,27057,0,0.00002534445268494866852876345248,0.00002534445268494866852876345248,0,PASS
DR_Capillary_CuNi_Still_4K,28059,0,0.0000000071562712979674357511830667192999999999999999999999999999999999999999999999999992,0.0000000071562712979674357511830667193,0.00000000000000000000000000000000000000000000000000000000000000000000000000000011179006031076832986484965954452997375034328402185048183193889839536334431685978,PASS
DR_Capillary_CuNi_Still_4K,28063,0,0.000001145421434369853892566746152,0.000001145421434369853892566746152,0,PASS
DR_Capillary_CuNi_Still_4K,29062,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
DR_Capillary_CuNi_Still_4K,29064,0,0.078738500384468332800490893819999999999999999999999999999999999999999999999999975,0.07873850038446833280049089382,0.00000000000000000000000000000000000000000000000000000000000000000000000000000031750668196535030933744073271759549587897672071874889896384320216172338553103891,PASS
DR_Capillary_CuNi_Still_4K,29066,0,0.01425438373208274873390527351,0.01425438373208274873390527351,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,23048,0,0.0003246335006272442036965789783,0.0003246335006272442036965789783,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,26062,0,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,27056,0,0.0001709828107577703700234382796,0.0001709828107577703700234382796,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,27057,0,0.00005081856673317740523061129576,0.00005081856673317740523061129576,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,27061,0,0.0013541054143521890467265713611,0.0013541054143521890467265713611,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,28059,0,0.000000007156353848439617412340630899,0.000000007156353848439617412340630899,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,28063,0,0.0000007636142895799025950444974345,0.0000007636142895799025950444974345,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,29061,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,29062,0,0.0013573254580626014308663427579,0.0013573254580626014308663427579,0,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,29064,0,0.065162896869904827145233843169999999999999999999999999999999999999999999999999973,0.06516289686990482714523384317,0.00000000000000000000000000000000000000000000000000000000000000000000000000000041434621996478215368536015614164641650293829965443717368627124530923650778848283,PASS
DR_Continuous_HEX_CuNi_CP_to_Still,29066,0,0.015611944087519200994277204319999999999999999999999999999999999999999999999999999,0.01561194408751920099427720432,0.000000000000000000000000000000000000000000000000000000000000000000000000000000064053521739130434782608695658974948885595463137996219282385632311936302983479909,PASS
DR_Continuous_HEX_CuNi_MXC_to_CP,25056,0,0.0006785452803443753006803773526,0.0006785452803443753006803773526,0,PASS
