production_tag,raw_volume,ZA,exc_keV_decimal,direct_activity_Bq,tag_native_activity_Bq,relative_delta_vs_direct,classification
n,CsI_Side_Segment_00,52127,0,0.0006787801777164832263236383161,0.00067878,0.00000026181743230067226862098475526677460608160698290613379216699532795996049224355261,MATCH
n,CsI_Side_Segment_00,52128,0,0,0,0,MATCH
n,CsI_Side_Segment_00,52129,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_00,53120,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_00,53121,0,0.0006787801777182261301859654053,0.00135756,0.9999994763599999999999999999689514081291444520000000000004820076547807227838164,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,53121,433.56,0,0.0000262783,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,53121,95.71,0,0.0000937395,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,53122,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_00,53123,0,0.004072681040345114920877988585,0.00475146,0.16666636864775593339691522925892244117870165372057119413336708854938324847941724,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,53123,148.92,0,0.000474759,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,53124,0,0.004979908980234263873078967249,0.00497991,0.00000020477597887320209993609700562124289534835799587865416855239264008508666341207059,MATCH
n,CsI_Side_Segment_00,53125,0,0.00218016006546131543525760726,0.00238395,0.093474758008450730917376372133971053264693503901795903299896962981958457870609387,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,53126,0,0.01687666857953756641015563751,0.0168767,0.0000018617692399130343647220448433062212367010475745386347301171817994576058085991566,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,53127,57.61,0,0.0000431317,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,53128,0,4.38763506877061370552208038,4.38764,0.0000011238923267326732673266850587336151639353678560925422142052858794622482180154451,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,53129,0,0,0.00000000000122499,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,53129,27.79,0,0.000663617,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54121,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_00,54123,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_00,54125,0,0.001357559843892993970395681329,0.00135756,0.00000011499088362981148738877869405832257458132872838086496872541769026998447232558535,MATCH
n,CsI_Side_Segment_00,54127,0,0.0003377713025747654509034903557,0.000668035,0.97777311129660253345267689310582401307364166845521603246826751114639398980220374,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,54127,297.1,0,0.000000169276,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54127,342.23,0,0.00000071154,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54127,711.61,0,0.00000210245,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54128,1429.56,0,0.00000168389,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54130,1122.11,0,0.000037089,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54130,1204.61,0,0.000000539057,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54130,1632.58,0,0.000000449837,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54130,1944.14,0,0.00000000365293,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,54133,0,0.001170385594664682456451160748,0.00117038,0.000004780189288009250054467507866743754890613288500361660528577306782079216627496456,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,54134,0,0,0,0,MATCH
n,CsI_Side_Segment_00,55126,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_00,55127,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_00,55128,0,0.002715120710872904520743861621,0.00271512,0.0000002618199999999999999999418627652214947949999999999966200610473733482706137499998,MATCH
n,CsI_Side_Segment_00,55129,0,0.002713989510188776912785571305,0.00271399,0.00000018047646140428326102138659080666370721494945619004913185953230893328672019308367,MATCH
n,CsI_Side_Segment_00,55130,0,0.006787801777182261301859654053,0.0067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_00,55131,0,0.008933440971729273956358507257,0.00893344,0.0000001087743543648509549768874698593828871907618107574479290770132229021691477068019,MATCH
n,CsI_Side_Segment_00,55132,0,0.02386353804550944529405096689,0.0238635,0.0000015942945833404329585896603536379466055251472476117785581101770402879851964902917,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,55133,81,0,0.00116869,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_00,55134,0,0.07510424817690961173909590554,0.075097,0.000096508214722268549972775327363352638862192003819531896075648127530956673937747692,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_00,56132,0,0,0,0,MATCH
n,CsI_Side_Segment_01,47109,88.03,0,0.000015124,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,48109,0,0.00001512785465179547810221207672,0.0000151246,0.00021514298427581849452558897678967790399065092798771812805176978724223953088943782,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,50115,612.81,0,0.00000515613,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,50116,2365.97,0,0.00000000759064,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,50117,314.58,0,0.00000000105071,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,50119,23.87,0,0.00203266,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,51115,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_01,51116,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_01,51117,0,0.0006787801777182261301859654053,0.00135756,0.9999994763599999999999999999689514081291444520000000000004820076547807227838164,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,51118,0,0.001357560355436452260371930811,0.0019163,0.4115762826499999999999999995621706786223081750000000001358017395263793622061625,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,51119,0,0.001355587549328874969370044481,0.00203266,0.49946788830151946472582458551535139845352429816793944507225151318614071900826788,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,51121,37.13,0,0.0000120225,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,51122,0,0.001327707679299849785946670957,0.00132771,0.0000017478999228488652217251844960280332113421958221194878863847209394276461311887097,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,52117,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_01,52118,0,0.0005587876610683342259292670328,0.000558788,0.0000006065482282233550058700895982790547958343602607416997468342670917203923439445677,MATCH
n,CsI_Side_Segment_01,52119,0,0.0006787800575873949163437369971,0.00067878,0.00000008483955041494304889171820549895547239348638256777200231931790778423638493121808,MATCH
n,CsI_Side_Segment_01,52121,0,0.0002826032540998167293520160789,0.00084777,1.9998592999235736194509643661248093975706800361157723270469481893703560868849138,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,52121,293.97,0,0.000000158505,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,52121,443.11,0,0.00000423853,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,52123,0,0,-0.000000000000000000318949,Infinity,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,52123,247.47,0,0.0000000155467,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,52123,489.81,0,0.000000549377,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,52125,35.49,0,0.00194119,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,52127,0,0.0006787801777164832263236383161,0.00067878,0.00000026181743230067226862098475526677460608160698290613379216699532795996049224355261,MATCH
n,CsI_Side_Segment_01,52128,0,0,0,0,MATCH
n,CsI_Side_Segment_01,53120,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_01,53121,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_01,53122,0,0.003393900888591130650929827026,0.00407268,0.19999968581600000000000000015815851859092582080000000002084510296006171407045504,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,53122,61.62,0,0.0000111767,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,53122,90.6,0,0.00000869444,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,53123,0,0.003393900866954262434064990486,0.00475146,0.39999964237730712007629827572946379530090251350336970876377577256023560006840899,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,53123,148.92,0,0.000949519,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,53124,0,0.009337329337939244762023063593,0.00933733,0.000000070904723532445757859901527343507184398346961990396748667061322837487400715886154,MATCH
n,CsI_Side_Segment_01,53125,0,0.001635120049095986576443205444,0.00194119,0.18718500276064205728559846256333681634365674300305180718305060432393077317018988,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,53126,0,0.01612659442044700790303760917,0.0161266,0.00000034598457967186258221700425737778021281050161725777681246139172411275203106279184,MATCH
n,CsI_Side_Segment_01,53127,57.61,0,0.0000855415,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,53128,0,4.017699871914180464570729234,4.0177,0.000000031880385200202736948786103395116476846962632127744321944935958664624144058222608,MATCH
n,CsI_Side_Segment_01,53129,0,0.000000000001197159751882263338200187208,0.00000000000123071,0.028024871421701634861153364337314933132880282967719315944441080046152592535303734,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,53131,0,0.0004929786628520132959461211446,0.00049297,0.000017572468478004772821770599256767605099143846032789902436035304696728804227447607,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,54122,0,0.0006787774225562297426540712217,0.000678777,0.00000062252546372467128516027709216105285314433430148308573220328413164047193242807239,MATCH
n,CsI_Side_Segment_01,54123,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_01,54125,0,0.002036339765839490955593521994,0.00203634,0.00000011499088362981148738853315543756627148790467033010739315154092296302747525177466,MATCH
n,CsI_Side_Segment_01,54127,0,0.0008444282564369136272587258888,0.00133979,0.58662383664572970475772196129025804774481226442495275161882010173295843185375274,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,54127,297.1,0,0.000000253914,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54127,342.23,0,0.00000106731,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54127,711.61,0,0.00000315367,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54128,1429.56,0,0.000000841943,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54130,1122.11,0,0.0000333801,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54130,1204.61,0,0.000000485151,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54130,1632.58,0,0.000000404853,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54130,1944.14,0,0.00000000328763,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54131,163.93,0,0.00000210154,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54131,341.14,0,0.0000016368,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_01,54134,0,0,0,0,MATCH
n,CsI_Side_Segment_01,55126,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_01,55127,0,0.002036340533154678390557896216,0.00203634,0.00000026182000000000000000006463198307804975999999999999582270566969948791168000000027,MATCH
n,CsI_Side_Segment_01,55128,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_01,55129,0,0.004070984265283165369178356959,0.00407098,0.0000010477277452882756703963919334649994956357742589821909934050005114626633033634634,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,55130,0,0.006109021599464035171673688648,0.00610902,0.00000026182000000000000000006463198307804975999999999999582270566969948791168000000027,MATCH
n,CsI_Side_Segment_01,55131,0,0.008486768923142810258540581891,0.00848677,0.00000012688659247042146796447725771206878767421035977675509049688386984062792794474438,MATCH
n,CsI_Side_Segment_01,55132,0,0.02332118490811150335554980855,0.0233212,0.00000064713214856399666025927284122848138786176329642298917557515699490654465485049915,MATCH
n,CsI_Side_Segment_01,55134,0,0.06790234365610969227636399179,0.0678958,0.00009636863409063633497434490258069009299558151358310962979476125686807133196401624,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_01,56132,0,0,0,0,MATCH
n,CsI_Side_Segment_02,47109,88.03,0,0.0000142573,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,48109,0,0,0.0000148747,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,48109,463.5,0,0.00000034176,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,48109,59.49,0,0.0000290467,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,49109,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_02,49113,391.7,0,0.0000582597,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,50113,0,0.00005863743625058480984991491491,0.0000586326,0.000082477183418154923948584704881652239534329490250066032194676014744585927217679948,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,50115,612.81,0,0.0000103123,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,50116,2365.97,0,0.00000000759064,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,50117,314.58,0,0.00000000105071,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,51114,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_02,51115,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_02,51116,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_02,51117,0,0.0006787801777182261301859654053,0.00135756,0.9999994763599999999999999999689514081291444520000000000004820076547807227838164,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,51118,0,0.001357560355436452260371930811,0.0019163,0.4115762826499999999999999995621706786223081750000000001358017395263793622061625,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,51120,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,CsI_Side_Segment_02,51121,37.13,0,0.0000242297,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,52117,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_02,52118,0,0.0005587876610683342259292670328,0.000558788,0.0000006065482282233550058700895982790547958343602607416997468342670917203923439445677,MATCH
n,CsI_Side_Segment_02,52121,0,0.001695619524598900376112096474,0.00170495,0.0055026940099116589174976102430835835493562360049748891046082116347595837143045971,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,52123,0,0,-0.0000000000000000000000244373,Infinity,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,52123,247.47,0,0.0000000165742,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,52123,489.81,0,0.00000058407,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,52125,35.49,0,0.00195486,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,52128,0,0,0,0,MATCH
n,CsI_Side_Segment_02,53120,0,0.001357560355436452260371930811,0.00195776,0.44211636127999999999999999955269804716360176000000000013873987036224206029992,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,53120,102.25,0,0.0000821737,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53120,25.07,0,0.000497877,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53120,72.61,0,0.0000974626,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53120,89.82,0,0.000041564,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53122,0,0.0006787801777182261301859654053,0.00135756,0.9999994763599999999999999999689514081291444520000000000004820076547807227838164,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,53122,61.62,0,0.0000111767,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53122,90.6,0,0.00000869444,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53123,0,0.004751461213735967407690986682,0.00475146,0.00000025544478062851692980338712143377089849255265933775041732592876884364032204408207,MATCH
n,CsI_Side_Segment_02,53124,0,0.006224886225292829841348709062,0.00622489,0.00000060638974489547112616420150383653428288752127538992423157531703783381013831185883,MATCH
n,CsI_Side_Segment_02,53125,0,0.00185313605564211811996896617,0.00195486,0.054892863396710598125524432871945533654638205772690206218973133211050361801133557,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,53126,0,0.02100207645453563819930479334,0.0210021,0.0000011211017354770072437253502196790529704005244820057424629979751051162248249556691,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,53127,57.61,0,0.0000176123,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,53128,0,3.410191612856368078054290196,3.41019,0.00000047295183121019108280249667120251156168702330723355655959749075998458188127512492,MATCH
n,CsI_Side_Segment_02,53129,0,0.000000000002394319503764526676400374416,0.00000000000246142,0.028024871421701634861153364337314933132880282967719315944441080046152592535303734,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,53131,0,0.0004929786628520132959461211446,0.00049297,0.000017572468478004772821770599256767605099143846032789902436035304696728804227447607,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,54120,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_Side_Segment_02,54122,0,0.0006787774225562297426540712217,0.000678777,0.00000062252546372467128516027709216105285314433430148308573220328413164047193242807239,MATCH
n,CsI_Side_Segment_02,54125,0,0.0006787799219464969851978406645,0.00067878,0.00000011499088362981148738877869405832257458132872838086496872541769026998447232558535,MATCH
n,CsI_Side_Segment_02,54127,0,0,0.000304707,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54127,297.1,0,0.000000143347,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54127,342.23,0,0.000000642834,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54127,711.61,0,0.00000194063,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54128,1429.56,0,0.00000168389,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54130,1122.11,0,0.0000222534,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54130,1204.61,0,0.000000323434,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54130,1632.58,0,0.000000269902,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54130,1944.14,0,0.00000000219176,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54131,163.93,0,0.00000210154,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54131,341.14,0,0.0000016368,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,54133,0,0.001755578391997023684676741122,0.00175557,0.000004780189288009250054467507866743754890613288500361660528577306782079216627496456,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,54134,0,0,0,0,MATCH
n,CsI_Side_Segment_02,55127,0,0.0006787801777182261301859654053,0.00135756,0.9999994763599999999999999999689514081291444520000000000004820076547807227838164,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,55127,66.09,0,0.000129129,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_Side_Segment_02,55128,0,0.002715120710872904520743861621,0.00271512,0.0000002618199999999999999999418627652214947949999999999966200610473733482706137499998,MATCH
n,CsI_Side_Segment_02,55129,0,0.003392486887735971140981964131,0.00339249,0.00000091739898541981861987190632116409197180178261436943609143445799543326172607056962,MATCH
n,CsI_Side_Segment_02,55130,0,0.004072681066309356781115792432,0.00407268,0.00000026182000000000000000006463198307804975999999999999582270566969948791168000000027,MATCH
n,CsI_Side_Segment_02,55131,0,0.01384683350618037463235568624,0.0138468,0.0000024197720265559095541395761455589453995863510684457828264915167344877158574599241,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,55132,0,0.02603295059510121304805560024,0.026033,0.000001897783296075888549037334185972007891013456083001114304876706743981077546028391,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_Side_Segment_02,55133,81,0,0.00175303,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
