production_tag,raw_volume,ZA,exc_keV_decimal,direct_activity_Bq,tag_native_activity_Bq,relative_delta_vs_direct,classification
p,CsI_Side_Segment_02,55128,0,0,0.00133826,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55129,0,0,0.000678242,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55129,6.54,0,0.00016278,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55131,0,0.001339552422327433042848098818,0.00185621,0.38569418341604695860657567730781663798832612531602806020014529615195904780230921,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_02,55131,123.8,0,0.000655634,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55131,133.62,0,0.0000599879,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55131,775.28,0,0.000000406349,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55131,78.73,0,0.0000255221,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,55132,0,0.001626496355116483968349933944,0.0016265,0.0000022409417055045391007703563370419155717398629279905649054083589119665523759679371,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_02,55133,81,0,0.00000164511,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_02,56128,0,0.001338280119579751937416411703,0.00133828,0.000000089353305177220270662891509210262252877150845847693926835821137552494499712385097,MATCH
p,CsI_Side_Segment_02,56129,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_02,56131,0,0.001210103772248559075169924702,0.0012114,0.0010711707385494172494426119664639558413396901722348636393820822481947591077190316,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_02,56132,0,0,0,0,MATCH
p,CsI_Side_Segment_02,56133,0,0.00000183047924647903641141828856,0.00000182821,0.0012397007414322520124766617312038203306496873170035315531702168220946947208172818,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_above_side_port,51121,37.13,0,0.00000399073,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,52121,0,0,0.000281709,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,52121,293.97,0,0.0000000792249,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,52121,443.11,0,0.00000211853,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,52125,35.49,0,0.000108945,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,52128,0,0,0,0,MATCH
p,CsI_Side_Segment_03_above_side_port,53121,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_03_above_side_port,53122,0,0,0.000678544,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,53122,61.62,0,0.0000111729,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,53122,90.6,0,0.00000869143,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,53124,0,0.001244546410607342945605774692,0.00124455,0.0000028840970705967953537696970156704075030260657850123825560725683568848544919467556,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_above_side_port,53125,0,0.0001089702801713340132357042384,0.000108945,0.00023199143192313732364961906138318108462673019424896550352835498325033951857468039,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_above_side_port,53126,0,0.0007498145898574733280813928634,0.000749814,0.00000078667110684016298964768804100262604536432659527091644934974367745231890172420324,MATCH
p,CsI_Side_Segment_03_above_side_port,53127,57.61,0,0.0000106619,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,53128,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_03_above_side_port,54122,0,0.0006785425261358250194572859139,0.000678543,0.000000698355897719649351336629791815258758766747500368728197776336892250344855996312,MATCH
p,CsI_Side_Segment_03_above_side_port,54127,0,0.000168827207040967266297130907,0.000168811,0.000095997803027882405057641105272812018999025545447048407862329834819669962177165696,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_above_side_port,55129,0,0.002034787734115893837519618441,0.00203479,0.0000011135727172775576432664669932796408629388825870453656559415003987351331128273307,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_above_side_port,55131,0,0,0.000516656,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,55131,123.8,0,0.000655634,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,55131,133.62,0,0.0000599879,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,55131,775.28,0,0.000000406349,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,55131,78.73,0,0.0000255221,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_above_side_port,56131,0,0.001210103772248559075169924702,0.0012114,0.0010711707385494172494426119664639558413396901722348636393820822481947591077190316,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_below_side_port,48111,245.39,0,0.000661885,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,48111,396.21,0,0.0000000330826,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,49110,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_03_below_side_port,49111,0,0.0006618851661812692325177897609,0.000661887,0.0000027705995306522064579758628519123162572339123500574477617941371377276868010330927,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_below_side_port,50116,2365.97,0,0.00000000379401,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,51116,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_03_below_side_port,52123,0,0,0.0000000000000000000000251021,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,52123,247.47,0,0.00000000236693,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,52123,489.81,0,0.0000000834097,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,52125,35.49,0,0.000108945,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,53122,0,0.001357090560688750601360754705,0.00135709,0.00000041315499999999999999985070256168300861249999999997771026570286897832471874999667,MATCH
p,CsI_Side_Segment_03_below_side_port,53123,0,0.0006785452760184991799780287038,0.000678545,0.00000040677978159331100598905670072601803230941482594200304575496232514552781146102738,MATCH
p,CsI_Side_Segment_03_below_side_port,53124,0,0.0006222732053036714728028873459,0.000622273,0.00000032992529603233355803072488644459672904531399534364200874241642914798467545248789,MATCH
p,CsI_Side_Segment_03_below_side_port,53125,0,0.0001089702801713340132357042384,0.000108945,0.00023199143192313732364961906138318108462673019424896550352835498325033951857468039,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_below_side_port,53126,0,0.0007498145898574733280813928634,0.000749814,0.00000078667110684016298964768804100262604536432659527091644934974367745231890172420324,MATCH
p,CsI_Side_Segment_03_below_side_port,53127,57.61,0,0.0000106619,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,54127,0,0.000168827207040967266297130907,0.000168811,0.000095997803027882405057641105272812018999025545447048407862329834819669962177165696,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_below_side_port,54134,0,0,0,0,MATCH
p,CsI_Side_Segment_03_below_side_port,55131,0,0.0008930349482182886952320658785,0.000893035,0.000000057983969617402575659717005410433022841804498044118999210348130601723180003667714,MATCH
p,CsI_Side_Segment_03_below_side_port,55132,0,0.0005421654517054946561166446479,0.000542165,0.00000083315064291754975425282463520484031569596166464179876672788307940715201440934762,MATCH
p,CsI_Side_Segment_03_below_side_port,55133,81,0,0.00000164511,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_below_side_port,55134,0,0.000009289564185104075953644500628,0.00000928867,0.000096256948793118824955949674027031918278614667658590239735454512055461017805057226,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_below_side_port,56132,0,0,0,0,MATCH
p,CsI_Side_Segment_03_below_side_port,56133,0,0.00000183047924647903641141828856,0.00000182821,0.0012397007414322520124766617312038203306496873170035315531702168220946947208172818,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_rectcut_window_band,51121,37.13,0,0.00000399073,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,52121,0,0,0.000281709,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,52121,293.97,0,0.0000000792249,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,52121,443.11,0,0.00000211853,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,52123,0,0,-0.000000000000000000110081,Infinity,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_rectcut_window_band,52123,247.47,0,0.00000000185358,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,52123,489.81,0,0.0000000658476,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,52125,35.49,0,0.000211059,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,53121,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_03_rectcut_window_band,53123,0,0,0.000678543,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,53123,148.92,0,0.000474595,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,53124,0,0.001244546410607342945605774692,0.00124455,0.0000028840970705967953537696970156704075030260657850123825560725683568848544919467556,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_rectcut_window_band,53125,0,0.0001089702801713340132357042384,0.000211058,0.93684002342797894793469327367150937231300979006528249886416368308729312810949254,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_03_rectcut_window_band,53126,0,0.0003749072949287366640406964317,0.000374907,0.00000078667110684016298964768804100262604536432659527091644934974367745231890172420324,MATCH
p,CsI_Side_Segment_03_rectcut_window_band,54123,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_03_rectcut_window_band,54125,0,0.0006785450246611580325172469247,0.000678545,0.000000036344173394878516933131984689268474825378321608736344566603878084446546854234953,MATCH
p,CsI_Side_Segment_03_rectcut_window_band,55129,0,0,0.000678242,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,55129,6.54,0,0.00016278,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_03_rectcut_window_band,56129,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_above_side_port,50119,23.87,0,0.000676841,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,51118,0,0.0006785452803443753006803773526,0.00123709,0.8231502536900000000000000000035066471979473460000000000000067446852205319252964,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_above_side_port,51119,0,0,0.000676841,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,52118,0,0.0005585942880759666047154825712,0.000558594,0.00000051571591896682318958758400677994326225245085622337742184237714536031128490872029,MATCH
p,CsI_Side_Segment_04_above_side_port,52119,0,0.0006785451602551163331955886414,0.000678545,0.00000023617457719828639926125874252682239366759075502144651742514409672162672834013864,MATCH
p,CsI_Side_Segment_04_above_side_port,52125,35.49,0,0.000108945,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,53125,0,0.0001089702801713340132357042384,0.000108945,0.00023199143192313732364961906138318108462673019424896550352835498325033951857468039,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_above_side_port,53126,0,0.0007498145898574733280813928634,0.000749814,0.00000078667110684016298964768804100262604536432659527091644934974367745231890172420324,MATCH
p,CsI_Side_Segment_04_above_side_port,53127,57.61,0,0.0000317331,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,54127,0,0.0003376544140819345325942618139,0.000502713,0.48883882168948245123986665032466657532639077680926167749388498626913167497031261,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_above_side_port,54127,297.1,0,0.0000000846087,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,54127,342.23,0,0.000000355647,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,54127,711.61,0,0.00000105086,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55127,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_above_side_port,55129,0,0,0.000678242,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55129,6.54,0,0.00016278,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55131,0,0,0.000344437,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55131,123.8,0,0.000437089,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55131,133.62,0,0.0000399919,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55131,775.28,0,0.000000270899,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55131,78.73,0,0.0000170148,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_above_side_port,55132,0,0.0005421654517054946561166446479,0.000542165,0.00000083315064291754975425282463520484031569596166464179876672788307940715201440934762,MATCH
p,CsI_Side_Segment_04_above_side_port,56129,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_above_side_port,56131,0,0.0008067358481657060501132831344,0.000807599,0.001069931175435575558732793770111759623118780862650403721774801891202961596976353,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_above_side_port,56132,0,0,0,0,MATCH
p,CsI_Side_Segment_04_below_side_port,46105,489.14,0,0.000000831902,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,47105,0,0.0001510489695593523353153640972,0.000151049,0.00000020152833715772856338663564572576169900228249191070109741654556326172750606357571,MATCH
p,CsI_Side_Segment_04_below_side_port,50115,612.81,0,0.00000502491,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,51115,0,0,0.00067855,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,51115,1300.21,0,0.0000174943,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,52115,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_below_side_port,52128,0,0,0,0,MATCH
p,CsI_Side_Segment_04_below_side_port,53124,0,0.0006222732053036714728028873459,0.000622273,0.00000032992529603233355803072488644459672904531399534364200874241642914798467545248789,MATCH
p,CsI_Side_Segment_04_below_side_port,53126,0,0.0007498145898574733280813928634,0.000749814,0.00000078667110684016298964768804100262604536432659527091644934974367745231890172420324,MATCH
p,CsI_Side_Segment_04_below_side_port,53127,57.61,0,0.0000106619,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,53128,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_below_side_port,54124,0,0,0.000000000000000000150667,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,54127,0,0.000168827207040967266297130907,0.000168811,0.000095997803027882405057641105272812018999025545447048407862329834819669962177165696,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_below_side_port,54130,1122.11,0,0.00000370761,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,54130,1204.61,0,0.0000000538857,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,54130,1632.58,0,0.0000000449681,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,54130,1944.14,0,0.000000000368505,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,55124,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_below_side_port,55130,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_below_side_port,55131,0,0.0004465174741091443476160329393,0.000618736,0.38569269038003980850291433890357359138955738066021836872445406858599433330914123,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_below_side_port,55131,123.8,0,0.000218545,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,55131,133.62,0,0.000019996,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,55131,775.28,0,0.00000013545,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,55131,78.73,0,0.00000850738,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_below_side_port,55132,0,0.001626496355116483968349933944,0.0016265,0.0000022409417055045391007703563370419155717398629279905649054083589119665523759679371,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_below_side_port,56131,0,0.0004033679240828530250566415673,0.000403799,0.0010686916123217338680229749946777591419323567700495750375312724919041205495599298,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_below_side_port,56132,0,0,0,0,MATCH
p,CsI_Side_Segment_04_rectcut_window_band,50116,2365.97,0,0.00000000379401,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_rectcut_window_band,51116,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_04_rectcut_window_band,53126,0,0.0003749072949287366640406964317,0.000374907,0.00000078667110684016298964768804100262604536432659527091644934974367745231890172420324,MATCH
p,CsI_Side_Segment_04_rectcut_window_band,55129,0,0.0006782625780386312791732061468,0.000678263,0.00000062212096374391668888933556181714269095955346875730216173909483464164730969037872,MATCH
p,CsI_Side_Segment_04_rectcut_window_band,55131,0,0,0.000172219,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_rectcut_window_band,55131,123.8,0,0.000218545,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_rectcut_window_band,55131,133.62,0,0.000019996,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_rectcut_window_band,55131,775.28,0,0.00000013545,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_rectcut_window_band,55131,78.73,0,0.00000850738,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_04_rectcut_window_band,55132,0,0.0005421654517054946561166446479,0.000542165,0.00000083315064291754975425282463520484031569596166464179876672788307940715201440934762,MATCH
p,CsI_Side_Segment_04_rectcut_window_band,56131,0,0.0004033679240828530250566415673,0.000403799,0.0010686916123217338680229749946777591419323567700495750375312724919041205495599298,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_04_rectcut_window_band,56132,0,0,0,0,MATCH
p,CsI_Side_Segment_05,49110,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_05,51112,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_05,51121,37.13,0,0.00000403688,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_05,52121,0,0.000282505456956634238987719009,0.00028406,0.0055027009393464205760058716020354888205458666478138769633490377648351144025929759,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_05,52123,0,0,-0.000000000000000000110081,Infinity,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_05,52123,247.47,0,0.00000000185358,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_05,52123,489.81,0,0.0000000658476,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_05,52125,35.49,0,0.000524231,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_05,52127,0,0.0006785452803426329999640371001,0.000678545,0.00000041315243230106085150035790807381704423507297986780826750676543137037979825017851,MATCH
p,CsI_Side_Segment_05,52128,0,0,0,0,MATCH
p,CsI_Side_Segment_05,53122,0,0.0006785452803443753006803773526,0.000678545,0.0000004131549999999999999999980766007946623269999999999999963005339684535197518,MATCH
p,CsI_Side_Segment_05,53123,0,0,0.000678543,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_05,53123,148.92,0,0.000474595,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
p,CsI_Side_Segment_05,53124,0,0.001244546410607342945605774692,0.00124455,0.0000028840970705967953537696970156704075030260657850123825560725683568848544919467556,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_05,53125,0,0.0002179405603426680264714084768,0.000524229,1.4053760308579299905638647200379556490118280501950482310480097021225648619235262,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
p,CsI_Side_Segment_05,53126,0,0.001874536474643683320203482159,0.00187454,0.00000188065495890118929194990910229574064321055681786131207914061775063229571226031,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
