source_volume,events,rate_hz,fraction
ColdPlate_MXC_50mK_SD_anchor,17,0.0014743539795957097,0.43589743589743585
Cu_SubstrateSupport_SolidDisk_L0_deepest,10,0.0008672670468210061,0.25641025641025644
DR_MixingChamber_Cu,4,0.00034690681872840236,0.10256410256410257
Cu_SubstrateSupport_OpenRing_L3_ZP_panel,4,0.00034690681872840236,0.10256410256410257
ColdPlate_CP_100mK_intercept,2,0.00017345340936420118,0.05128205128205129
ColdPlate_4K,1,8.672670468210059e-05,0.025641025641025644
Cu_SubstrateSupport_OpenRing_L4_ZP_panel,1,8.672670468210059e-05,0.025641025641025644
